wait forever for an answer 40
walk swiftly and at random 62
wall thickening with or without 99
want certain things to happen 125
want trouble with the police 80
warm climate for the winter 190
warm garment both in winter 64
warm stables and the winter 82
warm sympathy for the french 57
warm sympathy with the object 44
warm sympathy with the spirit 78
wave equation can be solved 270
wave equation for the scalar 222
wave equation for the system 140
wave equation for the vector 299
wave function and the energy 489
wave function can be chosen 43
wave function for the entire 268
wave function for the ground 1857
wave function for the helium 116
wave function for the initial 237
wave function for the lowest 210
wave function for the normal 305
wave function for the nuclear 70
wave function for the second 149
wave function for the system 1605
wave function near the origin 181
ways forward for the future 101
wealth enabled him to become 46
wealth enabled them to endure 40
wearing apparel for the family 64
week charles was the teacher 45
well accords with my nature 83
well account for the greater 188
well account for the higher 41
well account for the number 56
well account for the origin 234
well account for the sudden 42
well adapted for the breeding 130
well adapted for the building 46
well adapted for the higher 45
well adapted for the latter 182
well adapted for the object 58
well adapted for the office 64
well adapted for the training 68
well adapted for the various 55
well advised not to accept 99
well advised not to answer 46
well advised not to assume 57
well advised not to become 86
well advised not to commit 47
well advised not to depend 42
well advised not to expect 66
well advised not to follow 75
well advised not to forget 74
well advised not to ignore 83
well advised not to insist 47
well advised not to pursue 66
well assured that he should 77
well assured that it exists 42
well assured that no lawyer 45
well assured that the ground 104
well assured that we should 52
well believe that my verses 55
well believe that the church 44
well believe that the writer 60
well beloved son in christ 99
well brought out by another 45
well brought out in another 70
well brought out in figure 72
well carried out in detail 45
well content that he should 238
well content that it should 411
well content that my labors 88
well content that the matter 49
well content with the existing 99
well content with the little 53
well content with the result 232
well content with the system 75
well covered and the matter 57
well defined and so deeply 57
well deserve all the favors 83
well devised for the tuition 65
well imagine that the clothes 62
well imagine that we desire 73
well imputed all the errors 85
well nowhere but at rhodes 43
well ordered and so finely 59
well perhaps that it should 108
well pointed out by thomson 66
well seasoned with the finest 42
well settled both in england 110
well settled that an equity 51
well settled that an infant 176
well settled that at common 84
well settled that in actions 61
well settled that the amount 75
well settled that the burden 121
well settled that the common 142
well settled that the courts 246
well settled that the granting 40
well settled that the master 51
well settled that the measure 52
well settled that the public 46
well settled that the remedy 66
well settled that the rights 43
well settled that the united 171
well stocked with the finest 87
well stocked with the latest 160
well stocked with the various 44
well suppose that the little 42
well suppose that the places 133
well suspect that the latter 96
well tremble for the future 122
well written for the voices 66
went against him in person 82
went against them in person 47
went exploring for the better 44
went forward with an escort 42
went forward with the former 163
went forward with the panther 65
went forward with the second 42
went forward with the utmost 87
went rapidly out of fashion 60
went stamped with the public 65
were adamant that he should 69
were adamant that it should 127
were adamant that we should 54
were adapted for the cinema 52
were adapted for the screen 257
were adopted for the entire 51
were adopted for the future 50
were adopted for the relief 74
were adopted for the speedy 40
were adopted with or without 64
were adopted with the intent 42
were adopted with the object 75
were adorned with the finest 86
were adorned with the spoils 46
were advancing with the utmost 97
were advised not to accept 55
were advised not to attend 69
were advised not to become 54
were advised not to return 40
were advised not to travel 105
were advised that we should 48
were agitating for the creation 56
were alarmed for the future 98
were alarmed for the safety 335
were alarmed with the report 47
were aligned with the soviet 126
were aligned with the united 187
were allowed for an answer 84
were allowed for the return 73
were allowed him to peruse 42
were allowed out of prison 54
were allowed out on parole 93
were allowed them to parade 77
were altered for the better 212
were applied with the utmost 65
were arranged for the guests 40
were arranged with the utmost 150
were arrayed all the forces 54
were assured for the future 50
were assured that he should 49
were assured that it should 88
were assured that the english 140
were assured that the french 113
were assured that the guilty 57
were assured that the matter 51
were assured that the object 62
were assured that the tribes 78
were assured that the tyrant 120
were assured that the united 281
were assured that we should 249
were blended with the clouds 49
were blended with the deluge 67
were blended with the foliage 123
were blended with the softer 79
were blended with the tribes 45
were branded with the letter 184
were branded with the stigma 68
were branded with the unjust 130
were britain and the united 453
were brought off in safety 122
were brought off on horses 64
were brought out by various 53
were brought out in another 53
were brought out in england 54
were brought out in english 60
were brought out in groups 46
were brought out in london 82
were brought out in public 123
were brought out in relief 42
were brought out in squads 187
were brought out in various 56
were brought out of england 81
were brought out of prison 280
were brought out on strike 46
were brought out to suffer 79
were careful not to accept 44
were careful not to arouse 127
were careful not to assume 67
were careful not to attack 188
were careful not to become 161
were careful not to betray 103
were careful not to commit 459
were careful not to damage 103
were careful not to define 149
were careful not to exceed 62
were careful not to expose 195
were careful not to flaunt 52
were careful not to follow 65
were careful not to forget 108
were careful not to impose 82
were careful not to infringe 77
were careful not to injure 161
were careful not to invite 56
were careful not to mention 569
were careful not to molest 60
were careful not to offend 923
were careful not to oppose 42
were careful not to overdo 45
were careful not to permit 60
were careful not to reject 40
were careful not to remove 57
were careful not to ruffle 44
were careful not to violate 98
were careful not to wander 48
were careful that he should 59
were carried off as slaves 929
were carried off as spoils 54
were carried off by another 43
were carried off by disease 208
were carried off by famine 41
were carried off by indians 86
were carried off by plague 41
were carried off by thieves 41
were carried off by wolves 44
were carried off by xerxes 54
were carried off in chains 78
were carried off in safety 63
were carried off in various 72
were carried off to assyria 115
were carried off to canada 93
were carried off to dundee 88
were carried off to england 97
were carried off to enrich 42
were carried off to france 68
were carried off to london 44
were carried off to prison 310
were carried off to venice 41
were carried out as already 87
were carried out as before 382
were carried out at another 58
were carried out at higher 147
were carried out at liquid 282
were carried out at normal 64
were carried out at random 42
were carried out at various 985
were carried out at weekly 63
were carried out by agents 106
were carried out by allowing 45
were carried out by another 123
were carried out by applying 246
were carried out by assuming 57
were carried out by atomic 65
were carried out by barter 62
were carried out by bodies 52
were carried out by direct 96
were carried out by divers 50
were carried out by exposing 105
were carried out by family 55
were carried out by female 64
were carried out by forces 42
were carried out by french 210
were carried out by german 266
were carried out by groups 361
were carried out by highly 125
were carried out by italian 81
were carried out by jewish 40
were carried out by joseph 45
were carried out by measuring 261
were carried out by messrs 44
were carried out by methods 111
were carried out by michael 71
were carried out by myself 123
were carried out by native 48
were carried out by police 91
were carried out by public 87
were carried out by robert 121
were carried out by russian 95
were carried out by scanning 44
were carried out by shooting 57
were carried out by simple 42
were carried out by slaves 58
were carried out by someone 83
were carried out by soviet 168
were carried out by special 198
were carried out by troops 58
were carried out by various 420
were carried out by william 134
were carried out in accord 44
were carried out in actual 58
were carried out in africa 78
were carried out in almost 95
were carried out in another 100
were carried out in aqueous 478
were carried out in august 312
were carried out in austria 51
were carried out in autumn 90
were carried out in berlin 52
were carried out in brazil 95
were carried out in buffer 69
were carried out in canada 138
were carried out in cities 56
were carried out in closed 222
were carried out in common 80
were carried out in detail 256
were carried out in dilute 53
were carried out in direct 54
were carried out in double 185
were carried out in earnest 47
