war i might never have 45
was a basic human need 120
was a bench under some 41
was a black cloud hanging 67
was a black cloud over 74
was a black grand piano 40
was a black leather belt 46
was a black leather case 54
was a black leather sofa 42
was a black patch over 54
was a black sheep among 47
was a black slave from 48
was a black woman from 207
was a blank brick wall 47
was a blank slate upon 43
was a brass plate bearing 121
was a breed apart from 98
was a bribe taken upon 43
was a brief pause during 118
was a brief pause when 76
was a brief period during 470
was a brief period from 45
was a brief period when 1239
was a brief phone call 95
was a brief visit from 60
was a broad black band 180
was a broad leather belt 112
was a brook running over 49
was a brown paper sack 64
was a brute rather from 46
was a burning issue among 69
was a buzzing sound from 42
was a change which made 62
was a change which took 45
was a child about five 40
was a child eight years 73
was a child seven years 152
was a child whose life 42
was a choking sound from 55
was a class action suit 535
was a crack rifle shot 161
was a creaking sound from 64
was a crime which fell 40
was a crime which those 61
was a danger which must 49
was a doubt about their 49
was a dozen miles away 150
was a dozen miles from 94
was a dozen paces away 54
was a dozen steps away 56
was a dozen times more 123
was a dozen yards ahead 40
was a dozen yards away 343
was a dozen yards from 117
was a dreary morning when 76
was a dutch trading post 46
was a faded white rose 52
was a faint blush upon 52
was a faint cheer from 62
was a faint click from 45
was a faint light coming 135
was a faint light from 257
was a faint noise from 49
was a faint smile just 44
was a faint smile upon 118
was a faint sound from 230
was a false alarm when 59
was a fancy dress ball 263
was a fault which time 101
was a feeling which made 81
was a ferry which kept 104
was a field where there 48
was a fight every time 40
was a first class cook 46
was a first major step 88
was a focal point during 44
was a force which must 43
was a freed slave from 46
was a fresh water lake 247
was a fresh water spring 60
was a funny sight from 65
was a grand sight from 49
was a grand sight when 74
was a grave fraud upon 40
was a grave looking young 80
was a green baize door 114
was a green light from 57
was a gross fraud upon 55
was a gross libel upon 53
was a growing feeling among 878
was a growing sense among 306
was a growing trend among 57
was a grown woman when 184
was a happy change from 101
was a happy event when 47
was a happy woman when 48
was a hearty laugh from 72
was a hissing sound from 66
was a house built upon 132
was a house where there 48
was a hungry child crying 46
was a large adult male 43
was a large apple tree 47
was a large black bird 90
was a large black bull 72
was a large black hole 47
was a large blood clot 85
was a large brass bell 41
was a large brick oven 165
was a large brown mole 57
was a large crowd from 83
was a large crowd there 295
was a large dairy farm 48
was a large dance hall 86
was a large drawing room 161
was a large empty room 146
was a large fishing boat 51
was a large flour mill 45
was a large front room 156
was a large glass bowl 64
was a large glass case 168
was a large glass door 73
was a large grand piano 57
was a large group from 54
was a large indian camp 51
was a large indian town 79
was a large light room 63
was a large lofty room 43
was a large maple tree 47
was a large meeting held 54
was a large meeting room 82
was a large metal door 72
was a large mound like 51
was a large oblong hall 67
was a large oblong room 112
was a large opening into 60
was a large packing case 45
was a large party among 48
was a large party from 65
was a large party ready 46
was a large punch bowl 53
was a large round hole 82
was a large shady tree 97
was a large shift from 59
was a large sitting room 208
was a large sliding door 40
was a large steel door 60
was a large stone barn 43
was a large stone hall 121
was a large stone slab 143
was a large sunny room 92
was a large upper room 118
was a large waiting room 159
was a large water tank 139
was a large white bird 63
was a large white card 46
was a large white flag 40
was a large white room 61
was a large white sign 69
was a large white spot 44
was a lengthy pause during 45
was a light brown sack 54
was a light sandy loam 182
was a light sandy soil 66
was a light shining from 169
was a light showing from 42
was a local paper tied 41
was a loose black gown 85
was a loose sandy rock 266
was a major change from 678
was a major drawing card 50
was a major event during 42
was a major event when 100
was a major first step 83
was a major fishing port 43
was a major force during 52
was a major issue among 91
was a major issue during 293
was a major issue facing 40
was a major issue from 66
was a major issue when 82
was a major movie star 57
was a major naval base 94
was a major point made 47
was a major river port 123
was a major shift away 156
was a major shift from 507
was a major staging post 60
was a major topic during 40
was a major trade item 95
was a major trading port 109
was a major trading post 87
was a meeting which took 55
was a method often used 45
was a nasty shock when 42
was a nearly grown girl 145
was a noble light seen 41
was a noble roman lady 122
was a noble shoot from 116
was a noble sight when 77
was a notch above even 75
was a pause after those 71
was a pause while miss 55
was a pecking order among 67
was a period where there 51
was a piece missing from 94
was a place apart from 117
was a place people went 46
was a place where boys 112
was a place where even 397
was a place where evil 55
was a place where food 49
was a place where four 57
was a place where gods 84
was a place where good 101
was a place where great 69
was a place where ideas 95
was a place where jews 138
was a place where kids 95
was a place where lads 89
was a place where land 40
was a place where life 328
was a place where love 55
was a place where many 745
was a place where more 127
was a place where most 304
was a place where much 136
was a place where none 48
was a place where nothing 229
was a place where once 63
was a place where only 574
was a place where other 51
was a place where poor 61
was a place where rich 67
was a place where some 335
was a place where such 195
was a place where their 168
