war effort because they were 49
was afraid because she knew 62
was afraid because they were 63
was almost against his will 164
was almost certain she heard 85
was almost certain she knew 109
was almost certain that nothing 49
was almost certain that some 197
was almost certain that their 97
was almost certain that there 451
was almost certain that these 72
was almost certain that those 87
was almost certain that when 45
was almost certain they were 220
was almost covered with dirt 43
was almost covered with snow 77
was almost covered with their 53
was almost exactly ten years 157
was almost exactly two years 218
was almost frantic with rage 182
was almost starved for want 326
was almost starved with cold 97
was almost stifled for want 70
was almost trembling with anger 62
was already bleached and iron 43
was already covered with snow 327
was already crowded with cars 47
was already crowded with other 82
was already crowded with young 100
was already dressed and gone 45
was already dressed and ready 271
was already dressed for work 170
was already evident that there 106
was already familiar with from 77
was already familiar with many 230
was already familiar with most 393
was already familiar with much 89
was already familiar with some 277
was already familiar with such 88
was already familiar with their 113
was already familiar with these 253
was already familiar with those 55
was already familiar with what 145
was already grained with dirt 43
was already married and living 429
was already married with three 47
was already mounted and riding 52
was already preparing his next 45
was already reduced one half 54
was already sorrowing and crying 67
was already streaked with gray 460
was already upright and self 97
was already wondering how much 91
was always against his will 57
was always assumed that there 80
was always assumed that these 64
was always assumed that when 40
was always catholic and holy 88
was always covered with dust 44
was always covered with snow 99
was always crowded with young 48
was always deduced for these 65
was always dressed with care 42
was always dressed with great 43
was always fainter than those 52
was always faithful and true 103
was always gracious and kind 61
was always greeted with great 57
was always helpful and kind 43
was always inventing new ways 45
was always listening for some 100
was always patient and kind 86
was always patient with those 47
was always pleasant and good 40
was always pleasant and kind 88
was always present and most 42
was always pressed for time 189
was always prudent and well 114
was always readiest and most 181
was always stronger and more 46
was another element that made 40
was asleep because his eyes 43
was becoming evident that many 48
was becoming evident that some 70
was becoming evident that there 201
was becoming scarcer and more 123
was becoming smaller and more 168
was becoming stronger and more 469
was becoming stronger than ever 53
was becoming wealthier and more 49
was beside herself with anger 476
was beside herself with fury 263
was beside herself with glee 86
was beside herself with pain 60
was beside herself with pious 44
was beside herself with rage 984
was beside himself with anger 2155
was beside himself with envy 52
was beside himself with fury 1225
was beside himself with glee 316
was beside himself with love 48
was beside himself with mirth 44
was beside himself with pain 102
was beside himself with rage 5374
was beside himself with wrath 202
was better adapted for such 58
was better dressed and more 59
was better dressed than ever 192
was better dressed than most 135
was better dressed than when 42
was better planned and more 116
was better trained and more 193
was better trained than most 48
was beyond dispute all cato 63
was broken against that giant 184
was buried between her legs 49
was called faithful and true 5470
was called scratch and claw 40
was called together and made 146
was calmly exploring that part 59
was caught between her teeth 303
was caught between his teeth 126
was caught between two cars 57
was caught between two great 60
was caught between two huge 50
was cheaper untaxed than home 50
was chosen because they were 67
was clearly brought out during 74
was clearly brought out when 72
was clearly evident that there 99
was clearly evident that these 43
was clearly pointed out more 41
was clearly written all over 51
was created together with time 56
was cruising between that port 63
was daniel webster who said 82
was deemed certain that there 48
was deeply covered with sand 48
was deeply covered with snow 323
was deeply grieved for your 48
was deeply shocked and hurt 88
was deeply touched and said 42
was deeply touched not only 53
was deeply touched with these 47
was deeply touched with what 40
was devoting himself with more 57
was divine vengeance that fell 72
was driven against his will 146
was driven forward with great 66
was enjoying herself too much 748
was enjoying himself too much 1240
was enough trouble and raging 47
was exposing himself too much 63
was fairly certain she knew 137
was fairly certain that none 67
was fairly certain that their 42
was fairly certain that there 162
was fairly certain that what 45
was fairly certain that when 45
was fairly certain they were 137
was farther removed than ever 62
was forced against her will 656
was forced against his will 1591
was forced against its will 255
was forced between his lips 68
was forced between his teeth 62
was formed against him among 91
was formed against his life 650
was france brought with more 57
was france content with these 91
was further alleged that there 72
was further alleged that these 48
was further assumed that there 125
was further assumed that these 142
was further charged with having 227
was further decided that there 67
was further removed than ever 49
was gathering against him from 46
was gathering material for work 43
was greater because they were 51
was greatly admired and much 92
was greatly against his will 135
was greatly alarmed and said 59
was greatly excited and said 49
was greatly excited and very 40
was greatly obliged and very 60
was greatly pressed for time 105
was greatly reduced and their 62
was greatly reduced and there 53
was hardly needful for katy 49
was heavily covered with snow 64
was heavily streaked with gray 260
was highly excited and there 50
was highly fraught with nothing 133
was highly praised for having 49
was highly trained and well 104
was indeed evident that news 54
was indeed flighty and half 149
was jammed between two high 49
was killed because she knew 139
was killed because they were 55
was killed defending his home 65
was killed outside his home 64
was killed together with many 48
was kneeling between her legs 155
was kneeling between his legs 67
was knocking against her ribs 74
was lately offered for sale 44
was little concern for their 42
was little contact with other 57
was little occasion for such 74
was little support for such 170
was little support for their 47
was little support for these 48
was little sympathy for those 66
was lumped together with other 82
was mainly because they were 295
was mainly carried out during 62
was marching against him from 101
was marching towards that city 75
was merely because they were 192
was merely executing his duty 44
was merely popular and wild 87
was mostly because they were 87
was mostly covered with snow 67
was needed because they were 46
was neither country nor city 42
was neither general nor army 65
was neither gorgeous nor much 100
was neither grosser nor more 53
was neither haggard nor worn 42
was neither knocker nor bell 85
was neither pleasant nor safe 77
was neither pleasure nor pain 148
was neither politic nor just 61
was neither prudent nor safe 46
was neither shelter nor food 60
was neither whipped nor shot 73
was opened between new york 217
was openly charged with having 121
was partly against his will 43
