wag forever to the jigger 53
war according to the geneva 147
war according to the orders 85
war according to the system 42
war according to the usages 173
war against the king almost 70
war against us as unjust 50
war although to be fought 51
war appeared in the harbor 55
war appeared to be almost 92
war arrived in the harbor 57
war because in the future 43
war because of the german 132
war because of the greater 81
war because of the nature 58
war brought on the former 64
war brought to the united 41
war carried on by france 41
war carried on in canada 70
war carried to the height 178
war credits to the kaiser 65
war depends on the spirit 44
war dragged on in europe 72
war dragged on it became 111
war economy in the united 170
war economy of the soviet 109
war economy of the united 207
war efforts of the allied 65
war efforts of the allies 142
war efforts of the united 547
war erupted in the middle 58
war erupted in the summer 43
war excited by the famous 43
war history of the german 41
war history of the united 57
war hysteria in the united 182
war increase in the number 202
war kindled in the empire 44
war lowered in the skirts 113
war machine of the united 105
war material in the united 167
war material of the united 206
war material to the allies 179
war material to the nations 56
war material to the soviet 156
war material to the united 58
war memorial in the center 49
war memorial in the middle 117
war memorial in the square 89
war parties of the french 123
war parties of the indians 78
war partook of the nature 43
war position of the united 49
war program of the united 251
war service in the middle 127
war service in the united 66
war service of the united 54
war vessels in the harbor 331
war vessels in the united 55
war vessels of the united 652
was abashed at the thought 41
was abelard in the middle 160
was abetted by the french 51
was according to the advice 54
was according to the amount 44
was according to the census 90
was according to the common 100
was according to the course 62
was according to the custom 374
was according to the decree 60
was according to the degree 45
was according to the design 45
was according to the divine 276
was according to the english 114
was according to the fashion 58
was according to the french 103
was according to the jewish 45
was according to the latest 42
was according to the legend 45
was according to the letter 117
was according to the measure 58
was according to the nature 140
was according to the number 171
was according to the opinion 55
was according to the orders 46
was according to the report 46
was according to the spirit 152
was according to the strict 49
was according to the system 51
was according to the usages 57
was according to the wishes 91
was accused by or before 43
was accused by the bishop 60
was accused by the editor 45
was accused by the english 212
was accused by the former 104
was accused by the french 444
was accused by the indians 51
was accused by the jewish 82
was accused by the latter 142
was accused by the police 114
was accused by the public 367
was accused by the soviet 65
was accused by the united 229
was accused in the public 108
was accused in the senate 49
was accused of the brutal 60
was accused of the crimes 55
was accused of the heresy 44
was accused of the murder 2200
was accused of the ritual 86
was accused to the bishop 61
was adamant on the matter 86
was adapted by the authors 59
was adapted by the english 42
was adapted by the french 42
was adapted by the greeks 61
was adapted by the romans 107
was adapted in the united 45
was adapted to the actual 57
was adapted to the church 87
was adapted to the common 75
was adapted to the earlier 80
was adapted to the english 189
was adapted to the existing 219
was adapted to the french 67
was adapted to the genius 113
was adapted to the habits 60
was adapted to the higher 90
was adapted to the learned 40
was adapted to the nature 138
was adapted to the screen 327
was adapted to the seasons 100
was adapted to the special 177
was adapted to the spirit 74
was adapted to the system 54
was adapted to the various 69
was adduced in the murray 45
was adduced to the effect 132
was adjured by the priest 56
was admired as an artist 50
was admired by the english 48
was admired by the entire 61
was admired by the french 131
was admired by the ladies 65
was admired by the public 131
was admired by the younger 44
was adopted as an emblem 234
was adopted as an english 81
was adopted as an infant 1196
was adopted as the common 135
was adopted as the design 45
was adopted as the emblem 349
was adopted as the ensign 42
was adopted as the family 90
