wage life 55 wait side 226
wait from 59 wait come 90
wait here 44 wait here 53
wait some 41 wait heart 55
wait till 58 wait call 198
wait call 115 wait years 90
wait here 561 wait your 56
wake dream 109 wake there 45
walk into 132 walk come 206
walk door 80 walk door 169
walk door 68 walk door 225
walk into 42 walk flung 41
walk step 88 wall been 76
wall upon 431 wall hand 72
wall hand 307 want much 115
want live 61 want been 69
want what 46 want next 215
want help 46 want have 196
ward from 149 ward these 117
ward from 103 warm from 73
warm well 102 warm feel 123
warm down 44 warm have 40
warm threw 66 warn play 55
wary your 55 wash till 287
wave much 56 wave over 55
wave over 76 wave roll 43
wave hand 43 wave hand 195
waving hand 56 waxing away 57
ways ones 82 ways ours 117
ways ways 57 ways have 162
ways talk 51 ways tend 52
ways think 90 ways view 47
ways were 54 ways been 97
ways ever 54 ways ever 74
ways think 64 ways more 198
ways very 78 ways only 52
ways have 94 ways have 56
ways been 395 ways their 65
ways have 63 ways help 58
ways have 51 ways have 115
ways help 89 ways make 63
ways work 41 ways have 93
ways have 88 ways like 70
ways have 54 ways have 159
ways help 109 ways make 89
ways find 47 ways have 68
ways want 95 ways have 42
ways like 154 ways their 48
ways their 44 ways been 144
ways done 77 ways have 87
ways these 68 ways your 62
ways your 70 ways your 120
ways your 207 ways your 70
ways your 41 ways your 51
ways your 53 ways your 166
ways your 85 ways have 216
ways know 46 wealth ever 78
wealth have 47 wealth into 57
wealth into 145 wearing hair 45
wearing hair 40 wearing coat 46
wearing hair 53 wearing down 68
wears hair 50 wears down 50
wears down 57 weary walk 60
weave their 76 weds must 55
week have 73 week have 422
week have 46 week have 75
week have 69 week have 50
week other 72 week have 45
week well 66 week some 57
week like 43 week date 340
week room 57 week during 48
week during 53 week over 61
week prior 72 week well 45
week have 60 week like 54
weep over 95 weep help 51
well used 91 well been 65
well seen 87 well seen 84
well been 153 well been 55
well have 91 well have 109
well have 79 well from 105
well well 42 well know 202
well know 74 well care 445
well foot 44 well will 303
well have 67 well your 121
well will 52 well along 62
well have 79 well have 81
well take 62 well were 51
well best 67 well best 42
well have 74 well think 42
well have 213 well only 43
well tell 64 well have 136
well cease 63 well have 909
well find 61 well have 132
well make 49 well only 127
well tell 45 well have 91
well look 51 well went 68
well come 82 well fall 50
well find 44 well have 607
well like 48 well lose 47
well need 47 well only 83
well soon 124 well take 42
well only 48 well have 43
well only 70 well find 48
well have 57 well make 50
well have 44 well here 69
well come 60 well have 417
well like 56 well along 72
well their 198 well these 41
well those 40 well their 52
well their 43 well time 42
well hair 49 well hair 41
well teeth 43 well hand 120
well hair 40 well from 87
well along 139 well your 222
well what 61 well your 55
well what 56 went upon 54
went walk 132 went walk 211
went walk 110 went along 286
went into 50 went over 110
went walk 82 went walk 51
went years 56 went along 97
went when 58 went came 163
went come 44 went early 42
went from 61 went what 67
went beer 47 went some 55
went away 74 went jobs 51
went more 109 went some 282
went their 82 went three 58
went work 56 went some 44
went over 75 went came 316
went down 48 went unto 97
went some 46 went there 109
went upon 109 went three 41
went door 48 went bows 63
went miss 67 went down 44
went into 48 went into 67
went into 238 went into 50
went when 108 went army 88
went soul 43 wept days 72
wept days 40 were down 122
were away 103 were their 183
were wish 45 were deck 266
were find 80 were give 45
were have 86 were make 46
were think 146 were ever 114
were have 74 were have 320
were save 49 were have 41
were from 61 were dare 51
were find 127 were give 75
were have 82 were have 44
were safe 59 were upon 58
were last 44 were left 184
were made 65 were used 68
were among 43 were held 79
were made 117 were many 47
were used 285 were very 104
were wont 45 were among 53
were part 64 were high 176
were from 43 were beings 53
were away 42 were from 121
were back 107 were were 139
were were 52 were have 65
were have 43 were their 52
were been 46 were best 52
were were 44 were like 52
were deep 90 were were 59
were ever 77 were care 120
were from 76 were from 51
were made 40 were such 102
were give 44 were have 103
were take 78 were deny 43
were have 421 were snow 42
were were 54 were less 85
were more 158 were only 170
were left 41 were more 128
were have 46 were were 223
were such 93 were take 174
were into 76 were from 44
were from 65 were cloth 388
were cloth 144 were cloth 50
were silk 43 were silk 94
were over 48 were from 48
were were 92 were from 56
were when 45 were high 103
were were 56 were were 50
were were 101 were aged 150
were among 77 were born 57
were coming 72 were from 851
were here 49 were just 67
were like 593 were living 116
were making 54 were once 71
were over 81 were there 256
were well 96 were were 926
