war all this doth overgrow 42
war and all its miseries 48
war and all that followed 65
war and all that pertains 102
war and all things military 41
war and death and cultural 44
war and did not hesitate 63
war and had not returned 86
war and one year thereafter 218
war for her own purposes 65
war for his own personal 76
war for his own purposes 95
war for its own purposes 105
war for its own survival 50
war for that year amounted 40
war had not yet returned 50
war had not yet subsided 64
war has not yet produced 49
war pay its own expenses 73
war that did not directly 67
war that had yet occurred 89
war that its own soldiers 49
war that was being prepared 121
war this year are vanished 86
war was all that mattered 45
war was bad for business 98
war was not his business 83
war was not yet declared 333
war was not yet finished 109
war was not yet formally 58
war who are being exchanged 67
war who are not officers 119
war with all its horrible 52
war with all its miseries 90
war with all its terrible 69
war with her own children 131
war with her own colonies 57
war with his own subjects 118
war with its own citizens 51
war with its own subjects 44
war with our own colonies 50
was all for going straight 137
was all gay and coquette 60
was all his own invention 146
was all red and inflamed 101
was all she had expected 67
was all she had imagined 64
was all she was conscious 41
was all she was prepared 127
was all that god required 96
was all that had happened 434
was all that had mattered 128
was all that had occurred 40
was all that had remained 120
was all that had survived 95
was all that now remained 993
was all that she received 40
was all that she required 71
was all that then remained 71
was all that they expected 55
was all that they received 46
was all that they required 141
was all that this luckless 47
was all that was achieved 96
was all that was actually 135
was all that was allotted 84
was all that was beautiful 73
was all that was demanded 488
was all that was designed 42
was all that was effected 60
was all that was essential 134
was all that was expected 1015
was all that was forthcoming 54
was all that was included 41
was all that was intended 556
was all that was involved 363
was all that was obtained 148
was all that was possible 1169
was all that was promised 132
was all that was proposed 69
was all that was provided 173
was all that was received 48
was all that was required 14389
was all that was strictly 44
was all that was valuable 339
was all they had provided 225
was and how she happened 64
was and was not achieved 59
was and was not eligible 42
was and was not entitled 63
was and was not included 163
was and was not possible 514
was and was not prepared 50
was and was not provided 46
was and was not relevant 68
was and was not suitable 43
was and was not supposed 73
was bad for his digestion 67
was both easy and delighting 55
was both long and dangerous 41
was both map and direction 44
was both poet and composer 47
was both real and personal 50
was both real and symbolic 63
was both sad and dangerous 98
was both sad and relieved 121
was both son and daughter 41
was but his own follower 54
was but one end possible 65
was cut off and besieged 131
was cut off and captured 438
was cut off and fastened 49
was cut off and isolated 272
was cut off and replaced 167
was cut off with scissors 123
was cut out and replaced 201
was cut out for business 54
was cut out with scissors 52
was dead and has returned 69
was dead and her daughter 54
was dead and his children 144
was dead and his daughter 110
was dead and that tiberius 40
was dead and then restored 73
was dingy and his trousers 89
was doing for her daughter 44
was doing for his employer 45
was doing her job properly 49
was doing his job properly 136
was doing its job properly 93
was due for his services 46
was due him for services 44
was dug out and restored 48
was dying and they actually 59
was eve who was deceived 42
was fit for any situation 49
was fit for its intended 186
was fit for its ordinary 60
was for her own interest 42
was for her own personal 41
was for his own interest 303
was for his own personal 256
was for his own purposes 78
was going out for football 71
was going out with somebody 102
was going with her mistress 69
was going with his questions 76
was her song that deceived 58
was his joy and surprise 72
was his own doing entirely 127
was his son and namesake 101
was how one was supposed 41
was how she had imagined 80
was how she had survived 51
was how she was supposed 56
was hung with old tapestry 96
was hung with red curtains 138
was ill and not expected 157
was its aim and intention 69
was led out and equipped 58
was led out and executed 41
was led out for execution 270
was led out for washington 79
was let out for exercise 42
was loth that her curiosity 107
was lying with his squadron 49
was new and but partially 46
was not all that accurate 105
was not all that apparent 62
was not all that beautiful 89
was not all that brilliant 54
was not all that comforting 101
was not all that convincing 213
was not all that critical 54
was not all that dangerous 192
was not all that dramatic 88
was not all that enamored 68
was not all that essential 43
was not all that flattering 49
was not all that frequent 50
was not all that friendly 162
was not all that generous 46
was not all that handsome 116
was not all that happened 394
was not all that horrible 50
was not all that innocent 130
was not all that involved 103
was not all that mattered 279
was not all that occupied 146
was not all that occurred 48
was not all that original 205
was not all that positive 79
was not all that powerful 82
was not all that relevant 61
was not all that religious 60
was not all that romantic 54
was not all that satisfying 65
was not all that surprising 2436
was not all that terrible 211
was not all that terrific 74
was not all that troubled 181
was not all that uncommon 605
was not all that unlikely 53
was not all that valuable 89
was not all this intimacy 67
was not any big surprise 57
was not any real evidence 77
was not any too friendly 58
was not any use pretending 50
was not bad for business 48
was not being fed properly 43
was not being run properly 80
was not cut off abruptly 56
was not cut off entirely 43
was not doing any business 187
was not doing her homework 87
was not doing his homework 196
was not easy and involved 106
was not easy and required 335
was not easy for american 45
was not easy for everyone 138
was not easy for ordinary 61
was not easy for students 63
was not eating that mattered 42
was not fit for business 46
was not fit for children 52
was not fit for christian 53
was not fit for military 98
was not fit for ordinary 59
was not for any definite 44
was not for any personal 94
was not for any specific 71
was not for him intended 112
was not for his interest 182
was not for his kindness 44
was not for his personal 153
was not for that infernal 63
was not her own daughter 56
was not her own invention 44
was not her own mistress 198
was not her own personal 43
was not her own subjects 51
was not his own business 69
was not his own daughter 173
was not his own historian 53
was not his own intention 82
was not his own invention 600
was not his own original 59
was not his own personal 257
was not his own property 356
was not his real business 86
was not his real daughter 74
was not his real intention 144
was not how she expected 42
was not how she imagined 68
was not its own mistress 52
was not long ago censured 47
was not long ago executed 44
was not man that invented 56
was not met with approval 74
was not met with enthusiasm 204
was not new and original 75
was not one for argument 40
was not one for ceremony 60
was not one for personal 59
was not one she relished 54
was not one that affected 129
was not one that followed 49
was not one that inspired 102
was not one that involved 130
was not one that received 52
was not one that required 436
was not one who believed 281
was not one who combined 108
was not one who expected 45
was not one who remained 53
was not one who suffered 108
was not one year commonly 67
was not out for personal 51
was not that his presence 43
was not that our citizens 58
was not that she actually 91
was not that she believed 253
was not that she despised 43
was not that she disliked 632
was not that she expected 250
was not that she intended 152
was not that she objected 183
was not that she resented 125
was not that they actually 49
was not that they believed 211
was not that they despised 44
was not that they differed 56
was not that they disliked 255
was not that they expected 112
was not that they objected 205
was not that they provided 41
was not that they regarded 42
