wage and price freezes were 41
wall was thrust upwards from 44
want and would benefit from 43
want any white paupers here 70
ware and black slipped ware 101
warm and hearty support from 75
warm and hearty welcome from 70
wash this filthy witness from 532
ways all human thoughts come 91
ways that people express their 74
ways that would benefit their 49
ways that would enhance their 122
ways that would increase their 131
ways they could improve their 102
ways they might improve their 43
ways they might inflict pain 49
ways you could improve your 178
ways you might improve your 71
wealth and civil liberty upon 69
wealth and power derived from 226
wealth and power resulting from 48
wealth and sheer poverty will 57
wealth and social position among 73
wealth and social position from 45
wealth and social position have 78
wealth and social position made 62
wealth and social position were 265
wealth and social position will 41
wears her whole fortune upon 47
well bear mount olympus upon 71
went and seated himself upon 57
were all drawn together into 47
were all fused together into 44
were all thrown together into 56
were being drawn rapidly away 62
were being drawn together into 66
were being given priority over 49
were being taken affecting their 102
were but brief reactions from 62
were but newly released from 148
were each about fifteen feet 55
were long since removed from 56
were men whose estates were 61
were men whose opinions were 71
were not above profiting from 64
were not again brought into 56
were not alone removed from 184
were not easily brought into 92
were not easily removed from 43
were not fully married till 95
were not given control over 89
were not known outside their 53
were not neatly divided into 54
were not often written down 41
were not party members were 83
were not proof against such 196
were not proof against their 108
were not quite certain what 693
were not souls wherein dull 45
were not under medical care 43
were now again brought into 47
were now talking together very 57
were now working against time 43
were one evening returning from 44
were six miles distant from 60
were ten miles distant from 43
were then under austrian rule 42
were then urged against these 41
were they still wandering amid 53
were two miles distant from 81
what are often divided into 43
what each party expects from 65
what had never entered into 41
what has really existed lies 64
what her voice sounded like 519
what his voice sounded like 643
what one could perhaps call 54
what one might broadly call 126
what one might broadly term 45
what one might imagine from 62
what one might loosely call 737
what one might loosely term 123
what one might perhaps call 232
what one might predict from 145
what one might suppose from 73
what one would imagine from 40
what one would predict from 571
what one would suppose from 56
what one would usually call 44
what our author himself says 72
what our human emotions seem 91
what she hoped sounded like 280
what she would herself have 72
what she would receive from 52
what that sound sounded like 147
what they could capture from 115
what they could collect from 159
what they could extract from 262
what they could plunder from 47
what they could procure from 89
what they could produce from 59
what they could receive from 58
what they could salvage from 180
what they could scavenge from 61
what they could scrounge from 59
what they could squeeze from 46
what they might receive from 73
