wan mouths kissing the warm 45
war began again in good 48
war clubs shall be moving 40
war debts could be paid 46
war might appear to have 84
war ought never to have 149
war period seems to have 197
war period until the early 153
war period until the late 103
war seems first to have 85
war still fresh in their 76
war under which the rest 47
war which began in july 58
war which forms the main 48
war which ought to have 47
war which saved the union 50
war which seems to have 132
war which vexed so many 46
war would appear to have 73
war would never be over 245
was about eight or nine 7657
was about eight to nine 65
was about equal in size 216
was about equal to half 137
was about equal to their 120
was about equal to those 92
was about equal to three 41
was about equal to what 177
was about falling in love 47
was about getting to know 46
was about turning my eyes 113
was about twice as fast 565
was about twice as good 93
was about twice as great 1504
was about twice as heavy 83
was about twice as high 2559
was about twice as many 126
was about twice as much 1872
was about twice as tall 69
was about twice as thick 82
was about twice as wide 89
was about twice my size 71
was about twice the cost 55
was about twice the length 159
was about twice the rate 186
was about twice the size 1558
was about twice the width 68
was about writing the life 72
was added about the same 91
was added about the time 66
was added above the line 198
was added after the book 59
was added after the dish 104
was added after the fact 80
was added after the last 61
was added after the main 73
was added after the other 54
was added after the rest 105
was added after the word 75
was added later to give 49
was added later to make 44
was added until no more 118
was added until the seed 84
was again about the same 84
was again about to break 41
was again about to fall 49
was again about to flee 58
was again about to give 55
was again about to leave 148
was again about to move 433
was again about to speak 623
was again about to take 97
was again asked the same 43
was again asked to come 50
was again asked to form 123
was again asked to give 118
was again asked to help 44
was again asked to join 49
was again asked to leave 89
was again asked to make 62
was again asked to play 51
was again asked to speak 76
was again asked to take 153
was again close to tears 59
was again fixed at four 110
was again found to have 189
was again given the post 41
was again given the same 74
was again given the sham 50
was again given the task 87
was again given to move 46
was again moved to tears 73
was again shown to have 45
was again split up into 149
was again taken in hand 459
was again taken to task 75
was again taken up during 45
was again under the guns 41
was again under the rule 88
was again under the same 91
was again under the sway 49
was again urged to take 117
was alone wanting to have 44
was alone wanting to make 140
was alone within the four 67
was ample proof of their 99
was ample reason to think 57
was asked about it during 46
was asked about the anti 40
was asked about the best 163
was asked about the case 113
was asked about the cost 95
was asked about the date 64
was asked about the fact 67
was asked about the fate 57
was asked about the kind 61
was asked about the meaning 302
was asked about the most 299
was asked about the name 56
was asked about the need 49
was asked about the other 54
was asked about the role 168
was asked about the same 49
was asked about the size 52
was asked about the time 168
was asked about the type 55
was asked where he came 167
was asked which of these 66
was bared after thy healing 75
was based quite as much 63
was beaten about the face 96
was beaten until he lost 52
was beaten within an inch 199
was begun about the same 518
was begun about the time 228
was begun under the aegis 68
was begun under the most 163
was begun under the name 86
was begun within the time 46
was black under the eyes 47
was black where he held 44
was blowing round the bank 48
was blown about the town 40
was borne about in many 112
was bound began to find 40
was bound round the body 49
was braving might at length 53
was built about the same 1570
was built about the time 668
was built about the turn 43
was built about the years 40
was built above the main 44
was built above the town 44
was built after the fall 58
was built after the fire 256
was built after the great 376
was built after the last 60
was built after the main 45
was built after the most 46
was built after the other 40
was built after the plan 121
was built after the same 97
was built after the turn 41
was built round an open 81
was built round the city 81
was built round the tomb 50
was built round the town 54
was built seems to have 55
was built under the aegis 54
was built under the care 42
was built under the name 115
was built under the rule 77
was built under the same 81
was built where the city 50
was built where the frog 41
was built within the city 83
was built within the fort 100
was built within the last 169
was built within the next 42
was built within the past 49
was burning under the edge 44
was burnt alive at rome 53
was burnt alive in rome 49
was burnt under the very 80
was casting about to find 154
was casting aside the last 42
was changing after the coming 112
was choking under the grip 54
was clara alone on whom 51
was close under the eyes 48
was close under the land 40
was close under the wall 79
was closing round me more 58
was costing twice as much 145
was could doubt if such 40
was crazy about the girl 52
was cursing under my breath 44
was daily growing up among 52
was dancing about the room 104
was dancing round the room 136
was dimly aware of other 64
was dimly aware of some 94
was dimly aware of their 112
was dimly aware of what 66
was doubt about the meaning 45
was drawing round the room 50
was drawn about the city 56
was drawn aside by some 40
was drawn round the city 57
was drawn round the town 80
was dreaming about the lions 79
was easily healed in love 61
was easily moved to anger 218
was easily moved to pity 65
was easily moved to tears 459
was easily twice the size 181
was easily within the reach 74
was echoed round the room 40
was egypt again or great 51
was eight miles an hour 156
was eight miles in length 63
was eight pages in length 57
was eight times as great 411
was eight times as high 220
was eight times as much 309
was eight times the rate 50
was eight times the size 91
was either black or dark 67
was either drunk or high 63
was either eight or nine 41
was either given or sold 41
was either knave or fool 42
was either light or dark 97
was either magic or some 87
was either right or wrong 1035
was either slave or free 47
was either taken or sunk 151
was either telling the truth 181
was either willing or able 328
was every danger of their 42
was every reason to dread 65
was every reason to feel 155
was every reason to give 44
was every reason to have 94
was every reason to hope 2365
was every reason to keep 109
was every reason to look 142
was every reason to make 169
was every reason to take 86
was every reason to think 1471
was every where at hand 43
was every where the fame 48
was every where the same 281
was falling about us like 49
was falling madly in love 139
was falling round the boat 45
was falling short of what 40
was falling under the sway 125
was fated never to have 52
was fated never to know 46
was fated never to leave 46
was fated never to meet 64
was fated never to reach 167
was fated never to take 46
was feared might be done 148
was feared would be lost 91
was feeling about the same 43
was feeling quite at home 168
was feeling right at home 71
was feeling short of breath 52
was fifty acres of land 88
was fifty cents an acre 57
was fifty cents an hour 115
was fifty miles an hour 75
was fifty miles in length 69
was fifty miles or more 89
was fifty times as great 63
was fifty times as much 47
was filed after the date 158
was filed after the time 87
was filed under the name 105
was filed until the date 47
was filed within the three 45
was filed within the time 963
was fired until it fell 69
was fired until the peace 73
was first asked to come 73
was first asked to give 187
was first asked to join 78
was first asked to make 170
was first asked to name 52
was first asked to play 55
was first asked to speak 97
was first asked to take 135
was first began to speak 42
was first borne in upon 119
was first built by adam 42
was first built by pope 40
was first built of wood 118
was first drawn to such 56
was first drawn to their 54
was first drawn to these 359
was first falling in love 44
was first filed in such 605
was first fixed at four 54
was first flown in july 41
was first found in india 55
was first found in lake 55
was first found in north 218
was first found in south 109
was first found to have 155
was first getting to know 188
was first given by john 63
was first given by lord 180
was first given the name 386
was first given the task 48
was first given to adam 181
was first given to their 46
was first given to these 109
was first given to those 129
was first given to three 43
was first grown in south 42
was first known as camp 50
was first known as fort 97
was first known in india 64
was first known in north 50
was first known in south 42
was first known to fame 89
was first known to have 97
was first learning to play 64
was first learning to ride 45
was first learning to speak 104
was first learning to talk 76
was first learning to walk 91
was first noted as early 54
was first noted by john 92
was first noted to have 177
was first owned by john 60
was first shown by lord 42
was first shown to have 152
was first taken in hand 441
was first taken to rome 45
was first under the care 54
was fixed while the other 94
was flowing under the door 83
was forty cents an hour 80
was forty miles an hour 133
was forty miles in length 101
was forty times as great 52
was found about an hour 97
was found about the same 176
was found after the fire 95
was found alive the next 59
was found beneath the skin 50
was found close at hand 247
was found either to have 48
was found growing in great 53
was found later to have 201
was found never to have 82
was found round the neck 129
was found under the bark 55
was found under the body 85
was found under the door 43
was found under the feet 57
was found under the left 255
was found under the same 86
was found under the skin 115
was found under the snow 81
was found unfit to plead 294
was found wanting in many 83
was found wanting in some 74
was found where he fell 45
was found where he said 56
was found willing to give 50
was found willing to make 54
was found willing to take 219
was found within the city 64
was found within the fill 52
was found within the fort 45
was found within the range 162
was found within the realm 104
was found within the same 68
was found worthy to have 56
was found worthy to open 1727
was found worthy to take 79
was frank about the fact 40
was fresh after the rain 52
was fresh water or salt 64
was fully alive to their 124
was fully alive to these 189
was fully alive to what 84
was fully aware of having 91
was fully aware of just 83
was fully aware of many 54
was fully aware of some 86
was fully aware of such 301
was fully aware of their 1341
was fully aware of these 1479
was fully aware of those 71
