waiting year 202 walking thin 55
walks few 40 warning cry 42
wasting had 93 water tub 97
water year 43 water day 53
weapon weak 88 weeks was 55
weeks can 42 weigh can 43
whale net 126 wheel long 70
where year 46 where real 60
where nun 409 where bus 45
where cab 67 where job 79
where lot 47 where few 54
where car 47 where few 66
where lot 41 where few 69
where long 68 where was 152
where few 77 where sun 87
where bus 79 where new 86
where new 251 where few 93
where man 96 where new 61
where day 67 where few 42
where key 63 where few 43
where few 91 where car 122
where day 71 where few 148
where set 44 where day 94
where few 318 where long 51
where year 54 where had 66
where was 169 where few 44
where was 42 which few 47
which new 42 which new 50
which and 53 which few 61
which nor 66 which few 229
which new 65 which real 45
which man 1165 which man 139
which man 85 which man 108
which year 73 which long 42
which bad 55 which big 84
which bit 140 which dead 259
which den 47 which hot 111
which key 213 which law 263
which mob 91 which new 164
which real 181 which war 47
which way 132 which lot 131
which new 315 which long 56
which new 41 which few 135
which new 105 which long 49
which war 50 which new 105
which man 301 which few 69
which long 172 which year 306
which few 144 which new 258
which way 86 which year 63
which few 61 which law 78
which big 65 which key 365
which fit 100 which dead 45
which low 274 which new 181
which peak 2212 which few 100
which deaf 81 which bad 48
which big 193 which bit 137
which dead 90 which hot 97
which key 772 which law 201
which myth 45 which new 457
which real 237 which way 147
which deal 49 which few 56
which long 42 which lot 250
which lot 43 which lot 110
which new 714 which bed 43
which lot 68 which new 85
which lot 40 which lot 60
which man 59 which man 137
which long 294 which new 40
which new 297 which way 95
which law 60 which new 49
which big 122 which key 986
which real 44 which new 54
which peak 109 which gap 63
which long 41 which low 94
which had 61 which man 163
which man 64 which new 89
which real 78 which man 51
which man 78 which man 107
which man 67 which war 57
which man 64 which long 42
which use 72 which dead 110
which key 40 which few 50
which had 49 which was 49
which new 56 which fee 121
which new 40 which new 54
which few 45 which few 86
which man 108 which had 91
which was 111 which new 90
which cry 54 which new 121
which sob 258 which year 358
which big 41 which year 42
which bad 252 which big 102
which bit 56 which bit 137
which real 43 which was 100
which new 128 which few 75
which few 57 which few 55
which new 56 which war 71
which few 144 which year 64
which few 77 which new 58
which sad 41 which few 135
which year 49 which new 70
which few 74 which long 46
which seat 44 which way 48
which boy 42 which god 41
which cry 40 which few 174
which year 44 which few 141
which few 211 which year 73
which bed 43 which big 60
which box 119 which few 71
which long 54 which man 51
which red 41 which seat 41
which thin 61 which new 42
which few 94 which few 166
which few 82 which long 55
which way 71 which did 254
which had 789 which was 259
which few 138 which few 89
which fit 50 which head 64
which seam 40 which can 51
which had 41 which had 46
which was 41 while seat 63
while cup 85 while cup 44
while was 119 while was 368
while was 42 while was 217
whole seam 40 whole had 364
whose bring 64 within man 172
within man 41 woman man 73
woman man 41 woman man 81
woman year 178 woman man 40
woman bath 44 woman few 61
woman man 40 woman man 117
woman nun 64 woman car 40
woman man 67 woman bit 91
woman lot 243 woman man 198
woman lot 81 woman was 108
woman job 66 woman man 289
woman was 104 women sat 84
women and 114 words new 56
working year 182 working day 507
world man 86 world nun 214
world man 81 world nun 311
world new 105 world new 145
world new 64 world new 75
world year 107 world lot 104
world far 97 world new 75
world lot 1222 world new 93
world new 47 world deaf 43
world nor 48 world man 186
world new 330 worse war 91
worthy man 108 would had 90
would was 91 would man 43
would did 70 would got 81
would had 47 would let 94
would was 56 would man 116
would lot 47 would fee 135
would job 271 would law 46
would man 163 would new 269
would non 110 would plea 54
would seat 123 would tax 41
would tip 94 would man 156
would man 54 would man 48
would man 154 would dead 59
would law 164 would man 95
would new 108 would real 83
would fee 95 would man 81
would sin 111 would man 48
would lot 58 would man 182
would man 194 would few 93
would few 307 would boy 57
would long 47 would lot 66
would man 579 would new 65
would man 59 would was 119
would few 42 would tax 96
would lie 101 would war 90
would bit 346 would jot 118
would pin 56 would man 75
would few 54 would had 61
would was 229 would cow 43
would few 40 would long 81
would man 944 would new 81
would war 53 would fly 53
would pot 76 would man 49
would man 136 would was 124
would day 122 would dead 65
would long 46 would man 41
would man 57 would gun 70
would man 764 would new 44
would real 54 would had 53
would was 47 would big 58
would new 82 would real 65
would man 60 would new 54
would man 61 would man 105
would cup 45 write song 113
write day 61 write year 85
write year 44 writing long 117
writing year 84 writing way 40
writing had 63 writs new 50
writs new 40 wrongs man 53
wrote had 48 wrote was 54
