war years 89 war from 62
was years 67 was among 79
was these 42 was into 61
was feet 67 was feet 68
was away 159 was from 141
was into 50 was late 210
was past 246 was upon 75
was over 84 was during 47
was when 200 was over 76
was fast 45 was sign 92
was when 54 was when 43
was into 88 was late 168
was past 84 was there 63
was when 66 was when 45
was teeth 55 was over 46
was from 117 was when 64
was when 53 was from 380
was when 77 was life 63
was when 185 was away 53
was heating 45 was from 44
was rule 158 was rule 101
was from 58 was from 54
was park 116 was from 57
was from 84 who from 198
who well 44 who care 55
who care 79 who from 41
who from 51 who from 98
who from 85 who their 248
who what 131 who their 53
who from 70 who from 181
who upon 43 who cook 46
who years 90 who like 90
who from 49 who these 74
who will 48 who when 54
who upon 87 who from 406
who will 91 who went 41
who from 92 who must 55
who from 75 who from 99
who from 45 who into 76
who their 133 who from 134
who from 90 who life 124
who must 74 who your 54
who their 80 who into 48
who must 92 why else 49
with wood 80 with from 69
with dose 57 with your 55
with what 113 with park 60
with over 51 with great 57
with like 62 with from 75
with those 51 with like 70
with were 56 with will 173
with deals 162 with were 71
with were 47 with these 40
