war a little more than 69
was a backup singer for 55
was a bamboo pole with 50
was a banner month for 48
was a barber shop and 64
was a barred cage that 43
was a basket case and 100
was a basket case for 110
was a battle over who 53
was a bearded young man 96
was a better ally than 46
was a better base for 76
was a better bill than 56
was a better book than 267
was a better case for 48
was a better cook than 603
was a better fate for 47
was a better fate than 202
was a better film than 81
was a better fish than 51
was a better game than 150
was a better girl than 68
was a better goal than 68
was a better hand than 70
was a better hand with 47
was a better home for 59
was a better land than 46
was a better life for 207
was a better life out 45
was a better life than 332
was a better line thus 66
was a better means than 48
was a better month for 57
was a better name for 178
was a better name than 218
was a better plan than 199
was a better play than 137
was a better port than 51
was a better risk than 122
was a better road than 70
was a better romp than 154
was a better ship than 66
was a better shot and 57
was a better shot than 750
was a better shot with 79
was a better show than 141
was a better singer than 227
was a better site for 125
was a better site than 59
was a better spot for 80
was a better term for 58
was a better term than 87
was a better theory than 46
was a better time for 314
was a better time than 239
was a better tool for 52
was a better tory than 49
was a better wife than 158
was a better word for 264
was a better word than 235
was a better work than 87
was a bigger city than 63
was a bigger draw than 88
was a bigger fish than 45
was a bigger fool than 482
was a bigger mess than 73
was a bigger name than 42
was a bigger ship than 56
was a bigger star than 188
was a bigger task than 75
was a bigger threat than 101
was a bigger town than 112
was a billion years ago 328
was a billion years old 85
was a bishop among them 56
was a bitter blow and 233
was a bitter blow but 41
was a bitter blow for 1023
was a bitter blow that 138
was a bitter brew for 43
was a bitter cold day 2056
was a bitter cold one 44
was a bitter dose for 215
was a bitter hour for 112
was a bitter loss for 82
was a bitter pill but 50
was a bitter pill for 5270
was a bitter pill that 312
was a bitter time for 345
was a bitter trial for 115
was a bitter wind and 59
was a bitter young man 50
was a blessing from god 1313
was a blight upon her 47
was a blight upon his 64
was a bloody fool and 77
was a bloody fool not 43
was a bloody good idea 48
was a bloody mess and 180
was a bloody pulp and 46
was a boarding pass for 46
was a bouncing baby boy 48
was a breech birth and 92
was a bridge over this 67
was a bright blue and 133
was a bright blue day 94
was a bright blue sky 177
was a bright blue with 51
was a bright clear day 740
was a bright cold day 519
was a bright fall day 99
was a bright fire and 80
was a bright girl and 228
was a bright girl who 153
was a bright girl with 88
was a bright july day 56
was a bright june day 149
was a bright moon and 280
was a bright moon that 199
was a bright moon they 42
was a bright pink and 47
was a bright room with 143
was a bright spot for 150
was a bright spring day 1157
was a bright warm day 229
was a bright young boy 68
was a bright young guy 43
was a bright young lad 75
was a bright young man 1632
was a broken down old 40
was a broken heart and 57
was a broken heart that 147
was a broken reed and 108
was a broken reed for 68
was a bronze door that 61
was a brutus once that 422
