war camp in germany during 94
war face the glorious risk 42
war from the british side 59
war from the earliest days 46
war into the pacific ocean 41
war must be carried into 195
war must be divided into 41
war must be entered into 43
war poems of wilfred owen 203
war when the british were 56
war when the germans were 110
war will be averted from 64
war will be brought into 50
war will be sounded from 48
was able to abstain from 196
was able to achieve during 145
was able to achieve even 92
was able to achieve full 85
was able to achieve good 105
was able to achieve great 193
was able to achieve high 157
was able to achieve many 188
was able to achieve more 702
was able to achieve most 147
was able to achieve much 584
was able to achieve nothing 53
was able to achieve only 728
was able to achieve over 155
was able to achieve self 118
was able to achieve some 937
was able to achieve such 627
was able to achieve these 320
was able to achieve those 50
was able to achieve very 337
was able to achieve were 77
was able to achieve what 711
was able to achieve when 42
was able to acquire data 41
was able to acquire during 59
was able to acquire from 229
was able to acquire great 40
was able to acquire land 158
was able to acquire many 116
was able to acquire more 458
was able to acquire most 61
was able to acquire much 202
was able to acquire only 251
was able to acquire other 43
was able to acquire over 134
was able to acquire some 484
was able to acquire such 169
was able to acquire these 88
was able to acquire three 69
was able to address many 52
was able to address some 108
was able to address these 88
was able to advance along 44
was able to advance from 237
was able to advance into 236
was able to advance more 118
was able to advance only 1078
was able to advance some 48
was able to advance upon 40
was able to analyze what 73
was able to appoint five 56
was able to appoint four 54
was able to appoint more 59
was able to appoint some 40
was able to attract from 55
was able to attract good 48
was able to attract into 79
was able to attract many 529
was able to attract more 714
was able to attract much 105
was able to attract only 479
was able to attract other 71
was able to attract over 53
was able to attract some 510
was able to attract such 192
was able to attract young 45
was able to balance these 46
was able to baptize only 98
was able to benefit from 6962
was able to blossom forth 44
was able to capture from 86
was able to capture many 101
was able to capture more 185
was able to capture most 209
was able to capture much 173
was able to capture only 740
was able to capture some 353
was able to capture their 95
was able to capture these 52
was able to capture three 53
was able to capture what 48
was able to channel some 52
was able to clarify many 70
was able to clarify some 122
was able to clarify what 87
was able to collect data 389
was able to collect during 188
was able to collect from 1058
was able to collect less 83
was able to collect many 168
was able to collect more 616
was able to collect most 92
was able to collect much 336
was able to collect only 2296
was able to collect over 277
was able to collect some 636
was able to collect such 138
was able to collect there 110
was able to collect these 56
was able to collect three 114
was able to collect very 66
was able to collect were 83
was able to collect what 96
was able to combine into 76
was able to combine some 57
was able to combine such 40
was able to combine these 265
was able to command from 107
was able to command high 49
was able to command more 172
was able to command only 128
was able to command some 57
was able to command such 101
was able to command their 111
was able to comment upon 109
was able to compare their 188
was able to compare these 105
was able to compare what 103
was able to compete more 71
was able to compile from 53
was able to compose some 91
was able to compose such 59
was able to conduct many 45
was able to conduct more 46
was able to conduct much 125
was able to conduct only 137
was able to conduct some 131
was able to conduct such 52
was able to confirm from 146
was able to confirm many 81
was able to confirm most 86
was able to confirm much 81
was able to confirm only 139
was able to confirm some 140
was able to confirm their 121
was able to confirm these 317
was able to confirm what 339
was able to confirm when 44
was able to connect these 52
was able to conquer most 90
was able to conquer only 47
was able to consult many 66
was able to consult only 178
was able to consult some 53
was able to consult these 50
was able to consume more 87
was able to contact many 62
was able to contact only 98
was able to contact other 44
was able to contact some 82
was able to contain these 81
was able to control many 76
was able to control more 61
was able to control most 164
was able to control much 161
was able to control only 251
was able to control some 88
was able to control such 46
was able to control their 159
was able to control these 238
was able to control those 64
was able to control what 114
was able to convert from 50
was able to convert into 188
was able to convert many 111
was able to convert only 91
was able to convert some 79
was able to convert these 78
was able to convert what 77
was able to correct many 212
was able to correct some 200
was able to correct these 71
was able to counter their 41
was able to counter these 51
was able to deceive even 52
was able to deceive many 45
was able to deflect most 85
was able to deflect some 59
was able to deliver from 89
was able to deliver more 145
was able to deliver only 428
was able to deliver some 91
was able to deliver such 50
was able to deliver these 48
was able to deliver what 46
was able to descend from 82
was able to descend into 95
was able to destroy much 41
was able to destroy some 62
was able to destroy their 96
was able to destroy those 135
was able to develop along 143
was able to develop during 54
was able to develop even 43
was able to develop from 193
was able to develop good 74
was able to develop ideas 53
was able to develop into 534
was able to develop many 68
was able to develop more 828
was able to develop much 101
was able to develop only 389
was able to develop other 46
was able to develop some 403
was able to develop such 219
was able to develop their 53
was able to develop there 89
was able to develop these 127
was able to develop those 41
was able to develop very 51
was able to develop what 86
was able to dictate peace 55
was able to dictate what 52
was able to diffuse into 43
was able to discern four 50
was able to discern from 171
was able to discern more 62
was able to discern only 198
was able to discern some 201
was able to discern their 101
was able to discern three 59
was able to discern what 232
was able to discuss many 105
was able to discuss some 167
was able to discuss their 78
was able to discuss these 209
was able to discuss what 77
was able to dismiss from 58
was able to dismiss these 51
was able to display some 81
was able to display such 76
was able to distill from 61
was able to enforce such 56
was able to enforce these 42
was able to enlarge upon 125
was able to examine many 72
was able to examine more 173
was able to examine only 409
was able to examine some 170
was able to examine their 85
was able to examine these 194
was able to examine were 44
was able to examine what 75
was able to exchange ideas 107
was able to exchange some 61
was able to exclude from 116
was able to execute many 52
was able to execute only 45
was able to execute some 40
was able to explain away 480
was able to explain just 60
was able to explain many 267
was able to explain more 284
was able to explain most 201
was able to explain much 164
was able to explain only 256
was able to explain some 260
was able to explain such 50
was able to explain their 107
was able to explain these 199
was able to explain very 48
was able to explain what 574
was able to exploit some 43
was able to exploit such 45
was able to exploit their 114
was able to exploit these 259
was able to explore many 51
was able to explore more 181
was able to explore some 88
was able to explore these 93
was able to explore what 66
was able to express anger 126
was able to express ideas 52
was able to express many 72
was able to express more 428
was able to express much 41
was able to express only 89
was able to express some 397
was able to express such 86
was able to express their 99
was able to express these 200
was able to express those 49
was able to express what 290
was able to extract from 2248
was able to extract more 263
was able to extract much 66
was able to extract only 238
was able to extract some 257
was able to extract such 50
was able to extract these 41
was able to extract three 49
was able to finally make 45
was able to finance only 44
was able to finance these 44
was able to foresee what 115
was able to forgive sins 67
was able to forgive those 66
was able to fulfill these 69
was able to function more 296
was able to function only 124
was able to function very 54
was able to function well 298
was able to furnish more 55
was able to furnish only 190
was able to furnish some 65
was able to furnish such 60
was able to imagine such 43
was able to imagine what 216
was able to imitate these 59
was able to impress those 56
was able to impress upon 573
was able to improve their 125
was able to improve upon 345
was able to include many 98
was able to include more 140
was able to include only 246
was able to include some 152
was able to increase their 233
was able to inflict great 46
was able to inflict heavy 153
was able to inflict much 46
was able to inflict some 58
was able to inflict such 43
was able to inflict upon 156
was able to inherit from 61
was able to initiate some 58
was able to inquire into 83
was able to inspect some 47
was able to inspire among 71
was able to inspire many 41
was able to inspire such 108
was able to inspire those 81
was able to instill into 66
was able to isolate four 71
was able to isolate from 267
was able to isolate only 153
was able to isolate some 74
was able to isolate these 56
was able to isolate three 183
was able to journey from 43
was able to justify their 62
was able to monitor their 59
was able to observe among 41
was able to observe during 148
was able to observe from 503
was able to observe many 232
was able to observe more 392
was able to observe most 58
was able to observe much 120
was able to observe only 318
was able to observe other 60
was able to observe some 387
was able to observe such 89
was able to observe their 497
was able to observe these 248
was able to observe three 64
was able to observe very 78
was able to observe what 302
was able to observe when 64
was able to operate from 120
was able to operate more 370
was able to operate only 293
was able to operate upon 42
was able to overhear their 64
was able to perform feats 86
was able to perform great 42
was able to perform many 298
was able to perform more 266
was able to perform most 196
was able to perform much 41
was able to perform only 266
was able to perform other 45
was able to perform some 325
was able to perform such 329
was able to perform these 253
was able to perform those 55
was able to perform very 53
was able to perform well 399
was able to perform what 145
was able to predict from 73
was able to predict many 72
was able to predict some 41
was able to predict their 93
was able to predict these 45
was able to predict what 267
was able to predict when 102
was able to prepare from 59
was able to prepare such 44
was able to present many 62
was able to present more 147
was able to present much 45
was able to present only 230
was able to present some 249
was able to present such 164
was able to present their 74
was able to present these 97
was able to present what 50
was able to preside over 736
was able to prevail only 56
was able to prevail over 885
was able to prevail upon 1039
was able to prevent evil 59
was able to prevent many 72
was able to prevent most 50
was able to prevent other 42
was able to prevent some 94
was able to prevent such 138
was able to prevent their 178
was able to prevent these 98
was able to prevent what 47
was able to proceed along 91
was able to proceed from 136
was able to proceed into 45
was able to proceed more 329
was able to proceed much 100
was able to proceed only 178
was able to proceed very 68
was able to procure from 317
was able to procure many 65
was able to procure more 104
was able to procure only 306
was able to procure some 242
was able to procure were 57
was able to procure what 42
was able to produce cars 43
was able to produce during 60
was able to produce even 185
was able to produce five 115
was able to produce four 149
was able to produce from 344
was able to produce good 140
was able to produce great 75
was able to produce high 127
was able to produce just 42
was able to produce many 184
was able to produce milk 48
was able to produce more 1558
was able to produce most 202
was able to produce much 179
was able to produce nothing 74
was able to produce only 1963
was able to produce over 197
was able to produce some 727
was able to produce such 1035
was able to produce these 202
was able to produce those 58
was able to produce three 435
was able to produce upon 130
was able to produce very 142
was able to produce were 68
was able to produce what 214
was able to produce when 59
was able to produce work 175
was able to project into 79
was able to project onto 44
was able to promote some 44
was able to protect mice 110
was able to protect some 52
was able to protect their 107
was able to provide data 85
was able to provide even 40
was able to provide food 230
was able to provide free 47
was able to provide from 129
was able to provide full 80
was able to provide good 112
was able to provide help 89
was able to provide high 42
was able to provide jobs 68
was able to provide just 86
was able to provide many 165
was able to provide more 1018
was able to provide most 219
was able to provide much 512
