waging hopes 67 waking dreams 41
walk kingdom 57 wall magog 121
wall every 48 want dried 53
want black 503 want never 98
want human 124 want shall 41
warm round 126 warm growing 74
warm water 69 warm given 43
wars women 49 wash clothing 54
wave first 503 wave change 485
wave state 41 wave state 443
ways women 56 wealth wives 47
wealth women 93 wearing sexes 58
wearing masks 52 weave fatal 57
well piece 152 well state 56
well kinds 132 well growth 99
well creed 41 well class 43
well method 73 well under 72
well where 114 well world 63
well women 44 well fleet 96
well would 94 well could 61
well never 50 well shall 56
well would 315 well which 140
well would 150 well sharp 42
well pushing 42 well would 127
well would 179 well would 40
well aside 56 well world 125
well would 45 well alone 98
well state 50 well leaves 45
well often 91 well given 50
well world 50 well women 600
well world 375 well would 73
well would 92 well would 54
well swore 52 well where 56
well court 49 well kinds 493
well sorts 180 well would 78
well grass 52 well pains 45
well could 43 well women 110
well could 146 well would 89
well dared 54 went would 42
went night 68 went evening 50
went plans 199 went plans 96
went under 79 went house 48
went signs 41 wept sorry 68
were could 162 were would 740
were still 61 were study 97
were kinds 203 were works 70
were stems 44 were could 690
were might 119 were would 649
were would 40 were reason 65
were hours 43 were could 53
were would 50 were would 67
were would 66 were could 744
were might 136 were would 2985
were would 194 were would 67
were human 77 were bored 57
were toxic 57 were heaven 64
were women 259 were eight 294
were seven 1688 were thirty 147
were eight 75 were light 45
were child 54 were first 101
were irons 352 were large 44
were given 125 were lined 45
were shown 180 were slain 40
were taken 50 were thrown 92
were after 64 were found 50
were thrown 61 were where 86
were which 57 were given 49
were shown 64 were under 50
were about 147 were burial 57
were eight 87 were every 119
were seven 40 were water 85
were after 51 were times 43
were night 59 were would 183
were either 313 were small 62
were water 123 were about 53
were adult 230 were cells 119
were crude 176 were eight 57
were either 276 were equal 130
were every 101 were fixed 44
were fresh 55 were glass 106
were human 88 were large 67
were light 95 were local 80
were people 78 were senior 42
were seven 76 were skill 41
were small 202 were steel 41
were total 65 were varying 232
were vigor 51 were water 240
were white 70 were women 59
were women 56 were could 55
were cried 45 were would 129
were would 77 were could 49
were would 217 were could 754
were would 1472 were would 130
were could 56 were would 183
were found 97 were which 50
were could 51 were could 207
were would 42 were could 188
were would 43 were could 91
were would 47 were could 115
were sorts 81 were crime 87
were drunk 279 were privy 179
were spies 72 were father 44
were nails 41 were count 111
were crime 60 were crime 147
were beauty 117 were voice 54
were women 48 were easily 59
were tunic 70 were state 57
were could 42 were kinds 292
were sorts 258 were leaves 43
were grass 103 were leaves 49
were blood 119 were shade 119
were spray 61 were black 73
were grass 80 were white 88
were hides 96 were earthen 76
were leather 49 were ocher 76
were paint 112 were plush 43
were spots 122 were tiles 106
were welts 52 were paper 160
were growth 46 were white 63
were coats 43 were paint 45
were hides 80 were kinds 43
were sorts 51 were night 201
were kinds 56 were sorts 190
were people 41 were whose 96
