wan smile vanished from her 47
war which resulted from this 46
war would probably break out 129
war would probably have had 40
was abbot boniface from being 54
was about eighteen feet long 475
was about eighteen when she 53
was about eighteen years ago 339
was about eighteen years old 3591
was about fourteen feet long 455
was about fourteen when she 110
was about fourteen years ago 264
was about fourteen years old 4724
was about midnight when she 50
was about midnight when they 248
was about nineteen years old 1631
was about twilight when her 40
was after midnight when our 45
was after midnight when she 597
was after midnight when they 1109
was again banished from her 56
was again exchanged when she 40
was again launched from her 48
was again produced from them 52
was again resolved into its 40
was again summoned from his 76
was alone admitted into all 65
was ample provision made for 51
was anything seriously wrong with 378
was based entirely upon his 112
was based entirely upon that 52
was blaming everyone else for 44
was broad daylight when she 132
was broad daylight when they 214
was broad daylight when van 55
was drawn directly from his 55
was drawn entirely from one 73
was drawn entirely from this 53
was easily diverted from his 48
was feeling pressure from his 40
was first advanced more than 42
was first bestowed upon him 50
was first bestowed upon them 61
was first expended upon them 40
was first imported into this 142
was first isolated from its 44
was first isolated from rat 108
was first isolated from this 56
was first observed more than 124
was first proposed more than 215
was first proposed there was 54
was first purified from rat 41
was first recalled from his 77
was first reported from new 49
was first reported from this 43
was first reported more than 210
was fixed entirely upon two 63
was fixed intently upon him 207
was flowing copiously from his 64
was fully launched upon his 44
was getting pressure from his 72
was given authority over all 365
was later declared null and 57
was later expanded into his 89
was later expelled from his 64
was letting everyone know that 135
was looking curiously into him 207
was looking directly into her 419
was looking directly into his 512
was looking earnestly into her 49
was looking savagely from one 44
was looking straight ahead and 394
was looking straight ahead now 64
was looking straight ahead with 176
was looking straight into her 552
was looking straight into his 773
was looking straight into them 68
was maybe fourteen years old 40
was nearly breathless when she 56
was nearly daylight when they 55
was nearly deserted when they 40
was nearly eighteen years old 303
was nearly finished when she 48
was nearly fourteen years ago 42
was nearly fourteen years old 408
was nearly midnight when she 283
was nearly midnight when they 716
was nearly nineteen years old 181
was nearly wrenched from its 52
was never actually used for 94
was never admitted into any 53
was never admitted into his 172
was never admitted into this 98
was never bestowed upon any 44
was never bestowed upon him 54
was never betrayed into any 63
was never deterred from any 40
was never deterred from his 54
was never digested into any 43
was never diverted from his 103
was never diverted from its 227
was never divorced from her 51
was never divorced from his 53
was never enjoined upon any 73
was never entirely clear how 54
was never entirely clear who 58
was never entirely clear why 69
was never entirely lost and 63
was never entirely sure how 49
was never entirely sure that 182
was never mentioned among them 102
was never reckoned more than 131
was never supposed there was 43
was never verified more than 58
was never withdrawn from him 53
was often affected from too 169
was often snatched from his 72
was passing evermore from one 52
was peeping anxiously into her 123
was prime minister from may 54
was quite apparent from his 79
was quite deserted save for 46
was quite distinct from all 67
was quite distinct from and 40
was quite distinct from any 167
was quite distinct from being 70
was quite distinct from both 58
was quite distinct from his 167
was quite distinct from its 138
was quite distinct from that 3643
was quite distinct from them 60
was quite distinct from this 52
was quite fourteen years old 48
was quite harmless from any 110
was quite overcome when she 56
was quite relieved when she 71
was quite relieved when they 64
was quite separate from any 48
was quite separate from his 72
was quite separate from that 265
was quite startled when she 49
was quite suddenly angry with 43
was rather increased when she 58
was rather relieved when she 40
was rather sluggish from its 45
was rather supplied from her 47
was rather ticklish work for 40
was really beautiful when she 40
was really intended only for 66
was really meditating means for 56
was really relieved from all 50
was shining brightly into his 61
was shining brightly when she 46
was shining brightly when they 58
was shining directly into her 62
was shining directly into his 73
was shining straight into his 57
was shown straight into his 51
was smiling straight into her 43
was staring directly into her 97
was staring directly into his 133
was staring intently into his 42
was staring straight ahead and 345
was staring straight ahead now 49
was staring straight ahead with 338
was staring straight into her 116
was staring straight into his 145
was still bitterly cold and 139
was still breathless from his 45
was still commonly used for 59
was still conscious when they 94
was still daylight when she 46
was still daylight when they 215
was still eighteen years old 53
was still employed upon his 94
was still estranged from her 43
was still estranged from his 61
was still powerful over his 118
was still prisoner among them 50
was still protruding from his 44
was still recovering from being 65
was still recovering from her 519
was still recovering from his 1306
was still recovering from its 330
was still recovering from that 166
was still recovering from this 99
was still recovering from two 43
was still required reading for 43
was still ruminating over that 142
was still ruminating upon his 46
was still scarcely more than 226
was still slightly damp and 47
was still slightly less than 83
was still slightly more than 59
was still somewhat less than 122
was still strapped into his 88
was still struggling along with 46
was still struggling into his 56
was swept suddenly from his 90
was taken directly from his 93
was taken directly from one 87
was taken directly from that 75
was taken directly from this 52
was taken forcibly from her 55
was taken forcibly from his 64
was taken prisoner along with 698
was taken prisoner there and 78
was taken prisoner when his 95
was taken suddenly sick and 91
was taken suddenly sick with 147
was taken suddenly very ill 160
was taken violently sick and 41
was taken violently sick with 53
was thrown backward from her 114
was thrown backward from his 58
was thrown entirely upon her 90
was thrown entirely upon his 281
was thrown violently from her 75
was thrown violently from his 147
was thrown violently open and 168
was toiling manfully over his 45
was under constant fire and 51
was under eighteen years old 52
was under military rule and 133
was under military rule for 72
was under pressure from all 269
was under pressure from both 399
was under pressure from her 201
was under pressure from his 1086
was under pressure from its 284
was under pressure from them 43
was under pressure from two 169
was under seleucid rule that 73
was wasting valuable time and 57
way people actually think and 56
way people perceive their own 43
way quite distinct from that 59
way which reflects more than 84
wet waves drenched face and 72
who could decently leave him 83
who could disprove what you 82
who could possibly care for 60
who could possibly have any 108
who could possibly have had 166
who could possibly help her 88
who could possibly help him 71
who could possibly help them 41
who could possibly help you 42
who could possibly kill you 116
who could possibly know that 50
who could possibly take his 68
who could remember nothing but 67
who could remember what had 64
who could scarcely keep her 46
who could scarcely keep his 60
who could scarcely speak for 200
