wad not say but justice 59
wag his head and chatter 78
war and all its dreadful 40
war and all its horrors 655
war and all its suffering 52
war and did not believe 66
war and for this purpose 101
war and was not resumed 57
war did not end quickly 110
war for his own benefit 67
war for his own private 210
war for his own selfish 42
war for our own dignity 85
war had not yet arrived 56
war had not yet started 422
war had not yet touched 104
war has its own grammar 58
war lay not with himself 56
war not with its conduct 71
war she and her husband 200
war that did not concern 201
war that did not include 59
war that did not involve 112
war that does not concern 56
war that does not involve 51
war that has yet appeared 217
war that they had opposed 42
war that was being carried 136
war that was not brought 68
war that was now beginning 51
war they did not believe 157
war they did not support 53
war was not far distant 116
war was not going according 50
war was not long delayed 65
war with all his ability 60
war with all his company 91
war with all its horrors 1462
war with all its suffering 89
war with all its terrors 74
war with his own country 206
war with his own species 66
war with man and forfeit 101
war with our own brethren 72
was all for her benefit 99
was all for his benefit 73
was all for our benefit 41
was all for that unhappy 103
was all his own courage 73
was all hot and bothered 216
was all red and swollen 100
was all she had brought 62
was all she had managed 78
was all she had planned 42
was all she had written 45
was all she was allowed 125
was all she was capable 184
was all that had hitherto 58
was all that her husband 79
was all that his enemies 48
was all that his friends 62
was all that lay between 343
was all that now worried 44
was all that she desired 156
was all that then existed 40
was all that they desired 154
was all that was allowed 947
was all that was audible 73
was all that was between 118
was all that was brought 66
was all that was certain 45
was all that was claimed 111
was all that was decided 101
was all that was desired 463
was all that was exacted 41
was all that was familiar 45
was all that was gracious 44
was all that was granted 148
was all that was happening 166
was all that was humanly 103
was all that was implied 62
was all that was needful 289
was all that was offered 388
was all that was perfect 44
was all that was present 59
was all that was revealed 70
was all that was secured 118
was all that was usually 67
was all that was visible 988
was all that was written 193
was all they had against 50
was all they had managed 40
was all they had together 72
was and did not believe 54
was and that her husband 48
was and was not allowed 356
was and was not capable 109
was and was not feasible 40
was and was not happening 122
was and was not helpful 84
was and was not present 117
was and who had brought 41
was and who his friends 42
was bad for her because 42
was both art and science 55
was both easy and natural 296
was both easy and pleasant 66
was both fed and derived 47
was both for and against 161
was both long and arduous 54
was both new and dynamic 99
was both new and familiar 51
was both new and startling 52
was both poet and musician 121
was both poet and painter 128
was both sad and cynical 41
was but doing him justice 107
was but for one instant 55
was but one day elapsed 52
was but one man against 93
was but one man capable 127
was but one man scalped 87
was but this one question 44
was cut for this purpose 45
was cut off and adorned 46
was cut off and brought 290
was cut off and carried 806
was cut off and exposed 128
was cut off and hoisted 56
was cut off and impaled 40
was cut off and mounted 44
was cut off and offered 64
was cut off and paraded 69
was cut off and removed 53
was cut off and spitted 45
was cut off for several 201
was cut out and mounted 62
was cut out and painted 171
was cut out and removed 41
was cut out and weighed 61
was dead and her husband 113
was dead and she herself 139
was dna and not protein 47
was doing all this because 93
was doing and she replied 55
was doing for his country 102
was doing his own research 76
was doing this for herself 95
was doing this for himself 96
was doing this not because 41
was doing was not exactly 63
was doing was not illegal 50
was doing was not science 40
was dry and her stomach 118
was dry and his forehead 45
was dry and his stomach 172
was dying for his country 65
was each man for himself 890
was each one for himself 133
was easy for her because 80
was easy for him because 212
was easy for his critics 48
was easy for his enemies 126
was easy for them because 150
was far and few between 42
was far too low because 65
was few and far between 363
was fit for any society 118
was fit for his purpose 40
was fit for his service 46
was fit for its purpose 110
was fit for that purpose 68
was for and who against 117
was for her own benefit 421
was for her own pleasure 68
was for her own private 48
was for his own benefit 1159
was for his own comfort 61
was for his own country 63
was for his own pleasure 214
was for his own private 139
was for his own selfish 46
was for his own welfare 50
was for our own benefit 67
was for this and against 170
was god doing with himself 52
was god who had brought 181
was god who had wrought 58
was going and she replied 43
was going for that purpose 72
was going mad with boredom 50
was going off for holland 67
was going out with friends 209
was going with her husband 215
was going with her parents 50
was going with his question 44
was got off and brought 40
was her own yet outside 119
was his joy and delight 70
was his own death warrant 81
was his pen put between 63
was hot and not crowded 45
was how she had managed 158
was how she had planned 46
was how she had started 40
was how she saw herself 164
was how she was brought 46
was how they had managed 70
was ill and had retired 40
was ill and her husband 40
was ill and not present 111
was ill and was advised 140
was its being too pleasant 70
was its fee for providing 59
was kim who had wakened 45
was led with any company 46
was let for ten shillings 43
was lit with wax candles 42
was long dear and glorious 82
was low for both results 63
was met with dead silence 148
was near death for several 41
was not all bad because 105
was not all for himself 64
was not all one success 41
was not all our quarrel 79
was not all she appeared 54
was not all that bothered 393
was not all that certain 541
was not all that congress 50
was not all that crowded 135
was not all that demanding 48
was not all that distant 68
was not all that enthused 138
was not all that evident 51
was not all that excited 836
was not all that existed 46
was not all that familiar 394
was not all that glorious 43
was not all that helpful 209
was not all that hopeful 45
was not all that painful 98
was not all that peaceful 44
was not all that perfect 84
was not all that pleasant 277
was not all that popular 400
was not all that radical 101
was not all that reassuring 138
was not all that reliable 121
was not all that shocked 70
was not all that thrilled 915
was not all that unhappy 141
was not all that unusual 2133
was not all that welcome 124
was not all that worried 938
was not any fun anymore 132
was not any law against 117
was not any real problem 53
was not any too pleasant 70
was not being put forward 49
was not being too forward 53
was not but ten minutes 41
was not dead set against 53
was not doing him justice 69
was not doing that anymore 82
was not doing them justice 43
was not doing this because 137
was not due and payable 156
