vain boast to have said 62
vain deeds of their gods 65
vain hopes as these gave 46
vain hopes to find some 41
vain tried to spur their 60
vain tries to fill from 74
vain would it have been 77
vale where the rich cane 41
vary within the range from 67
vary within the same range 57
vase seems to have been 60
vast array of data bearing 48
vast array of data from 41
vast array of health care 58
vast field is there open 87
vast herds of wild game 114
vast lapse of time during 55
vast lapse of time there 41
vast pains we mine into 234
vast period of time during 86
vast period of time from 46
vast period of time must 51
vast power to give birth 41
vast track of land must 42
vast tract of land along 52
vast tract of land from 156
vast tract of land must 49
vast tract of land north 84
vast tract of land south 65
vast tract of land west 55
vast tract of rich land 63
veil seems to have been 122
veil which is more like 43
veil which we throw over 49
vein ranges in width from 50
vein seems to have been 131
vein varying in width from 58
verb helps the main verb 88
verb ought to have been 74
verb seems to have been 145
very adept at hiding their 40
very alike in many ways 63
very alike in some ways 44
very apple of their eyes 62
very aware of their role 42
very aware of what other 43
very aware of what their 66
very aware of what your 45
very aware of your body 86
very badly or very well 40
very basis of their faith 78
very basis of their life 116
very brave to come here 93
very breed of those base 65
very cells of your body 139
very civil to your face 57
very close at hand when 90
very close in many ways 167
very close in some ways 72
very close in those days 131
very close to giving birth 62
very close to losing their 88
very close to making love 152
very close to saying just 46
very close to saying what 45
very close to their eyes 104
very close to their goal 79
very close to their heads 68
very close to their heart 49
very close to their home 91
very close to their ideal 41
very close to their prey 41
very close to their true 91
very close to their work 78
very close to these three 81
very close to those areas 53
very close to those from 333
very close to those held 151
very close to those made 81
very close to those seen 65
very close to those used 459
very close to what many 147
very close to what most 107
very close to what must 46
very close to what some 70
very close to your body 106
very close to your eyes 105
very close to your face 86
very close to your heart 271
very close to your home 56
very close to zero over 47
very close to zero when 107
very crude in those days 44
very cruel to have told 102
very depths of their beings 99
very depths of their soul 85
very depths of your heart 336
very depths of your soul 349
very easily be made into 78
very easily in those days 55
very exact in their care 110
very first of their kind 118
very first of these days 88
very first or very last 73
very first to come into 66
very first to fade away 71
very first to have been 210
very first to turn away 138
very first we have seen 42
very fresh in your mind 54
very gates of hell there 40
very gates of their camp 49
very gates of their city 170
very grand to look upon 40
very habit of mind most 40
very hairs of their heads 279
very hairs of your heads 103
very handy to have when 45
very happy at having been 58
very happy in having such 140
very happy in hearing from 55
very happy in their home 77
very happy in their work 140
very happy in those days 215
very happy in those early 60
very happy or very angry 63
very happy to call upon 44
very happy to come back 115
very happy to come here 48
very happy to come home 45
very happy to find good 49
very happy to find such 44
very happy to find your 53
very happy to have been 1177
very happy to have come 158
very happy to have done 146
very happy to have heard 76
very happy to have made 228
very happy to have miss 48
very happy to have news 54
very happy to have seen 351
very happy to have some 183
very happy to have such 424
very happy to have their 214
very happy to have these 97
very happy to have your 611
very happy to learn from 234
very happy to live here 55
very happy to look into 111
very happy to make your 603
very happy to meet your 89
very happy to stay here 49
very happy to take care 66
very happy to take part 103
very happy to take your 72
very happy to wait upon 60
very happy to walk into 112
very happy we have been 100
very hearty in their coming 51
very large in those days 173
very large or very heavy 53
very large or very high 45
very liable to break down 370
very liable to break when 43
very liable to fall into 386
very liable to give rise 136
very liable to have their 118
very liable to lose their 78
very liable to pass into 76
very liable to take cold 259
very liable to take fire 117
very liable to turn over 62
very light of their eyes 41
very light on their feet 80
very light on your feet 78
very light or very dark 617
very light or very heavy 342
very light to very dark 1969
very light to very deep 54
very light to very heavy 203
very limit of their range 168
very lives of their sons 40
very lucky in having been 42
very lucky in having such 150
very lucky in many ways 45
very lucky to find such 63
very lucky to have been 1023
very lucky to have come 180
very lucky to have made 95
very lucky to have seen 82
very lucky to have some 46
very lucky to have such 1296
very lucky to have these 60
very lucky to have three 49
very lucky to have your 82
very lucky to live here 41
very merry in their cups 115
very method to take from 51
very model of what such 320
very morning the post came 121
very naive in those days 78
very names of their gods 65
very nearly the case when 99
very nearly the last time 159
very nearly the last word 77
very nearly the only kind 98
very nearly the only living 85
very nearly the same angle 121
very nearly the same case 91
very nearly the same cost 44
very nearly the same date 167
very nearly the same depth 42
very nearly the same face 69
very nearly the same form 273
very nearly the same from 187
very nearly the same hour 50
very nearly the same kind 461
very nearly the same laws 117
very nearly the same length 705
very nearly the same life 43
very nearly the same line 89
very nearly the same mass 486
