packet that can move across 45
paddle had not been raised 67
paddling with all their strength 64
pained you too much already 122
painting than any other artist 61
painting that had been stolen 44
painting that has been called 63
palace that had been turned 56
palate and all other bodily 119
panther may get into snares 140
papers and all other papers 77
papers and things were deemed 95
papers deal with such topics 62
papers did not even mention 82
papers she had been carrying 45
papers she had been studying 44
papers that had been handed 59
papers that had been issued 58
papers that had been placed 55
papers that had been seized 145
papers that had been stolen 81
papers that had been stored 52
parcel she had been carrying 62
pardon for all their crimes 86
pardon for all those little 132
pardon for not having sooner 83
pardon for not having thanked 51
pardon for this young fellow 43
parent does not speak english 45
parent who has been absent 57
parent who has been through 98
parent who has gone through 83
parent who was born abroad 42
parole and for their parole 42
parole for his safe return 85
parrot that had been taught 47
parted and her eyes closed 65
parted with his life estate 45
passed all this time without 105
passed and his hair became 60
passed and put into effect 334
passed but two days before 57
passed for ten years younger 126
passed her and sped around 96
passed off with great rustic 76
passed off with great spirit 67
passed them with flying colors 97
passed with his army through 135
passed with his three lovely 74
passed with you last summer 68
passes east and west through 103
passes with them into another 68
passion for her rose higher 47
passion for them when anyone 164
passion than they will follow 48
passion that had been building 184
passion that his life itself 54
passion they had just shared 83
passion they had once shared 75
passion was now much abated 80
pastor and his wife should 53
pastry and cut into strips 43
patent had not been issued 100
patent has not been issued 180
patent has not been worked 52
patent that had been issued 66
patent that has been issued 43
patriot and wit just spoken 44
patrol car for other police 108
paused and then said gently 40
paused and then said slowly 120
paused and then said softly 136
paused with his hand raised 42
peaches that had been soaked 51
peasant did not have enough 41
peasant who has been robbed 82
peeled and cut into chunks 2053
peeled and cut into eighths 557
peeled and cut into halves 73
peeled and cut into medium 240
peeled and cut into pieces 478
peeled and cut into rounds 82
peeled and cut into slices 295
peeled and cut into sticks 176
peeled and cut into strips 286
peeled and cut into wedges 485
peeled off his suit jacket 50
pencil and did some figuring 41
penmen did not think proper 81
peopled than any other portion 42
peopled them with beings bright 106
peoples are things much better 48
peoples who had been driven 60
peoples who had been forced 67
perils had not been braved 40
perish not with their authors 188
permit had not been issued 85
permit has not been issued 333
permit that had been issued 117
permit that has been issued 199
person and any other person 925
person and has been formed 48
person and not just another 62
person and put their bodies 90
person and that other person 138
person and that such person 44
person can and will accept 199
person can get along without 75
person can not fall asleep 99
person can not have another 47
person can not know whether 53
person can not live without 351
person can not make another 101
person can not pass through 105
person can not speak english 50
person can not teach another 42
person can not tell another 40
person can not tell whether 108
person can not think clearly 51
person can see more clearly 46
person did not have access 42
person did not have actual 57
person did not have enough 185
person did not know better 88
person did not know whether 71
person does not care enough 54
person does not care whether 73
person does not come through 47
person does not even notice 116
person does not even realize 99
person does not have access 289
person does not have actual 66
person does not have direct 59
person does not have enough 1173
person does not have standing 63
person does not know enough 135
person does not know something 65
person does not know whether 341
person does not like another 53
person does not speak english 271
person does not want something 49
person had not died before 93
person has not been called 54
person has not been guilty 43
person has not been joined 117
