pan cool 189 pan pour 88
pan stir 507 path left 48
path been 95 path here 52
path there 102 paw drop 57
pay their 230 pay rent 142
pay their 41 pay more 253
pay fair 91 pay less 593
pay item 44 pay unit 196
pay bread 92 pay food 186
pay food 76 pay kind 43
pay type 127 pay those 144
pay other 702 pay been 48
pay fair 202 pay just 196
pay fair 171 pay just 273
pay half 157 pay third 184
pay have 591 pay need 355
pay think 43 pay were 348
pay have 277 pay need 187
pay think 58 pay cent 143
pay cent 208 pay cent 123
pay week 78 pay food 764
pay land 116 pay land 259
pay sums 119 pay their 90
pay back 107 pay from 200
pay home 71 pay into 42
pay were 45 pay when 50
pay keep 41 pay make 65
pay nothing 94 pay their 51
pay half 115 pay their 179
pay what 48 pay able 45
pay worth 143 pay from 82
pay upon 47 pay sums 66
pay able 94 pay your 160
peak june 84 pear been 40
pear wide 66 peat mold 188
peat part 301 peg into 92
pen back 71 pen hand 212
pen name 81 pen very 47
per farm 363 per hour 74
per unit 203 per land 151
per over 40 per acre 949
per crop 271 per foot 159
per inch 74 per land 229
per years 75 per crop 59
per land 181 per years 53
per been 53 per have 48
per will 50 per during 110
per from 279 per have 66
per over 122 per were 88
per will 48 per other 1696
per high 64 per unit 96
per other 308 per most 97
per other 95 per some 88
per those 283 per three 44
per been 112 per been 270
per seats 64 per even 84
per have 62 per reach 98
per well 42 per york 86
per less 505 per more 4581
per over 81 per cent 1492
per years 45 per among 61
per during 56 per even 41
per from 210 per most 44
per only 153 per there 179
per these 66 per fell 100
per rose 57 per have 83
per were 146 per means 54
per rate 93 per will 152
per years 43 per more 43
per only 104 per have 77
per will 58 per able 45
per sure 80 per years 55
per cent 126 per less 246
per more 923 per over 154
per made 73 per care 123
per come 45 per even 492
per feel 209 per find 92
per give 293 per have 1628
per know 3141 per like 356
per live 58 per make 163
per meet 61 per mind 59
per reach 110 per seem 65
per show 76 per take 119
per think 336 per vote 758
per want 434 per wish 67
per work 83 per have 67
per seem 447 per during 163
per from 224 per over 168
per cent 144 per ages 134
per four 50 per india 145
per other 1246 per over 41
per those 70 per three 379
per years 64 per length 58
per other 56 per single 49
per boys 95 per years 63
per five 189 per foot 392
per full 485 per inch 48
per item 92 per mile 123
per month 648 per type 67
per unit 95 per week 68
per term 57 per aged 206
per south 54 per york 292
per hour 66 per month 141
per cent 160 per iron 110
per years 83 per years 1380
per item 46 per type 98
per years 756 per five 52
per four 95 per less 117
per more 265 per only 215
per some 342 per such 121
per their 185 per three 62
per been 788 per done 44
per even 104 per gone 182
per heard 93 per made 89
per seen 84 per used 57
per room 45 per years 76
per been 227 per been 67
per seem 90 per cash 278
per cent 182 per among 64
per during 3047 per even 59
per from 4553 per have 58
per means 78 per more 64
per over 2085 per rate 490
per were 106 per when 96
per will 202 per their 152
per have 316 per will 68
per been 74 per cent 62
per other 54 per been 222
per been 130 per have 73
per were 577 per been 42
per from 42 per over 47
per zinc 135 per used 44
per paid 87 per used 55
per only 42 per paid 47
per into 70 per high 148
per much 125 per left 123
per been 432 per heard 49
per some 44 per other 42
per acre 725 per farm 49
per foot 144 per other 104
per been 52 per many 59
per gram 80 per unit 69
per week 61 per were 47
per have 64 per other 78
per time 115 per work 108
per work 56 per hour 1727
per room 44 per type 84
per unit 56 per time 59
per work 46 per time 219
per work 122 per hour 276
per week 45 per work 56
per other 182 per load 58
per from 45 per mile 2245
per from 49 per other 283
per paid 62 per been 71
per more 74 per were 43
per meals 60 per other 66
per three 60 per full 104
per item 42 per lamp 61
per month 917 per room 117
per such 100 per unit 83
per life 142 per life 176
per room 40 per work 104
per more 93 per room 75
per years 69 per years 248
per years 554 per been 46
per part 102 per copy 134
per page 85 per other 102
per acre 197 per also 67
per their 211 per time 3690
per unit 2619 per also 53
per also 100 per unit 41
per been 608 per also 42
per time 281 per unit 20634
per other 86 per those 272
per acts 88 per must 79
per will 67 per much 96
per time 103 per vary 59
per firm 118 per item 112
per type 212 per unit 220
per were 63 per other 71
per paid 76 per been 55
per been 40 per food 51
per many 65 per less 63
per more 143 per month 99
per work 81 per their 71
per work 54 per nothing 41
per such 173 per type 48
per week 217 per wife 72
per work 53 per coming 53
per less 52 per more 79
per hour 291 per month 128
per room 43 per term 180
per years 46 per years 75
per years 445 per other 136
pet fell 41 pet other 46
pet wife 336 pet have 110
pet used 58 pig iron 1080
pig other 123 pig been 94
pin hair 195 pith been 49
plea have 152 poem other 130
poem tale 55 poet great 40
poet other 112 poet work 49
pry high 41 put into 42
put from 45 put sins 60
put food 41 put time 42
put length 63 put years 78
put years 63 put wife 168
put speak 57 put from 42
put into 73 put time 40
put fork 40 put upon 40
put name 281 put when 62
put were 62 put their 48
put hand 72 put arts 59
put arts 50 put great 66
put rare 150 put bold 49
put life 79 put from 69
put hand 50 put ideas 72
put theory 54 put view 43
put were 41 put work 48
put hand 49 put mouth 74
put from 57 put ideas 49
put book 56 put hand 45
put mind 54 put mouth 368
put only 40 put word 67
put into 78 put will 155
put foot 101 put item 59
put kind 52 put word 46
put their 69 put into 97
put rice 55 put very 110
put from 51 put case 79
put cheat 40 put their 86
put lord 132 put sort 48
put coat 115 put zero 58
