packages left 43 packages sent 52
painters most 47 paladins left 43
paleface away 46 pamphlet great 50
panicked from 45 paradigm into 42
paradigm used 609 paradise lost 59
paradise lost 108 parallel good 335
parallel here 49 parallel there 59
parallel along 174 parallel during 91
parallel from 503 parallel into 91
parallel when 297 paralyze what 62
particle zero 53 particle from 419
partition made 72 partition torn 111
partition been 125 partners what 50
partners from 103 partners been 61
partners part 66 partners been 48
partners from 73 partners been 70
passages been 47 passages been 59
passages been 107 pastoral been 120
patience were 150 patience will 157
patience have 86 patience their 75
patience less 133 patients been 59
patients used 92 patients been 50
patients those 49 patients home 45
patients their 49 patients oral 60
patients know 50 patients into 40
patients their 88 patients what 154
patients such 49 patients their 68
patients able 51 patients seen 44
patients well 423 patients been 362
patients what 44 patients care 46
patients been 160 patients feel 41
patients have 57 patients taking 372
patients from 211 patients their 60
patients risk 103 patients able 67
patients sick 49 patients more 84
patients home 47 patients beta 50
patients high 52 patients more 97
patients oral 116 patients other 125
patients these 144 patients much 61
patients poor 48 patients sick 189
patients young 115 patients oral 43
patients years 48 patients have 77
patients been 61 patients pain 45
patients able 56 patients born 50
patients free 72 patients kept 53
patients left 115 patients living 52
patients mute 49 patients seen 263
patients sent 153 patients sick 52
patients taking 745 patients there 209
patients told 174 patients well 124
patients from 69 patients from 137
patients during 178 patients from 739
patients were 51 patients well 43
patients been 52 patients been 108
patients died 46 patients their 281
patients been 46 patients have 101
patients been 585 patients lost 40
patients some 61 patients more 49
patients have 78 patients type 53
patients pain 8434 patients mass 103
patients heart 661 patriarch sons 62
patriarch making 102 patriotic these 53
patterns been 92 patterns down 52
patterns more 259 patterns used 57
patterns been 260 patterns been 40
pavement made 63 payments term 108
payments from 58 payments from 60
payments when 179 payments done 45
payments made 500 payments been 88
payments from 44 payments made 448
payments been 170 payments made 48
payments make 44 peasantry sons 53
pedantry even 52 pendulum back 187
pendulum swung 50 penitent sins 115
perceive their 171 perceive more 81
perceive been 64 perceive truth 40
perceive have 55 perceive been 2626
perceive done 139 perceive less 283
perceive lost 211 perceive made 69
perceive many 40 perceive more 583
perceive much 96 perceive nothing 141
perceive only 55 perceive some 173
perceive their 54 perceive have 233
perceive made 58 perceive most 54
perceive only 44 perceive very 61
perceive weaving 148 perceive gain 42
perceive have 207 perceive lose 58
perceive tend 130 perceive been 1075
perceive done 47 perceive kept 49
perceive lost 44 perceive made 63
perceive have 47 perceive call 95
perceive come 42 perceive much 111
perceiving been 59 perceiving bent 140
perceiving many 62 permeable tend 60
perplexing mite 44 personal form 69
persuade ship 60 persuade young 66
persuade poems 270 persuade were 43
persuade were 147 persuade best 50
persuade fears 46 persuade were 81
pestered much 51 petitions heard 41
petitions sent 88 physician years 58
physician from 106 physician were 116
physician what 71 physician time 58
physician what 193 physician able 81
physician able 104 physician been 50
physician years 77 physician born 44
physician living 42 physician sent 158
physician from 61 physician been 48
physician much 148 physician been 58
pictures cold 60 pictures good 110
pictures rare 44 pictures like 62
pictures best 43 pictures were 107
pictures been 65 pictures seen 80
pictures left 47 pictures made 98
pictures sent 82 pictures been 80
pictures been 91 pictures been 48
pictures seen 120 pictures find 64
pictures seen 40 pictures seen 135
pilgrims from 311 placenta away 67
placenta away 70 planners what 63
planners into 92 plantain pine 52
planters their 41 planters from 46
planters their 76 platform made 96
platform used 45 platform many 70
pleasures from 41 pleasures like 47
polarity into 52 policies into 62
policies been 189 policies down 41
policies more 173 policies much 93
policies laid 40 policies used 89
policies been 227 policies were 41
policies been 61 policies will 53
policies will 119 politics years 108
politics into 63 politics able 70
politics been 163 politics been 60
pollution from 45 pondered over 332
pondered time 41 pondered time 179
pondered over 78 populous part 40
portfolio worn 96 portrait been 71
portrait like 59 portrait like 42
portrait down 213 portrait been 53
positions been 56 positions held 134
positions lost 113 positions been 55
positions been 131 positions been 57
positions held 45 positions held 57
positions during 86 positions prior 90
positions when 64 positions down 127
positions held 98 positive high 62
positive were 88 positive been 40
positive find 47 positive have 44
positive been 107 positive come 61
positive done 45 positive done 63
possible from 71 possible home 63
possible done 50 possible done 152
possible used 104 possible have 52
possible been 52 possible were 51
possible when 44 possible your 129
possible have 83 possible kind 59
possible hand 51 possible city 92
possible much 40 possible rude 47
possible done 40 possible done 40
possible been 142 possible more 53
possible three 57 possible years 49
possible were 68 possible means 55
possible years 46 possible time 155
possible years 58 possible paul 61
possible been 160 possible will 56
possible nothing 41 possible have 100
possible have 52 possible were 51
possible from 330 possible into 42
possible from 125 possible from 61
possible also 48 possible been 937
possible come 52 possible done 59
possible left 48 possible less 41
possible lost 47 possible made 58
possible more 49 possible some 149
possible their 40 possible able 111
possible acting 52 possible also 348
possible among 70 possible even 48
possible just 88 possible left 42
possible less 148 possible made 454
possible meant 61 possible more 511
possible once 272 possible only 217
possible part 239 possible sent 55
possible there 173 possible trying 55
possible used 632 possible worn 69
possible also 128 possible come 119
possible ever 62 possible fail 45
possible find 133 possible have 359
possible help 63 possible learn 43
possible make 131 possible take 103
possible part 64 possible will 74
possible have 57 possible lady 52
