pad the hoof over them 85
pang by those whom she 51
pang of dread lest his 52
pan of corn bread and 53
pan on wire rack for 182
pan or baking dish and 79
pan or baking dish with 45
pan to make sure that 161
path as nothing else had 83
path in life from that 64
path is laid down for 44
path is left open for 76
path is much less than 158
path is none other than 58
path is nothing more than 63
path of fire down her 54
path of good faith and 51
path of hard work and 75
path of length less than 97
path of life from east 51
path of peace have they 78
path of their duty and 64
path of those whom thou 1117
path of those whom you 429
path of true love and 55
path of true love was 79
path of your feet and 55
path of your lord with 117
path or line laid out 40
path to make room for 72
path to make sure that 98
path to some goal that 42
path to your door and 84
path to your door for 43
paw in your hand and 45
pay as much more for 51
pay at last your own 393
pay at least some lip 47
pay at least some tax 440
pay in gold only that 97
pay in good faith and 44
pay in hard cash for 173
pay in more ways than 228
pay in other ways but 83
pay in some other way 252
pay in those days was 194
pay is much less than 171
pay it back next year 48
pay it back some day 191
pay it back when she 58
pay it back when they 75
pay it back when you 619
pay it from their own 43
pay me back some day 78
pay me back what you 74
pay me back when she 59
pay me back when you 1004
pay me much more than 44
pay me very well for 59
pay my debt some day 66
pay no more duty than 64
pay no more fees than 53
pay no more rent than 60
pay so much less for 151
pay so much more for 826
pay so much more than 846
pay the back rent and 59
pay the bill when due 215
pay the bill when they 69
pay the bill when you 75
pay the debt when due 306
pay the duty upon two 42
pay the filing fees and 65
pay the full bill for 81
pay the full cost and 79
pay the full cost for 690
pay the full fare for 60
pay the full fees for 43
pay the full filing fee 63
pay the full rate and 48
pay the full rate for 115
pay the full rent and 46
pay the full rent for 136
pay the great debt that 45
pay the high fees for 51
pay the high fees that 50
pay the jail fees and 58
pay the loan back with 78
pay the loan when due 82
pay the next time you 44
pay the note when due 417
pay the poor rate and 58
pay the rent when due 153
pay the rest when you 42
pay the said debt and 73
pay the said fine and 120
pay the said rent and 88
pay the same dues and 67
pay the same fare for 76
pay the same fees and 358
pay the same fees for 76
pay the same from any 139
pay the same into her 56
pay the same rate for 806
pay the same rate per 321
pay the same rent and 61
pay the same rent for 337
pay the same rent that 102
pay the same unto him 111
pay the same wage and 47
pay the same wage for 112
pay the same when due 220
pay to have more than 86
pay to have their own 122
pay to have your car 155
pay to hunt down all 59
pay to keep pace with 90
pay to make sure that 241
pay to park your car 135
pay to those whom they 205
pay up their dues and 47
pay us back when you 95
peak in late july and 199
peak in late june and 153
peak in late spring and 248
peak of high land has 45
peak of their fame and 48
pen in your hand and 427
pen of none other than 79
pen to keep pace with 47
pew to make room for 65
pin me down like that 55
pin or nail gave way 84
pin to draw from her 51
pin up your hair with 85
pit to have kept her 62
plea is here made for 49
plea is made here for 63
plea of what great things 50
poem if ever there was 64
poem in like form and 56
poem is much more than 274
poem is none other than 46
poem is nothing less than 103
poem is nothing more than 158
poem is only less read 98
poem is very good war 55
poem is wrung from him 41
poem of great length and 72
poem of some length and 81
poem so much more than 82
poem we have just read 154
poet if ever there was 187
poet if there ever was 83
poet in very word and 52
poet is none other than 54
poet is nothing more than 60
poet of bran bread and 54
poet of some note and 57
poet of such fame and 52
poet we have ever had 45
pot of beef stew and 46
pot of cold cream and 56
pot of palm wine and 76
pot to cook their meat 56
pot to hand over for 53
pot to hold what was 299
pot to make sure that 44
pry it away from her 46
pry the door open and 42
pry the door open with 94
put an edge upon his 45
put an hook into his 310
put as many into his 42
put as much care and 51
put as much into his 55
put as much time and 322
put at risk more than 44
put at risk their own 81
put at risk when they 47
put by your work now 43
put he forth unto them 1253
put in book form and 72
put in four years ago 40
put in good hope and 49
put in hard work and 265
put in hard work for 58
put in jail along with 41
put in jail when they 44
put in less time and 83
