pace was slower than that 103
pack and pulled out her 149
pack and pulled out his 122
pack and pulled out two 126
pack for swelling and use 46
paid and better fed than 44
paid dear enough for her 79
paid dear enough for his 251
paid dear enough for them 349
paid for before they are 252
paid for itself and was 50
paid him enough for his 89
paid his income tax and 79
paid his ransom now and 68
paid one dollar each for 72
paid one dollar for each 405
paid one dollar per day 375
paid one shilling for each 44
paid one shilling per day 65
paid ten pounds for his 43
paid them whilst they are 55
paid too little for his 48
paid top dollar for his 43
pail and worked for day 238
pain and anguish and death 42
pain and anguish she had 75
pain and anguish that had 54
pain and anguish that she 46
pain and disease and death 273
pain and disease are not 59
pain and misery and death 75
pain and misery she had 44
pain and sorrow and death 262
pain and sorrow and sin 90
pain and sorrow are not 51
pain and sorrow can not 80
pain and sorrow she had 62
pain and sorrow that had 44
pain and sorrow that was 40
pain and sorrow that you 74
pain and swelling and can 42
pain and swelling and may 83
pain and swelling are not 74
pain and swelling does not 72
pain and swelling that may 50
pain and wonder and all 49
pain are common and may 45
pain that ensues for his 55
pain was greater than any 42
pain was greater than that 87
pair and repeating for his 51
palm and needle and sew 45
pangs and groans end with 61
pant and strive with its 42
papa had called her that 40
park and garden are now 54
part and parcel with her 40
part and parcel with his 133
part and parcel with our 43
part and parcel with that 85
part and parcel with them 46
part and parcel with this 42
part are coated with old 82
part being rushed with all 50
part has caused its seal 44
part has feathers and one 63
part hath hereto set his 52
part his manner was that 52
part per million per year 125
part was figuring out how 103
part way through and then 91
part with lances and long 121
pass his credit for him 150
pass long evenings with him 50
pass this winter with his 43
past all bounds and all 78
past and another has not 46
past and future and all 148
past and future and has 121
past and future and that 90
past and future and thus 151
past and future and with 50
past and future are all 236
past and future are both 474
past and future are but 111
past and future are not 1666
past and future are one 496
past and future are real 123
past and future but not 49
past and future can not 653
past and future did not 209
past and future does not 199
past and future that are 204
past and future that can 45
past and future things are 52
past and future with one 102
past and proved them men 56
past both remote and near 41
past few nights she had 41
past had buried its dead 55
past had taught her that 41
past had taught him that 132
past had taught them that 90
past has buried its dead 162
past has raised its head 63
past has taught him that 98
past two nights she had 45
past was always with him 42
past was shaped and how 54
past you before you can 94
paths and fields are all 54
paying for something that they 45
paying for something that was 61
paying for something that you 51
paying two slaves for his 44
pays too heavily for his 55
peace and another for war 67
peace and creates all things 69
peace and plenty for all 486
peace and plenty see but 41
peace and safety and that 195
peace and safety are not 44
peace and safety for all 67
peace and safety for his 48
peace and strength and joy 46
peace and thought that they 53
