paced the room several times 300
pages of early printed books 50
pages of such stories about 52
pages of your statute books 59
pages we have several times 56
pains by their repeated blows 55
pains to learn several games 54
pains to make himself known 48
paint as very strongly moved 49
paint the peach rightly round 88
paint the same picture twice 44
palls in five minutes after 41
panic at some fancied noise 124
paper of five hundred words 77
paper of mine lightly aside 84
paper or high quality laser 171
paper or other material which 264
parks in their natural state 49
parts in their natural order 58
parts in their natural state 77
parts of great britain where 215
parts of great britain which 335
parts of north america today 40
parts of north america until 40
parts of north america where 567
parts of north america which 277
parts of north america would 73
parts of other animals which 40
parts of south america today 53
parts of south america under 91
parts of south america where 415
parts of south america which 283
parts of south america would 65
parts of such buildings shall 53
parts of their anatomy which 51
parts of their conduct which 123
parts of their country where 50
parts of their country which 68
parts of their frontal lobes 48
parts of their private lives 48
parts of their religion which 91
parts of these islands which 87
parts of those islands which 57
parts of those objects which 54
parts of west florida which 71
parts of your letters which 84
parts of your poetical works 51
parts to their natural state 70
parts we have certain rites 53
party at once crowded round 126
party in great britain which 98
party in great britain would 41
party of five hundred horse 214
party of four hundred horse 57
party of some hostile tribe 146
party of three hundred horse 65
party or other witness which 50
party to such marriage shall 46
pause of some moments which 45
peers of great britain shall 40
peers of great britain since 40
penny in their pockets often 44
people at home whisper about 61
people at their several fires 194
people in great britain could 47
people in great britain would 127
people in north america alone 75
people in north america today 167
people in north america would 67
people in their highest state 43
people in their holiday dress 107
people in their leisure hours 106
people in their madness might 61
people in their natural setting 131
people in their natural social 72
people in their natural state 465
people in their position would 76
people in their present state 363
people in their private lives 285
people in their several towns 87
people in these northern parts 47
people in those ancient times 53
people in those streets which 53
people in your position would 139
people in your support group 98
people of good position which 43
people of great britain could 210
people of great britain might 120
people of great britain ought 50
people of great britain shall 43
people of great britain still 41
people of great britain which 72
people of great britain would 493
people of north america would 48
people of north european stock 61
people of peru offered blood 50
people of pure spanish blood 104
people of south vietnam could 73
people of south vietnam shall 44
people of south vietnam would 221
people of their natural right 83
people of these islands could 50
people of those ancient times 64
people of west virginia shall 44
people of whom history tells 43
people to form opinions about 63
people to know everything about 47
people to know exactly where 63
people to live healthier lives 123
people to live meaningful lives 40
people to live together under 54
people to make choices about 233
people to make choices based 45
people to reach rational views 76
people to tell stories about 160
people to their distant homes 40
people to their present state 43
period in their history which 66
period of from several hours 48
period of from several months 97
period of from several weeks 81
period of great national peril 45
period of high national pride 42
period of only average trade 42
period of some fifteen months 81
period of some sixteen months 45
period of such absence shall 52
period of such license shall 103
period of such service shall 180
period of their greatest glory 109
period of their greatest growth 68
period of their greatest moral 55
period of their greatest power 339
period of their history which 190
period of their history would 78
period of their married lives 92
period of their natural lives 176
period of their service since 53
period of three hundred weeks 141
period of three minutes after 44
period of time allowed under 58
period of time between about 62
period of time between first 53
period of time between jesus 46
period of time between march 42
period of time between onset 53
period of time elapsed after 110
period of time elapsed since 212
period of time elapses after 101
period of time equally short 51
period of time following world 42
period of time occurring after 47
period of time shortly after 123
period the free transit which 51
period the same general style 43
