padding out his chest and 44
pages are all alive with 79
pages are set aside for 42
pains for them which they 76
pains she had taken with 168
pains that are taken with 52
pains they had taken with 46
pains with her dress and 44
pains with her music and 81
pains with his style and 143
paint both our angels and 60
paint his own house with 47
paint men and women with 663
paint was not quite dry 44
paler than she really was 59
panic and its rider with 55
panic that she could not 85
panting with his tongue out 42
pants and his shirt and 103
paper and ink rather than 44
paper and old linen and 46
paper and set aside for 58
paper and with black and 55
paper bag and pulls out 48
paper can not cover all 47
paper cup with water and 157
paper did not agree with 46
paper did not change its 43
paper does not agree with 68
paper does not allow for 246
paper does not argue that 131
paper does not claim that 137
paper does not cover all 47
paper does not imply that 131
paper does not state that 47
paper for each child and 51
paper old and faded and 100
paper she had given him 236
paper she was looking for 50
paper she was writing for 48
paper that his father had 62
paper that pat would for 40
paper that she could not 55
paper that they could not 49
paper that they would not 100
paper that was under his 40
paper that you would not 45
paper they got every day 48
paper was then dried and 44
paper with both hands and 77
paper with his tongue and 42
paper with hot water and 79
paper with this title was 63
paper you are writing for 95
parking lot and asked her 42
parking lot and asked him 87
parking lot and could not 46
parking lot and drove off 193
parking lot and found his 41
parking lot and headed east 148
parking lot and headed for 1330
parking lot and headed out 54
parking lot she could see 46
parking lot was dimly lit 46
parking lot was empty and 269
parking lot was filling with 88
parking lot with space for 109
parks are set aside for 42
parting that she would let 50
parting with her lover was 107
parting with her mother and 120
parting with his father and 113
parting with his mother and 187
parting with his mother was 40
parting with our lords and 40
parts are all which are 89
parts are set aside for 72
parts are then dried and 48
parts are too large for 45
parts are too small for 44
parts did not carry with 51
parts does not imply that 45
parts that they could not 71
parts with his money and 57
parts with his money for 47
parts with his money with 109
parts with hot water and 57
parts with its water and 65
party and his views too 44
party and its leader and 42
party and its leader are 41
party and its leader had 77
party and she could not 101
party and that party has 52
party and they could not 53
party being too strong for 43
party can not argue that 189
party can not claim that 188
party can not prove its 52
party did not agree with 179
party did not change its 82
party did not share his 59
party did not share this 52
party did not stand for 92
party did not trust him 41
party does not agree with 262
party does not appear and 47
party does not carry out 65
party does not stand for 122
party does not waive his 77
party does not waive its 53
party for all costs and 50
party has not taken any 45
party may not apply for 69
party one year after its 292
party she had given for 76
party she was throwing for 42
party that had freed them 49
party that had given him 94
party that had given them 76
party that had never fed 42
party that she could not 68
party that they could not 140
party that they would not 121
party that was given for 107
party that was looking for 57
party they had voted for 108
party this man votes with 58
party was being given for 180
party was not happy with 42
party was not liable for 42
party was out looking for 44
party was too large and 64
party was too large for 144
party was too small and 58
party was too small for 57
party was too strong and 69
party was too strong for 254
party who are running for 45
party who had drawn his 70
party who had voted for 47
party who has filed may 91
party who has moved for 198
passing age had thrown its 81
passing her arm round her 110
passing her arm round his 54
passing his arm about her 160
passing his arm round her 422
passing his arm round his 221
passing his arm under that 60
paste and then mixed with 58
paste with hot water and 98
pathos that one dared not 62
patting with both hands his 103
patting with her large and 56
pause and sit still for 41
pause for that which you 125
pause then for about ten 73
pausing now and again for 93
paved with red brick and 71
paved with red tiles and 97
peanut oil and olive oil 193
peeling off his shirt and 101
pelting him with bones and 48
pelting them with rocks and 62
penis was too small and 43
penny and dead drunk for 173
people and all others who 103
people and all people are 57
people and all people who 42
people and bad people and 68
people and bad people are 46
people and for others who 55
people and for people who 152
people and for people with 96
people and for which they 67
people and had given them 73
people and has given them 69
people and has lived all 43
people and not about things 48
people and not allow them 63
people and not others are 49
people and not people for 237
people and old people and 121
people and old people are 103
people and old people who 62
people and our people are 56
people and she could not 111
people and that people are 142
people and then letting them 41
people and they could not 332
people and they liked her 46
people and they liked him 165
people and they loved her 66
people and they loved him 285
people and they shall not 47
people and they would all 45
people and they would not 353
people and they would say 58
people and things about her 57
people and things about him 307
people and things about them 95
people and things rather than 198
people and things which are 237
people and things which had 48
people and things which they 40
people and was moved with 46
people and who could not 42
people and with people who 41
people and you could not 74
people and you would not 49
people are all armed and 78
people are all looking for 40
people are all right and 82
people are all waiting for 42
people are and where they 452
people are being cared for 234
people are being faced with 45
people are being thrown out 164
people are both willing and 115
people are doing every day 109
people are doing rather than 66
people are doing right now 161
people are dying every day 893
people are dying every year 68
people are dying right now 47
people are far worse off 58
people are far worse than 40
people are its strong and 70
people are law abiding and 47
people are long since dead 40
people are mad about her 42
people are not alike and 59
people are not aware how 102
people are not aware that 6947
people are not aware they 169
people are not calling for 62
people are not equal and 86
people are not faced with 104
people are not fools and 41
people are not getting any 115
people are not given any 79
people are not happy and 92
people are not happy that 48
people are not happy with 838
people are not known for 191
people are not liable for 81
people are not looking for 572
people are not noted for 88
people are not people who 73
people are not really dead 62
people are not really that 156
people are not serving our 146
people are not telling you 77
people are not under any 65
people are not waiting for 159
people are not wanting who 215
people are not where they 74
people are not willing that 63
people are not witty and 55
people are not working and 74
people are not working for 52
people are not worse off 43
people are not worse than 76
people are now arguing that 51
people are now aware that 759
people are now calling for 64
people are now faced with 126
people are now looking for 181
people are now setting out 205
people are now waiting for 57
people are now working for 50
people are out looking for 86
people are too acute not 60
people are too proud and 52
people are too smart for 81
people are too strong for 154
people are too tired and 88
people are with others and 59
people are you looking for 55
people ask her about her 44
people ask him about his 51
people ask you where you 120
people ate and drank and 200
people ate meat every day 42
people bring them daily and 48
people but she could not 40
people but they could not 132
people but they would not 84
people can get anything they 44
people can not agree with 48
people can not argue with 48
people can not avoid being 72
people can not begin too 60
people can not blame you 51
people can not carry out 150
people can not change and 55
people can not claim that 40
people can not easily get 47
people can not easily see 71
people can not stand being 96
people can not stand him 61
people can not stand that 173
people can not stand them 59
people can not stand this 110
people can not trust each 98
people can not trust you 204
people can say anything they 89
people can say silly things 63
people can see where they 98
people day and night and 49
people deal with every day 67
people did and where they 49
people did not agree and 47
people did not agree that 156
people did not agree with 1271
people did not allow him 94
people did not allow them 100
people did not apply for 81
people did not argue with 58
people did not begin with 66
people did not bother him 107
people did not bother with 173
people did not carry out 45
people did not count for 56
people did not doubt that 169
people did not drive them 41
people did not elect him 77
people did not enjoy any 41
people did not exist for 125
people did not fight for 74
people did not really get 58
people did not really see 51
people did not share her 47
people did not share his 262
people did not share that 85
people did not share this 120
people did not spend all 56
people did not stand for 40
people did not start out 61
people did not stone him 49
people did not trust each 62
people did not trust him 296
people did not trust them 142
people did not upset his 74
people did not worry too 46
people does not allow them 43
people does not exist for 42
people does not imply that 199
people does not prove that 160
people doing things right and 151
people each and every day 131
people for any state but 80
people for his piety and 40
people had and others did 54
people had long known that 54
people had not asked for 88
people had not found out 51
people had not given him 45
people had not known how 87
people had not known that 137
people had not shown how 82
people had not voted for 83
people had now found our 219
people how and where they 50
people lead bad lives that 120
people may lead quiet and 48
people may not agree that 127
people may not agree with 461
people may say about her 55
people may say about him 68
people may say about you 68
people men and women who 44
people now all alive and 45
people now are getting too 59
people one has known and 45
people one has known for 43
people one has never met 121
people out and shoot them 66
people pay for goods and 121
people put his mother and 108
people read and write and 50
people read and write with 62
people read bad books had 49
people run and shout that 43
people saw him walking and 623
people saw that jesus was 77
people saw that moses was 196
people say that about you 46
people say that jesus was 49
people say that people get 61
people say that women are 113
people say they could not 128
people say they value and 44
people say they would not 227
people she had cared for 53
people she had known all 417
people she had known and 272
people she had known for 280
people she had known had 75
people she had known who 106
people she had lived with 93
people she had loved and 142
people she had never met 982
people she has found that 52
people she has known and 71
people she has known for 63
people she has never met 178
people she saw every day 141
people she was looking for 80
people she was staying with 261
people she was working for 68
people she was working with 507
people singing and dancing and 65
people than his father had 105
people than that which had 42
people than that which has 118
people than that which they 60
people than that which was 53
people than they really are 98
people than this miner and 62
people that are about him 63
people that are about you 45
people that are faced with 58
people that are growing old 86
people that are looking for 117
people that are older than 60
people that are under him 82
people that are working for 110
people that are working with 76
people that god loved them 68
people that god loves them 161
people that god wants them 55
people that god would not 45
people that had given him 67
people that her father was 42
people that his father had 113
people that his father was 54
people that one could not 154
people that one would not 48
people that saw every day 42
people that she could get 49
people that she could not 289
people that she works with 43
people that she would not 175
people that sir roger was 144
people that they could and 58
people that they could get 160
people that they could not 1917
people that they could see 43
people that they defer not 85
people that they might not 237
people that they never saw 52
people that they ought not 241
people that they really are 99
people that they shall not 127
people that they would all 50
people that they would get 111
people that they would not 1370
people that they would see 84
people that this would not 42
people that you could not 251
people that you might not 71
people that you trust and 51
people that you value them 48
people that you would not 312
people they are blind and 96
people they are built for 83
people they are looking for 104
people they are talking with 51
people they are working for 85
people they are working with 725
people they can trust and 89
people they had known all 118
people they had known and 190
people they had known for 117
people they had known who 76
people they had lived with 50
people they had loved and 50
people they had never met 511
people they saw every day 78
people they see every day 267
people use them every day 70
people use them rather than 46
people was too strong for 135
people who are about him 83
people who are above all 42
people who are above you 51
people who are after all 70
people who are after him 47
people who are after you 108
people who are alert and 60
people who are alike and 42
people who are alive and 386
people who are alive are 53
people who are alive now 232
people who are alone and 142
people who are alone are 44
people who are anything but 197
people who are armed with 136
people who are asked for 80
people who are awake and 85
people who are aware and 82
people who are aware that 610
people who are badly off 173
people who are below you 44
people who are beset with 64
people who are black and 126
people who are blind and 456
people who are blind are 182
people who are blind can 309
people who are bored and 88
people who are bored are 58
people who are bored with 235
people who are brave and 94
people who are calling for 161
people who are cared for 163
people who are causing all 40
people who are causing you 61
people who are close and 150
people who are craving for 50
people who are cruel and 59
people who are dancing and 42
people who are drawing near 71
people who are easily led 49
people who are either not 294
people who are either too 167
people who are every bit 100
people who are every day 56
people who are faced with 1044
people who are first and 63
people who are found not 61
people who are found out 93
people who are frail and 101
people who are getting old 88
people who are given all 41
people who are given this 52
people who are groping for 48
people who are growing and 90
people who are growing old 270
people who are happy and 497
people who are happy are 69
people who are happy with 353
people who are headed for 73
people who are healthy and 484
people who are healthy are 46
people who are helping him 66
people who are helping them 105
people who are helping you 220
people who are hired and 54
people who are hired for 69
people who are hungry and 544
people who are hungry are 42
people who are hungry for 478
people who are hunting for 95
people who are hurting and 232
people who are known and 187
people who are known for 443
people who are known not 51
people who are learning and 65
people who are learning how 171
people who are liked and 61
people who are looking for 6099
people who are looking out 240
people who are loved and 80
people who are loyal and 112
people who are meeting for 57
people who are missing out 41
people who are needy and 54
people who are never going 155
people who are noted for 153
people who are obese and 173
people who are obese are 79
people who are often not 132
people who are often too 50
people who are older and 469
people who are older than 1010
people who are playing with 69
people who are praying for 174
people who are proud and 152
people who are pulling for 60
people who are pushing for 80
people who are putting out 58
people who are quiet and 131
people who are reaching out 87
people who are really and 53
people who are really doing 123
people who are really going 176
people who are really ill 153
people who are really not 181
people who are really old 60
people who are really out 117
people who are right for 155
people who are rigid and 45
people who are running for 203
people who are running our 65
people who are running them 52
people who are running things 119
people who are running this 137
people who are saved and 50
people who are seeking and 45
people who are seeking for 133
people who are seeking god 80
people who are seeking new 75
people who are sending you 47
people who are setting out 66
people who are sharp and 71
people who are short and 55
people who are showing him 55
people who are singled out 443
people who are small and 46
people who are smart and 183
people who are sorry for 92
people who are speaking and 46
people who are speaking out 94
people who are spread out 46
people who are staying with 49
people who are still being 75
people who are still doing 70
people who are still far 47
people who are still not 133
people who are still out 103
people who are still using 85
people who are still with 76
people who are strong and 307
people who are stuck with 55
people who are talking and 99
people who are talking with 42
people who are taxed for 44
people who are teaching them 48
people who are telling them 43
people who are telling you 111
people who are tense and 104
people who are thinking and 176
people who are thrown out 382
people who are timid and 42
people who are tired and 178
people who are under age 72
people who are under him 58
people who are under his 142
people who are under its 86
people who are under them 42
people who are under you 58
people who are unfit for 220
people who are upset and 51
people who are upset with 56
people who are waiting for 1255
people who are weaker than 142
people who are wealthy and 157
people who are wealthy are 51
people who are wealthy one 52
people who are where they 41
people who are where you 66
people who are white and 137
people who are willing and 1703
people who are wiser and 48
people who are wiser than 106
people who are working and 391
people who are working are 135
people who are working but 88
people who are working for 1416
people who are working now 56
people who are working out 329
people who are working with 1035
people who are worse off 1644
people who are worse than 152
people who are worst off 131
people who are writing and 75
people who are writing for 49
people who are yearning for 49
people who both smoke and 62
people who buy books and 43
people who buy goods and 93
people who can build and 50
people who can carry out 184
people who can change things 51
people who can claim that 40
people who can create and 60
people who can enjoy them 56
people who can guide you 72
people who can never get 101
people who can never see 44
people who can offer you 108
people who can prove that 198
people who can prove they 94
people who can really get 45
people who can refer you 46
people who can truly say 41
people who can vouch for 238
people who can write and 168
people who day after day 52
people who deal daily with 44
people who did worse than 40
people who die every day 115
people who die every year 205
people who get drunk and 80
people who get hired are 64
people who had asked for 306
people who had asked her 58
people who had asked him 166
people who had beaten him 50
people who had built and 119
people who had built them 206
people who had built this 115
people who had cared for 297
people who had dared and 58
people who had dealings with 314
people who had dined with 69
people who had either not 50
people who had found each 65
people who had found him 56
people who had found out 52
people who had found that 89
people who had found them 47
people who had given her 287
people who had given him 1031
people who had given them 474
people who had grown old 72
people who had heated his 104
people who had hired him 164
people who had hired them 44
people who had hoped for 113
people who had hoped that 200
people who had known all 56
people who had known and 526
people who had known each 622
people who had known her 1631
people who had known him 3321
people who had known his 189
people who had known how 64
people who had known one 129
people who had known that 40
people who had known them 364
people who had known this 69
people who had known you 53
people who had liked her 41
people who had links with 51
people who had lived all 264
people who had lived and 768
people who had lived for 727
people who had lived long 364
people who had lived near 211
people who had lived off 82
people who had lived out 95
people who had lived too 58
people who had lived with 347
people who had loved and 208
people who had loved each 80
people who had loved her 200
people who had loved him 244
people who had money and 411
people who had money but 44
people who had moved out 576
people who had never had 1496
people who had never met 1194
people who had never read 689
people who had never set 261
people who had never yet 155
people who had opted for 76
people who had owned them 69
people who had power and 97
people who had saved her 53
people who had saved him 97
people who had saved his 71
people who had shown her 46
people who had shown him 118
people who had shown them 41
people who had sided with 85
people who had slept with 74
people who had spent all 73
people who had still not 56
people who had taken her 278
people who had taken him 285
people who had taken his 123
people who had taken out 210
people who had taken them 149
people who had taken this 65
people who had thrown off 96
people who had tried and 48
people who had truly not 83
people who had until then 256
people who had urged him 44
people who had voted for 1263
people who had voted him 51
people who lie under any 74
people who may never get 47
people who may never see 82
people who pay money for 44
people who pay taxes and 121
people who pay taxes are 55
people who read about them 42
people who read books and 250
people who say nasty things 61
people who say silly things 46
people who set goals and 50
people who they really are 69
people who use drugs and 171
people who use drugs are 172
people who use drugs for 59
people who wear boots and 45
people who year after year 78
people who you really are 70
people who you would not 79
people with any feeling can 73
people with each passing day 109
people with hay fever are 43
people with his charm and 43
people with his words and 52
people with long beards and 48
people with low vision and 72
people with low vision are 54
people with low vision can 49
people with one sauce has 47
people with real lives and 51
people with real names and 60
people with real needs and 54
people with weak hearts are 61
people with weak needs for 41
people you are looking for 342
people you are meeting with 162
people you are playing with 96
people you are praying for 60
people you are speaking with 46
people you are staying with 72
people you are talking with 303
people you are working for 152
people you are working with 2771
people you are writing for 91
people you can trust and 221
people you can trust are 43
people you can trust who 42
people you can trust with 43
people you had never met 92
people you read about who 40
people you see every day 972
period and not later than 83
period and that period has 54
period but not later than 69
period did not allow any 46
period did not allow for 88
period did not reveal any 85
period does not agree with 50
period does not allow for 88
period does not begin with 42
period does not change with 42
period does not imply that 256
period does not prove that 104
period does not reveal any 55
period for both child and 40
period for both males and 63
period for both mother and 68
period for this study was 140
period men and women are 52
period one and period two 207
period saw him looking both 152
period than that which had 126
period than that which has 94
period than that which was 61
period that had begun with 130
period that she wrote her 43
period that they could not 189
period that they would not 42
period that this study was 50
period that was longer than 65
period was not noted for 53
period was one which saw 61
period was set aside for 218
period was too short and 180
period was too short for 348
pesos was set aside for 46
phase does not change with 94
phase does not imply that 43
phase lag and phase lead 123
phase lead and phase lag 80
phase one and phase two 1154
phone and hit speed dial 114
phone rang one morning and 69
phone rang one night and 41
phone rang six times and 44
phone that she could not 65
phone that you would not 68
phone was not working and 59
phone was ringing again and 45
phone with both hands and 70
piazza and had roses all 219
picking out key words and 61
picks out with skill all 142
piece she was playing had 133
piece that was taken out 676
piece with both hands and 70
piece with his tongue and 87
piece you are looking for 42
piety has set apart for 101
pilot who had baled out 50
pilot who had flown for 49
pilot who had flown him 79
pilot who had flown with 104
pinch his arm black and 299
pines for things which are 56
pines has not blown and 52
pinion now not heaven can 51
pitch and was sharp with 68
pitch and yaw angles are 98
pitch his gun about ten 41
pitch that she could not 58
pitch that they could not 66
pitch that they would not 42
place all his hopes and 144
place all our hopes for 89
place all year round and 44
place and are still going 93
place and its people and 155
place and its people are 129
place and its people that 57
place and its people with 61
place and not allow them 42
place and not knowing how 43
place and she could not 152
place and she would not 86
place and that people are 69
place and that place and 71
place and that place was 56
place and then arose and 70
place and they could not 248
place and they would not 118
place and was still going 104
place and was waiting for 79
place and you could not 131
place and you would not 68
place any man within six 131
place are you looking for 104
place being set apart for 59
place both far above any 66
place but she could not 48
place but that which she 64
place but they could not 60
place day and night for 40
place did not agree with 239
place did not exist for 50
place does not agree with 370
place does not imply that 143
place does not prove that 44
place each and every day 119
place for all sorts and 83
place for all tools and 226
place for any human being 133
place for her right now 97
place for her until she 70
place for her where she 136
place for him after all 77
place for him right now 93
place for his books and 78
place for his people and 46
place for his pouring out 52
place for six months and 96
place for them until they 46
place for them where they 168
place for two hours and 60
place for two months and 66
place for two people that 42
place for two people who 47
place for two weeks and 78
place for you right now 270
place for you until you 48
place for you where you 121
place get not above his 135
place him far above all 100
place him far above his 118
place his arm about her 129
place his old vague fear 92
place not long after his 188
place not long after that 58
place not long after this 151
place not set apart for 58
place put out brisk and 128
place ran with steaming hot 58
place she had found for 55
place she was looking for 269
place than that which they 97
place than that which was 57
place than this could not 40
place that had given her 49
place that had given him 94
place that had known him 88
place that has known them 43
place that his father had 121
place that she could not 448
place that she might not 83
place that she would not 48
place that they could not 481
place that they would not 117
place that tom hated with 124
place that was built for 47
place that was given him 66
place that was quiet and 73
place that was right for 51
place that was waiting for 64
place that you could get 63
place that you could not 412
place that you shall now 47
place that you would not 119
place them all under one 99
place they are looking for 48
place they had found for 56
place was all doors and 84
place was all right and 81
place was not built for 52
place was not found for 115
place was now getting too 48
place was set apart for 345
place was set aside for 305
place was ten miles off 104
place was too large for 62
place was too small and 126
place was too small for 505
place was too strong for 116
place with her father and 112
place with her mother and 134
place with his father and 144
place with his hands and 49
place with his mother and 178
place with that which goes 1527
place you are looking for 738
place you are right now 122
place you may appear and 201
placing her arm within his 106
placing his arm about her 195
placing his arm round her 160
placing them all under one 52
plain death was drawing near 40
plain men and women who 227
plain that any child may 71
plain that god would not 40
plain that his error was 68
plain that his fancy had 50
plain that one could not 91
plain that our souls are 98
plain that she could not 895
plain that she would not 338
plain that they could not 1734
plain that they would not 1743
plain that this could not 323
plain that this would not 163
plain that you could not 118
plain that you would not 41
plain this act could not 183
plane had not taken off 63
plane that had taken off 135
plans and his hopes for 57
plans and set goals for 69
plans and then carry them 43
plans are being drawn for 164
plans are for people who 57
plans are not working out 86
plans are now afoot for 49
plans are now under way 528
plans did not allow for 106
plans for each child and 44
plans for new plant and 158
plans for our lives and 246
plans for our lives are 72
plans for this evening and 96
plans that are under way 45
plans that she could not 42
plans that they could not 95
plans that they would not 49
plant all six leaves had 47
plant for its growth and 46
plant that has grown too 52
plant them out where they 69
plant things and watch them 215
plant was being built and 50
plant was too small for 41
plant with its roots and 74
plate and let stand for 92
plate and set aside for 50
plate she was holding and 50
plate was not round and 41
plate with both hands and 78
plate with her hands and 61
plate with his fingers and 61
