pad and an inner pad 47
pang for the decay that 56
pang that he could not 59
pan heat the olive oil 131
pan off the flame and 43
pan off the stove and 579
pan with the dough and 58
pan with the olive oil 656
pan with the onions and 117
pan with the sauce and 54
pan with the stock and 71
pan with the sugar and 263
pan with the water and 408
par with the claim that 135
par with the first two 192
par with the notion that 48
par with the others and 84
par with the white man 162
path and he could not 51
path but the plain and 41
path can be found for 59
path can be found that 53
path can be found using 41
path for the white men 42
path led us beneath one 49
path than of reaching our 65
path that he could not 53
path that he could see 43
path that is level and 48
path that is longer than 79
path that is right for 353
path was so rough that 165
path was so steep and 106
path was so steep that 267
path was the right one 351
path was to lasso and 41
pay all my bills and 84
pay all my debts and 270
pay all or nearly all 149
pay all the bills and 1060
pay all the bills for 540
pay all the bills that 309
pay all the costs and 1173
pay all the costs for 365
pay all the costs that 249
pay all the debts and 998
pay all the debts due 357
pay all the debts that 226
pay all the money that 156
pay all the money they 175
pay all the people who 107
pay all the rates and 105
pay all the state and 40
pay all the taxes and 702
pay all the taxes due 70
pay all the taxes for 158
pay all the taxes that 261
pay all the taxes they 55
pay and no pitch hot 1028
pay and the price that 271
pay and the price they 254
pay for an empty box 97
pay for an evening with 176
pay for an extra day 344
pay for an extra seat 109
pay for it every day 137
pay for it later with 146
pay for it rather than 364
pay for it right now 135
pay for it until you 71
pay for it while you 123
pay for it would not 45
pay for my board and 1074
pay for my books and 168
pay for my first year 239
pay for my lodging and 151
pay for my lunch and 111
pay for the aswan dam 72
pay for the bills and 56
pay for the blood and 43
pay for the board and 618
pay for the bonds and 162
pay for the bonds with 192
pay for the books and 320
pay for the books that 47
pay for the books they 199
pay for the burial and 66
pay for the candy bar 116
pay for the chair and 62
pay for the civil war 712
pay for the cleaning and 132
pay for the clothing and 249
pay for the costs and 273
pay for the costs that 72
pay for the costs they 233
pay for the crime with 173
pay for the delay and 60
pay for the dress and 115
pay for the drink and 92
pay for the drugs and 125
pay for the drugs that 120
pay for the drugs they 195
pay for the enemy not 729
pay for the ensuing year 175
pay for the extra day 120
pay for the extra year 40
pay for the fault that 47
pay for the first and 113
pay for the first day 312
pay for the first few 264
pay for the first one 223
pay for the first six 516
pay for the first ten 142
pay for the first two 929
pay for the first year 1122
pay for the flour and 44
pay for the funds they 41
pay for the glass and 52
pay for the goods and 4435
pay for the goods for 60
pay for the goods out 103
pay for the goods she 231
pay for the goods that 799
pay for the goods they 2550
pay for the goods thus 52
pay for the goods was 139
pay for the goods with 108
pay for the goods you 227
pay for the grain and 40
pay for the grain they 170
pay for the honor and 46
pay for the horse and 236
pay for the hotel and 206
pay for the hours they 110
pay for the hours you 47
pay for the house and 758
pay for the house that 71
pay for the housing and 97
pay for the items and 95
pay for the items that 114
pay for the items they 317
pay for the items you 96
pay for the korean war 95
pay for the labor and 1382
pay for the labor that 184
pay for the labor they 94
pay for the lands and 140
pay for the lands now 65
pay for the lands they 222
pay for the light and 97
pay for the lives they 88
pay for the lodging and 40
pay for the lunch and 50
pay for the money that 40
pay for the money they 218
pay for the money you 90
pay for the music and 150
pay for the music they 128
pay for the noise they 44
pay for the packing and 53
pay for the paint and 192
pay for the paint job 93
pay for the paper and 608
pay for the parts and 83
pay for the party and 44
pay for the people who 149
pay for the period and 149
pay for the period for 48
pay for the period that 47
pay for the period they 57
pay for the place and 41
pay for the plant and 299
pay for the power and 73
pay for the power they 48
pay for the reason that 41
pay for the roads and 181
pay for the roads they 40
pay for the rooms and 48
pay for the savings and 46
pay for the seeds and 140
pay for the ships and 157
pay for the silks and 58
pay for the social and 224
pay for the space and 158
pay for the space they 238
pay for the space you 55
pay for the speed and 88
pay for the staff and 133
pay for the stock and 411
pay for the stock out 62
pay for the stock that 40
pay for the stock with 234
pay for the story with 65
pay for the stuff they 117
pay for the stuff you 42
pay for the taxes and 162
pay for the tests and 89
pay for the tools and 66
pay for the value they 99
pay for the visit and 40
pay for the wages and 83
pay for the water and 358
pay for the water that 153
pay for the water they 677
pay for the water you 48
pay for the wedding and 571
pay for the white man 119
pay for the whole day 61
pay for the whole job 44
pay for the whole lot 171
pay for the whole meal 89
pay for the whole year 566
pay for the writing and 41
pay her the money for 41
pay her the money she 95
pay him the large sum 43
pay him the money and 82
pay him the money due 65
pay him the money for 102
pay him the money that 152
pay him the money they 61
pay him the wages that 836
pay him to marry her 42
pay may be given for 88
pay off my bills and 119
pay off my debts and 605
pay off the bills and 55
pay off the bills that 44
pay off the bonds and 176
pay off the bonds that 125
pay off the bonds with 60
pay off the debts and 1077
pay off the debts due 47
pay off the debts for 111
pay off the debts his 54
pay off the debts she 66
pay off the debts that 698
pay off the debts they 470
pay off the debts with 90
pay off the first and 159
pay off the house and 203
pay off the loans and 405
pay off the loans for 56
pay off the loans that 125
pay off the loans they 66
pay off the loans with 69
pay off the money they 70
pay off the money you 54
pay off the notes and 59
pay off the people who 87
pay off the whole sum 145
pay out in wages and 58
pay out the money for 143
pay them the money and 41
pay them the money they 89
pay them the wages they 68
pay was so small that 400
pay you my thanks for 65
pay you the money and 45
pay you the money for 101
pay you the money now 45
pay you the money that 51
pay you the money you 133
pay you the price you 71
pay you the round sum 65
pay you the visit you 55
pay you the whole sum 56
pay you to write for 151
pay you up front for 42
peak age of onset being 48
peak age of onset for 194
peak age of onset was 62
peak year of world war 120
pear with the large end 40
pear with the small end 198
pen and the paper and 54
pen and the press are 46
pen and the press had 110
pen and the steel pen 120
pen and the sword are 70
pen and the sword for 91
pen and the tongue are 52
pen for the light one 50
pen for the sword and 105
pen off the paper and 58
per cup of water and 75
per cup of water for 120
per day in order that 73
per day in women and 108
per day is given for 122
per day is given them 44
per day of crude oil 731
per day of shale oil 53
per day or about one 104
per day or forty per 91
