paint thee more worthless than 85
paler and more agitated than 103
paler and more delicate than 76
paler and more emaciated than 68
panel and having notified its 93
panes had been replaced with 47
paper and other critical war 41
paper and other materials and 59
paper and other materials are 61
paper and other materials for 267
paper and other materials that 157
paper and other supplies for 44
paper and pulp industry and 221
paper and pulp industry are 48
paper and pulp industry has 131
paper and pulp industry was 87
paper and wood products and 51
paper had been accepted for 101
paper had been prepared and 52
paper had been prepared for 118
paper has been accepted for 589
paper has been approved for 51
paper has been prepared and 68
paper has been prepared for 353
paper has been prepared with 238
paper has been selected for 76
paper was well received and 146
paper with great interest and 70
paper you have prepared and 47
parks and game reserves and 63
parks and game reserves are 106
parting with their children for 46
parts and their functions and 43
parts and their functions are 182
parts and their relations are 70
parts are more numerous and 50
parts are more numerous than 44
parts with great curiosity and 60
parts with such fidelity that 55
party and must continue with 176
party had been ambushed and 59
party had been arrested and 48
party had been attacked and 117
party had been earnestly and 42
party had been followed thus 133
party had been mistaken for 40
party had been prepared for 41
party had been provided with 107
party had been received with 64
party had been supplied with 50
party had even stripped you 47
party has ever restored one 91
party not only forgives and 75
party was more apparent than 44
party was more numerous than 108
party was more powerful than 70
party was well equipped with 53
party was well supplied with 99
pause and have patience with 40
paved with oral promises that 42
peeking out from underneath her 59
peeking out from underneath his 50
people and their blankets and 54
people and their capacity and 106
people and their capacity for 405
people and their children and 270
people and their children are 367
people and their children can 44
people and their children who 125
people and their concerns and 47
people and their cultural and 87
people and their cultures and 112
people and their cultures are 98
people and their economic and 94
people and their elevation and 58
people and their enthusiasm for 41
people and their families and 745
people and their families are 722
people and their families can 201
people and their families for 122
people and their families had 91
people and their families has 55
people and their families may 133
people and their families that 262
people and their families was 45
people and their families who 503
people and their families with 201
people and their fondness for 47
people and their personal and 48
people and their physical and 254
people and their potential for 92
people and their problems and 540
people and their problems are 162
people and their problems but 51
people and their problems can 54
people and their problems than 58
people and their problems that 196
people and their problems was 53
people and their problems with 59
people and their property and 136
people and their property are 55
people and their readiness for 58
people and their relations with 322
people and their religious and 45
people and their struggle for 470
people and their troubles and 72
people and young children are 105
people and young children who 61
people are asking questions and 59
people are having problems with 69
people are less friendly and 42
people are less inclined than 68
people are less injurious than 44
people are less involved and 138
people are less religious than 69
people are like children who 113
people are making decisions that 93
people are more accurate than 44
people are more advanced than 80
people are more affected than 113
people are more beautiful than 47
people are more confused than 44
people are more conscious than 50
people are more dangerous than 131
people are more educated and 104
people are more educated than 80
people are more emotional than 96
people are more flexible and 100
people are more flexible than 90
people are more friendly and 65
people are more generous and 42
people are more generous than 68
people are more grateful than 55
people are more ignorant than 110
people are more inclined than 115
people are more informed and 41
people are more involved with 111
people are more numerous and 104
people are more numerous than 165
people are more personal than 60
people are more powerful than 260
people are more religious than 235
people are more reserved and 50
people are more reserved than 51
people are more sensible than 84
people are more skillful than 47
people are more talented than 117
people are more tolerant and 167
people are more tolerant than 92
people are more valuable than 239
people are more virtuous than 47
people are most friendly and 56
people are only ordained for 170
people are poor creatures and 45
people are very careless and 44
people are very courteous and 68
people are very emotional and 47
people are very friendly and 523
people are very grateful for 87
people are very ignorant and 121
people are very numerous and 85
people are very religious and 92
people are well disposed and 55
people are well educated and 237
people are well informed and 297
people are well informed they 42
people are well prepared for 70
people are well provided with 61
people are well supplied with 94
people can have problems with 42
people can leave messages for 49
people can make decisions and 62
people can make decisions that 87
people can make mistakes and 91
people did such terrible things 48
people far more advanced than 59
people far more powerful than 60
people for other purposes than 42
people for their approval and 149
people for their comments and 233
people for their economic and 66
people for their guidance and 117
people for their idolatry and 43
people for their insights and 51
people for their interest and 86
people for their kindness and 476
people for their patience and 55
people for whom politics was 43
people for whom services are 46
people get into business and 67
people going into business for 52
people had been arrested and 763
people had been arrested for 433
people had been attacked and 64
people had been baptized and 125
people had been captured and 53
people had been deceived and 89
people had been detained and 73
people had been detained for 83
people had been diagnosed with 162
people had been executed and 60
people had been executed for 105
people had been friendly and 44
people had been governed for 49
people had been infected with 243
people had been informed that 111
people had been insulted and 62
people had been involved with 75
people had been murdered and 159
people had been murdered for 60
people had been practicing for 40
people had been prepared for 316
people had been promised that 113
people had been provided with 127
people had been punished for 76
people had been selected for 48
people had been stricken with 45
people had been struggling for 66
people had been supplied with 62
people had been tortured and 148
people had been uprooted and 63
people had lost patience with 42
people had some interest with 150
people has less affection for 72
people how many children they 75
people may have believed that 257
people may have problems with 78
people not only declared him 46
people that some provision for 75
people that their problems are 58
people that were infected and 79
people that were involved with 78
people they were intended for 89
people they were involved with 52
people was left ignorant how 41
people was more powerful than 73
people who also imagined that 72
people who feel helpless and 46
people who feel isolated and 78
people who have accepted that 40
people who have accepted this 92
people who have achieved this 109
people who have acquired this 81
people who have actually had 76
people who have actually read 93
people who have affinity with 53
people who have asserted that 92
people who have assisted and 72
people who have assisted him 65
people who have assisted with 117
people who have attained this 77
people who have attended our 128
people who have authority and 90
people who have beautiful things 188
people who have believed and 47
people who have believed that 315
people who have business with 146
people who have children and 191
people who have children are 109
people who have children who 41
people who have children with 65
people who have contacts with 105
people who have declared that 64
people who have directly and 72
people who have divorced and 40
people who have education and 75
people who have emotional and 53
people who have enriched our 47
people who have families and 82
people who have followed him 84
people who have followed his 49
people who have followed this 75
people who have grappled with 52
people who have inspired and 139
people who have inspired you 53
people who have mastered this 49
people who have occupied them 51
people who have occupied this 60
people who have offended him 50
people who have offended them 89
people who have offended you 96
people who have physical and 62
people who have potential for 40
people who have preceded them 48
people who have prepared for 45
people who have problems and 162
people who have problems are 43
people who have problems that 250
people who have problems with 1108
people who have produced them 88
people who have property fix 48
people who have received any 61
people who have received god 44
people who have received them 41
people who have received this 114
people who have recently had 194
people who have rejected god 77
people who have replaced them 44
people who have reviewed this 49
people who have revolted and 43
people who have suffered all 55
people who have suffered and 377
people who have suffered are 48
people who have suffered for 379
people who have suffered head 103
people who have suffered long 170
people who have suffered this 61
people who have suffered too 57
people who have suffered with 69
people who have survived and 97
people who have survived for 43
people who have traveled all 41
people who have traveled and 48
people who have traveled far 47
people who have traveled with 48
people who have wandered off 97
people who have wrestled with 67
people who hold converse with 46
people who keep accounts with 126
people who lack education and 69
people who like children and 44
people who live sensibly and 143
people who love beautiful things 48
people who love children and 55
people who make decisions and 166
people who make decisions are 60
people who make decisions for 130
people who make decisions that 199
people who make mistakes and 61
people who must interact with 87
people who need convincing are 49
people who need services and 49
people who need treatment for 66
people who once occupied this 48
people who only recently had 64
people who seek treatment for 217
people who seem designed for 91
people who skip breakfast are 50
people who speak languages that 108
people who test positive are 45
people who test positive for 595
people who want children and 62
people who want education and 56
people who were actually doing 162
people who were actually going 48
people who were affected with 47
people who were arrested and 203
people who were arrested for 176
people who were burdened with 49
people who were captured and 66
people who were confused and 62
people who were credited with 51
people who were destined for 75
people who were diagnosed with 204
people who were directly and 50
people who were disabled and 48
people who were educated and 164
people who were eligible for 381
people who were employed and 61
people who were enslaved and 68
people who were executed for 115
people who were forgetting how 47
people who were formerly not 45
people who were friendly and 97
people who were friendly with 104
people who were generous with 140
people who were grateful for 84
people who were homeless and 101
people who were ignorant and 84
people who were infected with 264
people who were innocent and 49
people who were intimate with 55
people who were involved and 128
people who were involved with 1161
people who were isolated and 40
people who were literate and 85
people who were mentally and 47
people who were mentally ill 611
people who were murdered for 42
people who were notorious for 58
people who were obsessed with 174
people who were obviously not 82
people who were occupied with 61
people who were otherwise not 40
people who were prepared for 95
people who were probably not 51
people who were provided with 87
people who were punished for 58
people who were relations and 79
people who were restless and 47
people who were selected for 103
people who were seriously ill 173
people who were strangers and 47
people who were stricken with 40
people who were struggling for 371
people who were struggling with 269
people who were supplied with 53
people who were supporting him 64
people who were threatened with 86
people who were tormenting him 49
people who were tortured and 96
people who were uprooted and 43
people who will actually use 311
people who will challenge you 45
people who will disagree with 183
people who will interact with 142
people who work directly for 110
people who work directly with 361
people with down syndrome and 322
people with down syndrome are 446
people with down syndrome can 130
people with down syndrome may 66
people with down syndrome who 166
people with drug problems and 50
people with good education and 83
people with great affection and 53
people with great enthusiasm and 77
people with health problems and 98
people with health problems are 80
people with high education and 44
people with less education and 304
people with less education are 136
people with less education than 58
people with more authority than 61
people with more education and 356
people with more education are 300
people with more education earn 97
people with more education than 50
people with some education and 65
people with such problems are 54
people with their children and 62
people with their families and 122
people with their personal and 57
people with their problems and 186
people with these problems are 74
people with these problems can 40
people with these symptoms are 56
people with whom columbus had 74
people with young children and 68
people you were friendly with 45
period are more numerous and 45
period for their migration and 110
period for wearing armbands had 210
period has been compared with 43
period has been extended and 49
period has been extended for 70
period has been provided for 143
period has been reported for 50
period has been selected for 80
period not only believed that 60
period she half affected and 55
period that have survived are 56
period you will probably hear 56
phase and line currents and 48
phase and line currents are 67
phase and line voltages and 80
phase and line voltages are 102
phase has been observed for 53
phase has been reported for 42
phone and take messages for 41
phone had been switched off 44
piece has been finished two 40
piece was well received and 50
pigeon with less powerful wings 86
pilot had been captured and 54
pines and other conifers are 44
