paced the waiting room floor 49
pages of legal size paper 41
pages to carry their spears 46
pains to adorn their faces 42
pains to avoid saying anything 45
pains to spurn some others 132
paint or carve their crest 105
paint the human soul truly 105
pairs of twins were found 41
pairs of walking legs which 47
panel of human cell lines 63
panel of names from which 234
panel of tumor cell lines 60
panel of which such judge 108
panes of glass like crown 128
panes of glass were found 45
panes of glass were missing 107
panes of glass were never 58
paper in which these words 68
paper in which your lunch 52
paper is based took place 50
paper is based upon field 87
paper on which iron filings 65
paper on which some words 57
paper on which their names 65
paper on which these lines 45
paper on which these words 356
paper on which were drawn 89
paper on which were typed 87
paper to burst into flame 54
parting of whose mouth shall 43
parts it leaves wide sandy 153
parts of cases only which 99
parts of china from which 70
parts of china must apply 117
parts of human life which 64
parts of italy ending under 65
parts of social life within 63
parts of water were added 86
parts of which have never 80
parts of which have since 55
parts of which rise above 95
parts of which there could 43
parts of which were based 44
parts of which were boiling 61
parts of which were bound 49
parts of which were built 210
parts of which were first 229
parts of which were found 263
parts of which were given 87
parts of which were known 62
parts of which were later 297
parts of which were often 72
parts of which were quite 95
parts of which were still 631
parts of which were taken 76
parts of which were under 108
parts of which will appear 43
parts to choke your clime 153
party in baggy gray pants 183
party in front have holed 63
party is under some legal 64
party of moors from ronda 60
party the small army might 48
passing the night here alone 40
passing the slide three times 58
passing the whole fine season 45
patch of girls grew playing 53
patting the dusty feet beneath 44
pending the entry into force 1176
people as human beings first 56
people as human beings rather 121
people at grass root level 68
people at large view every 58
people at large were still 86
people at large were tending 47
people by meeting their needs 61
people do change their minds 242
people go about making sense 48
people go about their daily 967
people go about their lives 301
people go about their tasks 60
people go about their usual 44
people he cared most about 308
people he knows nothing about 61
people he might have known 45
people he would have liked 94
people in every other state 47
people in every rich state 80
people in meeting their needs 59
people in plays give force 106
people in rural areas could 59
people in rural areas often 65
people in rural areas still 106
people in rural areas where 134
people in rural areas would 66
people in speaking such words 68
people in whose living blood 113
people no longer care about 136
people no longer knew where 47
people no longer know where 50
people no longer talk about 70
people of arabia were given 44
people of athens have often 225
people of athens having fully 111
people of china have never 40
people of color were often 99
people of color were still 48
people of every other nation 231
people of every other state 145
people of israel from egypt 816
people of israel from exile 56
people of israel from mount 43
people of israel have lived 53
people of israel into exile 42
people of israel leave egypt 46
people of israel left egypt 124
people of israel were about 89
people of israel were given 96
people of israel were never 49
people of israel were ruled 40
people of israel were saved 43
people of israel were slain 99
people of israel were still 110
people of israel were taken 110
people of israel were under 54
people of israel will never 92
people of judah into exile 48
people of judah were taken 120
people of liege were wealthy 88
people of milan were still 48
people of paris have shown 42
people of paris have taken 43
people of paris were still 54
people of small means could 42
people of which have never 41
people on board those ships 45
people on board were getting 48
people on board were saved 125
people on either side would 51
people so happy over anything 70
people the whole truth about 147
people the world over could 64
people the world over share 74
people the world over still 60
people the world over would 382
people to adopt what would 85
people to amend their lives 86
people to apply their minds 60
people to avoid paying taxes 43
people to build their homes 104
people to build their lives 47
