calf lay 42 call are 51
call end 320 call all 43
call and 50 call that 41
call and 61 came and 91
came with 42 came with 48
came with 46 came and 144
came with 43 came and 56
came with 75 came and 47
came and 44 came and 65
came with 50 came and 125
came with 54 came and 68
came with 55 came and 235
came with 204 came and 363
came with 289 came and 231
came with 232 came and 161
came with 231 came and 53
came with 60 came and 63
came with 74 came with 68
came and 532 came for 125
came one 99 came she 65
came that 177 came with 172
came and 75 came her 73
came his 95 came and 87
came for 46 came with 111
came and 48 came than 41
came than 47 came than 57
came with 56 came and 88
came and 41 came and 110
came for 63 came with 49
came and 175 came with 55
came and 437 came for 287
came one 76 came that 42
came with 252 came and 143
came with 120 came and 46
came than 76 came and 43
came him 2175 came and 41
came and 48 came and 66
came her 474 came him 328
came his 177 came her 144
came him 66 came and 83
came and 116 came and 57
came and 41 came and 366
came and 41 came and 124
came and 110 came and 252
came and 420 came with 48
came and 44 came that 178
came and 52 came who 40
came and 116 came and 75
came and 103 came with 65
came with 41 came and 63
came and 316 came one 131
came she 48 came that 149
came this 46 came with 127
came and 51 came and 152
came with 56 came with 62
came and 90 came with 45
came and 63 came all 83
came and 7223 came each 291
came for 667 came her 64
came his 51 came one 7791
came she 616 came that 2240
came then 86 came they 232
came this 103 came was 86
came with 2370 came and 140
came one 50 came with 43
came her 53 came than 63
came with 59 came they 51
came and 44 came with 107
came for 70 came use 739
came and 41 came him 57
came them 53 came and 178
came with 55 came and 99
came than 114 came and 42
came and 694 came for 108
came with 494 came and 85
came and 183 came for 56
came with 169 came and 110
came for 56 came with 68
came was 44 came with 78
came and 47 came who 42
canoe with 52 card and 92
card and 48 card and 40
care and 97 care for 83
care his 101 care she 207
care they 222 care you 314
care than 79 care are 45
care are 41 care are 201
care things 61 cars with 111
cars with 68 case out 105
case and 66 case are 65
case him 40 cast and 92
cast and 469 cast and 84
cast are 49 cast for 59
cast them 101 cast them 56
cast you 116 cease can 104
cent and 68 chew they 109
chew and 59 city and 42
city for 43 clean you 157
clear and 44 clear with 52
clear and 43 clear that 155
clear that 48 clear that 205
clear that 521 clear that 45
clear that 376 clear that 76
clear that 150 clear that 1146
clear that 308 clear that 58
clear that 203 clear that 136
clear that 727 clear that 224
clear that 381 clear that 72
clear that 198 clear them 69
clear you 131 clod him 95
coal use 41 coal and 85
coal out 105 coil and 50
coin and 70 cold out 57
cold are 42 cold his 58
comb you 228 come with 69
come and 173 come with 108
come and 57 come with 62
come and 40 come bay 93
come and 68 come and 95
come with 55 come and 50
come and 253 come with 161
come and 297 come for 63
come with 172 come and 193
come for 43 come with 125
come and 156 come with 104
come and 62 come and 58
come with 51 come and 376
come for 51 come with 121
come and 69 come and 50
come her 79 come his 40
come day 51 come you 144
come you 73 come and 95
come with 48 come and 56
come than 52 come than 51
come and 96 come for 47
come and 63 come for 64
come and 199 come with 69
come and 334 come for 350
come that 44 come this 51
come with 151 come and 252
come with 140 come you 67
come than 64 come and 44
come with 75 come her 129
come him 127 come his 82
come you 59 come with 84
come and 48 come and 71
come and 177 come and 118
come and 428 come than 65
come and 118 come and 42
come and 229 come than 51
come and 87 come and 405
come and 50 come who 59
come and 368 come and 106
come and 93 come they 178
come that 88 come with 55
come and 63 come and 50
come men 44 come and 396
come with 127 come and 83
come and 137 come all 40
come and 10741 come each 280
come for 742 come one 400
come she 109 come that 285
come they 342 come this 50
come with 2393 come yet 313
come you 61 come and 42
come than 47 come than 106
come than 57 come and 77
come for 47 come long 85
come use 485 come and 40
come use 52 come any 63
come you 50 come any 68
come use 311 come and 140
come but 45 come use 186
come and 175 come and 45
come with 137 come and 401
come for 91 come with 79
come and 75 come and 53
come than 136 come who 187
come and 113 come and 373
come for 82 come with 321
come and 65 come and 177
come for 69 come with 192
come and 52 come for 93
come with 41 come than 40
come can 41 come and 51
coming and 47 coming and 49
coming with 43 coming and 93
coming and 42 coming and 49
coming and 57 coming now 191
coming one 80 coming and 76
coming and 57 coming for 71
coming with 40 coming and 65
coming now 83 coming than 46
coming her 138 coming him 145
coming his 87 coming her 43
coming and 101 coming and 42
coming and 74 coming and 116
coming and 78 coming one 83
coming with 62 coming with 56
coming and 64 coming with 42
coming and 3445 coming for 257
coming one 1704 coming that 160
coming was 41 coming with 534
coming use 939 coming use 113
coming and 59 coming and 82
coming all 133 coming than 72
coming new 57 cook heat 49
cool than 176 cool than 386
cost with 57 cows and 57
cows out 44 crew with 132
crop off 51 cues them 56
cues and 46 cuts than 40
