cabin open 56 cakes like 42
calls need 46 canal length 98
canal wide 162 canal wide 153
canoes lost 728 cared life 249
cares life 89 cares like 141
carry heart 50 carry from 48
carry along 106 carry among 145
carry from 40 carry into 2078
carry over 57 cases were 91
cases have 70 cases there 103
cases from 194 cases been 49
cases have 40 cases into 62
casting like 59 casting hope 56
cause else 189 causing hair 44
cedar seem 61 ceiling fire 43
cells were 57 cells cell 52
chain wire 152 chair down 66
chair legs 66 chair over 50
chair legs 47 change acid 53
change into 302 change rest 93
change else 277 change your 42
change into 345 change from 49
change your 45 changing wave 62
changing eyes 160 changing grow 50
chaos form 44 check date 240
check more 69 chest breath 45
chest breath 46 chest from 75
chest like 127 chief heart 44
chief hope 255 chief laying 92
chief died 49 child care 149
child rearing 2120 child care 159
child rearing 184 child care 248
child health 256 child rearing 1125
child care 2332 child work 111
child work 151 child been 42
child teeth 43 child tooth 54
child five 41 child years 42
child years 70 child time 40
child wife 55 child care 49
child years 67 child years 124
child life 138 child else 599
child more 89 child size 198
child care 587 child word 161
child word 46 child like 72
child died 109 child died 207
child died 766 child died 102
child came 51 child have 82
child into 84 chill were 44
chill down 42 chill from 78
choking wait 143 cited from 174
cited from 362 civil away 41
civil down 70 civil from 58
claim life 108 class were 211
class teams 180 class else 203
class name 139 class during 88
class load 111 class good 84
class four 162 class time 85
class like 66 class work 166
climb tier 65 cloak gown 51
clock over 40 clock just 55
close lest 168 close came 63
clothing else 41 cloud morn 47
cloud thick 115 coast great 61
color else 98 combing hair 86
comes away 46 comes over 51
comes back 42 comes have 69
comes from 72 comes late 706
comes back 178 comes like 109
comes name 61 comes what 466
comes when 51 comes more 49
comes word 93 comes word 41
comes meaning 168 comes other 87
comes have 50 comes some 55
comes from 90 comes into 48
comes there 102 comes when 41
comes when 113 comes when 187
comes from 75 comes wearing 62
comes from 41 comes early 116
comes sink 42 comes well 47
comes dyke 68 cooking jars 124
cooling away 106 corps took 43
costs been 61 costs less 116
costs more 48 costs else 116
costs what 53 costs much 47
costs those 664 costs what 171
costs into 158 could else 54
could upon 41 could some 68
could like 52 could else 98
could nothing 41 could those 54
could from 46 could back 40
could from 150 could find 45
could stir 124 could their 61
could heaving 63 could rise 87
could rising 43 could rising 47
could hair 41 could away 87
could beating 241 could race 53
could racing 426 could body 41
could breath 86 could rising 53
could body 752 could down 75
could hard 185 could hard 152
could back 159 could down 191
could over 50 could away 97
could down 110 could rising 67
could heave 54 could heaving 124
could rise 89 could rising 106
could moving 59 could moving 81
could beating 166 could race 43
could racing 219 could rate 60
could body 40 could arms 116
could body 448 could were 54
could into 51 could book 46
could when 89 could their 136
could these 85 could those 45
could what 82 could your 96
could else 42 could from 67
could more 340 could their 43
could side 46 could have 42
could help 75 could burn 55
could give 66 could help 189
could hold 55 could make 69
could take 73 could when 44
could have 44 could heart 74
could have 51 could such 87
could heart 64 could life 75
could mind 99 could time 245
could else 59 could upon 51
could step 49 could have 64
could have 869 could upon 75
could meaning 52 could over 172
could ones 89 could from 84
could free 158 could need 59
could into 52 could else 121
could time 49 could from 45
could like 70 could among 51
could have 131 could free 41
could back 140 could been 52
could burr 98 could more 91
could other 53 could dime 44
could into 67 could over 43
could have 81 could more 54
could make 47 could down 57
could into 51 could such 43
could their 44 could their 159
could care 54 could your 47
could when 41 could dark 85
could help 100 could spring 44
could from 101 could have 41
could into 79 could life 62
could clean 70 could from 60
could feet 173 could open 92
could here 101 could hand 55
could more 53 could among 115
could help 43 could more 45
could life 55 could there 45
could years 53 could life 78
could life 106 could over 66
could like 40 could over 60
could upon 41 could upon 209
could pray 131 could come 76
could like 62 could when 42
could felt 52 could heard 181
could work 42 could from 54
could like 43 could come 105
could felt 139 could heard 691
could more 117 could felt 123
could heard 291 could call 362
could word 182 could more 125
could help 64 could make 81
could their 300 could clear 49
could good 125 could like 96
could your 183 could even 42
could their 49 could away 45
could half 52 could half 55
could what 169 could have 87
could name 84 could like 42
could like 60 could from 45
could from 64 could from 77
could from 58 could from 41
could upon 99 could well 82
could tell 55 could have 68
could tell 103 could away 42
could from 42 could part 40
could among 131 could here 40
could back 58 could step 43
could among 242 could when 60
could back 49 could among 400
could step 42 could help 68
could make 129 could here 82
could into 44 could like 41
could into 40 could into 54
could into 51 could have 50
could tell 75 could what 95
could what 45 could their 101
could what 110 could your 54
could more 157 could from 55
could were 52 could meant 62
could have 89 could were 168
could away 271 could their 131
could what 81 could from 152
could only 85 could many 89
could other 42 could some 205
could their 54 could these 81
could those 71 could what 235
could your 115 could word 44
could ones 40 could come 41
could upon 1108 could soul 64
could upon 52 could from 449
could mind 50 could here 56
could from 64 could into 138
could have 64 could along 74
could else 87 could more 126
could been 48 could good 126
could well 42 could bind 125
could draw 47 could fill 92
could have 73 could move 43
could take 225 count else 521
court were 81 court made 94
court there 333 court rule 90
court such 181 court these 391
court there 452 court such 41
court there 157 court years 79
court ruling 57 court have 133
court there 50 court there 52
court such 71 court into 108
court leave 150 court such 57
cover years 109 crave else 115
crawl bush 76 creaking jaws 90
create from 69 create base 48
create life 44 create been 75
create call 90 create call 45
create want 61 create list 68
create show 70 create plan 48
creating more 47 creating been 45
creating call 48 creep when 43
creep time 588 crept when 113
crept eyes 50 crept life 45
crept when 243 crept face 196
cried left 84 cried died 58
cried left 153 cried went 42
cried speak 90 cries from 86
crops cane 127 crown seek 97
crown root 520 cruel have 50
cruel into 51 cubic feet 88
cubic foot 372 cubic yard 90
cubic foot 150 cubic mass 67
cubic yard 46 cubic foot 73
cubic foot 350 cuffs during 69
curling eyes 93 curls brow 63
curly eyes 141 curly eyes 434
curly skin 41 curly eyes 165
curly eyes 112 curly blue 54
curly blue 45 curly skin 54
curly beard 53 curly teeth 74
curve areas 77 curving their 42
cutting away 176 cutting their 83
