vacancy left behind by 48
vacated their places in 50
vacated were filled by 70
vacation from school in 172
vacation from school or 61
vacation home should be 60
vacation just before the 68
vacation last summer in 44
vacation time instead of 54
vacation time should be 118
vacation trip around the 43
vacation trip through the 155
vaccine also appears to 44
vaccine will depend on 53
vaccine will reduce the 65
vaccine will result in 57
vaginal cuff should be 66
vaginal pack should be 43
vaginal smear should be 85
vaginal swab should be 138
vaginal wall around the 80
vaginal wall behind the 139
vaginal wall beyond the 40
vaginal wall caused by 80
vaginal wall should be 461
vaginal wall through the 124
vaginal wall toward the 78
vagrant buck indians in 51
vaguely heard rumors of 56
vaguely seen through the 150
vaguely what manner of 61
valence band across the 142
valence band behave as 51
valence band occurs at 85
valence band offset at 86
valence band offset in 101
valence band offset is 503
valence band offset of 440
valence band should be 86
valence band states at 131
valence band states in 288
valence band states is 190
valence band states of 283
valence band states to 93
valence band through the 50
valence band without the 82
validly made before the 111
valleys deep enough to 45
valleys down through the 41
valleys give access to 53
valleys have served as 59
valleys heard filled the 53
valleys into scenes of 42
valleys much darker to 188
valleys were already in 44
valleys were carved by 131
valleys were caused by 43
valleys were cleared of 54
valleys were clothed in 48
valleys were created by 64
valleys were dammed by 79
valleys were eroded by 53
valleys were eroded in 67
valleys were filled by 103
valleys were filled in 154
valleys were filled to 109
valleys were filled up 408
valleys were formed at 45
valleys were formed by 351
valleys were formed in 81
valleys were opened up 59
valleys were peopled by 41
vanguard role played by 112
vanishing away before the 80
variable adds little to 52
variable also appears in 51
variable also appears to 42
variable also failed to 45
variable cost begins to 138
variable cost changes as 44
variable cost changes in 175
variable cost curves at 65
variable cost curves is 51
variable cost equals the 116
variable cost instead of 42
variable cost portion of 93
variable cost should be 306
variable cost varies in 59
variable data should be 71
variable from animal to 148
variable from another is 66
variable from family to 63
variable from minute to 43
variable from moment to 238
variable from person to 1076
variable from sample to 321
variable from scores on 204
variable from section to 61
variable from speaker to 58
variable from strain to 182
variable from system to 59
variable from tissue to 73
variable from values of 236
variable from values on 46
variable just before the 41
variable length blocks of 56
variable levy system of 58
variable life policy is 93
variable line spacer to 86
variable mating system in 91
variable more likely to 42
variable most likely to 231
variable must always be 698
variable name appearing in 46
variable name appears in 174
variable name appears on 81
variable name before the 46
variable name inside the 79
variable name instead of 164
variable name refers to 149
variable name should be 210
variable over periods of 53
variable rate linked to 53
variable size called the 54
variable taking values in 534
variable taking values of 60
variable time before the 75
variable time course of 56
variable upon another is 71
variable were caused by 104
variable when studying the 45
variable when values of 46
variable will affect the 746
variable will always be 1004
variable will assume the 173
variable will depend on 734
variable will exceed the 55
variable will reduce the 248
variable will result in 1335
variable will return the 45
variance among groups is 57
variance among groups of 84
variance among states in 126
variance must always be 44
variance ratio should be 52
variance will affect the 41
variance will always be 277
variance will depend on 377
variance will result in 262
variants from mothers to 167
variates also should be 41
variation also appears in 89
variation also appears to 59
variation also exists in 767
variation also occurs in 822
variation also serves to 44
variation among adults in 131
variation among cities in 266
variation among groups in 371
variation among groups is 111
variation among groups of 341
variation among humans in 118
variation among humans is 51
variation among judges in 137
variation among mothers in 52
variation among nations in 151
variation among negroes in 46
variation among plants in 103
variation among plants of 47
variation among regions in 133
variation among regions of 78
variation among scores in 57
variation among states as 147
variation among states in 1808
variation among states is 112
variation from agency to 66
variation from animal to 382
variation from bottom to 40
variation from causes in 48
variation from center to 114
variation from changes in 40
variation from colony to 65
variation from county to 383
variation from decade to 100
variation from device to 50
variation from family to 359
variation from infant to 56
variation from island to 75
variation from moment to 178
variation from normal in 246
variation from normal is 126
variation from normal of 120
variation from normal to 53
variation from parish to 77
variation from person to 2110
variation from sample to 1636
variation from school to 880
variation from section to 85
variation from series to 85
variation from session to 57
variation from source to 106
variation from speaker to 470
variation from station to 101
variation from strain to 231
variation from summer to 107
variation from system to 183
variation from teacher to 74
variation from tissue to 54
variation from winter to 116
variation must always be 170
variation over periods of 161
variation will affect the 273
variation will always be 180
variation will depend on 421
variation will reduce the 44
variation will result in 769
variation will sooner or 49
variety also exists in 48
variety also occurs in 134
variety best suited to 328
variety most common in 110
variety most likely to 94
variety must always be 56
variety show called the 125
variety show featuring the 47
variety show hosted by 359
variety there should be 93
variety well suited to 92
variety were placed in 60
variety will always be 53
variety will depend on 79
variety will result in 62
vassals from europe to 154
vassals just before the 43
vassals were called to 47
vassals were engaged in 62
vassals were ground by 94
vaulted roof upheld by 41
vaulted room behind the 53
vaulted room called the 67
vaunted days before the 78
vectors have proven to 79
vectors must always be 43
vectors pass through the 53
vectors will always be 84
vectors will depend on 64
vectors will result in 75
vehicle back toward the 47
vehicle best suited to 181
vehicle came around the 71
vehicle came through the 62
vehicle coming through the 40
vehicle from entering the 46
vehicle high enough to 42
vehicle just before it 82
vehicle just before the 72
vehicle just behind the 60
vehicle more suited to 41
vehicle most likely to 81
vehicle most suited to 55
vehicle moving across the 54
vehicle moving through the 158
vehicle must always be 46
vehicle must return to 97
vehicle sped through the 58
vehicle used yields no 52
vehicle well suited to 63
vehicle will always be 75
vehicle will arrive at 89
vehicle will depend on 136
vehicle will follow the 46
vehicle will result in 95
vehicle will return to 41
vehicle will travel in 68
velvets rank higher in 56
vendors from around the 120
vendors have access to 100
vendors have agreed to 160
vendors have chosen to 272
vendors have failed to 80
vendors have jumped on 44
vendors have sought to 52
vendors have tended to 63
vendors must adhere to 42
vendors were forced to 122
vendors were unable to 83
vendors will refuse to 47
vengeance fell heavily on 58
vengeance from beyond the 137
vengeance upon robert the 71
vengeance were handed on 54
vengeance were talked of 58
venison ever talked of 165
ventral body cavity is 98
ventral fins before the 100
ventral fins behind the 141
ventral gray column in 49
ventral gray column of 821
ventral gray matter of 620
ventral line behind the 113
ventral root fibers in 50
ventral root fibers of 140
ventral root fibers to 286
ventral side behind the 89
ventral side toward the 147
venture also proved to 43
venture back across the 82
venture back through the 107
venture forth across the 55
venture forth beyond the 122
venture forth without the 119
venture from behind the 111
venture into fields of 177
venture into regions of 108
venture into scenes of 65
venture into something of 45
venture most humbly to 303
venture much beyond the 649
venture much further in 96
venture some portion of 109
venture upon offering to 62
venture very humbly to 127
venture well beyond the 169
venture were anxious to 52
venture will depend in 237
venture will depend on 271
venture will result in 122
venturing much beyond the 53
veranda just before the 40
verbiage also belongs to 53
verdant even beyond the 110
verdict even before the 49
verdict form should be 49
verdict from murder to 47
verdict must always be 68
verdict must depend on 64
verdict must surely be 77
verdict will always be 73
verdict will depend on 297
verdict will result in 109
vergers came through the 55
versions also differ in 100
versions have failed to 43
versions have tended to 74
versions vary widely in 46
versions were already in 47
versions were created by 86
versions were issued by 40
versions were issued in 94
versions were placed in 41
versions were staged in 58
versions were tested in 127
vespers bell should be 53
vessels also occurs in 65
vessels also served as 50
vessels also supply the 161
vessels bearing cargoes of 47
vessels best suited to 40
vessels bringing cargoes of 57
vessels cast anchor at 90
vessels cast anchor in 125
vessels coming through the 178
vessels cost almost as 107
vessels during periods of 64
vessels even before the 53
vessels fast enough to 66
vessels fell victim to 85
vessels free access to 91
vessels from across the 52
vessels from around the 189
vessels from attack by 48
vessels from beyond the 72
vessels from boston to 42
vessels from carrying on 69
vessels from carrying the 41
vessels from crossing the 43
vessels from england to 192
vessels from entering it 78
vessels from entering or 206
vessels from entering the 833
vessels from europe to 208
vessels from london to 40
vessels from naples to 45
vessels from refusing to 63
vessels from touching at 57
vessels from twenty to 259
vessels gain access to 63
vessels grow through the 72
vessels have access to 54
vessels have become so 88
vessels have called at 48
vessels have engaged in 44
vessels have failed to 44
vessels have little or 60
vessels have passed the 142
vessels have reached by 54
vessels have reached the 157
vessels have tended to 61
vessels have valves to 54
vessels having slaves on 52
vessels just before the 50
vessels just behind the 44
vessels just distal to 52
vessels late belonging to 129
vessels left england in 59
vessels made little or 50
vessels mine should be 46
vessels most likely to 147
vessels moving through the 119
vessels must always be 126
vessels must anchor at 47
vessels must anchor in 177
vessels pass across the 56
vessels pass around the 41
vessels pass behind the 108
vessels pass through it 198
vessels pass through the 1900
vessels pass toward the 41
vessels ready before the 46
vessels seen through the 57
vessels show through the 44
vessels show traces of 44
vessels swinging around on 54
vessels there should be 55
vessels took refuge in 115
vessels turn around the 47
vessels used should be 125
vessels vary greatly in 104
vessels went through the 91
vessels were abreast of 85
vessels were active in 108
vessels were afraid to 41
vessels were almost the 43
vessels were already in 127
vessels were already on 78
vessels were always in 45
vessels were beyond the 51
vessels were bought by 57
vessels were broken in 59
vessels were broken to 44
vessels were broken up 127
vessels were building at 46
vessels were building in 57
vessels were buried in 73
vessels were burned as 44
vessels were burned at 46
vessels were burned by 63
vessels were burned in 55
vessels were burned or 77
vessels were burned to 42
vessels were called the 63
vessels were carrying on 109
vessels were carrying the 59
vessels were caught by 45
vessels were caught in 273
vessels were cleared at 42
vessels were closer to 52
vessels were common in 75
vessels were crossing the 67
vessels were cruising in 117
vessels were dashed to 188
vessels were dipped in 42
vessels were docked at 55
vessels were driven by 290
vessels were driven in 96
vessels were driven on 517
vessels were driven to 102
vessels were engaged at 77
vessels were engaged in 2548
vessels were engaged on 78
vessels were engaged to 44
vessels were entering the 132
vessels were filled to 95
vessels were fitted up 201
vessels were forced by 55
vessels were forced to 827
vessels were formed by 110
vessels were formed in 83
vessels were formed of 45
vessels were frozen in 122
vessels were frozen up 46
vessels were greatly in 47
vessels were guilty of 47
vessels were hauled up 99
vessels were hovering on 42
vessels were inside the 49
vessels were joined by 100
vessels were killed or 78
vessels were likely to 229
vessels were listed as 60
vessels were loaded at 93
vessels were loaded in 87
vessels were loaded to 70
vessels were manned by 639
vessels were melted up 58
vessels were moored at 111
vessels were moored in 367
vessels were moored to 121
vessels were mostly of 63
vessels were needed to 236
vessels were normal in 83
vessels were opened to 44
vessels were picked up 88
vessels were placed at 262
vessels were placed in 1025
vessels were placed on 863
vessels were placed to 65
vessels were scouring the 91
vessels were seized as 79
vessels were seized at 68
vessels were seized by 867
vessels were seized in 427
vessels were seized on 103
vessels were seized or 78
vessels were shaped by 78
vessels were standing by 60
vessels were stored in 68
vessels were struck by 69
vessels were thought to 166
vessels were treated as 59
vessels were treated in 54
vessels were turned to 49
vessels were unable to 1040
vessels were valued at 93
vessels were visiting the 41
vessels were warned to 99
vessels when engaged in 133
vessels when engaged on 157
vessels will always be 96
vessels will arrive in 55
vessels will depend on 137
vessels will result in 233
vestige will remain of 94
vestige will remain to 68
veteran here wanted me 76
vibrate fast enough to 85
vibrate more slowly in 63
vibrate when struck by 174
viceroy gave orders to 59
victims even before the 50
victims from across the 46
victims from amongst the 89
victims from around the 49
victims have access to 163
victims have become the 76
victims have failed to 52
victims have fallen by 60
victims have learned to 61
victims have little or 56
victims have reached the 60
victims have tended to 48
victims less likely to 59
victims more likely to 107
victims most likely to 63
victims must always be 61
victims were abused by 180
victims were afraid to 117
victims were already in 82
victims were always the 45
victims were assets to 80
victims were beyond the 175
victims were buried at 148
victims were buried by 93
victims were buried in 1161
victims were buried on 126
victims were burned at 142
victims were burned in 182
victims were burned on 41
victims were burned to 149
victims were caught in 96
victims were caused by 44
victims were chosen at 82
victims were chosen by 89
victims were chosen in 42
victims were chosen to 53
victims were deemed to 42
victims were denied the 70
victims were doomed to 135
victims were driven by 75
victims were driven to 119
victims were engaged in 126
victims were forced to 1149
victims were guilty of 165
victims were hacked to 99
victims were killed at 122
victims were killed by 2091
victims were killed in 623
victims were killed on 79
victims were killed or 87
victims were leaders of 52
victims were likely to 285
victims were listed as 47
victims were loaded on 98
victims were locked in 43
victims were mostly the 57
victims were nailed to 67
victims were needed to 62
victims were picked up 69
victims were placed in 1025
victims were placed on 203
victims were robbed of 77
victims were rushed to 89
victims were slaves or 55
victims were thought to 203
victims were treated as 254
victims were treated at 77
victims were treated by 57
victims were treated in 105
victims were unable to 511
victims were viewed as 93
victims will always be 45
victors were engaged in 78
victors were forced to 57
victors were joined by 56
victors were pleased to 69
victors were unable to 181
victory also marked the 96
victory came before the 43
victory came through the 54
victory even before the 292
victory even without the 46
victory ever gained by 176
victory ever gained in 91
victory ever scored by 48
victory fell clearly to 121
victory just around the 103
victory just before the 54
victory just gained by 73
victory laps around the 80
victory lies through the 43
victory must always be 80
victory must depend on 51
victory must result in 44
victory only served to 78
victory only through the 132
victory over antony at 239
victory over austria at 444
victory over austria in 927
victory over austria to 58
victory over boston in 50
victory over brazil in 60
victory over carter in 101
victory over custer at 64
victory over dallas in 54
victory over darius at 139
victory over darius in 42
victory over edward ii 109
victory over england as 73
victory over england at 112
victory over england by 60
victory over england in 262
victory over england is 76
victory over english at 41
victory over forces of 128
victory over france as 147
victory over france at 291
victory over france by 72
victory over france in 2884
victory over france on 50
victory over france the 66
victory over france to 138
victory over french at 102
victory over greece in 88
victory over greene at 43
victory over heresy in 103
victory over hitler in 101
victory over hooker at 48
victory over hoover in 52
victory over hungary in 44
victory over landon in 45
victory over mexico in 170
victory over nature by 57
victory over nature in 71
victory over nature is 91
victory over nazism in 62
victory over philip at 91
victory over poland in 83
victory over pompey at 151
victory over pompey in 68
victory over prussia at 175
victory over prussia by 53
victory over prussia in 67
victory over racism at 124
victory over rommel at 167
victory over rommel in 102
victory over somoza in 50
victory over sparta at 99
victory over sparta in 92
victory over sweden at 122
victory over sweden in 155
victory over truman in 43
victory over turkey in 255
victory over william at 101
victory over william of 43
victory over xerxes at 42
victory soon turned to 45
victory there should be 63
victory were foiled by 68
victory were placed in 70
victory were wasted in 80
victory will always be 236
victory will depend on 329
victory will enable us 68
victory will result in 116
victory will seldom go 42
victory will surely be 181
viewers from across the 57
viewers from around the 128
viewers have access to 239
viewers have learned to 69
viewers more likely to 111
viewers most likely to 62
viewers were forced to 68
viewers were likely to 189
viewers were struck by 41
viewers were treated to 910
