vacant lot where children 49
vacuum and under pressure 57
vacuum that would otherwise 315
vainly for brave scotsmen 81
valiant and hardy soldiers 55
valley and every mountain 97
valley and ridge province 88
valley was first explored 55
valley was first occupied 42
valley with close attention 70
valued and taken seriously 187
valued for farming purposes 83
values and action patterns 127
values and basic underlying 58
values and blood pressure 70
values and ethnic identity 129
values and goals concerning 40
values and goals inherent 50
values and goals underlying 103
values and habit patterns 40
values and human judgment 65
values and human purposes 41
values and human relations 196
values and ideals embodied 51
values and makes decisions 79
values and meanings attached 172
values and meanings inherent 57
values and moral authority 50
values and moral behaviors 50
values and moral concepts 119
values and moral concerns 69
values and moral dilemmas 46
values and moral education 305
values and moral judgment 121
values and moral positions 68
values and moral precepts 113
values and norms attached 45
values and norms concerning 264
values and norms embedded 255
values and norms embodied 100
values and norms implicit 47
values and norms inherent 62
values and norms involved 41
values and norms pertaining 47
values and norms prevailing 77
values and norms underlying 145
values and phase relations 79
values and power relations 345
values and racial identity 58
values and social behaviors 98
values and social concerns 196
values and social contexts 49
values and social controls 121
values and social functions 64
values and social identity 97
values and social morality 52
values and social networks 110
values and social patterns 439
values and social payments 107
values and social policies 176
values and social positions 41
values and social practice 71
values and social problems 112
values and social progress 51
values and social purposes 313
values and social realities 111
values and social relations 1269
values and social sanctions 63
values and still maintain 45
values and value conflict 62
values and which therefore 43
values and would therefore 59
values are again obtained 57
values are based entirely 52
values are easily computed 100
values are easily obtained 362
values are either positive 66
values are found directly 47
values are fully accepted 40
values are given directly 112
values are given relative 246
values are large compared 96
values are linear functions 59
values are lower compared 47
values are nearly constant 205
values are never absolute 42
values are never negative 64
values are never observed 41
values are often assigned 54
values are often confused 41
values are often elevated 49
values are often implicit 61
values are often observed 157
values are often obtained 249
values are often referred 262
values are often regarded 52
values are often reported 150
values are often required 66
values are quite accurate 63
values are quite constant 57
values are quite distinct 67
values are rather constant 46
values are shown relative 48
values are small compared 301
values are small relative 51
values are social products 46
values are still dominant 72
values are still relevant 44
values are still somewhat 58
values are taken directly 214
values are taken seriously 119
values are under pressure 45
values can cause problems 54
values for acute toxicity 54
values for blood pressure 735
values for every possible 149
values for grain boundary 49
values for healthy children 70
values for healthy subjects 95
values for input variables 281
values for local purposes 60
values for local variables 51
values for major elements 54
values for older children 59
values for serum alkaline 89
values for serum proteins 44
values for state variables 285
values for total nitrogen 267
values for trace elements 150
values for vapor pressure 63
values for vital capacity 141
values for working stresses 67
values than would otherwise 147
values that could possibly 68
values that guide decisions 129
values that might conflict 108
values that might otherwise 467
values that might possibly 49
values that might underlie 41
values that often conflict 241
values that people actually 133
values that people associate 47
values that would indicate 74
values that would motivate 45
values that would normally 105
values that would otherwise 438
values was aptly sketched 131
valves are often provided 45
valves are working properly 137
vanity and mouthing resounding 206
vanity are quite contrary 50
vapors that would otherwise 48
varied and changing contexts 84
varied and often beautiful 188
varied and often brilliant 126
varied and often confused 124
varied and often dramatic 55
varied and often multiple 50
varied and often mutually 147
varied and often opposite 91
varied and often surprising 115
varied with changing economic 51
varied with every district 40
varies his rhythm obligingly 60
varies with blood pressure 59
varies with changing economic 64
varies with local climatic 41
varies with local practice 105
varies with radial distance 440
varies with solar activity 407
various and often contending 42
various and often contrary 55
various and often mutually 72
various and often numerous 42
various and often opposite 139
various and quite distinct 41
various and seeming contrary 54
various head start programs 52
various heat shock proteins 65
various things which happened 51
vector for rocky mountain 58
veiled and every cheerful 48
venous and lymph channels 109
venous and lymph drainage 59
verbal and motor activity 113
verbal and motor behaviors 207
verbal and motor imitation 58
verbal and motor response 128
verbal and often physical 63
verbal and social behaviors 67
verbal and vocal messages 65
verses and prose passages 207
verses and prose sketches 42
verses and whole chapters 40
verses are later additions 43
verses are never approved 47
version for older children 50
version was first produced 128
version was never produced 57
versus low power distance 67
vessel and cargo depended 58
vessel and cargo restored 148
vessel being towed alongside 352
vessel for pouring libations 44
vessel had never received 70
vessel that could possibly 90
vessel that first receives 43
vessel that might approach 43
vessel was again attempting 58
vessel was again prepared 97
vessel was built entirely 40
vessel was found containing 107
vessel was rather unfairly 48
