vacant bishopric or abbey 132
vacant possession in order 60
vacuum apparatus in which 52
vacuum conditions in order 181
vacuum conditions in space 82
vacuum conditions of space 93
vacuum deposition of metal 52
vainly attempted to allay 48
vainly attempted to avert 61
vainly attempted to blink 78
vainly attempted to carry 80
vainly attempted to change 52
vainly attempted to check 228
vainly attempted to climb 43
vainly attempted to cover 86
vainly attempted to create 86
vainly attempted to cross 124
vainly attempted to crush 51
vainly attempted to drive 42
vainly attempted to engage 82
vainly attempted to enter 96
vainly attempted to force 252
vainly attempted to found 67
vainly attempted to guide 99
vainly attempted to prove 91
vainly attempted to quell 55
vainly attempted to raise 154
vainly attempted to rally 132
vainly attempted to renew 41
vainly attempted to rival 172
vainly attempted to rouse 42
vainly attempted to seize 77
vainly attempted to shake 50
vainly attempted to shoot 40
vainly attempted to solve 127
vainly attempted to soothe 51
vainly attempted to storm 161
vainly endeavored to avert 44
vainly endeavored to carry 41
vainly endeavored to catch 63
vainly endeavored to check 105
vainly endeavored to force 116
vainly endeavored to raise 62
vainly endeavored to rally 121
vainly endeavored to shake 54
vainly endeavored to trace 53
valiant englishmen in fight 56
valiant gentleman of spain 51
valley attempted to check 95
valley encircled by hills 73
valley inhabited by danes 49
valued altogether at forty 57
valued primarily in terms 99
valued qualities of lower 53
valued throughout the region 63
valued throughout the whole 53
valued throughout the world 493
values assembled in table 56
values collected in table 122
values contained in cells 214
values contained in table 344
values continued to shape 49
values described in table 283
values determine the state 52
values determine the value 92
values displayed in table 563
values expressed by people 91
values expressed in money 178
values expressed in social 60
values expressed in table 54
values expressed in terms 1660
values expressed in units 123
values indicated in table 1755
values necessary to create 179
values presented in table 7301
values represent the first 62
values represent the lower 68
values represent the state 46
values represent the total 626
values represent the upper 107
values represent the value 99
values specified in table 567
values suggested in table 53
values tabulated in table 583
values throughout the cycle 59
values throughout the image 65
values throughout the nation 62
values throughout the period 191
values throughout the region 130
values throughout the state 97
values throughout the study 95
values throughout the whole 619
values throughout the world 1692
valves competent to close 43
valves controlling the water 131
varied collection of birds 47
varied collection of books 849
varied collection of facts 75
varied collection of human 111
varied collection of local 45
varied collection of people 441
varied collection of races 92
varied collection of short 80
varied collection of small 152
varied collection of tools 90
varied collection of trees 96
varied collection of works 327
varied complexion to apply 42
varied conditions in which 411
varied conditions of human 113
varied conditions of light 97
varied conditions of negro 48
varied conditions to which 107
varied dimensions of human 57
varied dimensions of social 43
varied directions in which 59
varied expression of human 40
varied interests at stake 43
varied interests in order 41
varied interests of human 84
varied knowledge of action 41
varied knowledge of books 120
varied knowledge of human 345
varied landscape in which 45
varied modulation of sweet 41
varied movements of which 58
varied multiples in which 108
varied phenomena of heaven 46
varied phenomena of human 83
varied phenomena of light 42
varied phenomena of which 110
varied processes by which 162
varied processes of change 71
varied resources in books 50
varied situations in which 1183
varied situations to which 46
varied spectacle of human 173
varied succession of crops 44
varied throughout the nation 44
varied throughout the period 589
varied throughout the region 203
varied throughout the season 92
varied throughout the state 82
varied throughout the study 82
varied throughout the whole 128
varied throughout the world 138
varies inversely as price 80
varies throughout the cross 163
varies throughout the cycle 558
varies throughout the nation 94
varies throughout the period 94
varies throughout the region 381
varies throughout the season 195
varies throughout the state 247
varies throughout the whole 206
varies throughout the world 1839
various accessions by which 93
various accidents of human 85
various accidents of weather 44
various accidents to which 365
various addresses at which 58
various affections in which 75
various affections to which 87
various altitudes is shown 46
various appliances by which 43
various arguments by which 314
various arguments in favor 543
various arguments in order 54
various arguments in which 40
various arguments on either 41
various arguments on which 63
various arguments to prove 271
various artifices by which 190
various attitudes in which 155
various attitudes of grief 134
various attitudes of stern 65
various audiences to which 93
various batteries of tests 55
various calendars of state 42
various campaigns in which 302
various challenges to state 130
various charities in which 75
various charities to which 89
various chemicals in order 49
various chemicals in water 47
various chemicals to which 45
various claimants to power 67
various collection of false 93
various collection of learning 417
various companies in order 107
various companies in which 288
various companies of which 105
various companies to which 46
various compounds in water 60
various compounds in which 86
various compounds of which 72
various conditions as shown 57
various conditions by which 108
various conditions in order 233
various conditions in terms 65
various conditions in which 2067
various conditions is given 164
various conditions is shown 228
various conditions is still 41
various conditions of error 47
various conditions of feeding 89
various conditions of field 101
various conditions of growth 265
various conditions of human 963
various conditions of learning 158
various conditions of light 774
various conditions of loading 1983
various conditions of motion 49
various conditions of noise 57
various conditions of power 47
various conditions of running 54
various conditions of social 154
various conditions of speed 124
various conditions of trade 49
various conditions of water 319
various conditions of weather 428
various conditions of which 61
various conditions of working 87
various conditions on which 202
various conditions to which 394
various conflicts in which 123
various countries an equal 40
various countries as shown 54
various countries in latin 981
various countries in order 792
various countries in search 96
various countries in terms 277
various countries in which 2955
various countries is given 233
various countries is shown 236
various countries of exile 48
various countries of latin 1946
various countries of which 139
various countries the world 45
various countries to adopt 92
various countries to agree 52
various countries to build 48
various countries to carry 60
various countries to create 55
various countries to solve 43
various countries to study 167
various countries to visit 46
various countries to which 740
various deceptions by which 92
various dimensions by which 59
various dimensions in order 67
various dimensions in which 160
various dimensions of black 45
various dimensions of change 159
various dimensions of child 122
various dimensions of civil 74
various dimensions of class 106
various dimensions of ethnic 50
various dimensions of group 68
various dimensions of growth 50
various dimensions of human 1863
various dimensions of indian 123
various dimensions of learning 123
various dimensions of moral 72
various dimensions of people 46
various dimensions of power 412
various dimensions of rural 63
various dimensions of social 1314
various dimensions of space 331
various dimensions of state 162
various dimensions of teaching 131
various dimensions of urban 84
various dimensions of value 177
various dimensions of which 79
various dimensions of women 184
various dimensions on which 125
various dimensions to weigh 200
various directions by lines 58
various directions by ranges 44
various directions by small 45
various directions by veins 54
various directions by which 51
various directions in order 352
various directions in quest 167
various directions in search 500
various directions in space 532
various directions in which 1987
various directions of motion 89
various directions of space 71
various directions the teaching 60
various directions to avoid 53
various directions to catch 41
various directions to create 54
various directions to search 94
various directions to water 47
various directions to which 65
various disguises in order 95
various disguises in which 79
various disorders in which 163
various disorders of blood 101
various disorders of sleep 42
various disorders to which 219
various distances at which 200
various distances by changing 60
various distances in front 317
various distances in order 52
various distances in space 90
various distances on either 40
various districts as shown 59
various districts in japan 59
various districts in order 72
various districts in which 524
various districts of bengal 211
various districts of cairo 46
various districts of china 49
various districts of egypt 113
various districts of italy 271
various districts of japan 198
various districts of paris 138
various districts of russia 69
various districts of spain 95
various districts of tamil 72
various districts of upper 54
various districts of which 85
various districts to which 130
various doctrines of petty 49
various documents in order 48
various documents in proof 41
