vain dost thou applaud 45
vain faith and courage 88
vain hope and baffled 63
vain hope for victory 133
vain hope that perhaps 78
vain hope that someday 43
vain hope that somehow 342
vain look for success 49
vain look for support 70
vain sees and derides 73
vain sued for redress 88
vain were all efforts 74
vain were his efforts 212
vain were his spangled 90
vain were they assured 86
vain were they ordered 82
vain will you attempt 98
vain will you confide 43
vain will you endeavor 54
vane upon its steeple 43
vary also with respect 101
vary among and between 52
vary from being totally 42
vary from his opinions 87
vary from its nominal 52
vary from one account 156
vary from one african 52
vary from one airline 90
vary from one analyst 64
vary from one browser 47
vary from one carrier 40
vary from one century 45
vary from one channel 51
vary from one chapter 58
vary from one circuit 55
vary from one cluster 43
vary from one college 165
vary from one company 1653
vary from one complex 41
vary from one concern 87
vary from one context 1281
vary from one country 8796
vary from one crystal 198
vary from one culture 4225
vary from one decision 123
vary from one deposit 73
vary from one division 65
vary from one economy 106
vary from one election 202
vary from one element 252
vary from one episode 64
vary from one european 83
vary from one example 131
vary from one exchange 40
vary from one extreme 1914
vary from one factory 50
vary from one federal 46
vary from one function 70
vary from one habitat 52
vary from one hundred 557
vary from one instant 170
vary from one isotope 47
vary from one journal 44
vary from one language 2496
vary from one library 312
vary from one location 1536
vary from one machine 469
vary from one material 356
vary from one medical 103
vary from one message 59
vary from one mineral 43
vary from one national 173
vary from one network 311
vary from one nucleus 51
vary from one occasion 661
vary from one operating 428
vary from one package 50
vary from one patient 1105
vary from one pattern 46
vary from one polymer 109
vary from one position 154
vary from one printer 111
vary from one problem 313
vary from one process 105
vary from one product 722
vary from one program 584
vary from one project 567
vary from one protein 127
vary from one quarter 124
vary from one question 64
vary from one regional 57
vary from one religion 170
vary from one request 42
vary from one research 159
vary from one scholar 75
vary from one science 69
vary from one segment 208
vary from one service 205
vary from one society 4271
vary from one solution 43
vary from one solvent 133
vary from one species 1796
vary from one stratum 60
vary from one student 252
vary from one subject 1048
vary from one surface 48
vary from one thousand 105
vary from one utility 73
vary from one variety 76
vary from one vehicle 56
vary from one village 293
vary from six hundred 106
vary from ten minutes 194
vary from ten thousand 83
vary from that average 149
vary from this average 270
vary from this example 44
vary from this general 135
vary from this pattern 236
vary from this regular 68
vary from two dollars 40
vary from two hundred 235
vary from two minutes 47
vary from two thousand 93
vary more than fifteen 52
vary more than tenfold 50
vary more than twofold 42
vary more with respect 112
vary much with increasing 44
vary much with respect 96
vary only one variable 135
vary only with respect 247
vary their own objects 45
vast areas and millions 54
vast areas are covered 219
vast areas are flooded 54
vast areas lying between 60
vast arid and semiarid 87
vast army and marched 42
vast army was gathered 48
vast calm and endless 43
vast city and suburbs 53
vast city was brought 82
vast gray area between 145
vast gulf lay between 81
vast gulf that divides 42
vast gulf that existed 53
vast hall was crowded 85
vast hearth and chimney 69
vast ideas with respect 112
vast ocean that touches 69
vast pity for himself 186
vast range and circuit 199
vast range and variety 332
vast room was crowded 71
vast size and variety 52
vast sums for research 59
vast their icy horrors 44
vast throng had gathered 44
vast throng that crowded 52
vast wealth and estates 81
vast wealth and immense 46
vast wealth and variety 54
veer from one extreme 380
veil also was allowed 136
veil from her defects 76
veil from her forehead 48
veil from this mystery 84
veil over her features 129
veil over her forehead 154
veil over his ambition 62
veil over his foibles 99
veil over its natural 49
veil their real designs 67
verb form and function 101
verb form that follows 104
verb form that usually 74
verb from its subject 321
very able and capable 149
very able and careful 187
very able and deserving 118
very able and devoted 442
very able and dynamic 41
very able and elegant 90
very able and eminent 169
very able and faithful 193
very able and gallant 204
very able and helpful 70
very able and logical 78
very able and pleasant 54
very able and popular 251
very able and promising 45
very able and prudent 58
very able and readable 42
very able and reliable 83
very able and sincere 45
very able and skilful 207
very able and thorough 134
very able and upright 336
very ably and wittily 54
very ably put forward 97
very aged and decayed 114
very airy and pleasant 117
very alms they receive 85
very angry and abusive 179
very angry and accused 224
very angry and accuses 49
very angry and annoyed 142
very angry and ashamed 77
very angry and decided 282
very angry and excited 624
very angry and finally 43
very angry and forbade 43
very angry and hostile 216
very angry and ordered 670
very angry and perhaps 45
very angry and rebuked 44
very angry and refused 372
very angry and replied 99
very angry and rumpled 67
very angry and scolded 217
very angry and screamed 68
very angry and shouted 448
very angry and slapped 52
very angry and started 376
very angry and stormed 84
very angry and threatening 202
very angry and threatens 69
very angry and unhappy 138
very angry and worried 131
very angry now because 56
very angry that johnson 197
very angry with anybody 46
very angry with herself 586
very angry with himself 900
very angry with maurice 52
very angry with olympias 69
very angry with tacitus 91
very arch and forward 113
very arid and bristling 49
very asking that question 48
very bare and exposed 191
very base and unworthy 142
very base with eternal 157
very best and biggest 84
very best and bravest 330
very best and cheapest 134
very best and cleanest 41
very best and clearest 119
very best and closest 62
very best and deepest 79
very best and earliest 45
very best and fairest 154
very best and fastest 78
very best and fullest 70
very best and greatest 133
very best and hardest 135
very best and highest 708
very best and holiest 62
very best and keenest 93
very best and kindest 236
very best and largest 123
very best and noblest 919
very best and richest 167
very best and warmest 44
very best for himself 147
very best law schools 47
very best raw material 52
very best that america 94
very best that science 41
very best this country 54
very birth and infancy 42
very bleak and exposed 72
very body and essence 102
very body that enables 46
very bold and abusive 40
very bold and decided 73
very bold and fearless 158
very bold and forward 102
very bold and radical 90
very bold and skilful 134
very boys who refused 79
very breath and essence 65
very breath and heartbeat 163
very brim with pleasure 84
very busy and crowded 348
very busy and demanding 130
very busy and excited 129
very busy and perhaps 50
very busy and pleasant 60
very busy and popular 71
very busy and pressed 72
very busy and usually 49
very busy and worried 129
very busy for several 149
very busy with affairs 93
very busy with college 40
very busy with matters 91
very busy with several 92
very busy with traffic 60
very calm and careful 64
very calm and focused 64
very calm and measured 111
very calm and patient 333
very calm and peaceful 896
very calm and pleasant 136
very calm and rational 138
very calm and reassuring 209
very calm and relaxed 1576
very calm and restful 49
very calm and stately 51
very caring and helpful 151
very caring and nurturing 52
very case with respect 45
very cheap and durable 117
very cheap and inferior 48
very cheap and popular 91
very cheap and reliable 69
very cheap and victory 41
very cheap raw material 163
very chic and elegant 42
very clean and careful 78
very clean and covered 42
very clean and dressed 56
very clean and elegant 71
very clean and orderly 512
very clean and perfect 65
very clean and pleasant 272
very clean and precise 74
very clean and regular 68
very clean and smelled 52
very clean and spacious 65
very clean and uniform 47
very clear and affecting 59
very clear and audible 58
very clear and capable 40
very clear and careful 273
very clear and certain 400
very clear and compact 71
very clear and concise 4684
very clear and correct 375
very clear and decided 544
very clear and defined 170
very clear and elegant 134
very clear and evident 357
very clear and express 638
very clear and familiar 59
very clear and focused 107
very clear and general 51
very clear and graphic 209
very clear and helpful 287
very clear and intense 47
very clear and legally 42
very clear and legible 184
very clear and limited 45
very clear and logical 623
very clear and meaningful 43
very clear and musical 78
very clear and natural 200
very clear and orderly 61
very clear and perfect 93
very clear and perhaps 46
very clear and pleasant 388
very clear and pointed 171
very clear and popular 55
very clear and precise 2534
very clear and present 330
very clear and rational 66
very clear and readable 428
very clear and regular 112
very clear and reliable 68
very clear and settled 47
very clear and shallow 125
very clear and sharply 67
very clear and sparkling 235
very clear and tangible 45
very clear and thorough 212
very clear and typical 44
very clear and uniform 166
very clear and visible 76
very clear idea himself 91
very clear idea regarding 48
very clear that although 346
very clear that because 93
very clear that britain 45
very clear that certain 150
very clear that congress 176
very clear that despite 78
very clear that everything 270
very clear that federal 53
very clear that foreign 62
very clear that germany 57
very clear that language 40
very clear that marriage 41
very clear that members 55
very clear that parents 70
very clear that private 43
very clear that religion 66
very clear that science 41
very clear that several 67
very clear that society 45
very clear that teachers 71
very clear that violence 43
very clear that williams 59
very clear with respect 187
very cold and covered 52
very cold and distant 697
very cold and exposed 111
very cold and haughty 74
very cold and hostile 79
very cold and insipid 43
very cold and selfish 42
very cold and shivering 162
very cold and shivery 171
very cold and squally 72
very cold and started 52
very cold and summers 79
very cold and unfeeling 58
very cold and unhappy 58
very cold dry winters 40
very cold for several 72
very cold with respect 53
very cool and cautious 55
very cool and distant 195
very cool and logical 40
very cool and patient 135
very cool and pleasant 1284
very cool and restful 87
very core and essence 1639
very core and nucleus 99
very cream and essence 142
very damp and unhealthy 144
very daring and skilful 233
very dark and contain 44
very dark and crowded 55
very dark and distant 57
very dark and dreadful 90
very dark and everything 46
very dark and general 133
very dark and intense 91
very dark and obscure 529
very dark and ominous 69
very dark and painful 50
very dark and shadowy 132
very dark and squally 257
very dark and threatening 418
very dark and uniform 50
very dark red flowers 51
very deep and affecting 47
very deep and ancient 144
very deep and complex 244
very deep and covered 267
very deep and crooked 81
very deep and decided 51
very deep and extending 80
very deep and extends 53
very deep and fertile 96
very deep and general 215
very deep and genuine 357
very deep and intense 258
very deep and meaningful 179
very deep and natural 54
very deep and painful 369
very deep and peculiar 52
very deep and perfect 41
very deep and perhaps 43
very deep and private 53
very deep and radical 43
very deep and refined 51
very deep and restful 76
very deep and rounded 136
very deep and sincere 592
very deep and spacious 56
very deep and strongly 71
very deep and thorough 119
very deep and weighty 62
very depth and fulness 51
very dogs are happier 46
very dull and insipid 111
very dull and poverty 46
very dull and prosaic 87
very dull and routine 49
very dull and unhappy 49
very dull and useless 56
very dull for several 168
very dust and dulness 47
very dust that settled 80
very eager and excited 213
very early age because 422
very early age entered 59
very early age evinced 87
very early age infants 68
very early age listening 48
very early age onwards 105
very early and arrived 76
very early and because 41
very early and becomes 46
very early and brought 45
very early and decided 55
very early and general 71
very early and hurried 56
very early and intense 41
very early and perhaps 67
very early and quickly 73
very early and rapidly 100
very early and settled 55
very early and started 136
very early and usually 41
very early and watched 49
very early had grounds 83
very early that certain 54
very early this century 88
very edge and hottest 54
very ends and corners 87
very even and pleasant 161
very even and regular 195
very even and uniform 197
very face and features 40
very face and outward 49
very fact may account 40
very fact that african 61
very fact that although 61
very fact that america 123
