vain talker profanes the 53
vary across cultures as 143
vary across cultures in 91
vary across cultures is 58
vary across cultures or 45
vary almost directly as 82
vary greatly concerning the 107
vary greatly relative to 54
vary slowly compared to 186
vary slowly relative to 65
vary widely concerning the 151
vary without destroying the 44
vary without disturbing the 48
vase before referred to 48
vast amount advanced by 44
vast changes occurred in 101
vast chorus finished the 76
vast copper deposits of 55
vast crowds wherever he 55
vast cyclic movement of 111
vast domain acquired by 42
vast effect produced at 185
vast effort required to 66
vast empire composed of 55
vast empire governed by 48
vast energy potential of 43
vast extent embraced the 81
vast fields cemented by 65
vast forest reserves of 44
vast inland frontier to 51
vast issues involved in 63
vast landed property in 78
vast landed property of 61
vast liquid magazine of 142
vast market potential in 41
vast market potential of 63
vast plains westward of 41
vast plateau bordered by 42
vast public interest in 94
vast regions northwest of 121
vast regions occupied by 44
vast sallow aquarium in 64
vast silent majority of 69
vast spaces occupied by 55
vast spoils acquired in 50
vast timber reserves of 57
vast unseen audience of 43
vast vested interest in 54
veil seemed suddenly to 41
vein matter consists of 78
vein needle attached to 50
vein passes posterior to 73
verb always consists of 100
verb always precedes the 106
verb phrase composed of 107
verb phrase consisting of 273
verb phrase consists of 1831
verb phrase containing the 75
verb phrase followed by 66
verb phrase functioning as 78
verb phrase functions as 229
verb should therefore be 122
very absurd interest in 49
very active advocate of 68
very active approach to 91
very active attention to 46
very active business in 61
very active campaign in 81
very active campaign of 97
very active campaign to 100
very active chairman of 66
very active compared to 52
very active condition of 43
very active director of 46
very active formation of 80
very active interest in 4088
very active interest of 46
very active minority of 47
very active movement in 74
very active movement of 116
very active opponent of 64
very active practice in 49
very active presence in 82
very active presence of 71
very active promoter of 159
very active recently in 65
very active synthesis of 57
very active tradition of 40
very active treatment is 56
very adroit mistress in 55
very alarming accounts of 101
very alarming condition of 66
very alarming incident to 52
very alarming situation in 41
very alarming situation of 64
very alarming symptoms of 104
very amiable situation of 57
very anxious concerning it 81
very anxious concerning the 260
very anxious respecting the 123
very anxious reynolds is 50
very ardent advocate of 103
very ardent believer in 56
very arrows darkened the 59
very astute analysis of 95
very astute observer of 132
very bitter memories of 85
very bitter opponent of 57
very bodily condition he 47
very bodily presence of 91
very bright children in 103
very bright children of 41
very bright compared to 142
very bright prospect of 84
very bright students in 84
very bright students to 47
very bright sunlight or 40
very busily employed at 69
very busily employed in 964
very busily occupied in 275
very calmly resolved to 50
very casual approach to 147
very casual attitude to 111
very casual interest in 44
very charming daughter of 40
very charming examples of 69
very charming pictures of 45
very charming portrait of 113
very charming specimen of 89
very cheering accounts of 54
very cheering prospect to 53
very chilly reception in 46
very choice involves the 45
very choice selection of 192
very choice specimen of 155
very clearly affected by 65
very clearly apparent in 208
very clearly concerning the 51
very clearly conscious of 137
very clearly depicted in 96
very clearly describe the 58
very clearly designed to 48
very clearly detailed in 49
very clearly displays the 46
very clearly embodied in 61
very clearly exhibits the 70
very clearly explains the 221
very clearly identify the 50
very clearly indicate the 352
very clearly inspired by 61
very clearly intended to 118
very clearly involved in 66
very clearly manifest in 88
very clearly mentioned in 91
very clearly observed in 275
very clearly outlined by 75
very clearly outlined in 142
very clearly outlined on 42
very clearly outlined the 75
very clearly outlines the 75
very clearly perceive in 82
very clearly perceive the 135
very clearly presents the 76
very clearly recorded in 139
very clearly referred to 75
very clearly reflects the 200
very clearly remember the 175
very clearly resulted in 45
very clever analysis of 96
very clever imitation of 356
very clever pictures of 48
very clever sketches of 64
very clever specimen of 48
very clothes retained the 42
very clumsy imitation of 61
very coarse imitation of 62
very coarse treatment in 53
very cogent analysis of 65
very cogent argument in 167
very cogent evidence of 107
very cogent evidence to 48
very coldly received at 93
very coldly received by 788
very coldly received in 128
very common accident in 100
very common accident of 66
very common activity in 129
very common activity of 57
very common affection in 332
very common affection is 50
very common affection of 188
very common antipathy to 48
very common approach in 136
very common approach is 233
very common approach to 428
very common argument in 59
very common articles of 80
very common associate of 63
very common attitude in 65
very common attitude is 68
very common attitude of 93
very common category of 46
very common condition in 858
very common condition is 122
very common condition of 368
very common confusion of 141
very common disorder in 176
very common disorder is 53
very common disorder of 144
very common elements in 79
very common elements of 72
very common examples of 286
very common exercise of 79
very common impurity in 161
very common incident in 177
very common incident of 99
very common infection in 81
very common infection of 90
very common ingredient in 212
very common ingredient of 140
very common instance in 68
very common instance is 72
very common instance of 440
very common mistakes in 46
very common nowadays to 64
very common objection is 42
very common objection to 299
very common obstacle to 67
very common operation in 241
very common operation is 57
very common operation of 64
very common ornament in 50
very common ornament of 47
very common parasite in 229
very common parasite of 325
very common patterns of 67
very common practice at 277
very common practice by 51
very common practice in 3364
very common practice is 738
very common practice of 1930
very common practice on 118
very common practice to 2463
very common presence of 92
very common problems in 121
very common problems of 68
very common proceeding in 52
very common property of 165
very common provision in 110
very common resident in 120
very common resident of 144
very common response is 72
very common response of 51
very common response to 337
very common sequence of 135
very common situation in 922
very common situation is 299
very common situation of 118
very common soldiers in 70
very common strategy in 111
very common strategy is 47
very common strategy of 60
very common symptoms in 108
very common symptoms of 158
very common tendency in 160
very common tendency of 101
very common tendency to 312
very common treatment of 47
very common wherever the 43
very coolly examined the 93
very coolly pocketed the 56
very coolly received by 276
very copious exudation the 40
very copious secretion of 135
very copious selection of 757
very cordial approval of 50
very cordial reception at 121
very cordial reception by 138
very cordial reception in 139
very cordial reception on 55
very cordial reception to 57
very costly business to 51
very costly compared to 154
very costly ointment of 147
very costly operation in 42
very costly operation to 40
very costly relative to 122
very course followed by 73
very crucial juncture in 48
very curious accounts of 102
very curious analysis of 42
very curious anecdote is 90
very curious anecdote of 119
very curious argument is 50
very curious assembly of 57
very curious concerning the 62
very curious condition of 135
very curious contrast to 62
very curious document is 56
very curious evidence of 212
very curious examples of 417
very curious exception to 60
very curious fragment of 119
very curious happened to 70
very curious incident in 184
very curious incident is 43
very curious instance is 100
very curious instance of 1524
very curious instance on 40
very curious monument of 211
very curious pamphlet on 40
very curious parallel to 44
very curious passages in 41
very curious pictures of 107
very curious portrait of 122
very curious property of 196
very curious reversal of 50
very curious sensation to 60
very curious situation in 45
very curious specimen of 1086
very curious subjects of 61
very curious survival of 46
very curious variations in 45
very decent condition at 42
very decent imitation of 72
very deeply absorbed in 137
very deeply affected by 1173
very deeply affected me 49
very deeply affected the 114
very deeply attached to 693
very deeply conscious of 80
very deeply embedded in 511
very deeply engrained in 56
very deeply engrossed in 59
very deeply grateful to 227
very deeply grounded in 53
very deeply imbedded in 194
very deeply immersed in 114
very deeply indebted to 713
very deeply involved in 1600
very deeply offended at 46
very deeply offended by 74
very deeply sensible of 132
very devout believer in 75
very devout follower of 83
very dilute mixtures of 66
very dilute solutions as 163
very dilute solutions at 97
very dilute solutions by 226
very dilute solutions in 483
very dilute solutions is 335
very dilute solutions it 294
very dilute solutions of 5798
very dilute solutions or 238
very dilute solutions the 1262
very dilute solutions to 204
very dilute solutions we 82
very direct approach to 300
very direct challenge to 84
very direct evidence of 176
very direct interest in 635
very direct interest to 66
very direct overthrow of 50
very direct questions on 178
very direct questions to 59
very direct response to 79
very dismal prospect to 229
very dubious authority of 49
very dubious evidence of 42
very dubious exception of 42
very eagerly accepted by 46
very eagerly embraced or 46
very eagerly embraced so 146
very earnest advocate of 117
very earnest attention of 41
very earnest attention to 71
very earnest interest in 54
very effect produced by 56
very effort involved in 61
very effort required to 130
very engines employed to 55
very english tradition of 71
very errand possessing the 54
very evenly balanced in 90
very exacting standard of 64
very exciting approach to 40
very exciting compared to 68
very exciting happened in 52
very exciting happened to 62
very fairly entitled me 65
very fairly presumed to 52
very famous examples of 47
very famous instance is 40
very feeble attempts at 53
very feeble attempts to 75
very feeble beginnings of 109
very feeble compared to 104
very feeble condition of 60
very feeble currents in 42
very feeble imitation of 106
very feeble interest in 53
very finely adjusted to 95
very finely executed in 72
very finely executed on 41
very finely granular in 53
very finely granular or 61
very finely situated on 72
very finest examples of 577
very finest passages in 60
very finest pictures of 43
very finest products of 90
very finest specimen of 104
very firmly adherent to 242
very firmly anchored in 131
very firmly attached by 42
very firmly attached to 1278
very firmly embedded in 190
very firmly fastened to 88
very firmly grounded in 133
very fondly attached to 101
very formal approach to 90
very freely concerning the 81
very freely deplores the 49
very freely employed in 57
very freely employed to 144
very freely indulged in 130
very freely produced in 110
very freely produced on 119
very freely respecting the 69
very future depended on 149
very gentle gradient of 75
very gentle movement of 81
very gentle pressure is 89
very gentle pressure of 101
very gentle pressure on 172
very gentle pressure to 119
very gentle treatment of 45
very gentle variations of 253
very gladly accepted by 45
very gladly accepted of 46
very gladly accepted the 400
very gladly received by 121
very gloomy prospect in 41
very greatly advanced by 59
very greatly advanced in 42
very greatly affected by 1214
very greatly affected the 99
very greatly assisted by 254
very greatly assisted in 81
very greatly assisted the 51
very greatly attached to 151
very greatly declined in 42
very greatly decreased in 108
very greatly diminish it 48
very greatly diminish the 152
very greatly enhanced by 294
very greatly enhanced if 54
very greatly enhanced the 96
very greatly enhances the 145
very greatly enlarged by 74
very greatly enlarged in 67
very greatly enlarged the 91
very greatly esteemed by 72
very greatly exceeded by 60
very greatly exceeded in 65
very greatly exceeded the 322
