identifying high risk situations 50
identifying your most important 53
illegally from other countries 55
illnesses have been associated 176
illnesses have been described 89
imaginary case just described 48
imaginary gain will certainly 40
imitations have been attempted 64
immigrate from other countries 46
immigrate from those countries 41
immunized mice were challenged 126
immunized mice were protected 57
immutable calm over destinies 78
impatient when least effective 75
imperfect beings like ourselves 105
imperfect ideas what conversion 57
implement safe work practices 84
implement their good intentions 41
implement these best practices 58
important among these conditions 65
important bearing upon practical 49
important book ever published 264
important data were collected 41
important during early childhood 74
important during your pregnancy 47
important fact when considering 85
important from less important 394
important from their influence 53
important have been described 53
important have been discussed 127
important have been indicated 54
important have been published 82
important health care providers 42
important ideas were developed 59
important ones were published 49
important only when considering 40
important poems were published 47
important role during embryonic 41
important role during pregnancy 71
important role when considering 88
important role when determining 58
important third most important 98
important ways very different 55
important were those concerned 46
important were those connected 165
important when many different 40
important work ever published 94
importers from other countries 60
imposition have been fulfilled 137
impressed have been prevented 48
impressed upon their character 52
impression upon most observers 46
imputation upon their character 49
incentive from their employers 57
incessant wars among themselves 63
incidence have been described 46
incidents from early childhood 56
incidents from their childhood 120
incidents from your childhood 82
incidents have been associated 68
incidents have been collected 84
incidents have been described 228
incidents have been discussed 75
incidents have been forgotten 66
incidents have been presented 41
incidents have been preserved 140
incidents have been published 65
incidents like those described 76
incidents were soon forgotten 102
incidents will linger pleasantly 53
inclusions come from pressures 58
inclusions have been described 591
increasingly been made available 66
increasingly fell into disrepute 51
increasingly heavy work pressures 55
inculcate upon their followers 72
incumbent upon good christians 67
incumbent upon their generation 114
incursions into other countries 70
incursions into their territory 813
incursions upon their neighbors 49
incursions upon their territory 47
indemnity having been published 47
indicated only when necessary 51
indicated were more efficient 45
indicated were most important 44
indicates their life prospects 84
indicates very good agreement 90
inductions have been expressed 46
industrial areas have developed 51
industrial areas were developed 48
industrial arts were developed 46
industrial jobs were available 79
industrial type having developed 49
infarction have been associated 43
infarction have been described 309
infections during early childhood 96
infections during early pregnancy 62
infections have been associated 1196
infections have been conducted 50
infections have been confirmed 45
infections have been described 1121
infections have been developed 119
infections have been discussed 146
infections have been estimated 50
infections have been performed 41
infections have been prevented 45
infections have been published 112
infections have been suggested 172
infections have been suspected 71
infections were more prevalent 57
inference from their resolution 77
inference from their structure 41
inference from these premisses 49
inference have been developed 168
inflicted upon other countries 64
inflicted upon such offenders 88
inflicted upon their ancestors 75
inflicted upon their obstinacy 91
inflicted upon their opponents 103
inflicted upon their prisoners 74
inflicted upon those convicted 63
influence among their colleagues 126
influence among their followers 76
influence among their neighbors 224
influence came into existence 83
influence during their formative 40
influence during these formative 55
influence from many countries 115
influence from many different 54
influence from other countries 371
influence from their connection 51
influence from those countries 41
influence gave much happiness 49
influence have been described 123
influence have been developed 47
influence have been discussed 249
influence have been patriotism 64
influence have been suggested 89
influence having been exercised 130
influence health care practices 127
influence health care providers 43
influence into other countries 67
influence much more universal 160
influence over many centuries 44
influence over many different 52
influence over other countries 640
influence over their affections 54
influence over their associates 256
influence over their attitudes 40
influence over their audiences 109
influence over their character 84
influence over their colleagues 164
influence over their community 51
influence over their companions 69
influence over their customers 47
influence over their daughters 73
influence over their destinies 115
influence over their disciples 64
influence over their economies 53
influence over their employees 99
influence over their followers 1149
influence over their neighbors 295
influence over their operations 177
influence over their political 159
influence over their proceedings 91
influence over these abandoned 46
influence over these countries 156
influence over these processes 49
influence over those countries 90
influence over those faculties 169
influence their life prospects 55
influence upon living organisms 65
influence upon other composers 42
influence upon other countries 141
influence upon their associates 41
influence upon their attitudes 83
influence upon their audiences 51
influence upon their character 347
influence upon their existence 41
influence upon their followers 99
influence upon their generation 71
influence upon their happiness 159
influence upon their judgments 82
influence upon their movements 61
influence upon their neighbors 76
influence upon their operations 46
influence upon their political 156
influence upon their proceedings 48
influence upon their production 67
influence upon these processes 69
influence upon your character 92
influence were more important 47
influence were very important 43
influenza deaths during epidemics 63
influenza have been described 45
informers from time immemorial 176
ingredients have been assembled 65
ingredients have been carefully 58
ingredients have been developed 90
ingredients have been dissolved 127
ingredients have been extracted 58
ingredients have been thoroughly 212
ingredients into food processor 56
inhabited from time immemorial 963
inhabited some warm continent 89
inherited from four centuries 59
inherited from late antiquity 110
inherited from living organisms 91
inherited from lord melbourne 41
inherited from more primitive 81
inherited from past centuries 253
inherited from past conditions 52
inherited from some ancestral 59
inherited from their ancestors 6972
inherited from their ancestral 105
inherited from their barbarous 72
inherited from their classical 46
inherited from their nineteenth 48
inherited from these primitive 41
inherited from these traditions 71
inherited from those ancestors 50
inherited from time immemorial 463
inherited from your ancestors 661
inhibited from taking advantage 63
inhibition have been described 99
inhibition have been developed 41
inhibition have been discussed 64
inhibition have been suggested 40
initiative came from president 60
injections have been advocated 88
injections have been associated 81
injections have been completed 92
injections have been continued 40
injections have been described 40
injections have been performed 105
injections were more effective 74
injections were well tolerated 98
injectors have been developed 74
injunction fell into disrepute 41
injustice have been committed 108
innovation have been described 41
innovation have been developed 66
innovation have been discussed 59
inquiries from other companies 67
inquiries have been addressed 176
inquiries have been completed 157
inquiries have been concerned 56
inquiries have been conducted 413
inquiries have been fruitless 86
inquiries have been published 131
inquiries have been uniformly 42
inquiries into these protected 41
inquiries made from telephone 154
inquiries upon more interesting 109
inscribed upon their monuments 50
inscribed upon these monuments 53
insinuating into their affections 41
inspection have been developed 63
instances even more important 63
instances from other countries 59
instances have been associated 91
instances have been collected 284
instances have been described 903
instances have been discussed 91
instances have been extremely 108
instances have been furnished 56
instances have been generated 97
instances have been presented 89
instances have been preserved 78
instances have been published 224
instances have been recounted 41
instances have been subjected 47
instances have been witnessed 54
instances when such protection 63
instantly clad their retainers 45
instantly into evil affections 44
instantly sink into stillness 112
instantly sunk their tomahawks 58
instilled from early childhood 60
instilled into their disciples 42
instincts have been corrupted 42
instincts have been developed 245
instincts have been perfected 186
instincts have been perverted 51
instincts into more spasmodic 95
instincts make their appearance 64
instincts were more primitive 52
instincts were well developed 44
institute came into existence 43
instructing their young daughters 47
insulated from such pressures 107
insulated from their neighbors 51
insulated from these pressures 128
insulation have been developed 48
insurance came into existence 108
insurance from other companies 49
insurance from their employers 279
insurance have been developed 172
insurance have been discussed 75
insurance have been suggested 42
insurance term life insurance 102
insurance were made available 49
integrals have been evaluated 339
integrals have been tabulated 56
integrate data from different 372
integrate data from disparate 70
integrate ideas from different 60
integrate their prior knowledge 64
integrating data from different 245
integrating data from disparate 48
integrity have been developed 41
integrity have been questioned 123
integrity were more important 40
intellect have been developed 103
intensity data were collected 314
intensity data were corrected 113
intensity from mild annoyance 56
intensity from mild irritation 93
intensity have been described 58
intensity have been developed 88
intensity have been discussed 44
intensity must vary inversely 47
intensity will vary inversely 41
intensive care unit admissions 408
intensive care unit artifacts 67
intensive care unit discharge 49
intensive care unit graduates 108
intensive care unit infections 73
intensive care unit mortality 70
intensive care unit overnight 223
intensive care unit personnel 170
intensive care unit physicians 51
intensive care unit population 198
intensive care unit psychosis 331
intensive care unit resources 58
intensive care unit survivors 77
intensive cash crop production 199
intensive food crop production 56
intentions from those movements 61
intentions have been expressed 64
intentions have been forgotten 42
intentions have been fulfilled 118
intentions have been honorable 41
intentions were more important 64
intentions were very different 195
interesting case been submitted 55
interesting data were collected 47
interesting from many different 45
interesting from their antiquity 140
interesting from their association 94
interesting from their connection 83
interesting work just published 113
interesting work will doubtless 495
interests came into existence 49
interests find their expression 42
interests from arab countries 97
interests have been abolished 54
interests have been addressed 73
interests have been adversely 270
interests have been associated 54
interests have been carefully 115
interests have been challenged 48
interests have been committed 226
interests have been compelled 42
interests have been concerned 176
interests have been connected 58
interests have been consulted 141
interests have been described 129
interests have been destroyed 78
interests have been developed 347
interests have been discussed 127
interests have been endangered 56
interests have been entrusted 59
interests have been especially 75
interests have been expressed 111
interests have been extremely 46
interests have been forgotten 41
interests have been gradually 44
interests have been important 69
interests have been increasingly 98
interests have been intrusted 99
interests have been neglected 479
interests have been organized 78
interests have been paramount 54
interests have been perfected 58
interests have been permitted 90
interests have been presented 58
interests have been preserved 66
interests have been primarily 180
interests have been protected 401
interests have been published 60
interests have been purchased 60
interests have been reflected 76
interests have been respected 50
interests have been satisfied 214
interests have been subjected 43
interests have been suggested 48
interests have been supported 56
interests have more influence 69
interests having been neglected 89
interests only been concerned 47
interests over other interests 69
interests used their influence 54
interests were also concerned 143
interests were also discussed 46
interests were also important 82
interests were also protected 60
interests were also reflected 81
interests were best protected 234
interests were less generally 41
interests were less important 64
interests were more concerned 118
interests were more important 628
interests were more political 71
interests were more practical 49
interests were most concerned 54
interests were most important 84
interests were much concerned 59
interests were their interests 71
interests were very carefully 42
interests were very different 480
interests were very important 64
interests were very precarious 65
