iambuses and anapaests are 48
iceberg was stretching both 60
idealism and capacity for 65
idealism and enthusiasm and 55
idealism and enthusiasm for 215
idealism and enthusiasm that 55
idealism and optimism and 87
idealism and optimism that 180
idealism and readiness for 44
idealism was combined with 91
idealism was tempered with 58
idealist who believed that 561
idealist who believes that 639
idealize and identify with 109
ideology and believed that 105
ideology and economic and 57
ideology and hegemony are 85
ideology and identity and 45
ideology and identity are 61
ideology and identity that 101
ideology and interest are 58
ideology and morality and 76
ideology and movement that 190
ideology and movement with 46
ideology and policies and 80
ideology and policies that 116
ideology and politics and 222
ideology and politics are 273
ideology and politics but 54
ideology and politics can 47
ideology and politics for 42
ideology and politics that 216
ideology and politics was 55
ideology and politics with 49
ideology and practice and 308
ideology and practice are 242
ideology and practice but 43
ideology and practice can 130
ideology and practice for 74
ideology and practice had 64
ideology and practice has 121
ideology and practice may 50
ideology and practice than 44
ideology and practice that 801
ideology and practice was 237
ideology and practice with 123
ideology and rhetoric and 41
ideology and rhetoric are 43
ideology and rhetoric that 53
ideology and rhetoric with 41
ideology and strategy and 74
ideology and strategy are 62
ideology and strategy for 112
ideology and strategy that 228
ideology and suggests that 40
ideology are congruent and 56
ideology are luxuries that 41
ideology that accounts for 55
ideology that explains and 46
ideology that insisted that 136
ideology that inspired them 44
ideology that suggests that 153
ideology that supports and 72
ideology that supports them 69
ideology was combined with 75
ignition and treatment with 60
ignition was switched off 81
ignored all evidence that 72
ignored all protests and 64
ignored all requests for 99
ignored and insulted him 78
ignored and replaced with 114
ignored and therefore not 65
ignored any evidence that 50
ignored her comments and 85
ignored her daughter and 58
ignored her outburst and 94
ignored her presence and 76
ignored her protests and 396
ignored her questions and 110
ignored her requests for 107
ignored his comments and 101
ignored his daughter and 63
ignored his outburst and 63
ignored his presence and 155
ignored his protests and 291
ignored his questions and 96
ignored his requests and 47
ignored his requests for 185
ignored his response and 48
ignored his rudeness and 47
ignored our requests for 53
ignored this argument and 52
ignored this evidence and 49
ignored this provision and 95
ignored with impunity and 71
illegal and contains not 50
illegal and criminal act 59
illegal and criminal and 53
illegal and dangerous act 42
illegal and dangerous and 49
illegal and declared that 56
illegal and demanded that 210
illegal and improper and 95
illegal and improper for 66
illegal and insisted that 41
illegal and provided for 45
illegal and therefore not 151
illegal and uncalled for 51
illegal and unethical and 46
illegal and unethical for 54
illicit sex relations and 69
illicit sex relations are 80
illicit sex relations with 151
illness and accident and 116
illness and accident are 92
illness and addiction are 47
illness and advanced age 105
illness and believed that 110
illness and children with 102
illness and eventual death 1011
illness and expected death 92
illness and hastened his 52
illness and imminent death 316
illness and injuries and 66
illness and injuries are 65
illness and injuries that 86
illness and insisted that 86
illness and mentally ill 124
illness and patients with 80
illness and persists for 122
illness and physical and 83
illness and possible death 501
illness and possibly death 525
illness and potential death 46
illness and probable death 96
illness and problems with 67
illness and recovery and 91
illness and recovery are 131
illness and recovery that 51
illness and sickness are 46
illness and suggests that 123
illness and symptoms and 57
illness and symptoms are 50
illness and therefore are 88
illness and therefore can 40
illness and therefore may 44
illness and therefore not 50
illness and treatment and 433
illness and treatment are 262
illness and treatment can 82
illness and treatment for 91
illness and treatment has 54
illness and treatment may 139
illness and treatment than 43
illness and treatment that 187
illness and treatment was 63
illness and treatment with 118
illness and ultimate death 254
illness and untimely death 433
illness and wellness are 80
illness for patients and 55
illness had affected her 106
illness had affected him 57
illness had affected his 208
illness had confined her 90
illness had confined him 104
illness had deprived him 110
illness had hindered all 55
illness had impaired his 68
illness had rendered her 54
illness had rendered him 291
illness has affected her 61
illness has affected his 123
illness has occurred and 44
illness has subsided and 48
illness may continue for 63
illness than patients with 75
illness that accounts for 58
illness that affected her 71
illness that affected his 143
illness that attacked him 76
illness that confined her 57
illness that confined him 195
illness that deprived her 60
illness that deprived him 72
illness that followed her 53
illness that followed his 75
illness that followed was 52
illness that overtook him 122
illness that preceded her 58
illness that preceded his 105
illness that presents with 41
illness that prevents him 50
illness that prevents them 64
illness that prevents you 64
illness that rendered him 69
illness that required her 43
illness that required him 41
illness that requires long 107
illness that threatened her 41
illness that threatened his 153
illness was attended with 136
illness was diagnosed and 102
illness was probably due 61
illness was prolonged and 61
illness was received with 65
illness was reported for 53
illness was terminal and 88
illness with clinical and 68
illness with jaundice and 43
illness with patience and 64
illness with symptoms and 52
illness with symptoms that 114
illusion and deception are 41
illusion had betrayed him 74
illusion that business can 63
illusion that everyone has 40
illusion that everyone was 70
illusion that morality and 68
illusion that problems are 42
illusion was complete and 47
illusion was fostered that 110
imagery and metaphor and 93
imagery and metaphor are 123
imagery and metaphor that 154
imagery and rhetoric that 88
imagery that contains them 57
imagery that suggests that 86
imagery was combined with 40
imagine and empathize with 71
imagine and essential for 57
imagine and identify with 83
imagine and remember them 45
imagine any evidence that 54
imagine any possible use 49
imagine any possible way 48
imagine any situation that 124
imagine being intimate with 41
imagine for instance that 335
imagine for yourself how 127
imagine her furnishing that 50
imagine her otherwise than 61
imagine her surprise and 85
imagine him mortifying with 73
imagine him otherwise than 153
imagine his surprise and 226
imagine how beautiful and 86
imagine how beautiful she 169
imagine how beautiful that 40
imagine how beautiful they 97
imagine how beautiful this 58
imagine how bitterly they 42
imagine how confused and 77
imagine how eternity has 52
imagine how horrible that 209
imagine how humiliating that 42
imagine how powerful this 44
imagine how terrible that 181
imagine how terrible this 50
imagine how terrible you 40
imagine how terrifying that 54
imagine how tranquil and 72
imagine how valuable this 55
imagine our surprise and 242
imagine that children are 171
imagine that children can 89
imagine that children who 76
imagine that education and 50
imagine that everyone has 110
imagine that everyone was 92
imagine that everyone who 157
imagine that monarchy can 60
imagine that students are 42
imagine that subjects are 55
imagine that whatever they 99
imagine they received them 43
imagine you intended that 62
imagining and perceiving are 49
imagining that everyone was 104
imbibed that fondness for 127
imbibed with eagerness and 73
imitate and identify with 741
imitate and resemble him 159
imitate and resemble them 97
imitate his disorder and 56
imitate his gestures and 126
imitate his humility and 41
imitate his industry and 47
imitate his patience and 77
imitate our behaviors and 112
imitating his gestures and 66
immense and powerful wings 89
immense oil reserves and 57
immoral and ambitious men 41
immoral and criminal act 55
immoral and criminal that 46
immoral and indecent and 45
immoral and unethical and 47
impacts are assessed and 40
impairing his capacity for 77
impairing its capacity for 45
impairing our capacity for 55
impairing our relations with 63
impairs dna synthesis and 49
impairs his capacity for 48
imparts and receives them 56
impeded her progress and 54
impeded his progress and 128
impeded his progress that 120
impeded its progress and 91
impeded its progress but 53
impeded its progress for 42
impeded our progress and 121
impelling him downward with 41
imperil his relations with 46
impetus and direction for 928
impetus and guidance for 91
impetus and momentum for 59
impetus and rationale for 211
impetus and stimulus for 44
impetus for developing and 86
impetus for developing new 83
impetus for developing this 126
impetus for economic and 92
impetus for expansion and 46
impetus was provided for 190
impiety and contempt for 173
impiety hath darkened all 42
impiety was reserved for 56
implant and external beam 117
implied both breeches and 53
implied that education was 74
implied that everyone had 41
implied that everyone was 42
implied that evidence was 69
implied that patients with 48
implied that salvation was 58
implied that washington was 47
implied that whatever was 68
implies and includes that 47
implies and requires that 281
implies both contempt and 44
implies both identity and 101
implies both physical and 109
implies both sameness and 42
implies for instance that 322
implies its validity for 57
implies that africans are 41
implies that benefits are 61
implies that capacity for 48
implies that children and 85
implies that children are 577
implies that children can 133
implies that children may 63
implies that children who 171
implies that children with 97
implies that citizens are 98
implies that citizens can 50
implies that concepts are 69
implies that cultures are 69
implies that decisions are 218
implies that domestic and 68
implies that economic and 82
implies that education and 81
implies that education can 53
implies that education has 52
implies that everyone can 73
implies that everyone has 256
implies that everyone who 127
implies that families are 44
implies that families with 40
implies that humanity has 47
implies that industry can 141
implies that managers and 54
implies that managers are 109
implies that managers can 74
implies that managers who 103
implies that messages are 61
implies that monetary and 47
implies that outcomes are 54
implies that patients are 78
implies that patients who 72
implies that patients with 140
implies that physical and 59
implies that policies that 129
implies that positive and 75
implies that pressure and 152
implies that problems are 61
implies that relations are 59
implies that reserves are 44
implies that selection for 54
implies that services are 79
implies that students and 45
implies that students are 262
implies that students can 104
implies that students who 116
implies that students with 42
implies that subjects are 81
implies that subjects can 40
implore his clemency and 62
implore his clemency for 108
implore his guidance and 98
imploring and commanding her 113
imploring and commanding him 135
imploring his direction and 49
imploring that numerous things 80
importing and preserving them 48
importing raw materials and 3297
importing raw materials for 308
imports and payments for 59
imports are compared with 70
imports are destined for 163
imports are eligible for 50
imports are essential and 49
imports are essential for 82
imports are required for 75
imports are textiles and 119
imports far exceeded that 52
imports for domestic use 250
imports for personal use 63
imports had increased and 57
imports has exceeded that 62
imports has increased and 46
imports raw materials and 1010
imports raw materials for 206
imports that competed with 249
imposed and enforced for 50
imposed are complied with 54
imposed for offenses with 163
imposed for purposes not 55
imposed his authority and 73
imposed his authority with 45
imposed one condition that 114
imposes both criminal and 65
imposes its economic and 76
impress and convince his 44
impress any observer with 85
impress both officers and 75
impress her audience with 41
impress her subjects with 40
impress his audience and 70
impress his audience that 51
impress his audience with 791
impress his auditors with 122
impress his children with 63
impress his companion with 78
impress his mistress with 73
impress his patients with 60
impress his soldiers with 65
impress his students with 252
impress his subjects and 61
impress his subjects with 237
impress his superiors and 101
impress his superiors with 349
impress his visitors with 95
impress our children with 66
improve and complete his 49
improve and complete its 61
improve and maintain his 146
improve and maintain its 103
improve and maintain our 87
improve and maintain them 51
improve and multiply this 47
improve and preserve our 54
improve and preserve them 73
improve and simplify his 97
improve and strengthen all 94
improve and strengthen his 213
improve and strengthen its 251
improve and strengthen law 122
improve and strengthen our 255
improve and strengthen that 94
improve and strengthen them 168
improve and strengthen this 67
improve both accuracy and 135
improve both economic and 87
improve both education and 52
improve both internal and 83
improve both maternal and 77
improve both personal and 58
improve both physical and 209
improve both positive and 51
improve both practice and 46
improve both precision and 74
improve both products and 79
improve both quantity and 100
improve both security and 60
improve both survival and 44
improve both symptoms and 63
improve heat transfer and 189
improve her attitude and 43
improve her condition and 118
improve her condition but 92
improve her condition one 198
improve her economic and 89
improve her education and 80
improve her relations with 1614
improve her situation and 113
improve hip extension and 76
improve his appetite and 42
improve his appetite for 44
improve his attitude and 51
improve his business and 122
improve his capacity for 177
improve his condition and 665
improve his condition has 46
improve his condition was 74
improve his contacts with 44
improve his economic and 251
improve his economic lot 113
improve his education and 280
improve his facility with 41
improve his finances and 53
improve his financial and 40
improve his fortunes and 67
improve his interest with 72
improve his judgment and 66
improve his personal and 65
improve his physical and 131
improve his products and 51
improve his property and 208
improve his relations with 2539
improve his situation and 174
improve his situation with 51
improve its accuracy and 337
improve its business and 41
improve its capacity and 98
improve its capacity for 393
improve its condition and 316
improve its contacts with 99
improve its coverage and 55
improve its economic and 310
improve its economic lot 43
improve its efficacy and 71
improve its finances and 44
improve its financial and 97
improve its functioning and 164
improve its military and 46
improve its monitoring and 71
improve its operation and 172
improve its physical and 114
improve its policies and 64
improve its potential for 77
improve its precision and 44
improve its products and 481
improve its programs and 61
improve its relations with 7905
improve its security and 67
improve its services and 297
improve its services for 51
improve its situation and 72
improve its validity and 53
improve job security and 80
improve job security for 62
improve old products and 95
improve our capacity for 278
improve our condition and 127
improve our economic and 99
improve our education and 56
improve our personal and 79
improve our physical and 127
improve our practice and 88
improve our products and 368
improve our programs and 62
improve our relations and 75
improve our relations with 5685
improve our security and 59
improve our services and 131
improve our situation and 103
improve that situation and 50
improve this condition and 80
improve this situation and 561
improve this situation are 156
improve this situation but 72
improve this situation for 104
improve this situation that 209
improve this situation was 105
improve this situation with 85
improve with exercise and 63
improve with maturity and 42
improve with practice and 585
improve with treatment and 117
improve with treatment for 41
improve with treatment with 58
improving and beautifying his 227
improving and beautifying our 95
improving and celestial being 51
improving and correcting our 57
improving and developing his 162
improving and developing its 166
improving and developing new 204
improving and developing our 172
improving and developing them 91
improving and developing this 100
improving and perfecting his 173
improving and perfecting our 148
improving and perfecting them 203
improving both internal and 47
improving both physical and 89
improving her relations with 345
improving his capacity for 60
improving his condition and 120
improving his economic and 57
improving his education and 58
improving his physical and 64
improving his property and 92
improving his relations with 428
improving its accuracy and 74
improving its capacity for 88
improving its condition and 108
improving its economic and 98
improving its operation and 76
improving its physical and 76
improving its products and 172
improving its relations with 4081
improving its services and 68
improving old products and 52
improving our capacity for 52
improving our colleges and 43
improving our condition and 52
improving our condition for 60
improving our economic and 46
improving our physical and 43
improving our products and 67
improving our relations and 62
improving our relations with 1829
improving this situation and 79
improving this situation are 69
improving this situation was 65
impulse and capacity for 55
impulse and direction are 51
impulse and extended far 54
impulse and instinct and 94
impulse and instinct are 47
impulse and instinct with 42
impulse and momentum and 175
impulse and momentum are 352
impulse and momentum can 87
impulse and momentum for 295
impulse and momentum may 78
impulse for veracity and 47
impulse had prompted her 75
impulse had prompted him 96
impulse that accounts for 49
impulse that directed her 72
impulse that impelled him 73
impulse that prompted her 154
impulse that prompted him 330
impulse that prompted them 71
impulse that prompted this 62
impulse was combined with 52
inboard and drenched him 132
inbound and outbound air 50
inbound raw materials and 242
incense and garlands and 60
incense and perfumes and 188
incised and elevated with 55
incised with scissors and 61
incision and approach are 63
incision and drainage and 784
incision and drainage are 1824
incision and drainage can 155
incision and drainage for 334
incision and drainage has 75
incision and drainage may 983
incision and drainage was 118
incision and drainage with 524
incision and exposure are 48
include air embolism and 45
include air pollution and 110
include all articles that 91
include all behaviors that 53
include all benefits and 70
include all benefits that 100
include all business and 44
include all children and 160
include all children who 332
include all children with 131
include all citizens and 53
include all citizens who 94
include all colleges and 52
include all domestic and 47
include all economic and 51
include all elements and 71
include all elements that 247
include all entities that 113
include all expenses and 78
include all expenses for 191
include all expenses that 211
include all families with 58
include all functions and 43
include all functions that 96
include all hardware and 43
include all hellenes not 40
include all humanity and 42
include all interest and 54
include all internal and 54
include all materials and 207
include all materials that 207
include all military and 51
include all minerals and 132
include all officers and 125
include all ordinary and 124
include all patients who 170
include all patients with 347
include all payments and 43
include all payments for 182
include all personal and 65
include all physical and 103
include all positive and 53
include all products and 74
include all products that 149
include all programs and 50
include all property and 67
include all property that 118
include all provision for 74
include all receipts and 113
include all relevant and 239
include all revenues and 100
include all salaries and 79
include all services and 58
include all services that 94
include all students and 118
include all students who 151
include all students with 70
include all subjects and 70
include all subjects that 86
include all subjects who 70
include all variables that 381
include and describe all 52
include any activity that 672
include any business that 101
include any condition that 376
include any contract for 58
include any decisions and 67
include any deduction for 41
include any elements that 139
include any employee who 65
include any estimate for 136
include any evidence that 133
include any expenses for 165
include any expenses that 105
include any facility for 41
include any interest that 155
include any materials for 44
include any materials that 108
include any payments for 61
include any products that 41
include any property that 224
include any proposal for 45
include any provision for 1452
include any provision that 279
include any situation that 42
include any software that 83
include any variables that 110
include both absolute and 51
include both academic and 284
include both american and 109
include both analysis and 48
include both benefits and 45
include both business and 224
include both catholics and 90
include both cellular and 54
include both chemical and 162
include both children and 231
include both christian and 71
include both circular and 46
include both citizens and 62
include both clinical and 227
include both complete and 57
include both concepts and 48
include both concrete and 49
include both conscious and 152
include both consumer and 43
include both cortical and 59
include both counseling and 57
include both criminal and 77
include both cultural and 125
include both currency and 43
include both developing and 50
include both didactic and 53
include both discrete and 74
include both domestic and 617
include both economic and 484
include both education and 100
include both electric and 48
include both emotional and 76
include both employed and 57
include both employee and 45
include both employer and 58
include both engineering and 41
include both estrogen and 46
include both exercise and 41
include both explicit and 299
include both external and 344
include both families and 47
include both financial and 545
include both geometric and 59
include both hardware and 432
include both husbands and 55
include both immediate and 147
include both implicit and 110
include both increases and 53
include both indirect and 77
include both industry and 62
include both informal and 125
include both interest and 537
include both internal and 893
include both japanese and 48
include both lectures and 56
include both liberals and 42
include both linguistic and 98
include both literary and 62
include both majority and 44
include both managers and 77
include both maternal and 48
include both military and 252
include both monetary and 256
include both negative and 304
include both officers and 83
include both ordinary and 79
include both original and 65
include both parallel and 52
include both passenger and 44
include both patients and 65
include both pecuniary and 57
include both personal and 517
include both physical and 1487
include both pictures and 47
include both positive and 1922
include both products and 72
include both programs and 45
include both property and 124
include both proximal and 50
include both quantity and 93
include both religious and 234
include both resident and 51
include both revenues and 44
include both semantic and 47
include both services and 43
include both software and 117
include both solitary and 55
include both specific and 170
include both standard and 102
include both stretching and 48
include both students and 122
include both synthetic and 53
include both systemic and 48
include both temporal and 79
include both treatment and 45
include both troubles and 53
include both vertical and 155
include doing business with 41
include heat transfer and 75
include heat treatment and 42
include its potential for 87
include its relations with 57
include job security and 70
include new concepts and 92
include new elements and 52
include new elements that 44
include new materials and 71
include new products and 125
include new products that 41
include new programs and 43
include new subjects and 41
include our children and 44
include our relations with 45
include raw materials and 512
include raw materials for 94
include raw materials that 41
include real property and 74
include sex education and 98
include tax exemption for 44
include tax holidays and 44
include that provision and 66
include that required for 100
include two chapters that 47
include two variables that 48
including air pollution and 231
including all additions and 55
including all armament and 237
including all benefits and 155
including all branches and 74
including all children and 66
including all children who 82
including all children with 43
including all colleges and 44
including all economic and 61
including all elements and 51
including all exhibits and 64
including all expenses and 213
including all expenses for 170
including all external and 122
including all fixtures and 121
including all hardware and 129
including all interest and 136
including all internal and 44
including all materials and 165
including all military and 220
including all officers and 107
including all patients who 59
including all patients with 172
including all personal and 40
including all physical and 98
including all products and 51
including all property and 75
including all receipts and 108
including all salaries and 87
including all services and 74
including all statutes and 137
including all students and 44
including all supplies and 45
including all variables that 100
including any activity that 192
including any contract for 147
including any decisions that 41
including any delegate and 54
including any evidence that 162
including any holidays that 73
including any interest and 459
including any interest due 80
including any interest that 151
including any liability for 406
including any problems that 119
including any problems with 47
including any property and 172
including any property for 42
including any property now 175
including any provision for 280
including any provision that 105
including any services that 211
including any withholding tax 61
including big business and 52
including both absolute and 65
including both academic and 232
including both admirers and 60
including both africans and 41
including both american and 148
including both benefits and 67
including both business and 266
including both catholics and 206
including both cellular and 52
including both chemical and 122
including both children and 364
including both christian and 95
including both circular and 40
including both citizens and 79
including both civilians and 98
including both classics and 43
including both clerical and 50
including both clinical and 168
including both complete and 50
including both concrete and 44
including both conifers and 52
including both conscious and 261
including both consumer and 130
including both cortical and 64
including both criminal and 63
including both cultural and 136
including both currency and 74
including both developing and 103
including both diffusion and 44
including both discrete and 58
including both domestic and 731
including both dominant and 53
including both economic and 367
including both education and 109
including both emotional and 81
including both employed and 76
including both employer and 75
including both europeans and 84
including both explicit and 245
including both external and 237
including both failures and 42
including both families and 45
including both felonies and 43
including both financial and 303
including both geometric and 54
including both graduate and 53
including both hardware and 781
including both hospital and 76
including both husbands and 47
including both immediate and 81
including both imported and 51
including both increases and 44
including both industry and 89
including both infantry and 50
including both inflation and 49
including both informal and 51
including both intended and 59
including both interest and 402
including both internal and 555
including both japanese and 110
including both liberals and 105
including both linguistic and 88
including both literary and 61
including both managers and 147
