ice anomalies observed in 44
idea certainly occurred to 100
idea evidently occurred to 66
idea generally accepted in 44
idea generally received is 255
idea instantly occurred to 211
idea naturally occurred of 62
idea naturally occurred to 163
idea previously advanced by 51
idea sometimes occurred to 65
idea sometimes referred to 58
inn expressed surprise at 44
int interface internal is 133
its absorption capacity is 49
its absorption produces the 41
its absorption spectrum at 68
its absorption spectrum in 224
its absorption spectrum is 298
its absorption spectrum to 41
its abundance relative to 314
its activation requires the 72
its actuality consists in 84
its additional protocol of 112
its adherents believed in 40
its adherents continue to 61
its admirable pictures of 712
its admirable situation on 40
its admirable tendency to 42
its admirable treatment of 50
its advantage compared to 42
its advantage consists in 197
its advantage relative to 70
its advertising campaign in 98
its advertising campaign on 42
its advertising campaign to 122
its advocates continue to 41
its advocates hereafter to 40
its advocates prepared to 41
its affiliated agencies to 49
its affiliated colleges in 57
its affiliates concerning the 695
its affiliates continue to 45
its affiliates pursuant to 139
its agreement concerning the 43
its alignment property to 54
its alignment relative to 45
its allegiance directly to 49
its alteration products in 52
its alternate affinity or 93
its ambiguous attitude to 68
its ambiguous treatment of 66
its amphibious doctrine of 42
its amplitude decreases as 194
its amplitude relative to 76
its amplitude response is 50
its amplitude spectrum is 66
its analgesic activity is 40
its announced intention of 259
its announced intention to 449
its antiviral activity in 43
its antiviral activity is 84
its appearance alongside of 81
its appearance alongside the 113
its appearance anywhere in 45
its appearance destroys the 76
its appearance opposite the 48
its appearance reflects the 67
its appearance relative to 49
its appearance sometime in 47
its appearance suddenly in 73
its appearance suggests the 78
its appearance unchanged in 57
its appearance whenever the 92
its appearance wherever it 78
its appearance wherever the 51
its appointed functions in 45
its arbitrary authority in 42
its arbitrary exercise of 75
its arbitrary selection of 66
its arbitrary treatment of 92
its arguments concerning the 84
its assertions concerning the 88
its assiduous attention to 50
its assistant director in 42
its assistant director of 48
its associated agencies or 83
its associated churches in 40
its associated circuits is 48
its associated concepts of 256
its associated doctrine of 78
its associated elements of 65
its associated emphasis on 179
its associated patterns of 173
its associated problems in 96
its associated problems is 92
its associated problems of 425
its associated proteins in 85
its associated proteins is 74
its associated reduction in 110
its associated sequence of 63
its associated symptoms of 111
its assumption concerning the 50
its astonishing capacity to 100
its astonishing progress in 72
its attempted conquest of 52
its attempted synthesis of 67
its attendant benefits as 96
its attendant benefits of 76
its attendant benefits to 106
its attendant concepts of 136
its attendant confusion of 54
its attendant debility or 41
its attendant doctrine of 137
its attendant elements of 52
its attendant emphasis on 611
its attendant expansion of 88
its attendant exposure to 53
its attendant increases in 76
its attendant interest in 66
its attendant miseries of 80
its attendant monopoly of 76
its attendant patterns of 75
its attendant pleasures of 55
its attendant practice of 53
its attendant problems as 104
its attendant problems in 184
its attendant problems is 152
its attendant problems of 1548
its attendant problems to 56
its attendant questions of 86
its attendant reduction in 157
its attendant reduction of 94
its attendant rejection of 68
its attendant scampering of 84
its attendant symptoms as 41
its attendant symptoms of 191
its attendant tendency to 41
its auspicious beginnings in 46
its authorized officers or 92
its authorship ascribed to 48
its automatic response to 46
its available supplies of 81
its barbarous treatment of 62
its batteries defended the 51
its behavioral response to 55
its beneficial interest in 203
its beneficial operation in 84
its beneficial operation is 122
its bewildering profusion of 46
its bilateral relations in 47
its biological activity as 185
its biological activity by 168
its biological activity in 382
its biological activity is 457
its biological activity on 86
its biological activity or 102
its biological activity to 102
its biological capacity to 44
its biological functions in 58
its casuistic doctrine of 43
its catalytic activity as 43
its catalytic activity at 41
its catalytic activity by 64
its catalytic activity in 237
its catalytic activity is 334
its catalytic activity on 55
its catalytic activity to 50
its celebrity entirely to 42
its character entirely to 45
its character modified by 41
its character reflects the 44
its character remained the 80
its character revolted me 48
its cherished tradition of 48
its chrysalis condition of 173
its civilized citizens or 72
its clientele consists of 57
its collection consists of 49
its commercial activity as 42
its commercial activity in 67
its commercial activity is 56
its commercial activity it 48
its commercial beginnings in 43
its commercial benefits or 62
its commercial business to 66
its commercial domicile in 116
its commercial interest in 69
its commercial monopoly in 142
its commercial operation in 64
its commercial potential as 126
its commercial potential in 90
its commercial potential is 65
its commercial potential to 44
its commercial presence in 46
its commercial relations in 40
its commercial relations to 275
its commercial viability is 43
its communist neighbor to 41
its completion depended on 93
its completion requires the 76
its component elements as 312
its component elements by 147
its component elements in 361
its component elements is 198
its component elements of 325
its component elements or 144
its component elements so 43
its component elements the 52
its component elements to 191
its component parallel to 374
its component velocity in 43
its computers directly to 46
its conception involves no 40
its conclusion concerning the 171
its confident assertion of 136
its confident prophecy of 51
its conjugate momentum is 83
its consignor warrants or 77
its construct validity is 104
its continual assertion by 67
its continual attempts to 79
its continual emphasis on 129
its continual exposure to 46
its continual presence in 72
its continual struggle to 51
its continual tendency to 82
its continual transfer of 48
its continued activity in 42
its continued advocacy of 70
its continued attempts to 130
its continued attention to 48
its continued capacity to 112
its continued emphasis on 496
its continued expansion as 48
its continued expansion in 99
its continued expansion is 40
its continued expansion to 49
its continued exposure to 110
its continued functioning as 162
its continued inclusion in 122
its continued interest in 535
its continued monopoly of 64
its continued operation as 248
its continued operation in 196
its continued operation is 103
its continued operation on 60
its continued practice in 46
its continued practice is 55
its continued practice of 41
its continued presence as 154
its continued presence at 41
its continued presence in 1467
its continued presence is 241
its continued presence on 221
its continued presence or 62
its continued pressure on 48
its continued progress in 102
its continued rejection by 45
its continued rejection of 97
its continued survival as 275
its continued survival in 184
its continued survival is 134
its continued survival on 50
its continued survival to 66
