id and class attributes 106
if all human attributes 43
if all local authorities 75
if and where appropriate 103
if and while statements 808
if any about boundaries 43
if any appeal intervenes 74
if any danger approaches 204
if any given individual 195
if any human attributes 84
if any human composition 45
if any indian vernacular 43
if any large percentage 53
if any linear combination 60
if any local institution 46
if any party interested 143
if any people congregated 80
if any prove refractory 142
if any reader attributes 52
if any social scientists 62
if any state government 169
if any valid conclusions 54
if being again vanquished 49
if both sides understand 48
if but small quantities 42
if each acted separately 77
if each nation specialized 51
if each nation specializes 117
if each party understood 110
if for every individual 111
if her father discovered 65
if her lover approaches 78
if her slaving speculation 44
if his chief inquisitor 44
if his first experience 51
if his first impressions 55
if his first proposition 42
if his mother remembered 45
if his royal inclination 92
if its basic assumptions 91
if its basic principles 48
if its first derivative 96
if its first principles 47
if its penal legislation 87
if its plain principles 64
if its price elasticity 239
if man makes monarchies 60
if men could menstruate 152
if men would understand 51
if not alone sufficient 61
if not dried immediately 42
if not easily accessible 74
if not equal importance 68
if not every department 113
if not every individual 335
if not first introduced 86
if not fully acceptable 84
if not fully appreciated 198
if not fully consciously 56
if not fully controlled 117
if not fully cultivated 45
if not fully democratic 88
if not fully determined 144
if not fully elaborated 54
if not fully eliminated 68
if not fully integrated 264
if not fully recognized 74
if not fully successful 136
if not fully understand 109
if not fully understood 1962
if not given appropriate 42
if not given sufficient 121
if not known personally 52
if not legal obligations 40
if not nearly impossible 614
if not often explicitly 47
if not often impossible 163
if not quite absolutely 48
if not quite accurately 469
if not quite adequately 42
if not quite comparable 66
if not quite completely 242
if not quite conclusive 179
if not quite consciously 110
if not quite consistent 40
if not quite continuous 55
if not quite convincingly 78
if not quite disappeared 73
if not quite equivalent 86
if not quite explicitly 97
if not quite extinguished 91
if not quite homogeneous 161
if not quite impassable 41
if not quite impossible 3735
if not quite inevitable 107
if not quite infallible 62
if not quite insensible 71
if not quite irrelevant 63
if not quite legitimate 44
if not quite negligible 65
if not quite patentable 127
if not quite reconciled 85
if not quite successful 116
if not quite sufficient 174
if not quite synonymous 189
if not quite unconscious 40
if not quite understood 40
if not raising unrequited 48
if not really impossible 41
