idealized conditions assumed in 63
identify additional members of 77
identify additional sources of 256
identify available sources of 52
identify biological markers of 47
identify conflicts between the 51
identify different aspects of 452
identify different classes of 259
identify different degrees of 156
identify different features of 48
identify different portions of 44
identify different sections of 123
identify different sources of 193
identify different species of 325
identify different strains of 75
identify different subsets of 62
identify different versions of 79
identify important aspects of 486
identify important factors in 111
identify important features of 284
identify important sources of 148
identify ourselves according to 60
identify parallels between the 54
identify themselves according to 562
identify themselves because of 62
identify themselves racially as 52
identify themselves strongly as 89
identify universal features of 43
identity determine success in 88
identity precisely because it 162
identity precisely because of 104
identity precisely because the 65
identity somewhere between the 52
idiomatic expression referring to 47
idiopathic precocious puberty in 143
idiopathic precocious puberty is 131
ignorant audiences delight in 49
ignorant prejudice against the 211
illusory protection against the 49
imagined connection between the 49
imagined grievance against the 47
imagined themselves capable of 196
imagined themselves masters of 126
imagined themselves superior to 89
immanent connection between the 60
immediate agreement between the 112
immediate ancestors belonged to 43
immediate ancestors removed to 74
immediate armistice between the 42
immediate association between the 159
immediate attraction between the 57
immediate automatic impulse to 42
immediate beneficial effects of 138
immediate beneficial effects on 89
immediate commercial success in 44
immediate commercial success of 89
immediate conflicts between the 46
immediate connection between it 43
immediate connection between my 56
immediate connection between the 2942
immediate effective measures to 57
immediate expedition against the 116
immediate influence exerted by 82
immediate injunction against the 64
immediate interface between the 47
immediate momentary purpose of 50
immediate narrative context of 53
immediate neighbors becomes at 92
immediate offensive against the 173
immediate operations against the 205
immediate opposition between the 47
immediate political context in 94
immediate political context of 261
immediate political control of 42
immediate political demands of 44
immediate political effects of 127
immediate political problem of 58
immediate political purpose of 74
immediate political results of 122
immediate practical aspects of 73
immediate practical benefit of 42
immediate practical benefit to 260
immediate practical concern to 183
immediate practical demands of 47
immediate practical effects of 162
immediate practical effects on 43
immediate practical measures to 45
immediate practical outcome of 112
immediate practical problem in 53
immediate practical problem is 117
immediate practical problem of 203
immediate practical purpose in 101
immediate practical purpose of 88
immediate practical question is 80
immediate practical question of 113
immediate practical results in 84
immediate practical results it 51
immediate practical results of 280
immediate practical utility in 72
immediate practical utility is 45
immediate practical utility of 173
immediate practical utility to 44
immediate proceedings against the 63
immediate prognosis depends on 44
immediate protection against the 186
immediate reinforcing effects of 58
immediate relatives following the 44
immediate reprisals against the 84
immediate reputation depends on 127
immediate retaliation against the 109
immediate separation between the 76
immersed themselves totally in 41
immodest clamorous outrage to 46
immunize ourselves against the 72
immunize themselves against the 237
immunizing themselves against the 203
impaired cognitive function in 380
impaired cognitive function or 48
impaired pulmonary function in 157
impaired pulmonary function is 84
impaired pulmonary function or 43
impartial spectator becomes so 40
imperious necessity compels us 40
imperious necessity demands it 52
implicit agreement between the 477
implicit association between the 128
implicit assumption regarding the 126
implicit connection between the 818
implicit contracts between the 83
implicit contrasts between the 54
implicit dichotomy between the 42
implicit hypotheses regarding the 58
implicit opposition between the 128
implicit parallels between the 148
implicit political content of 40
implicit separation between the 52
improper connection between the 192
improper defensive measures as 61
improper influence exerted on 42
improved agreement between the 247
improved attitudes towards the 61
improved biological control of 41
improved cognitive function in 298
improved connection between the 43
improved functional outcome in 58
improved interface between the 42
improved metabolic control in 105
improved metabolic control of 46
improved metabolic control on 153
improved political climate in 146
improved pregnancy outcome in 43
improved protection against the 50
improved pulmonary function in 177
improved technical quality of 108
improved varieties adapted to 120
improves cognitive function in 183
improves metabolic control in 71
improves myocardial function in 70
improves pregnancy outcome in 66
improves pulmonary function in 266
inactive precursor protein of 107
incident cognitive decline in 151
inclined backwards towards the 58
inclined downwards towards the 548
inclined laterally towards the 47
inclined obliquely towards the 53
inclined sincerely towards the 63
inclines downwards towards the 159
included additional material on 60
included campaigns against the 42
included different aspects of 53
included different degrees of 47
included different numbers of 50
included extensive sections on 45
included extensive studies of 83
included important members of 60
included objective measures of 69
included precisely because it 49
included precisely because of 42
included primarily because it 86
included primarily because of 189
included prominent figures in 94
included prominent members of 1071
included provisions against the 49
included provisions regarding the 82
included provisions related to 80
included provisions requiring the 100
included provisions similar to 102
included territory claimed by 43
includes additional material on 129
includes additional sources of 59
includes different aspects of 127
includes different classes of 61
includes different degrees of 48
includes different versions of 61
includes documents related to 60
includes empirical studies of 43
includes excellent material on 51
includes excellent sections on 57
includes extensive material on 133
includes extensive sections on 60
includes important aspects of 136
includes important features of 48
includes important material on 87
includes important sections on 47
includes interesting material on 75
includes prominent members of 50
includes protection against the 93
includes provisions governing the 53
includes provisions regarding the 110
includes provisions related to 105
includes provisions similar to 73
includes scholarly volumes on 47
increased aggression against the 92
increased alienation between the 130
increased animosity between the 152
increased animosity towards the 47
increased association between the 115
increased attraction between the 218
increased awareness assumes the 69
increased awareness regarding the 204
increased capillary density in 209
increased cognitive demands of 50
increased community control of 120
increased conflicts between the 99
increased corporate control of 57
increased disparity between the 268
increased distances between the 173
increased especially rapidly in 51
increased fertility renders it 48
increased frequency because of 91
increased gradually according to 151
increased gradually between the 52
increased gradually towards the 82
increased hostility against the 190
increased hostility between the 480
increased hostility towards the 382
increased intervals between the 125
increased knowledge regarding the 443
increased knowledge results in 93
increased metabolic demands by 42
increased metabolic demands in 49
increased metabolic demands of 1010
increased metabolic demands on 126
increased metabolic demands or 69
increased mortality because of 120
increased mortality related to 151
increased phosphate content of 131
increased political control of 110
increased political tensions in 65
increased population density in 642
increased population density is 173
increased population density of 194
increased population results in 48
increased potassium content of 70
increased precisely because of 53
increased prejudice against the 113
increased primarily because of 251
increased primarily because the 62
