idea peculiarly calculated to 44
ink character recognition is 59
its absorption coefficient at 45
its absorption coefficient in 61
its absorption coefficient is 235
its admirable combination of 75
its admirable conformity to 149
its advertising activities via 54
its advertising department to 47
its affiliated associations in 47
its analogous application to 106
its anonymous publication in 67
its appearance answerable to 58
its appearance everywhere in 70
its appearance subsequent to 54
its approaching dissolution is 43
its arbitrary oppressions on 44
its assiduous cultivation of 55
its associated activities of 40
its associated components in 50
its associated components is 79
its associated conceptions of 50
its associated phenomenon of 44
its associated structures as 40
its associated structures in 240
its associated structures is 121
its associated techniques of 48
its astonishing combination of 52
its attempted application to 117
its attempted destruction of 64
its attempted suppression by 43
its attempted suppression of 50
its attendant advantages of 138
its attendant advantages to 64
its attendant associations of 51
its attendant assumptions of 50
its attendant attributes of 53
its attendant conceptions of 88
its attendant destruction of 181
its attendant discourses of 51
its attendant dislocation of 45
its attendant implication of 84
its attendant philosophy of 71
its attendant principles of 52
its attendant privileges of 45
its attendant recognition of 43
its attendant structures of 44
its attendant suppression of 45
its attorneys designated by 474
its authorship attributed to 60
its automatic termination in 204
its beneficial influences in 42
its beneficial influences on 87
its beneficial influences to 41
its bilateral assistance to 53
its biological importance in 45
its biological importance is 61
its boundless popularity is 44
its budgetary allocations to 43
its canonical formulation in 54
its catalytic properties in 62
its centenary celebration in 73
its centennial celebration in 331
its character completely in 52
its character determined by 291
its character determines the 55
its character regardless of 81
its classical exigencies is 80
its classical formulation by 174
its classical formulation in 591
its classical formulation is 54
its commercial activities in 291
its commercial activities to 133
its commercial advantages as 87
its commercial application in 81
its commercial application is 87
its commercial cultivation in 43
its commercial cultivation is 46
its commercial dependence on 48
its commercial importance as 493
its commercial importance in 240
its commercial importance is 405
its commercial importance it 52
its commercial importance to 310
its commercial privileges in 149
its commercial prosperity in 53
its commercial prosperity to 61
its communist supporters in 44
its competent authorities in 103
its competent authorities to 337
its conclusion regardless of 53
its confident expectation of 53
its continual accompanying it 97
its continual dependence on 69
its continual insistence on 67
its continual reappearance in 45
its continual recurrence in 41
its continual references to 103
its continual resistance to 43
its continued acceptance as 50
its continued acceptance by 84
its continued acceptance in 57
its continued acceptance of 110
its continued application in 127
its continued application is 133
its continued application to 180
its continued assistance to 49
its continued attachment to 144
its continued commitment to 915
its continued confidence in 180
its continued dependence on 504
its continued employment in 55
its continued importance as 277
its continued importance in 291
its continued importance is 49
its continued importance to 119
its continued insistence on 183
its continued investment in 51
its continued membership in 130
its continued membership of 169
its continued popularity as 125
its continued popularity in 151
its continued popularity is 140
its continued popularity to 49
its continued prevalence in 64
its continued prominence in 70
its continued prosperity in 53
its continued prosperity is 69
its continued recognition as 43
its continued recognition of 88
its continued reluctance to 56
its continued resistance to 159
its continued suppression of 45
its continued usefulness as 66
its continued usefulness in 135
its continued usefulness to 66
its conversion efficiency is 73
its corporate commitment to 90
its corporate franchises by 42
its corporate franchises in 48
its corporate franchises or 144
its corporate philosophy of 58
its countless multitudes of 43
its courageous resistance to 94
its courtyard surrounded by 57
its customary reluctance to 47
its deceptive similarity to 45
its desirable properties as 46
its desirable properties of 45
its desperate impatience of 68
its desperate resistance to 71
its diagnostic importance in 47
its diagnostic importance is 57
its diagnostic usefulness in 40
its different appearances in 52
its different categories of 90
its different components as 95
its different components in 94
its different components is 78
its different components to 65
its different conceptions of 46
its difficult solubility in 176
its dimensions correspond to 60
its dimensions determined by 40
its diminution stimulates the 53
its directive principles of 287
its discretion determines it 731
its discretion determines to 144
its discretion regardless of 49
its doctrinal commitment to 74
its doctrinal revisionism is 41
its effective application in 204
its effective application is 198
its effective application to 243
its effective combination of 149
its effective employment in 48
its effective investment in 79
its effective management in 62
its effective management is 101
its effective management of 83
its effective resistance at 53
its effective resistance is 124
its effective resistance to 120
its effective suffocation of 92
its effective utilization by 47
its effective utilization in 82
its effective utilization is 55
its effective utilization of 59
its efficient application in 53
its efficient application to 57
its efficient management of 57
its efficient utilization of 72
its elaborate arrangement of 42
its elaborate description of 117
its elaborate insistence on 89
its elaborate techniques of 40
its electoral breakthrough in 72
its elemental composition is 54
its empirical application in 50
its empirical application is 42
its empirical application to 76
its employees contribute to 48
its employees guaranteed by 77
its employees regardless of 148
its employees understand the 48
its ephemeral experience of 55
its estimated coefficient is 163
its estimated prevalence in 67
its evocative description of 47
its examiners designated by 98
its excellent arrangement is 40
its excellent combination of 164
its excellent description of 74
its excellent properties as 209
its excellent properties of 49
its excellent resistance to 613
its excessive attachment to 90
its excessive confidence in 46
its excessive consumption of 46
its excessive dependence on 749
its exclusive application to 278
its exclusive attachment to 86
its exclusive commitment to 74
its exclusive competence in 68
its exclusive competence the 57
its exclusive competence to 140
its exclusive deification of 72
its exclusive dependence on 250
its exclusive occurrence in 60
its exclusive pretensions to 44
its exclusive privileges as 48
its exclusive privileges in 88
its exclusive privileges of 64
its exclusive privileges to 64
its existence determined by 65
its existence guaranteed by 45
its existence regardless of 100
its existence represents the 49
its existence subsequent to 41
its expressed commitment to 118
its expression frequently so 394
its exquisite combination of 54
its extensive activities in 67
its extensive application in 274
its extensive application of 70
its extensive application to 246
its extensive circulation in 70
its extensive collections of 150
its extensive commitment to 50
its extensive connections to 57
its extensive cultivation in 105
its extensive cultivation of 43
its extensive dependence on 45
its extensive description of 42
its extensive employment as 63
its extensive employment in 179
its extensive employment of 84
its extensive examination of 55
its extensive experience in 400
its extensive experience of 53
its extensive investment in 78
its extensive occurrence in 70
its extensive prevalence in 49
its extensive references to 107
its extensive repertoire of 53
its extensive utilization in 40
its extinction coefficient at 53
its extinction coefficient is 78
its exuberant celebration of 47
its factitious atmosphere the 57
its fantastic loveliness to 74
its fascinating combination of 53
its favorable combination of 67
its foundation resistance to 47
its frequency components by 63
its frequency components is 42
its frequency controlled by 52
its frequency dependence is 108
its frequency determined by 66
its frequency multiplied by 125
its freshness advertises me 70
its frictional resistance is 41
its frictional resistance to 101
its functional dependence on 387
its functional efficiency is 49
its functional equivalent in 235
its functional equivalent is 80
its functional importance as 94
its functional importance in 248
its functional importance is 120
its functional importance to 74
its functional properties in 88
its functional similarity to 137
its guerrilla activities in 76
its harmonious arrangement of 78
its harmonious combination of 171
its headlights illuminating the 189
its important activities in 41
its important activities is 44
its important application in 59
its important application to 47
its important collections of 51
its important components is 50
its important objectives is 42
its important obligations to 164
its important properties is 61
its inability adequately to 78
its inaugural conference at 94
its inaugural conference in 347
its incipient germination in 64
its incorrect disposition of 56
its industrial activities in 68
its industrial activities to 80
its industrial application in 53
its industrial application is 93
its industrial importance in 45
its industrial importance is 44
its industrial importance to 71
its inflection completely to 49
its influence everywhere in 62
its influence indirectly by 47
its influence penetrated the 42
its influence penetrated to 56
its influence regardless of 48
its influence restricted to 61
its inspection activities in 65
its insulation resistance is 120
its intangible equivalent in 65
its integrity guaranteed by 51
its integrity regardless of 55
its intensity diminished by 67
its intensity diminishes as 128
its interesting combination of 83
its interesting description of 64
its interests regardless of 42
its intricate arrangement of 64
its intrinsic brightness is 65
its intrinsic capability to 41
its intrinsic dependence on 47
its intrinsic excellence as 167
its intrinsic excellence is 57
its intrinsic excellence or 65
its intrinsic importance as 549
its intrinsic importance in 273
its intrinsic importance is 63
its intrinsic importance or 63
its intrinsic importance to 196
its intrinsic properties as 110
its intrinsic properties of 50
its intrinsic properties or 51
its intrinsic resistance to 96
its intrinsic simplicity is 60
its intrinsic superiority as 103
its intrinsic superiority by 50
its intrinsic superiority to 213
its inventory investment in 44
its inviolable attachment to 49
its leadership approaches the 49
its longstanding commitment to 465
its longstanding reluctance to 41
its machinery introduced at 51
its magnitude determined by 84
its magnitude determines the 148
its magnitude multiplied by 90
its magnitude relatively to 121
its magnitude represents the 60
its manifesto commitment to 91
its marvelous atmosphere of 76
its marvelous complexity of 44
its medicinal properties as 370
its medicinal properties by 78
its medicinal properties in 184
its medicinal properties is 73
its medicinal properties it 82
its medicinal properties to 151
its metabolic activities to 51
its methodical cultivation as 72
its misplaced confidence in 44
its missionary activities in 216
its molecular arrangement is 44
its molecular composition is 72
its molecular composition or 44
its momentary coruscation of 49
its movements controlled by 65
its municipal government in 46
its municipal government is 48
its municipal regulations as 54
its mysterious melancholy to 86
its necessary application to 66
its necessary attachment to 52
its necessary commitment to 52
its necessary complement in 249
its necessary complement is 76
its necessary complement of 179
its necessary complement the 71
its necessary conformity to 89
its necessary dependence on 292
its necessary embodiment in 42
its necessary employment in 63
its necessary implication of 93
its necessary properties to 45
its negligent supervision of 41
its normative commitment to 68
its numerical expressions at 43
its numerical importance in 87
its numerical inferiority by 57
its numerical inferiority in 52
its numerical inferiority to 72
its numerical superiority in 174
its numerical superiority to 128
its nutritive properties by 41
its nutritive properties in 64
its objective assessment of 51
its objective continuity as 56
its obstinate resistance to 251
its occasional application to 66
its occasional coarseness in 42
its occasional occurrence in 548
its occasional occurrence is 72
its occasional occurrence on 62
its occasional oscillation in 96
its occasional references to 166
its operations regardless of 40
its opponents christened it 49
its opposition statements no 151
its ornaments constantly in 41
its orthogonal complement in 52
its orthogonal complement is 54
its orthogonal projections on 54
its outspoken criticisms of 50
its outstanding collections of 51
its outstanding importance as 42
its outstanding importance in 113
its outstanding obligations to 85
its outstanding resistance to 155
its overarching commitment to 41
