ideals about marriage . 46
ideology would suggest . 73
ignored latin america . 68
illegal alien problem . 179
illegal alien workers . 163
illegal group boycott . 105
illegal slave traffic . 43
illegal trade barrier . 49
illicit opium traffic . 79
illness after illness . 76
illness under control . 215
illusion about himself . 108
illusion within illusion . 47
image appear sharper . 46
image based rendering . 60
image editing process . 48
image editing program . 1209
image forming process . 114
image forming systems . 51
image might suggest . 144
image still remains . 42
image within himself . 105
image would suggest . 320
imaging blood vessels . 71
imaging radar systems . 108
imaging small animals . 98
imaging stereo matcher . 92
imitate adult behavior . 211
imitate human behavior . 68
imitating adult behavior . 66
immense black balloon . 46
immense crowd gathered . 57
immense crowd present . 61
immense human suffering . 295
immense human tragedy . 65
immense power wielded ? 68
immense social problem . 40
immense social upheaval . 52
immoral social systems . 48
impairing renal function . 87
impairs brain function . 83
impairs driving ability . 56
impairs liver function . 54
impairs renal function . 181
impending graft failure . 66
impending liver failure . 73
impending power failure . 67
impending renal failure . 378
impending social upheaval . 91
imperial civil service . 780
imperial gupta dynasty . 80
imperial mother country . 46
imperial naval defence . 51
imports minus exports . 1327
imports nearly doubled . 48
imports taken together . 42
imports would decline . 63
imports would increase . 127
impress every visitor . 56
improve after mergers ? 83
improve after surgery . 165
improve asthma control . 57
improve black schools . 101
improve bowel function . 101
improve brain function . 241
improve child welfare . 50
improve fetal outcome . 128
improve fruit quality . 119
improve graft patency . 51
improve housing quality . 72
improve human behavior . 124
improve human capital . 141
improve human conduct . 64
improve human society . 228
improve human welfare . 515
improve image quality . 1061
improve joint function . 228
improve keeping quality . 118
improve labor markets . 44
improve learning ability . 54
improve liver function . 222
improve local control . 261
improve local schools . 87
improve motor control . 73
improve motor function . 106
improve nerve function . 50
improve organ function . 57
improve paint adhesion . 209
improve print quality . 57
improve quite rapidly . 50
improve racial balance . 75
improve renal function . 513
improve rural incomes . 62
improve rural schools . 60
improve search results . 113
improve semen quality . 46
improve sleep quality . 314
improve social behavior . 58
improve social cohesion . 52
improve social justice . 57
improve social welfare . 1129
improve sound quality . 160
improve teaching quality . 65
improve tumor control . 47
improve urban schools . 91
improve vocal quality . 61
improve voice quality . 160
improve water quality . 2161
improve world welfare . 51
improve writing ability . 52
improving brain function . 106
improving child welfare . 46
improving fruit quality . 45
improving housing quality . 46
improving human affairs . 73
improving human behavior . 49
improving human capital . 102
improving human society . 89
improving human welfare . 370
improving image quality . 543
improving liver function . 123
improving local control . 62
improving motor function . 46
improving renal function . 137
improving rural schools . 49
improving rural welfare . 62
improving sleep quality . 69
improving social behavior . 57
improving social welfare . 435
improving teaching quality . 47
improving urban schools . 80
improving voice quality . 50
improving water quality . 1092
impulse under control . 79
impulse within himself . 67
incised linear designs . 55
incised river valleys . 262
include first cousins . 68
include human capital . 151
include human figures . 58
include large numbers . 41
include latin america . 109
include moral damages . 79
include phone numbers . 68
include social factors . 53
include social justice . 48
include social workers . 51
include sound effects . 61
include thomas carlyle . 42
include viable fetuses . 81
include working capital . 41
including action research . 224
including armed robbery . 101
including basic research . 46
including blood vessels . 182
including board members . 60
including brain surgery . 41
including child support . 70
including civil society . 100
including clerk maxwell . 41
including close friends . 65
including closing entries . 107
including elvis presley . 52
including every expense . 41
including first cousins . 91
including fixed charges . 121
including flood control . 91
including frank sinatra . 91
including freud himself . 55
including growth factors . 81
including growth hormone . 52
including henry kissinger . 55
including human affairs . 44
including human behavior . 206
including human capital . 256
including human figures . 85
including human history . 50
including human infants . 56
including human language . 53
including human remains . 66
including human society . 148
including ionizing radiation . 95
including james madison . 72
including japan herself . 44
including jesus himself . 84
including latin america . 752
including legal counsel . 113
including lenin himself . 51
including liver failure . 43
including mailing charges . 83
including major surgery . 44
including minor surgery . 44
including mount everest . 125
including older persons . 71
including older workers . 54
including panic attacks . 80
including party members . 67
including phone numbers . 65
including press freedom . 44
including press releases . 48
including queen victoria . 150
including renal failure . 103
including satan himself . 88
including serial numbers . 64
including small farmers . 52
including social behavior . 65
including social justice . 61
including social science . 137
including social studies . 105
including social support . 44
including social systems . 65
including social welfare . 60
including social workers . 310
including solar radiation . 46
including sound effects . 64
including staff members . 53
including thomas aquinas . 104
including trade secrets . 135
including uttar pradesh . 130
including water quality . 77
including white persons . 41
including women workers . 61
including working capital . 238
incomes below poverty . 58
incomes would increase . 63
incomes would suggest . 50
increase after puberty . 43
increase blood glucose . 489
increase brand loyalty . 181
increase gross margins . 47
increase group cohesion . 270
increase helping behavior . 58
increase human capital . 288
increase human freedom . 123
increase human suffering . 159
increase human welfare . 211
increase image quality . 53
increase joint profits . 289
increase local content . 95
increase local control . 195
increase organ donation . 82
increase packing density . 48
increase quite rapidly . 668
increase racial tensions . 81
increase rather rapidly . 329
increase rather sharply . 112
increase royal revenue . 42
increase rural incomes . 225
increase sales revenue . 293
increase serum calcium . 193
increase social capital . 248
increase social cohesion . 237
increase social control . 77
increase social justice . 255
increase social support . 233
increase social tensions . 88
increase social utility . 181
increase social welfare . 2245
increase state control . 93
increase state revenue . 278
increase store traffic . 535
increase study behavior . 42
increase total profits . 390
increase total revenue . 1762
increase total utility . 692
increase total welfare . 334
increase toxic effects . 113
increase voter turnout . 918
increase water storage . 44
increase working capital . 848
increase world tensions . 89
increase world welfare . 143
increasing alloy content . 102
increasing anode voltage . 82
increasing blood glucose . 65
increasing boron content . 61
increasing brand loyalty . 83
increasing drain voltage . 131
increasing every instant . 66
increasing fiber content . 116
increasing fiber diameter . 59
increasing fibre content . 64
increasing field strengths . 100
increasing human capital . 121
increasing human freedom . 43
increasing human numbers . 88
increasing human welfare . 126
increasing laser fluence . 101
increasing local content . 186
increasing local control . 44
increasing local taxation . 41
increasing metal content . 75
increasing money incomes . 49
increasing motor traffic . 165
increasing packing density . 44
increasing plant density . 303
increasing power demands . 82
increasing power density . 111
increasing pulse duration . 70
increasing quite rapidly . 326
increasing racial tensions . 157
increasing rather rapidly . 198
increasing renal failure . 72
increasing rural incomes . 114
increasing rural poverty . 90
increasing sales revenue . 52
increasing social capital . 93
increasing social cohesion . 54
increasing social concern . 51
increasing social contact . 47
increasing social control . 146
increasing social demands . 148
increasing social justice . 103
increasing social problem . 122
increasing social support . 117
increasing social tensions . 323
increasing social welfare . 226
increasing solar radiation . 63
increasing state control . 451
increasing state revenue . 84
increasing state support . 87
increasing store traffic . 65
increasing sugar content . 46
increasing total revenue . 67
increasing total utility . 40
increasing trade deficit . 360
increasing trade surplus . 53
increasing urban poverty . 50
increasing voter turnout . 142
increasing water content . 1148
increasing water deficit . 57
increasing water demands . 116
increasing working capital . 109
incur extra charges . 68
incur extra expense . 66
incurring extra expense . 82
index crime arrests . 45
index fingers together . 412
index which follows . 61
index would suggest . 52
induced acute dystonia . 197
induced asthma attacks . 144
induced bending moments . 63
induced crack closure . 339
induced extra current . 41
induced growth failure . 51
induced liver diseases . 140
induced liver failure . 220
induced mouse leukemia . 58
induced panic attacks . 918
induced point defects . 202
induced price increase . 85
induced renal failure . 1482
