idea carried into practice 63
ill effects been confined 61
ill effects from exposure 153
ill effects from prolonged 42
ill effects have followed 114
ill effects have occurred 42
ill effects have resulted 100
ill effects were apparent 64
ill effects were observed 482
ill effects were produced 125
ill effects were reported 82
ill effects were severely 58
ions released from embedded 68
ions resulting from electron 53
its absence more apparent 43
its absence seem slovenly 63
its adoption into immortal 130
its advance upon richmond 67
its affairs were directed 139
its ancient name unchanged 61
its answers were returned 102
its arrival were complete 71
its aspects more tragical 51
its attacks upon elizabeth 79
its attacks were directed 61
its behavior upon withdrawing 42
its blessings were achieved 47
its borders must approach 58
its borders were enlarged 49
its borders were extended 55
its buildings were designed 73
its buildings were occupied 52
its capital were increased 49
its captain some distance 53
its central asian partners 51
its central axis parallel 144
its central bank functions 65
its central part consists 44
its closest living relative 278
its command over economic 72
its concern over possible 47
its content from tradition 48
its content other elements 50
its control during nutrient 51
its control over american 179
its control over business 134
its control over commerce 171
its control over critical 42
its control over cultural 61
its control over currency 64
its control over domestic 157
its control over economic 429
its control over education 594
its control over elections 74
its control over finances 94
its control over financial 125
its control over industry 215
its control over interest 105
its control over internal 120
its control over manchuria 121
its control over military 112
its control over monetary 162
its control over politics 88
its control over property 87
its control over railroad 49
its control over religious 136
its control over resource 102
its critics have declared 43
its critics have supposed 55
its current form provides 59
its current star formation 72
its debates were scantily 45
its decision into execution 46
its decision making authority 46
its decrees into execution 108
its decrees were executed 55
its defects were remedied 75
its defects were supplied 60
its demands were accepted 60
its demands were rejected 65
its density must obviously 42
its descent into darkness 61
its designs into execution 57
its dimness over pitfalls 76
its division into branches 84
its division into chapters 243
its division into counties 81
its division into distinct 133
its division into internal 48
its division into numerous 177
its division into segments 94
its division into separate 509
its division into terminal 51
its divorce from humanity 49
its dominion over scotland 43
its dominion will continue 51
its dwindling gold reserves 43
its earliest acts provided 91
its economy will continue 47
its editors were arrested 52
its effects during sickness 51
its effects have extended 54
its effects have remained 50
its effects have subsided 43
its effects more sensible 50
its effects upon american 287
its effects upon animated 45
its effects upon business 67
its effects upon children 229
its effects upon commerce 102
its effects upon domestic 80
its effects upon economic 222
its effects upon education 70
its effects upon humanity 80
its effects upon industry 69
its effects upon personal 72
its effects upon property 46
its effects upon resource 56
its effects upon students 66
its effects were apparent 133
its effects were confined 219
its effects were decisive 41
its effects were destined 69
its effects were dramatic 40
its effects were enormous 55
its effects were immediate 155
its effects were manifest 108
its effects were mournful 43
its effects were negative 49
its effects were observed 63
its effects were powerful 55
its effects were probably 85
its effects were produced 89
its effects were profound 136
its effects were salutary 91
its effects were scarcely 64
its effects were severely 45
its effects were somewhat 68
its effects were speedily 76
its effects were terrible 49
its effects when combined 43
its effects will continue 192
its effects will probably 116
its effects will therefore 105
its efforts have resulted 44
its efforts into developing 66
its efforts were confined 84
its efforts were directed 742
its efforts were employed 68
its efforts were hampered 116
its efforts were rewarded 111
its efforts were silently 41
its efforts were unavailing 122
its enemies have declared 40
its erection from maternal 304
