ice sheet which deposited 63
idea first found expression 80
idea which finds expression 271
idea which found expression 171
idea which later developed 60
idea which others entertain 58
idea which takes possession 64
idea which would accompany 131
idea which would certainly 53
idea which would naturally 125
its action after absorption 115
its author would certainly 61
its basic social structure 130
its broad green framework 42
its broad sweep prohibits 46
its changing social structure 62
its chief merit consisted 94
its chief value consisted 88
its child labor provisions 60
its civil power paralyzed 56
its click event procedure 253
its color never reflected 42
its crude steel production 56
its field winding connected 121
its final stage backwards 65
its first awful syllables 91
its first black executive 54
its first black president 694
its first brief appearance 52
its first chief executive 723
its first class graduated 115
its first daily newspaper 125
its first faint appearance 41
its first faint suggestion 40
its first field secretary 62
its first fully automatic 43
its first grand principle 72
its first issue contained 45
its first issue published 81
its first known appearance 490
its first major appearance 230
its first major commercial 74
its first major depression 47
its first major electoral 102
its first major encounter 44
its first major engagement 140
its first major exhibition 105
its first major expression 173
its first major industrial 59
its first major initiative 97
its first major objective 195
its first major offensive 571
its first major political 237
its first major production 72
its first major statement 116
its first major successes 113
its first major tributary 41
its first major undertaking 116
its first major victories 56
its first meeting appointed 64
its first meeting determine 100
its first meeting establish 94
its first meeting september 106
its first mover advantage 93
its first negro president 84
its first really effective 59
its first really important 62
its first space satellite 326
its first stage production 139
its first state convention 372
its first timid appearance 78
its first trade agreement 160
its first vicar apostolic 64
its first woman president 839
its first woman professor 64
its first women graduates 41
its fixed inner structure 51
its focal point coincides 44
its fresh water resources 43
its fully owned subsidiary 196
its gaunt frame advertising 88
its genus would naturally 48
its ghost story connected 44
its growing black population 43
its growing urban population 99
its growth under conditions 54
its hunger never satisfied 42
its image after refraction 74
its issue dated september 68
its kingdom under ferdinand 45
its large black population 927
its large cuban population 47
its large greek population 100
its large human population 40
its large indian population 479
its large irish population 138
its large negro population 439
its large rural population 177
its large scale production 148
its large slave population 168
its large stone fireplace 105
its large trade surpluses 57
its large urban population 153
its later period completes 57
its leader louis farrakhan 42
its legal sense comprises 211
its limbs after yesterday 55
its local phone companies 99
its newly hired employees 46
its option under subsection 55
its order pending appellate 58
its outer shell electrons 173
its parts enjoy happiness 77
its parts taken severally 51
its people found themselves 77
its place quite naturally 160
its power under paragraph 119
its power under subsection 129
its rapid growth throughout 50
its rapid spread throughout 374
its right flank protected 149
its rigid class structure 116
its rigid social hierarchy 42
its rigid social structure 91
its routing table accordingly 76
its search after knowledge 273
its seething breast flickered 193
its shape which resembles 50
its share price plummeted 49
its small black population 87
its small white population 95
its social class structure 78
its solid angles truncated 115
its stock price plummeted 78
its swans fades ominously 44
its terms gives assurance 799
its terms would certainly 40
its total urban population 89
its total white population 58
its total working population 98
its truly human character 62
its upper region presented 52
its value would depreciate 46
its water power resources 146
its water vapor condenses 740
its white walls decorated 51
its whole again throughout 118
its whole happy population 379
its whole social structure 129
its whole white population 68
its working class character 71
its working class population 64
its worst forms prevailed 68
its worst moods reasonable 91
