game his 44 gaps them 41
gave all 135 gave his 83
gave his 93 gave his 103
gave his 162 gave this 109
gave this 57 gave her 104
gave his 782 gave its 159
gave this 129 gave his 53
gave any 103 gave her 80
gave his 238 gave how 58
gave its 121 gave that 67
gave them 93 gave this 300
gave his 67 gave this 84
gave any 132 gave being 197
gave his 94 gave its 41
gave that 100 gave this 42
gave how 62 gave any 99
gave his 72 gave this 80
gave his 87 gave his 55
gave this 85 gave his 50
gave her 85 gave his 226
gave its 71 gave one 65
gave that 112 gave this 522
gave two 63 gave his 53
gave this 125 gave all 96
gave his 60 gave his 110
gift old 56 girl her 42
girl him 65 girl her 48
girth that 63 give war 109
give his 77 give his 45
give this 114 give his 67
give his 64 give this 71
give this 62 give each 44
give his 52 give this 308
give all 94 give this 194
give this 103 give his 61
give this 53 give his 564
give its 68 give this 387
give this 47 give how 52
give this 273 give this 71
give his 63 give how 65
give its 70 give this 157
give his 198 give his 44
give his 59 give this 80
give his 128 give its 86
give one 165 give our 153
give this 145 give his 49
give his 66 give our 106
give this 84 give any 92
give his 66 give how 108
give its 53 give them 126
give this 401 give any 255
give this 138 give any 93
give being 60 give his 43
give how 68 give that 45
give each 48 give god 80
give him 133 give our 40
give thee 245 give you 161
give all 63 give all 96
give any 61 give this 57
give all 181 give any 71
give both 59 give each 94
give her 77 give his 245
give its 82 give our 67
give them 65 give this 636
give our 42 give his 41
give this 47 give his 88
give his 77 give using 46
give all 77 give any 81
give her 48 give his 172
give how 61 give its 79
give that 44 give them 63
give this 520 give his 59
give this 208 give all 199
give and 62 give any 691
give each 131 give her 81
give his 327 give how 156
give its 195 give new 81
give one 474 give our 143
give that 181 give them 266
give this 3125 give two 294
give any 46 give his 76
give one 152 give this 175
give any 90 give one 51
give this 50 giving his 43
giving his 44 giving any 40
giving his 61 giving how 55
giving this 49 giving her 70
giving that 70 giving his 55
giving his 81 giving all 48
giving her 64 giving his 134
giving this 40 giving this 133
giving all 126 giving any 166
giving each 64 giving her 87
giving his 224 giving how 74
giving its 198 giving one 155
giving our 70 giving that 75
giving them 65 giving this 333
giving one 52 giving any 41
good him 40 good thee 46
good this 46 good use 103
good his 50 good long 45
good this 86 good fit 46
good that 106 good use 53
good his 48 good his 46
good them 69 good bad 77
good not 52 gray two 88
great may 64 great two 101
great him 81 great this 69
great you 48 great its 50
great had 46 great and 66
great one 54 great was 124
great this 98 great her 180
great his 80 great his 49
great its 94 great men 100
great all 67 great him 40
great his 169 great this 41
great you 42 great him 47
great each 51 great one 53
great its 62 great lie 41
great all 45 great this 68
great this 66 great real 48
great pay 68 great his 42
great this 108 great any 114
great this 49 great him 70
