game has a unique nash 248
game with a broken nose 84
game with a rubber ball 107
game with a tennis ball 59
gave for a moment some 48
gave her a better view 91
gave her a bitter look 74
gave her a bloody nose 93
gave her a boyish grin 250
gave her a boyish look 79
gave her a brooding look 81
gave her a casual wave 71
gave her a chaste kiss 281
gave her a cheeky grin 162
gave her a cheery wave 128
gave her a chilling look 51
gave her a closer look 291
gave her a credit card 103
gave her a curious look 1883
gave her a deadpan look 55
gave her a defiant look 81
gave her a direct look 355
gave her a dollar bill 103
gave her a double take 47
gave her a dressing down 45
gave her a dubious look 413
gave her a fierce kiss 62
gave her a fierce look 255
gave her a fleeting kiss 50
gave her a frosty look 55
gave her a frowning look 128
gave her a furious look 165
gave her a gentle kiss 571
gave her a gentle look 69
gave her a gentle peck 44
gave her a gentle push 1159
gave her a gentle slap 93
gave her a glance from 48
gave her a glance full 83
gave her a guided tour 120
gave her a guilty look 86
gave her a hooded look 69
gave her a hunted look 40
gave her a jaunty wave 103
gave her a kindly look 153
gave her a letter from 425
gave her a little book 111
gave her a little food 49
gave her a little gift 61
gave her a little girl 48
gave her a little gold 165
gave her a little grin 95
gave her a little half 124
gave her a little help 65
gave her a little hope 96
gave her a little kick 52
gave her a little kiss 517
gave her a little milk 56
gave her a little more 1193
gave her a little peace 45
gave her a little peck 146
gave her a little poke 50
gave her a little push 3433
gave her a little room 43
gave her a little slap 108
gave her a little swat 44
gave her a little talk 42
gave her a little time 327
gave her a little twinge 42
gave her a little wave 1437
gave her a little wine 118
gave her a little wink 215
gave her a measuring look 241
gave her a menacing look 76
gave her a narrow look 202
gave her a pained look 981
gave her a piercing look 967
gave her a pleased look 44
gave her a pretty good 134
gave her a pretty hard 57
gave her a quelling look 441
gave her a rakish grin 157
gave her a rueful grin 364
gave her a rueful look 327
gave her a savage look 48
gave her a scolding look 171
gave her a screen test 210
gave her a searching look 3637
gave her a second look 354
gave her a second shot 41
gave her a second wind 41
gave her a serious look 419
gave her a severe beating 568
gave her a severe look 296
gave her a severe stab 94
gave her a shrewd look 713
gave her a sickly grin 44
gave her a signed copy 41
gave her a silver bell 95
gave her a silver coin 44
gave her a sleeping pill 207
gave her a slight grin 50
gave her a slight push 237
gave her a slight wave 59
gave her a sloppy kiss 48
gave her a smacking kiss 849
gave her a solemn look 154
gave her a solemn wink 44
gave her a somber look 63
gave her a sounding kiss 217
gave her a special gift 75
gave her a special kind 65
gave her a special treat 55
gave her a steely look 85
gave her a strange look 2029
gave her a sudden grin 49
gave her a sullen look 124
gave her a tender kiss 647
gave her a tender look 261
gave her a vicious kick 56
gave her a violent blow 152
