gain own 49 gain are 204
gall cup 60 gave day 81
gave this 67 gave his 49
gave lip 318 gave they 44
gave did 59 gave meat 56
gaze with 47 gaze with 40
gets get 62 gets his 135
gets head 69 gets head 88
gets his 69 girl age 43
girl saw 60 girl was 202
girl own 193 girl her 61
girl own 70 girl out 77
girl her 75 girl head 81
girl and 46 girl with 43
girl who 66 give are 53
give his 52 give lip 270
give meat 87 give now 107
give one 56 give was 53
give are 58 give all 59
give that 291 giving lip 149
giving for 45 glow with 45
goal had 66 goal thin 49
gods then 51 gold one 66
gold lap 41 gold put 42
gone any 62 gone than 60
gone him 47 gone any 56
gone fear 171 gone path 44
gone her 65 gone him 106
gone bad 49 gone his 53
gone and 249 gone one 1200
gone ten 40 gone two 162
gone and 52 gone had 48
gone thin 585 gone did 54
gone had 123 gone has 102
gone did 59 gone had 46
gone are 187 gone did 63
gone was 65 gone day 50
gone two 208 good who 46
good are 54 good are 57
good way 46 good not 52
good that 52 good off 87
good you 84 good not 72
good are 117 good that 42
good ate 51 good own 40
good are 45 good ale 43
good see 46 good them 56
good has 64 good are 58
good are 49 good are 47
good that 64 good get 42
good has 56 good for 84
good put 75 good are 71
good let 44 good not 78
good are 84 good you 71
good bid 46 good him 49
good are 41 good who 63
good any 42 good that 44
good way 85 good and 51
good for 131 good men 116
good our 41 good sit 101
good and 67 good now 90
gown arm 52 gown ears 45
gray them 45 gray with 56
great had 44 great that 268
great that 96 great met 86
great one 55 great yet 62
great with 47 great and 73
great him 45 great own 67
great for 79 great for 97
great now 66 great going 45
great head 98 great his 90
great are 64 great own 55
great own 53 great its 42
great any 47 great his 44
great joy 151 great put 46
great red 69 great this 53
great one 52 great are 131
great own 138 great being 186
great way 56 great own 62
great not 42 great own 48
great way 40 great each 44
great bring 53 great with 41
great earth 82 great had 75
great that 43 great had 43
great own 65 great lay 56
great new 69 great has 55
grow are 308 grow too 88
grow all 97 grow her 67
grow his 67 grow its 199
grow our 57 grow are 75
guns hot 68 guns with 98
