gaffs to be lowered down 87
gaining in the ancient city 43
gains in the following areas 57
gains in the popular vote 49
gains in the postwar years 47
gains of the postwar years 49
gains of the preceding years 73
gains of the previous three 74
gains of the previous years 120
gains to be accrued from 42
gains to be derived from 5500
gains to be enjoyed from 67
gains to be realized from 1395
gains to be secured from 130
gains to the acquiring firm 46
gains to the economy from 115
gales of the equinox went 62
gales of the southern ocean 117
games of the chicago cubs 45
gamut of the emotions from 55
ganglia at the anterior part 50
ganglia of the nervous cord 46
ganglia of the ventral cord 472
ganglia on the ventral side 47
gases in the chimney will 49
gases in the exhaust pipe 150
gases in the operating room 216
gases to be released from 41
gases to be removed from 50
gates in the northern wall 50
gates in the southern wall 87
gates in the western wall 61
gates of the ancient city 320
gates of the ancient town 49
gates of the barrack yard 51
gates of the blessed city 194
gates of the british fort 81
gates of the capital city 249
gates of the capital were 223
gates of the carlton club 212
gates of the citadel were 224
gates of the college were 57
gates of the convent were 192
gates of the country club 65
gates of the country were 133
gates of the emerald city 473
gates of the eternal city 1380
gates of the factory were 51
gates of the greatest city 53
gates of the heavenly city 713
gates of the imperial city 689
gates of the kremlin were 40
gates of the prisons were 84
gates of the temples were 50
gates of the vatican were 45
gates of the village were 85
gates on the northern side 58
gates on the outside were 40
gates on the southern side 56
gates on the western side 101
gates to be secured more 66
gather at the western wall 46
gather in the harvest from 40
gather in the harvest there 81
gauge by the present tone 56
gauge in the control room 62
gauge of the correct size 46
gazed on the funeral pomp 47
gazed on the picture till 105
gazed on the stately city 58
gazes at the candles when 123
genes of an allelic pair 128
genre of the gangster film 46
genre of the history play 416
genre of the written word 51
genus at the present time 111
germs of the diseases from 80
getting at the present time 137
getting in the strayed ones 48
getting is an inferior type 54
getting of the abraham into 43
getting up the subject like 58
ghost of my present self 45
ghost of the cardiff giant 78
ghost of the deceased from 104
ghost of the deceased will 46
giants of the bernese alps 61
gifts in the following years 41
gifts of the faithful were 58
gifts of the present hour 60
gifts to the college were 43
gifts to the deities were 49
gills on the ventral side 77
girls at the country club 114
girls at the maypole were 47
girls at the present time 125
girls in the carriage were 51
girls in the country have 47
girls in the country were 110
girls in the factory were 40
girls in the gallery will 53
girls in the kitchen were 72
girls in the student body 88
girls in the village have 56
girls in the village were 220
girls in the village will 44
girls of the country were 50
girls of the highest rank 116
girls of the present time 96
girls of the village came 42
girls of the village come 51
girls of the village have 87
girls of the village take 53
girls of the village used 61
girls of the village went 55
girls of the village were 322
girls of the village will 57
girls up to sixteen years 44
given as an average over 48
given as an example from 87
given as an example here 101
given as an example only 115
given as an extract from 104
given as an infusion over 195
given as an ordered pair 58
given as to exactly what 57
given as to matters such 99
given at an infusion rate 44
given at the command line 55
given at the correct time 163
given at the country club 115
given at the earliest sign 40
given at the eleventh hour 49
given at the extreme left 117
given at the masonic hall 46
given at the present time 1569
given by an average over 73
given by an equation like 173
given by an equation such 119
given by an extract from 65
given by an infusion pump 46
given by an ordered pair 75
given by an unknown hand 47
given by as follows from 73
given by it follows from 529
given by iv infusion over 86
given by the addition rule 56
