game reward 47 gave chance 54
gave chance 46 gave little 122
gave number 41 gave gentle 205
gave little 359 gave slight 44
gave vicious 44 gave moment 47
gave defiant 69 gave gentle 50
gave little 1843 gave rueful 47
gave slight 412 gave violent 90
gave little 84 gave moment 52
gave feeble 45 gave moment 232
gave sudden 54 gave glance 49
gave little 207 gave moment 245
gave gentle 162 gave little 457
gave slight 46 gave signal 75
gave barely 63 gave little 910
gave rueful 90 gave slight 371
gave violent 108 gave chance 40
gave chance 42 gave letter 53
gave ransom 61 gave severe 57
gave chance 58 gave should 66
gave chance 217 gave common 42
gave dinner 72 gave little 110
gave chance 91 gave little 84
gave basket 44 gave bottle 59
gave cookie 40 gave couple 58
gave dollar 279 gave little 436
gave nickel 47 gave shilling 48
gave silver 56 gave ticket 57
gave glance 41 gave moment 80
gave thought 44 gave filled 56
gave moment 710 gave sudden 189
gave violent 50 gave feeble 41
gaze moment 108 gazing moment 45
giant golden 155 gift reward 47
ginger cherry 43 girl should 70
girl tampon 100 girl formal 46
girl chance 44 girl pretty 86
girl shriek 60 girl moment 54
girl little 44 girl pretty 55
girl virgin 588 girl brother 66
girl little 643 girl severe 42
girl spirit 273 girl brother 57
girl little 55 girl fellow 183
girl friend 360 girl little 217
girl member 335 girl victim 54
girl virgin 291 give chance 46
give chance 75 give chance 174
give chance 128 give chance 257
give little 98 give number 124
give unique 126 give little 78
give better 44 give chance 59
give little 50 give signal 85
give little 42 give chance 44
give little 49 give chance 48
give chance 164 give little 67
give better 288 give chance 231
give decent 54 give higher 46
give little 57 give proper 88
give chance 81 give chance 51
give little 42 give better 53
give chance 51 give chance 64
give higher 48 give better 68
give chance 507 give common 92
give highly 104 give lesson 40
give little 144 give chance 233
give greater 268 give little 69
give little 158 give dollar 145
give little 177 give fuller 85
give dollar 129 give moment 65
give chance 74 give chance 125
give chance 208 give chance 140
give figure 81 give result 85
give moment 879 give chance 218
give little 115 give chance 192
give little 63 give little 43
give slight 45 give dollar 50
give little 53 give moment 45
give chance 211 giving chance 61
giving chance 65 giving little 57
giving number 57 giving unique 50
giving gentle 45 giving little 81
giving gentle 102 giving little 199
giving narrow 68 giving gentle 44
giving little 110 giving moment 45
giving twitch 95 giving little 126
giving slight 69 giving sudden 100
giving chance 42 giving chance 41
giving chance 101 giving common 58
giving chance 60 giving manner 42
giving little 92 giving moment 108
glad chance 51 glad little 67
glad chance 68 glad chance 249
gleam letter 121 gone moment 67
gone should 45 gone moment 54
gone couple 74 gone little 72
gone moment 42 gone couple 45
gone friend 90 gone moment 46
gone couple 160 gone little 463
gone minute 383 gone moment 563
gone ramble 62 gone second 102
gone stroll 722 gone couple 154
gone design 44 gone friend 566
gone number 81 gone little 43
good friend 131 good little 140
good should 185 good little 47
good window 42 good picnic 393
good little 57 good should 41
good moment 78 good couple 199
good family 47 good little 53
good number 126 good parent 59
good person 144 good series 42
good teacher 84 good should 88
good better 148 good decent 106
good family 91 good secure 51
good client 48 good decent 42
good future 189 good clever 164
good decent 46 good devout 159
good friend 610 good learned 62
good patriot 118 good useful 228
good wicked 63 good zealous 43
good little 55 good useful 67
good bottle 318 good couple 45
good decent 42 good little 57
good couple 45 good starving 44
good chance 40 good curate 473
good moment 70 good person 81
good teacher 54 gray kindly 59
great harbor 55 great greater 45
great joyous 69 great picnic 185
great little 156 great number 61
great person 101 great should 115
great little 84 great should 85
great friend 46 great genius 124
great little 80 great mighty 57
great patriot 57 great prince 109
great priest 48 great little 43
great talked 179 great little 63
great native 55 great sounding 60
great wished 127 great little 44
great moment 543 great second 42
great seafaring 47 grew moment 64
grew wonder 55 grew moment 40
