gap shelf 90 gap carry 44
gar sense 62 gas state 49
gas state 45 gas state 44
gas state 149 gas which 41
gas state 124 gear place 49
get ellen 50 get plans 46
get would 120 get notion 61
get wetting 49 get anything 85
get sleep 50 get share 73
get cutting 63 get breaking 63
get after 43 get fixed 79
get flowing 75 get until 74
get place 41 get again 121
get quite 48 get after 62
get about 557 get round 43
get eight 49 god world 43
goes thirty 93 goes change 53
goes anything 65 goes kingdom 174
goes about 58 goes daily 56
goes every 191 goes state 60
goes place 46 goes really 116
going speed 70 going speed 115
going would 101 going fifty 44
going thirty 99 going study 68
going months 40 going creating 49
going about 95 going favor 75
going about 40 going kissing 49
going house 67 going morning 70
going rather 62 going knowing 88
going money 131 going drink 229
going after 78 going again 46
going until 151 going again 44
going again 91 going napping 45
going short 94 going money 325
going sleep 126 going today 50
going rough 57 going tired 86
going about 582 going which 54
going today 73 going until 130
going waiting 171 going while 67
going about 100 going place 54
going every 93 going heathen 44
going after 102 going would 50
going hands 300 going woman 54
going spoil 100 going stand 74
going touch 81 going visit 137
going under 91 going story 65
going stone 61 going speaking 41
going about 3827 going awful 83
going civil 96 going funny 116
going nasty 120 going quite 112
going rather 75 going really 146
going sharp 51 going silly 129
going smart 134 going which 585
going first 43 going woman 203
going women 56 going about 48
going feeling 44 going waiting 801
going while 233 going apart 43
going where 50 going first 90
got truck 74 got would 55
got hooking 52 got about 75
got after 53 got fixed 72
got delay 101 got issue 49
got about 162 got every 73
got about 240 got about 135
got sense 85 got aloud 50
got after 60 got about 42
got again 42 got round 128
got about 67 got about 1043
got again 51 got round 762
got under 69 got water 55
got aside 52 got about 116
got began 48 got moved 67
got about 104 got about 868
got round 449 got while 58
got about 8808 got after 226
got again 169 got alone 50
got naked 155 got right 419
got round 1362 got looking 56
got drink 46 got morning 53
