keel were enjoying an 53
keen eyes around the 132
keen eyes behind the 49
keen eyes caught the 164
keen eyes failed to 43
keen eyes looked at 47
keen eyes picked up 74
keen eyes rested on 231
keen eyes scanning the 139
keen eyes searching the 172
keen eyes seemed to 201
keen eyes sweeping the 65
keen eyes watching the 50
keen hearing picked up 99
keen mind struck the 44
keen nose caught the 49
keen rays athwart the 69
keen sail before the 64
keep adding layers of 57
keep asking myself as 107
keep asking myself if 685
keep asking myself is 194
keep asking myself the 190
keep asking whether the 48
keep away before the 58
keep back copies of 54
keep back enough to 54
keep back issues of 308
keep beating around the 63
keep beating myself up 48
keep body fluids in 75
keep body weight at 44
keep busy around the 66
keep busy enough to 80
keep calm enough to 76
keep came tripping by 109
keep clean without the 46
keep clear before us 50
keep coming across the 138
keep coming around so 40
keep coming around to 119
keep coming closer to 45
keep coming through the 128
keep cool enough to 157
keep cows instead of 41
keep down behind the 53
keep down levels of 52
keep down losses in 45
keep down prices at 46
keep down prices by 85
keep down prices in 111
keep down prices of 158
keep down prices to 158
keep even enough of 73
keep ever before me 86
keep ever before the 287
keep ever before us 532
keep ever clearly in 54
keep evil forces at 55
keep faith unless the 43
keep farm prices at 86
keep farm prices up 285
keep file copies of 57
keep fire through the 42
keep food prices at 73
keep food prices in 72
keep four points in 98
keep from admiring the 76
keep from alarming the 78
keep from alerting the 46
keep from appearing to 60
keep from arousing the 58
keep from becoming an 209
keep from becoming the 232
keep from bleeding to 97
keep from blocking the 76
keep from blurting it 79
keep from blushing at 43
keep from building up 73
keep from catching the 86
keep from checking it 64
keep from clapping of 42
keep from climbing to 79
keep from cracking up 613
keep from crashing to 48
keep from crossing the 150
keep from crushing the 127
keep from damaging the 384
keep from dividing the 45
keep from dragging the 51
keep from dripping on 40
keep from dropping it 331
keep from dropping the 254
keep from dropping to 92
keep from drowning as 40
keep from drowning by 42
keep from drowning in 1598
keep from dwelling on 686
keep from entering the 91
keep from exposing the 58
keep from flooding the 41
keep from focusing on 177
keep from freezing at 63
keep from freezing by 164
keep from freezing in 786
keep from freezing on 115
keep from freezing to 3329
keep from freezing up 53
keep from giggling as 147
keep from giggling at 108
keep from glancing at 260
keep from glancing up 43
keep from grabbing the 198
keep from grasping the 42
keep from grinning as 107
keep from grinning at 160
keep from groaning as 41
keep from imposing on 109
keep from inhaling the 213
keep from injuring the 101
keep from knocking the 199
keep from laughing as 1605
keep from laughing at 5968
keep from laughing if 174
keep from laughing in 1441
keep from laughing on 42
keep from laughing or 89
keep from laughing so 99
keep from laughing the 56
keep from laughing to 79
keep from meddling in 100
keep from noticing the 143
keep from pouncing on 43
keep from pounding the 60
keep from preaching at 94
keep from punching the 75
keep from repeating it 58
keep from repeating the 184
keep from revealing the 95
keep from scraping the 46
keep from screaming as 516
keep from screaming at 516
keep from screaming in 307
keep from screaming or 58
keep from screwing up 46
keep from shouting at 374
keep from shouting in 86
keep from shouting it 101
keep from shouting the 82
keep from slamming the 78
keep from slapping the 92
keep from slipping as 96
keep from slipping in 157
keep from slipping on 581
keep from slipping to 80
keep from smashing the 49
keep from smelling the 91
keep from smudging the 42
keep from snapping at 186
keep from sneering at 50
keep from sounding as 57
keep from spending it 61
keep from spending the 55
keep from spilling it 163
keep from spilling the 298
keep from spitting in 48
keep from spitting it 41
keep from spitting on 46
keep from spoiling the 127
keep from spooking the 60
keep from spreading the 166
keep from staining the 41
keep from standing up 113
keep from starving by 67
keep from starving in 81
keep from starving or 67
keep from starving the 94
keep from starving to 1462
keep from stepping in 236
keep from stepping on 1620
keep from sticking to 118
keep from stirring up 79
keep from stopping the 49
keep from storming it 83
keep from striking the 160
keep from touching it 116
keep from touching me 53
keep from touching the 360
keep from tripping on 495
keep from tumbling to 125
keep from twenty to 239
keep from uttering the 183
keep from violating the 343
keep from vomiting as 42
keep from watching the 135
keep from wounding the 48
keep from wrecking the 51
keep from yielding to 154
keep full record of 73
keep giving visions of 63
keep good lights in 50
keep great bodies of 87
keep great flocks of 101
keep great meetings at 47
keep great stocks of 47
keep hanging around the 104
keep hard copies of 186
keep having visions of 70
keep heading toward the 107
keep hearing rumors of 51
keep heart disease at 55
keep high levels of 138
keep just beyond the 61
keep just enough of 127
keep just enough to 113
keep just inside the 63
keep live devils on 88
keep making changes in 45
keep making changes to 57
keep mary stuart in 43
keep more abreast of 58
keep more cattle on 41
keep more clearly in 247
keep more troops in 87
keep more weight on 46
keep moving across the 129
keep moving around in 107
keep moving around so 146
keep moving around the 356
keep moving around to 78
keep moving before the 56
keep moving closer to 97
keep moving instead of 47
keep moving through the 750
keep moving toward it 128
keep moving toward the 1735
keep much better if 219
keep much better in 297
keep much closer to 412
keep only enough of 45
keep only enough to 156
keep open access to 106
keep open through the 52
keep other nations at 47
keep other nations in 56
keep over winter in 45
keep pace through the 49
keep peace amongst the 45
keep peace around the 69
keep peace inside the 88
keep peace through the 48
keep safe behind the 55
keep seeing myself in 66
keep some always by 65
keep some amount of 89
keep some aspect of 95
keep some assets in 50
keep some clothes on 46
keep some clothes to 48
keep some degree of 573
keep some forces in 47
keep some little of 59
keep some measure of 449
keep some memory of 152
keep some plants in 42
keep some portion of 415
keep some record of 943
keep some starch in 46
keep some strength in 44
keep some tension on 108
keep some traces of 51
keep some troops in 107
keep some weight on 45
keep south africa in 248
keep south africa on 45
keep such changes to 86
keep such crossing in 47
keep such errors to 75
keep such feelings to 82
keep such losses to 40
keep such papers in 51
keep such person in 120
keep such person or 51
keep such portion of 100
keep such record in 52
keep such record of 86
keep their access to 91
keep their actions in 91
keep their agents in 57
keep their allies in 72
keep their armies at 118
keep their armies in 275
keep their armies on 72
keep their assets in 345
keep their babies at 65
keep their babies in 230
keep their babies on 64
keep their babies or 97
keep their babies to 60
keep their belief in 109
keep their bodies as 328
keep their bodies at 279
keep their bodies in 1559
keep their bowels in 54
keep their brains in 85
keep their cattle at 91
keep their cattle in 589
keep their cattle on 186
keep their center of 91
keep their charge in 47
keep their charts up 309
keep their church in 46
keep their claims in 42
keep their clothes in 288
keep their clothes on 1786
keep their copies of 115
keep their course in 98
keep their course to 52
keep their courts in 91
keep their crowns on 73
keep their doubts to 259
keep their energy up 273
keep their engines in 97
keep their family in 104
keep their feathers in 162
keep their feelings in 197
keep their feelings of 126
keep their feelings to 1266
keep their fences in 106
keep their fields in 92
keep their findings to 70
keep their fleets in 63
keep their flocks in 213
keep their flocks on 47
keep their forces at 121
keep their forces in 469
keep their forces on 104
keep their gloves on 85
keep their grades up 592
keep their ground as 113
keep their ground in 370
keep their ground on 61
keep their guards up 43
keep their holdings in 128
keep their holdings of 44
keep their horses at 175
keep their horses in 596
keep their horses on 109
keep their horses so 49
keep their horses to 99
keep their houses as 166
keep their houses at 57
keep their houses in 780
keep their houses or 168
keep their intake of 61
keep their leaders in 147
keep their levels of 94
keep their lights on 251
keep their losses to 100
keep their methods of 56
keep their misery to 81
keep their morale up 515
keep their motions in 128
keep their nerves in 75
keep their nerves so 73
keep their number as 55
keep their number at 58
keep their number in 65
keep their number of 45
keep their number to 115
keep their offers to 68
keep their office in 57
keep their opinion to 132
keep their output at 64
keep their papers as 380
keep their papers in 107
keep their passion at 75
keep their peoples in 76
keep their places as 322
keep their places at 295
keep their places by 148
keep their places in 1598
keep their places of 263
keep their places on 323
keep their places or 44
keep their places so 86
keep their places up 111
keep their planes in 112
keep their plants at 41
keep their plants in 284
keep their plants up 88
keep their pledge of 84
keep their pledge to 189
keep their points of 48
keep their portion of 81
keep their powers in 147
keep their powers of 62
keep their prices as 223
keep their prices at 298
keep their prices in 261
keep their prices the 48
keep their prices up 428
keep their pupils in 98
keep their readers in 181
keep their record of 56
keep their rifles at 41
keep their rifles in 87
keep their rights of 81
keep their rights to 98
keep their rulers in 45
keep their sabbath on 132
keep their sanity by 52
keep their sanity in 116
keep their secret as 151
keep their secret so 126
keep their secret to 225
keep their senses in 63
keep their shares in 110
keep their shares of 52
keep their shirts on 748
keep their sights on 215
keep their skills at 65
keep their skills up 856
keep their slaves as 112
keep their slaves at 113
keep their slaves in 580
keep their slaves or 53
keep their sounds to 111
keep their standing in 109
keep their station in 134
keep their status as 521
keep their status in 51
keep their status of 44
keep their stilts on 41
keep their stocks at 52
keep their stocks in 137
keep their stocks of 102
keep their stocks up 42
keep their stores in 65
keep their stores of 67
keep their strength in 112
keep their strength up 988
keep their supply of 125
keep their swords in 132
keep their system in 49
keep their system of 61
keep their temper at 43
keep their temper in 54
keep their temper on 203
keep their tenets to 40
keep their tongues in 308
keep their troops at 143
keep their troops in 811
keep their troops on 93
keep their troops to 54
keep their values in 55
keep their virtue in 70
keep their voices at 55
keep their voices in 115
keep their voices up 192
keep their weapons as 43
keep their weapons at 153
keep their weapons in 372
keep their weight at 124
keep their weight in 98
keep their weight on 68
keep their weight to 46
keep their weight up 120
keep these assets in 41
keep these basics in 67
keep these caveats in 123
keep these changes in 125
keep these changes to 51
keep these clothes on 40
keep these copies in 41
keep these dangers in 54
keep these errors to 66
keep these events in 148
keep these feelings in 97
keep these feelings of 47
keep these feelings to 321
keep these findings in 95
keep these forces at 49
keep these forces in 257
keep these groups in 84
keep these images in 71
keep these indians in 290
keep these issues in 682
keep these issues on 45
keep these levels of 49
keep these limits in 41
keep these losses as 41
keep these losses at 50
keep these losses to 75
keep these options in 44
keep these organs in 92
keep these papers in 70
keep these pieces of 71
keep these places as 41
keep these places in 90
keep these plants in 134
keep these points in 3518
keep these points of 75
keep these powers in 46
keep these relics in 51
keep these stages in 54
keep these states in 63
keep these tribes in 40
keep these troops in 44
keep these values in 79
keep these weapons in 57
keep those already in 71
keep those feelings at 40
keep those feelings in 65
keep those feelings to 107
keep those forces in 62
keep those grades up 61
keep those kingdoms in 75
keep those points in 66
keep those powers in 49
keep those troops in 60
keep three copies of 41
keep three fourths to 142
keep three points in 322
keep three points of 69
keep true copies of 85
keep very clearly in 112
keep very little in 46
keep very little of 184
keep warm enough to 217
keep warm through the 236
keep well abreast of 412
keep well before the 46
keep well behind the 131
keep well beyond the 53
keep well closed up 459
keep well enough in 52
keep well enough to 257
keep well hidden in 125
keep well inside of 52
keep well inside the 86
keep well myself on 59
keep well posted as 46
keep well posted on 170
keep well through the 205
keep what belongs to 632
keep what little he 47
keep what little we 59
keep what seemed to 60
keep what should be 46
keep will depend on 62
keep your advice in 230
keep your advice to 314
keep your answer to 55
keep your assets in 69
keep your ballot in 86
keep your belief in 57
keep your bodies as 67
keep your bodies in 53
keep your brains in 80
keep your brother in 54
keep your budget in 153
keep your camera at 46
keep your camera in 155
keep your camera on 108
keep your career in 62
keep your career on 151
keep your center of 409
keep your clothes in 244
keep your clothes on 2218
keep your copies of 192
keep your course on 58
keep your credit in 79
keep your doubts to 224
keep your drawings in 46
keep your elbows as 40
keep your elbows at 94
keep your elbows in 547
keep your elbows on 66
keep your elbows to 54
keep your elbows up 45
keep your energy at 44
keep your energy in 58
keep your energy up 1109
keep your family in 246
keep your family on 70
keep your feelings in 158
keep your feelings of 57
keep your feelings to 800
keep your forces in 65
keep your friend in 72
keep your friend or 53
keep your garden in 96
keep your gloves on 179
keep your grades up 1324
keep your guests in 57
keep your helmet on 116
keep your horses in 72
keep your horses on 110
keep your images in 47
keep your intake of 321
keep your intake to 66
keep your jacket on 116
keep your letter as 117
keep your letter in 79
keep your letter on 103
keep your letter to 159
keep your levels of 50
keep your lights on 156
keep your losses to 91
keep your memory in 108
keep your memory of 60
keep your merits to 48
keep your morale up 228
keep your nephew as 88
keep your nerves in 68
keep your notions to 50
keep your number of 51
keep your office in 54
keep your opinion of 94
keep your opinion to 375
keep your papers in 200
keep your pecker in 139
keep your pecker up 1346
keep your pelvis in 155
keep your pencil in 41
keep your pencil on 45
keep your photos in 41
keep your pistol in 95
keep your plants in 158
keep your pledge to 68
keep your policy in 113
keep your powers of 70
keep your pupils in 47
keep your readers in 242
keep your readers on 58
keep your reasons to 45
keep your record in 42
keep your resume in 116
keep your resume on 1141
keep your resume to 212
keep your resume up 247
keep your sanity in 133
keep your secret as 380
keep your secret if 130
keep your secret so 41
keep your secret to 214
keep your shirts on 98
keep your shorts on 73
keep your sights on 491
keep your sister in 45
keep your skills up 313
keep your sorrow to 42
keep your spending in 69
keep your spirit in 62
keep your spirit up 127
keep your strength up 4707
keep your stuffing in 50
keep your supply of 98
keep your supply up 92
keep your system as 151
keep your system in 209
keep your system up 706
keep your target in 49
keep your temper if 58
keep your temper in 332
keep your tongues in 40
keep your troops in 64
keep your version of 41
keep your virtue or 82
keep your visions to 56
keep your wallet in 260
keep your weapons in 53
keep your weight as 151
keep your weight at 284
keep your weight in 394
keep your weight on 696
keep your weight to 51
keep your weight up 222
keep your wheels on 48
keep your wrists in 100
kept along through the 48
kept asking myself as 313
kept asking myself if 393
kept asking myself in 120
kept asking myself the 239
kept asking whether he 105
kept asking whether it 47
kept asking whether the 58
kept asking whether we 74
kept away before the 191
kept away through the 47
kept back behind the 123
kept back enough to 60
kept back through the 112
kept beating around the 64
kept busy around the 254
kept busy behind the 78
kept busy building the 53
kept busy carrying the 76
kept busy enough at 45
kept busy enough by 58
kept busy enough in 65
kept busy enough to 123
kept busy fighting the 104
kept busy guarding the 92
kept busy handling the 123
kept busy managing the 62
kept busy patching up 93
kept busy replying to 98
kept busy rounding up 64
kept busy scouring the 46
kept busy studying the 60
kept busy sweeping the 57
kept busy through the 204
kept busy visiting the 51
kept busy watching the 125
kept calm enough to 51
kept clean enough to 119
kept clean through the 107
kept clean without the 55
kept clear around the 89
kept clear through the 45
kept cold enough to 85
kept coming across the 358
kept coming around the 86
kept coming around to 276
kept coming before me 48
kept coming closer to 235
kept coming through the 508
kept coming through to 59
kept coming toward me 254
kept coming toward the 107
kept coming toward us 121
kept cool enough to 260
kept cool through the 48
kept deep enough to 110
kept down behind the 42
kept down through the 187
kept during winter in 107
kept edging closer to 111
kept edging toward the 83
kept ever before me 51
kept ever before my 44
kept ever before the 161
kept ever before us 89
kept firing through the 42
kept flying around the 122
kept flying through the 142
kept from access to 134
kept from adhering to 50
kept from appearing in 63
kept from assuming the 43
kept from becoming an 155
kept from becoming so 56
kept from becoming the 150
kept from breeding as 44
kept from christ by 62
kept from church by 75
kept from church to 76
kept from clotting by 204
kept from crossing the 268
kept from dragging by 64
kept from drowning by 49
kept from enjoying it 76
kept from enjoying the 101
kept from entering by 57
kept from entering the 1237
kept from errors in 55
kept from escaping by 129
kept from fainting by 217
kept from fighting by 49
kept from flight by 110
kept from flooding the 89
kept from freezing by 583
kept from freezing in 129
kept from freezing to 113
kept from injuring the 63
kept from injury by 52
kept from invading the 67
kept from laughing at 85
kept from liquor so 44
kept from marrying by 46
kept from meddling in 41
kept from office by 70
kept from prayer by 43
kept from pressing on 76
kept from pursuing by 77
kept from realizing the 45
kept from rotating by 222
kept from schism as 86
kept from school at 42
kept from school by 240
kept from school in 54
kept from school on 66
kept from school or 53
kept from school the 57
kept from school to 321
kept from settling by 76
kept from settling in 114
kept from shifting by 57
kept from sleeping by 104
kept from slipping by 388
kept from spoiling by 142
kept from spreading by 459
kept from spreading to 209
kept from starving by 395
kept from starving in 43
kept from starving or 59
kept from starving to 59
kept from sticking to 93
kept from stooping on 62
kept from straying by 70
kept from striking the 50
kept from sunset to 107
kept from swooping on 76
kept from touching by 119
kept from touching it 78
kept from touching the 626
kept from twelve to 63
kept from twenty to 57
kept from violent or 47
kept from visiting the 100
kept from worrying the 63
kept from yielding to 109
kept gazing through the 65
kept great armies in 51
kept great flocks of 53
kept great stores of 48
kept hanging around in 106
kept hanging around me 53
kept hanging around the 281
kept having visions of 239
kept heading toward the 145
kept hearing noises in 40
kept hearing rumors of 66
kept here instead of 67
kept hiding behind the 49
kept high enough so 341
kept high enough to 3157
kept high through the 79
kept just behind the 109
kept just beyond the 103
kept just enough of 79
kept just enough to 72
kept just inside the 252
kept leafing through the 109
kept like cattle in 55
kept making passes at 121
kept more abreast of 51
kept more clearly in 108
kept more firmly in 66
kept most blacks in 40
kept moving across the 368
kept moving around in 155
kept moving around on 44
kept moving around so 103
kept moving around the 1181
kept moving around to 74
kept moving closer to 262
kept moving slowly in 45
kept moving slowly on 47
kept moving slowly to 44
kept moving through it 50
kept moving through the 1848
kept moving toward it 52
kept moving toward me 61
kept moving toward the 1327
kept moving toward us 40
kept much before the 40
kept much better in 66
kept much closer to 273
kept only enough to 88
kept only through the 55
kept open across the 60
kept open around the 82
kept open before the 47
kept open behind the 42
kept open beyond the 96
kept open enough to 50
kept open except in 80
kept open should be 43
kept open through the 731
kept open without the 42
kept over winter in 423
kept pace behind the 41
kept pace beside me 60
kept pace beside the 112
kept pace through the 162
kept pacing around the 117
kept poking around in 43
kept racing around in 41
kept racing through my 560
kept racing through the 44
kept reading volume on 55
kept ready before the 52
kept riding around the 50
kept riding through the 49
kept rising before me 40
kept rising through the 133
kept rising toward the 43
kept safe behind the 45
kept safe inside the 44
kept safe through the 123
kept saying something to 145
kept saying through the 45
kept seeing images of 148
kept seeing myself as 96
kept seeing myself in 70
kept seeing visions of 105
kept shut except on 44
kept some degree of 117
kept some measure of 158
kept some memory of 50
kept some pieces of 57
kept some portion of 49
kept some record of 219
kept some traces of 83
kept some troops in 50
kept south africa in 64
kept step beside me 43
kept such doubts to 42
kept such feelings in 42
kept such feelings to 52
kept such jewels as 47
kept their armies in 113
kept their armies on 43
kept their assets in 57
kept their babies in 56
kept their belief in 127
kept their bodies as 281
kept their bodies in 190
kept their cattle at 54
kept their cattle in 242
kept their cattle on 119
kept their clothes in 234
kept their clothes on 953
kept their copies of 47
kept their course to 171
kept their credit in 46
kept their design so 61
kept their doubts to 212
kept their feelings in 72
kept their feelings to 521
kept their flocks by 50
kept their flocks in 80
kept their flocks of 61
kept their forces in 111
kept their gloves on 89
kept their grades up 47
kept their ground at 93
kept their ground by 56
kept their ground in 404
kept their ground no 68
kept their ground on 218
kept their ground so 145
kept their ground to 44
kept their holdings in 44
kept their horses at 234
kept their horses in 448
kept their horses on 44
kept their horses to 47
kept their houses in 169
kept their houses so 41
kept their images of 66
kept their lights on 131
kept their meetings in 52
kept their morale up 50
kept their nerves on 40
kept their opinion to 88
kept their places as 191
kept their places at 85
kept their places by 113
kept their places in 775
kept their places of 134
kept their places on 210
kept their places the 83
kept their pledge of 89
kept their pledge to 157
kept their prices at 62
kept their purity in 41
kept their readers in 50
kept their relays of 52
kept their rifles at 70
kept their rifles in 58
kept their rights to 60
kept their sabbath on 49
kept their sanity by 44
kept their secret as 52
kept their secret so 156
kept their secret to 224
kept their shares in 55
kept their shirts on 60
kept their sights on 267
kept their slaves at 121
kept their slaves in 151
kept their spirit of 41
kept their station at 167
kept their station in 96
kept their station on 96
kept their status as 109
kept their stores of 73
kept their supply of 53
kept their swords in 106
kept their tongues in 96
kept their troops in 557
kept their voices to 58
kept their weapons at 179
kept their weapons in 168
kept there before the 56
kept there beyond the 46
kept there instead of 46
kept there should be 93
kept there through the 174
kept these doubts to 103
kept these feelings to 226
kept these novels of 45
kept these points in 58
kept those beyond the 83
kept those doubts to 51
kept those feelings to 98
kept those forces to 73
kept vast flocks of 43
kept very clearly in 124
kept very firmly in 91
kept very little of 135
kept very secret by 100
kept very secret in 67
kept very simple in 123
kept very simple so 144
kept very simple to 86
kept warm enough by 64
kept warm enough in 46
kept warm enough to 674
kept warm through the 122
kept well abreast of 1051
kept well aerated by 44
kept well before the 158
kept well behind the 360
kept well beyond the 90
kept well cleared of 69
kept well closed up 443
kept well corked in 51
kept well enough to 60
kept well filled by 61
kept well greased or 78
kept well greased to 69
kept well hidden by 49
kept well hidden in 164
kept well inside the 112
kept well posted as 103
kept well posted by 46
kept well posted in 90
kept well posted on 335
kept well posted up 57
kept well through the 72
kept well toward the 42
kept what seemed to 48
kept wide enough to 94
kept will depend on 86
kept young master at 58
kept your clothes on 84
kept your feelings to 54
kept your letter of 71
kept your secret so 135
kept your secret to 53
keys back through the 62
keys from behind the 98
keys from inside the 42
keys giving access to 42
keys have arrows on 41
keys move through the 50
keys must always be 47
keys were already in 137
keys were handed to 259
keys were hidden in 53
keys were inside the 45
keys were issued to 42
keys were locked in 77
keys were needed to 98
keys were placed in 156
keys were placed on 58
keys were rattling in 48
keys were turned in 142
keys were turned on 43
keys will always be 70
keys will enable the 107
keys will result in 104
keys will unlock the 82
kick from behind the 47
kick hard enough to 310
kick high enough to 89
kids came around to 40
kids came through the 81
kids come through the 66
kids coming through the 58
kids fall through the 46
kids fell asleep in 56
kids from across the 337
kids from around the 438
kids from school at 46
kids from school in 50
kids from school on 40
kids from school or 95
kids from school to 158
kids from twelve to 46
kids hanging around at 43
kids hanging around in 69
kids hanging around on 46
kids hanging around the 409
kids have access to 345
kids have enough to 84
kids have learned the 64
kids have learned to 286
kids have picked up 78
kids have plenty of 178
kids have signed up 91
kids have something to 197
kids have taught me 80
kids into groups of 89
kids just looked at 78
kids just seemed to 50
kids just stared at 98
kids just wanted to 157
kids living across the 44
kids more likely to 97
kids most likely to 90
kids need someone to 97
kids need something to 94
kids only wanted to 46
kids play soccer in 50
kids threw stones at 95
kids walk through the 48
kids want something to 51
kids well enough to 148
kids went swimming in 47
kids went through the 119
kids were afraid of 446
kids were afraid to 211
kids were already at 75
kids were already in 303
kids were already on 63
kids were always in 127
kids were always on 47
kids were always the 61
kids were amazed at 63
kids were anxious to 136
kids were asleep in 151
kids were carrying on 42
kids were caught in 52
kids were caught up 47
kids were climbing the 47
kids were counting on 43
kids were engaged in 74
kids were enjoying the 65
kids were fighting in 40
kids were forced to 176
kids were jealous of 64
kids were killed by 73
kids were killed in 128
kids were laughing at 437
kids were likely to 107
kids were picked up 105
kids were placed in 104
kids were planning to 79
kids were pointing at 40
kids were raised by 66
kids were raised in 85
kids were raised on 107
kids were scared of 212
kids were scared to 137
kids were screaming at 54
kids were screaming in 81
kids were sleeping in 171
kids were sleeping on 115
kids were spending the 76
kids were standing at 70
kids were standing by 49
kids were standing in 178
kids were standing on 97
kids were standing up 40
kids were starting to 484
kids were swimming in 127
kids were taught to 173
kids were treated to 41
kids were tucked in 181
kids were unable to 54
kids were watching me 65
kids were watching the 110
kids were watching tv 137
kids were watching us 51
kids will always be 191
kids will likely be 44
kids will listen to 139
kids young enough to 113
kill from beyond the 60
kill from twenty to 239
kill game enough to 62
kill gray whales or 49
kill some animal or 71
kill some member of 88
kill some person or 42
kill their babies in 72
kill their babies or 41
kill their cattle in 135
kill their fathers in 50
kill their fathers or 255
kill their horses to 82
kill their slaves in 54
kill their slaves or 43
kill their victim by 76
kill time before the 455
kill what chance he 46
kill your brother or 42
kilo body weight in 126
kilo body weight is 187
kilo body weight of 153
kind also occurs in 102
kind best fitted to 103
kind best suited to 1417
kind brings before us 93
kind came before the 236
kind care should be 65
kind cast ashore on 47
kind come before the 43
kind ever formed in 48
kind ever gotten up 66
kind ever issued by 105
kind ever issued in 174
kind ever occurs in 44
kind ever passed by 70
kind ever passed in 48
kind ever staged in 84
kind eyes looked at 204
kind eyes seemed to 113
kind from another we 58
kind from denials of 51
kind from entering the 47
kind from leaders of 65
kind good friend the 74
kind have arisen by 69
kind have arisen in 136
kind have become so 128
kind have become the 57
kind have caused the 46
kind have failed to 66
kind have helped to 68
kind have little or 55
kind have little to 95
kind have played an 47
kind have proved to 86
kind have reached me 65
kind have reached the 91
kind have reached us 50
kind have tended to 158
kind have turned the 110
kind here spoken of 134
kind just before the 95
kind just spoken of 56
kind kiss before we 145
kind lady thought it 69
kind last spoken of 66
kind least likely to 131
kind lies behind the 46
kind made famous by 236
kind more common in 64
kind more likely to 491
kind more suited to 91
kind most common in 105
kind most likely to 994
kind most needed in 69
kind most obvious to 42
kind most suited to 109
kind most useful to 50
kind most valued in 48
kind much tasted at 125
kind must always be 905
kind must depend on 136
