karma is based upon 53
karma of brown folk 44
karma of human beings 59
keels of every kind 58
keels of which were 115
keels on either side 117
keeping an equal pace 40
keeping an extra copy 44
keeping an option open 47
keeping an uneasy peace 65
keeping as close into 63
keeping at first much 42
keeping in check such 45
keeping in check their 112
keeping in check those 110
keeping in check what 103
keeping in every case 40
keeping in order their 62
keeping in order these 54
keeping in order those 49
keeping in queen anne 117
keeping in stock most 122
keeping in touch during 69
keeping in touch from 57
keeping in touch more 89
keeping in touch over 212
keeping in touch when 89
keeping it alive during 76
keeping it alive when 68
keeping it aloof from 70
keeping it apart from 324
keeping it close will 51
keeping it looking good 66
keeping it under lock 298
keeping it under their 86
keeping it under your 97
keeping it within reach 199
keeping it within safe 40
keeping it within their 49
keeping it would have 67
keeping it would make 89
keeping me apart from 61
keeping me awake during 58
keeping me quite busy 45
keeping me under lock 69
keeping me under their 42
keeping me waiting here 54
keeping me waiting like 74
keeping my doors shut 49
keeping my hands away 47
keeping my hands busy 108
keeping my hands clean 53
keeping my hands from 62
keeping my hands upon 139
keeping my house clean 155
keeping my right hand 128
keeping my voice calm 417
keeping my voice down 754
keeping my voice even 209
keeping my voice flat 44
keeping my voice soft 76
keeping of about half 55
keeping of dairy cows 184
keeping of every such 105
keeping of hunting dogs 94
keeping of milch cows 93
keeping of order among 40
keeping of wages down 164
keeping of which there 272
keeping of which will 40
keeping sea lanes open 83
keeping the action moving 149
keeping the bearings cool 42
keeping the belly open 67
keeping the bible from 96
keeping the bidding open 159
keeping the bills paid 82
keeping the birds away 203
keeping the birds from 184
keeping the black race 41
keeping the black thief 57
keeping the blade flat 135
keeping the blood clean 43
keeping the blood flow 57
keeping the blood from 212
keeping the blood moving 90
keeping the blood pure 221
keeping the blood there 49
keeping the board from 56
keeping the books from 55
keeping the books open 142
keeping the brand name 56
keeping the breach open 100
keeping the breed pure 91
keeping the brood warm 111
keeping the burma road 98
keeping the cabin clean 114
keeping the canal open 783
keeping the canoes from 57
keeping the chain from 56
keeping the chain taut 42
keeping the chair warm 64
keeping the child away 357
keeping the child busy 64
keeping the child calm 67
keeping the child clean 248
keeping the child free 53
keeping the child from 669
keeping the child home 85
keeping the child safe 205
keeping the child warm 372
keeping the child well 229
keeping the civil peace 59
keeping the class moving 46
keeping the coast clear 142
keeping the colon clean 51
keeping the costs down 703
keeping the crime rate 103
keeping the crowd away 121
keeping the crowd back 819
keeping the crowd from 178
keeping the crowd moving 52
keeping the cutting edge 194
keeping the doors open 1905
keeping the doors shut 139
keeping the dried meats 91
keeping the drill cool 51
keeping the dutch flag 51
keeping the edges even 119
keeping the elbow bent 191
keeping the elbow high 47
keeping the enemy away 194
keeping the enemy back 208
keeping the enemy busy 159
keeping the enemy down 59
keeping the enemy from 593
keeping the enemy well 41
keeping the engine clean 120
keeping the engine cool 248
keeping the engine from 48
keeping the engine idling 40
keeping the engine warm 162
keeping the error rate 55
keeping the exact time 49
keeping the facts from 185
keeping the fever down 101
keeping the field book 59
keeping the field clear 135
keeping the field free 95
keeping the field open 104
keeping the field till 49
keeping the fingers away 77
keeping the first finger 42
keeping the first part 67
keeping the first term 84
keeping the first three 86
keeping the flame away 52
keeping the flame from 46
keeping the flame moving 49
keeping the flask cool 42
keeping the flies away 299
keeping the flies from 242
keeping the floor clean 375
keeping the floor clear 74
keeping the floor free 55
keeping the focal length 44
keeping the focus upon 43
keeping the front door 441
keeping the front edge 42
keeping the fruit clean 77
keeping the fruit from 44
keeping the gates open 171
keeping the gates shut 138
keeping the girls away 51
keeping the girls from 85
keeping the glass clean 155
keeping the glass clear 47
keeping the grain size 65
keeping the grass down 230
keeping the grass from 70
keeping the group from 177
keeping the group moving 148
keeping the growth rate 205
keeping the guiding star 44
keeping the hands away 141
keeping the hands busy 70
keeping the hands clean 199
keeping the hands free 65
keeping the hands from 57
keeping the hands warm 319
keeping the hands well 125
keeping the heels down 115
keeping the heels flat 49
keeping the holes open 46
keeping the horse from 61
keeping the horse well 140
keeping the house clean 6187
keeping the house cool 500
keeping the house dark 82
keeping the house free 111
keeping the house from 108
keeping the house full 74
keeping the house nice 46
keeping the house open 355
keeping the house tidy 788
keeping the house very 52
keeping the house warm 1060
keeping the house well 105
keeping the human body 154
keeping the human mind 413
keeping the human race 209
keeping the index finger 139
keeping the indian ocean 231
keeping the issue clear 54
keeping the issue from 41
keeping the issue open 191
keeping the knees bent 337
keeping the light away 41
keeping the light from 191
keeping the lines clear 77
keeping the lines open 559
keeping the lower back 305
