keen arrows make . 120
keen bright eyes . 98
keen little eyes . 117
keen piercing eyes . 44
keep airway clear . 48
keep airway open . 72
keep alveoli open . 40
keep anyone away . 107
keep anyone busy . 81
keep around here . 555
keep better time . 171
keep beyond reach . 46
keep blacks down . 222
keep bouncing back . 88
keep checking back . 65
keep chipping away . 87
keep chugging along . 79
keep clothes clean . 86
keep crofts away . 53
keep crowds away . 61
keep demand high . 91
keep demons away . 87
keep dinner warm . 48
keep disease away . 64
keep england great . 156
keep existing ones . 128
keep fairly warm . 91
keep fairly well . 172
keep farther away . 48
keep fighting back . 84
keep forbes coming . 267
keep ghosts away . 67
keep guests busy . 60
keep hidden away . 107
keep itself busy . 47
keep itself clean . 267
keep itself cool . 88
keep itself free . 46
keep itself pure . 202
keep itself warm . 284
keep kansas free . 41
keep locked away . 87
keep losses down . 77
keep morale high . 530
keep myself away . 49
keep myself busy . 1163
keep myself calm . 176
keep myself clean . 359
keep myself free . 101
keep myself here . 46
keep myself pure . 87
keep myself safe . 387
keep myself sane . 162
keep myself there . 53
keep myself warm . 1038
keep myself well . 45
keep negroes down . 54
keep options open . 431
keep plants open . 47
keep plodding along . 72
keep plugging along . 207
keep plugging away . 908
keep pounding away . 80
keep pressing ahead . 43
keep pretty busy . 183
keep pretty well . 55
keep prices down . 6357
keep prices high . 3573
keep prices rising . 46
keep proper time . 69
keep pupils busy . 74
keep readers reading . 61
keep rooted there . 42
keep sharks away . 50
keep slipping away . 99
keep slipping down . 46
keep snakes away . 163
keep something back . 354
keep something down . 46
keep something moving . 50
keep spending down . 97
keep standing here . 217
keep standing there . 266
keep starting over . 92
keep stools soft . 76
keep strict time . 153
keep sunday holy . 114
keep swelling down . 65
keep thieves away . 113
keep through life . 114
keep thyself pure . 979
keep trains moving . 54
keep trimming boat . 132
keep troops there . 70
keep vermin away . 41
keep vistas clear . 73
keep weight down . 266
keep wounds clean . 51
keeping blacks down . 68
keeping clothes clean . 46
keeping fairly well . 175
keeping itself clean . 52
keeping itself clear . 44
keeping itself warm . 53
keeping morale high . 157
keeping myself busy . 114
keeping myself warm . 60
keeping options open . 298
keeping pretty busy . 56
keeping pretty well . 48
keeping prices down . 811
keeping prices high . 407
keeping proper time . 75
keeping pupils busy . 47
keeping something back ! 3745
keeping weight down . 72
keeps bouncing back . 72
keeps butter cool . 239
keeps chugging along . 98
keeps fairly well . 207
keeps famous time . 52
keeps itself clean . 58
keeps itself pure . 41
keeps options open . 40
keeps plugging along . 48
keeps plugging away . 61
keeps pretty busy . 48
keeps pretty well . 209
keeps prices down . 264
keeps prices high . 190
keeps slipping away . 284
keeps something back . 126
keeps standing there . 99
kept aboard ship . 60
kept always clean . 96
kept always full . 185
kept always open . 116
kept always ready . 68
kept always thine . 47
kept another copy . 41
kept another week . 49
kept behind bars . 303
kept better time . 48
kept blasting away . 49
kept bouncing back . 72
kept chipping away . 51
kept chugging along . 71
kept clicking away . 57
kept creeping back . 123
kept drifting away . 84
kept english park . 40
kept fairly busy . 223
kept fairly clean . 297
kept fairly cool . 83
kept fairly even . 41
kept fairly high . 108
kept fairly warm . 81
kept fairly well . 96
kept fighting back . 118
kept firmly shut . 67
kept flooding back . 55
kept flower beds . 251
kept freely open . 361
kept gently open . 82
kept glancing back . 130
kept grinding away . 69
kept hidden away . 412
kept hidden there . 349
kept itself free . 50
kept itself pure . 42
kept locked away . 383
kept morale high . 229
kept myself away . 42
kept myself busy . 227
kept myself calm . 53
kept myself clean . 80
kept myself free . 84
kept partly open . 70
kept plenty busy . 92
kept plodding along . 126
kept plugging along . 157
kept plugging away . 496
kept pounding away . 156
kept pretty busy . 1935
kept pretty clean . 47
kept pretty well . 99
kept prices down . 347
kept prices high . 757
kept secret here . 45
kept slipping away . 414
kept slipping back . 219
kept slipping down . 240
kept something back . 408
kept standing there . 484
kept stored there . 48
kept strict time . 42
kept through life . 101
kept toppling over . 53
kept tripping over . 51
kept trudging along . 47
kept tucked away . 45
kept tumbling down . 50
kept upside down . 67
kept widely open . 103
kept without food . 608
kg weight gain . 167
kg weight loss . 546
kg weight range . 46
khaki safari suit . 61
khaki trench coat . 54
kick around ideas . 148
kicking around ideas . 49
kidding around here . 60
kids already know . 64
kids around here . 789
kids around town . 74
kids looked like . 44
kids pretty well . 58
kids should have . 45
kids stayed home . 49
kill another deer . 51
kill another wolf . 43
kill anyone else . 782
kill ground game . 78
kill marine life . 94
kill myself once . 41
kill myself trying . 61
kill potato bugs . 55
kill someone else . 1528
kill something else . 73
kill system call . 164
kill without pity . 97
killing anyone else . 224
killing around here . 124
killing larger game . 139
killing little pigs . 43
killing marine life . 65
killing someone else . 540
kills anyone else . 110
kills marine life . 102
kills someone else . 294
kiloton nuclear bomb . 113
kind appears here . 46
kind around here ! 998
kind called three . 48
kind heavens know . 51
kind honest eyes . 43
kind little girl . 261
kind little heart . 122
kind little note . 121
kind little soul . 48
kind should cease . 55
kindred spirit here . 43
kindred spirit there . 44
kinetic energy also . 66
kinetic energy flux . 110
kinetic energy left . 49
kinetic energy loss . 169
kinetic energy lost . 84
kinetic energy only . 211
kinetic energy range . 115
kinetic energy term . 441
kinetic energy there . 47
king around here . 200
king backed down . 59
king became angry . 88
king looked like . 48
king passed away . 107
king should come . 81
king should fall . 43
king should have . 319
king should know . 72
king should live . 49
king should rule . 106
king turned away . 52
king turned pale . 63
king william died . 54
kingdom passed away . 54
kingdom upside down . 137
kingdom without leave . 47
kinship foster care . 815
kiss another girl . 63
kiss anyone else . 46
kiss before leaving . 187
kiss dozens more . 206
kiss someone else . 49
kissing another girl . 136
kissing anyone else . 57
kissing someone else . 252
kitchen caught fire . 40
kitchen drinking beer . 47
kitchen garden wall . 91
kitchen looked like . 80
kitchen police duty . 90
kitchen screen door . 272
kitchen upside down . 62
kitchen window open . 94
kitchen window sill . 361
kite without wind . 45
km farther north . 249
km farther south . 254
km farther west . 117
km further north . 669
km further south . 602
km further west . 258
km height range . 176
knee before baal . 99
knee flexion angle . 166
knee should bend . 61
kneeled fairly down . 60
knees before baal . 44
knees beside buck . 198
knees lifted high . 41
knees touching hers . 75
knees touching mine . 50
knew almost none . 44
knew almost nothing . 2032
knew anyone else . 231
knew anyone here . 51
knew anyone there . 139
knew arabic well . 73
knew around town . 43
knew barnum well . 60
knew better days . 84
knew england well . 107
knew english well . 292
knew europe well . 81
knew fairly well . 697
knew france well . 57
knew french well . 170
knew german well . 112
knew hebrew well . 57
knew italian well . 49
knew little else . 541
knew little more . 492
knew little peace . 95
knew little rest . 40
knew london well . 86
