cab saturday afternoon 56
can abruptly terminate 48
can absolute certainty 49
can absolute perfection 178
can abstract altogether 59
can abstract ourselves 91
can abstract themselves 85
can accurate knowledge 98
can accustom ourselves 469
can accustom themselves 629
can acquaint ourselves 199
can acquaint themselves 495
can activate additional 133
can activate cytotoxic 60
can activate different 386
can activate downstream 120
can activate expression 117
can activate oncogenes 57
can activate platelets 239
can activate receptors 100
can activate themselves 48
can actively construct 175
can actively cooperate 136
can actively determine 75
can actively encourage 430
can actively influence 1050
can actively interfere 153
can actively intervene 342
can actively penetrate 77
can actively stimulate 96
can actively synthesize 46
can actively transform 51
can actively transport 267
can actively undermine 53
can actually aggravate 421
can actually appreciate 133
can actually ascertain 54
can actually calculate 690
can actually configure 99
can actually constrain 78
can actually construct 539
can actually cultivate 86
can actually customize 51
can actually determine 1243
can actually distinguish 535
can actually duplicate 62
can actually eliminate 362
can actually encompass 73
can actually encounter 140
can actually encourage 792
can actually entertain 53
can actually enumerate 55
can actually establish 306
can actually formulate 92
can actually frustrate 47
can actually guarantee 205
can actually implement 547
can actually influence 2813
can actually integrate 97
can actually intensify 295
can actually interfere 1117
can actually interpret 90
can actually interrupt 47
can actually intervene 88
can actually introduce 228
can actually jeopardize 68
can actually originate 69
can actually penetrate 391
can actually pronounce 86
can actually propagate 63
can actually recognize 417
can actually reinforce 534
can actually replicate 46
can actually represent 737
can actually reproduce 226
can actually sometimes 77
can actually stabilize 97
can actually stimulate 918
can actually sympathize 49
can actually synthesize 81
can actually terminate 47
can actually transcend 80
can actually transform 508
can actually translate 168
can actually transport 166
can actually undermine 841
can actually undertake 88
can actually visualize 550
can affiliate themselves 150
can alienate customers 120
can alleviate depression 214
can allocate additional 114
can allocate available 64
can allocate different 142
can allocate resources 1419
can american companies 61
can american democracy 96
can announce themselves 83
can appraise themselves 46
can approach certainty 62
can approach difficult 47
can approach knowledge 61
can approach perfection 447
can approach saturation 47
can approach situations 43
can assemble different 58
can assemble themselves 174
can associate different 237
can associate ourselves 131
can associate themselves 688
can authorize additional 92
can authorize exceptions 44
can automate processes 72
can causally determine 90
can causally influence 663
can challenge ourselves 158
can challenge political 50
can challenge themselves 254
can citizens influence 41
can classify correctly 58
can classify customers 55
can classify different 229
can classify documents 68
can classify political 47
can classify themselves 109
can collapse overnight 66
can commence operations 398
can commence proceedings 217
can commence production 46
can commonly distinguish 163
can commonly recognize 76
can complete additional 72
can complete correctly 75
can complete sentences 47
can complete themselves 100
can compound ingredients 72
can compound themselves 73
can comprise different 84
can conceive conditions 78
can conceive different 100
can conceive necessary 77
can conceive ourselves 415
can conceive perfectly 42
can conceive themselves 86
can conclude contracts 122
can conclude generally 106
can condition ourselves 104
can condition themselves 108
can conflict certainly 45
can confront themselves 42
can confront witnesses 48
can conserve ourselves 48
can conserve resources 287
can consider additional 116
can consider alternate 78
can consider arbitrary 48
can consider carefully 83
can consider different 693
can consider hypotheses 63
can consider introducing 48
can consider knowledge 41
can consider objective 66
can consider ourselves 1659
can consider processes 40
can consider situations 59
can consider themselves 2085
can continue discussion 47
can continue effective 44
can continue endlessly 225
can continue existence 59
can continue interacting 46
can continue operations 305
can continue production 152
can continue throughout 1958
can continue unchecked 174
can continue unimpeded 210
can continue virtually 70
can contract hepatitis 52
can contract matrimony 51
can contract themselves 112
can contrast different 60
can converse pleasantly 44
can converse privately 45
can converse rationally 76
can convince consumers 204
can convince customers 147
can convince employees 73
can convince everybody 68
can convince investors 119
can convince ourselves 3785
can convince themselves 2327
can cordially recommend 3399
can cordially subscribe 50
can cordially sympathize 80
can crucially determine 47
can crucially influence 263
can cultural diversity 61
can decorate themselves 44
can dedicate ourselves 349
can dedicate themselves 719
can denature plutonium 49
can describe arbitrary 51
