cake were distributed 161
calf crop percentages 99
call aerial perspective 60
call down condemnation 85
call down encouragingly 137
call down imprecations 202
call down maledictions 131
call down thunderbolts 70
call forth alternative 46
call forth comparisons 81
call forth condemnation 62
call forth contractions 127
call forth corresponding 798
call forth disapproval 60
call forth ejaculations 232
call forth exclamations 518
call forth instinctive 42
call forth nourishment 103
call forth observations 167
call forth significant 56
call forth thankfulness 102
call free institutions 42
call from christopher 116
call from commissioner 50
call from connecticut 90
call from headquarters 1787
call from indianapolis 104
call from mississippi 85
call from pennsylvania 93
call from philadelphia 649
call from rockefeller 160
call from switzerland 275
call good citizenship 84
call hard determinism 105
call high civilization 111
call into consultation 1278
call into headquarters 64
call into remembrance 150
call loan transactions 81
call loss probability 96
call more insistently 105
call news conferences 122
call other applications 63
call other subprograms 377
call other subroutines 943
call other subscribers 79
call park headquarters 246
call such arrangements 199
call such combinations 119
call such communities 60
call such compositions 80
call such conferences 112
call such constraints 70
call such descriptions 65
call such differences 91
call such expectations 63
call such experiences 206
call such explanations 252
call such individuals 549
call such institutions 101
call such occurrences 209
call such propositions 235
call such transactions 40
call their adversaries 121
call their antagonists 48
call their attachments 160
call their authenticity 76
call their bloodthirsty 60
call their civilization 127
call their congregations 140
call their congressional 48
call their constitution 97
call their continental 154
call their deliverance 65
call their descendants 104
call their experiences 55
call their fundamental 56
call their girlfriends 189
call their governments 75
call their grandmothers 123
call their headquarters 142
call their institutions 71
call their instruments 40
call their legislators 138
call their ontological 43
call their organization 872
call their performance 72
call their personality 93
call their perspective 43
call their probability 41
call their professional 129
call their relationship 349
call their secretaries 47
call their settlements 76
call their stepparents 63
call their supervisors 80
call their territories 64
call their understanding 155
call their unfortunate 45
call these abstractions 60
call these alternative 348
call these applications 57
call these arrangements 346
call these coefficients 141
call these combinations 459
call these communities 290
call these comparisons 58
call these compositions 42
call these constraints 131
call these coordinates 159
call these descriptions 104
call these differences 815
call these disciplines 40
call these dispositions 52
call these distinctions 147
call these expectations 80
call these experiences 1290
call these experiments 135
call these explanations 119
call these fundamental 97
call these governments 88
call these independent 64
call these individuals 1244
call these institutions 575
call these instructions 123
call these instruments 211
call these interactions 90
call these intermediate 68
call these measurements 42
call these observations 148
call these occurrences 139
call these percentages 97
call these preferences 52
call these propositions 291
call these republicans 47
call these settlements 119
call these subroutines 165
call these territories 40
call these transactions 101
call these translations 40
call those experiences 53
call those individuals 123
call those institutions 42
call those propositions 144
call those responsible 166
call upon consultants 92
call upon corporations 93
call upon established 93
call upon experienced 123
call upon governments 797
call upon independent 100
call upon individuals 1055
call upon inhabitants 46
call upon institutions 91
call upon legislators 102
call upon pennsylvania 44
call upon professional 450
call upon prospective 214
call upon responsible 149
call upon wholesalers 115
call vain speculations 65
call very comfortable 52
call very picturesque 94
call will undoubtedly 41
call your christianity 72
call your competitors 106
call your constitution 213
call your distributor 97
call your fundamental 144
call your girlfriends 104
call your independent 116
call your obstetrician 224
call your opportunity 46
call your organization 118
call your personality 179
call your practitioner 540
call your professional 246
call your prospective 48
call your psychiatrist 88
call your recollection 203
call your relationship 112
call your stockbroker 439
call your unhappiness 117
call your veterinarian 10722
calm down hyperactive 45
calm during emergencies 125
calm their apprehension 44
calm their consciences 198
calm young philosopher 46
came along accompanied 56
came along occasionally 52
came along reluctantly 57
came away discouraged 150
came away disheartened 71
came away enlightened 48
came away exhilarated 61
came away overwhelmed 54
came away reluctantly 108
came away unconvinced 246
came away understanding 103
came away unimpressed 421
came away unsatisfied 141
came back accompanied 833
came back affirmative 46
came back continually 61
came back crestfallen 332
came back defensively 67
came back disapproved 85
came back discomfited 65
came back discouraged 207
came back disheartened 139
came back embarrassed 48
came back exhilarated 58
came back impatiently 59
came back insistently 55
came back intoxicated 99
came back invigorated 41
came back momentarily 78
came back noiselessly 86
came back occasionally 253
came back overwhelmed 50
came back periodically 185
came back permanently 135
came back practically 103
came back rejuvenated 111
came back reluctantly 248
came back replenished 44
came back temporarily 67
came back thoughtfully 105
came back transformed 151
came back tremulously 53
came back unanimously 40
came back unannounced 69
came back undelivered 242
came back unsatisfied 47
came back voluntarily 219
came down accompanied 115
came down continually 51
came down drastically 244
came down incessantly 152
came down mercilessly 72
came down noiselessly 64
came down occasionally 479
came down pennsylvania 84
came down periodically 87
came down practically 78
came down reluctantly 94
came down unanimously 53
came down voluntarily 41
came down wonderfully 201
came during adolescence 47
came forth accompanied 48
came forth resplendent 53
came forth voluntarily 80
came from abolitionist 105
came from accumulated 115
came from achievement 43
came from acquisitions 112
came from adventurers 41
came from advertisers 117
came from afghanistan 1322
came from agriculture 1946
came from albuquerque 299
came from alternative 127
came from anthropology 279
came from anticipation 43
came from antislavery 63
came from applications 81
came from apprehension 42
came from aquaculture 94
came from aristocracy 49
came from aristocrats 42
came from assessments 127
came from assimilated 227
came from astronomers 56
came from atmospheric 98
came from authoritarian 81
came from automobiles 57
came from backgrounds 2458
came from bakersfield 41
came from baluchistan 68
came from benefactors 49
came from bloemfontein 82
came from booksellers 146
came from brandenburg 109
came from brownsville 310
came from bureaucratic 58
came from businessmen 360
came from calculations 61
came from capitalists 60
came from chamberlain 259
came from chapultepec 330
came from charlemagne 65
came from chateaubriand 58
came from chattanooga 159
came from chimpanzees 41
came from christianity 818
came from christopher 337
came from clandestine 73
came from combinations 43
came from comfortable 776
came from commissioner 104
came from communities 1547
came from comparative 172
came from comparisons 161
came from competitive 94
came from competitors 67
came from concentrating 48
came from confederate 210
came from confidential 92
came from confiscated 53
came from confucianism 53
came from congregations 99
came from congressional 379
came from connecticut 3913
came from conservation 40
came from constantine 104
came from construction 421
came from consultants 52
came from contemplating 113
came from continental 1000
came from contractors 98
came from conventional 246
came from conversation 49
came from cooperative 69
came from corporations 746
came from corresponding 49
came from departments 254
came from descendants 58
came from descriptions 71
came from desperately 67
came from deuteronomy 97
came from development 312
came from differences 166
came from disaffected 180
came from disciplines 130
came from discoveries 91
came from disgruntled 584
came from distinguished 1504
came from distribution 92
came from diversified 52
came from documentary 42
came from electricity 161
came from electronics 70
came from elephantine 76
came from enlightened 58
came from enterprises 263
came from environment 55
came from established 885
came from evangelicals 41
came from evolutionary 81
came from exclusively 50
came from experienced 286
came from experiences 311
came from experiments 3373
came from exploitation 85
came from federalists 60
came from flashlights 59
came from fluorescent 127
came from fundamental 71
came from genetically 58
came from geographical 55
came from glastonbury 103
came from governments 451
came from groundwater 121
came from guadalajara 206
came from headquarters 1728
came from hellenistic 105
came from herculaneum 119
came from herzegovina 44
came from hippocrates 77
came from identifiable 50
came from improvement 58
came from incorporating 47
came from independent 1143
came from indianapolis 685
came from individuals 3952
came from inheritance 107
came from innumerable 132
came from institutions 680
came from instructions 45
came from instruments 58
came from intelligent 110
came from interactions 69
came from intercepted 107
came from intercourse 46
came from intermediate 95
came from investigating 48
came from investments 472
came from involvement 88
came from journalists 289
came from legislative 118
came from legislators 140
came from longitudinal 57
came from loudspeakers 89
came from magistrates 65
came from maharashtra 264
came from manufacturing 1816
came from manuscripts 60
came from marlborough 245
came from mathematical 74
came from measurements 385
came from mendelssohn 46
came from merchandise 40
came from mesopotamian 40
came from michelangelo 75
came from microscopic 59
came from missionaries 386
came from mississippi 1434
came from monasteries 138
came from montesquieu 115
came from mountainous 120
came from mountbatten 89
came from nationalists 65
came from nervousness 45
came from nonreligious 61
came from northwestern 867
came from observations 1939
came from occupational 133
came from organization 50
came from overcrowded 249
came from participant 61
came from participating 169
came from pediatricians 40
came from pennsylvania 12395
came from performance 93
came from personality 90
came from philadelphia 10335
came from philanthropy 63
came from photographs 164
came from photography 99
came from politically 512
came from pornography 105
came from practically 459
came from predictable 155
came from prefectures 41
came from prehistoric 92
came from preliminary 54
came from presbyterian 270
came from presidential 64
came from professional 3859
came from progressive 256
came from prospective 67
came from prostitutes 87
came from prostitution 55
came from protestants 221
came from publications 169
came from qualitative 45
came from questionable 81
came from remittances 150
came from renaissance 74
came from replacement 45
came from republicans 788
came from reservations 50
came from respectable 827
came from respondents 232
came from responsible 137
came from restaurants 87
came from robespierre 65
came from rockefeller 159
came from scandinavian 467
