cabbage stalks supplied 80
cabinet almost entirely 58
cabinet called paradise 133
cabinet changes included 73
cabinet crises occurred 41
cabinet crisis followed 91
cabinet crisis occurred 132
cabinet crisis resulted 46
cabinet should consider 45
cabinet should continue 49
cabinet system prevails 70
cabinet system provides 48
cabinet without consulting 158
cabinet without portfolio 158
caesarean section delivery 612
caesarean section operation 130
caesarean section patients 60
caesarian section delivery 97
calcite cement crystals 257
calcium causes increased 111
calcium handling proteins 143
calcium influx channels 71
calcium influx increases 59
calcium influx required 90
calcium influx triggers 111
calcium intake combined 87
calcium intake decreases 159
calcium intake increased 305
calcium intake increases 1274
calcium intake required 73
calcium intake resulted 53
calcium inward currents 210
calcium levels decreased 70
calcium levels increased 225
calcium levels observed 62
calcium levels remained 184
calcium levels returned 157
calcium levels suppress 46
calcium release channels 1854
calcium second messenger 330
calcium through channels 51
calcium through membrane 45
calcium through receptor 46
calcium uptake activity 120
calcium uptake capacity 71
calcium values obtained 94
calculi become impacted 104
caliber magnum revolver 196
caliber pistol strapped 212
caliber pocket revolver 49
caliber police revolver 184
calmest manner possible 217
caloric intake adequate 77
caloric intake adjusted 71
caloric intake averaged 105
caloric intake combined 83
caloric intake compared 90
caloric intake consists 54
caloric intake constant 78
caloric intake declined 51
caloric intake decreased 123
caloric intake decreases 102
caloric intake increased 274
caloric intake increases 652
caloric intake obtained 40
caloric intake provided 79
caloric intake relative 294
caloric intake remained 91
caloric intake required 234
caloric intake requires 49
caloric intake resulted 43
caloric intake slightly 60
calorie frozen desserts 48
calorie intake compared 54
calorie intake declined 133
calorie intake decreases 281
calorie intake increased 499
calorie intake increases 534
calorie intake remained 136
calorie intake required 145
calorie weight reduction 462
cameras snapping pictures 54
canceling budget authority 72
candles burned brightly 497
candles without lanterns 45
cannery worker positions 91
capable attack aircraft 65
capable career diplomat 58
capable carrying capacity 59
capable combat aircraft 90
capable cruise missiles 110
capable female defender 47
capable middle managers 48
capable police officers 87
capable public officers 53
capable public officials 126
capable public relations 97
capable public servants 372
capable strike aircraft 202
capital almost entirely 148
capital already acquired 78
capital already embarked 237
capital already employed 262
capital already expended 364
capital already functioning 834
capital already invested 2679
capital already mentioned 99
capital already produced 76
capital already provided 43
capital always includes 86
capital always presents 40
capital always remained 62
capital always resulted 60
capital assets accounts 45
capital assets acquired 1555
capital assets amounted 71
capital assets consisting 84
capital assets consumed 90
capital assets directly 45
capital assets disposed 155
capital assets effected 116
capital assets employed 262
capital assets financed 53
capital assets included 118
capital assets includes 64
capital assets increased 136
capital assets increases 144
capital assets invested 57
capital assets involved 115
capital assets involves 49
capital assets provided 205
capital assets received 49
capital assets relative 57
capital assets reported 155
capital assets required 146
capital assets requires 48
capital assets utilized 52
capital became abundant 50
capital became apparent 113
capital became dominant 69
capital became involved 75
capital became possible 87
capital before commencing 101
capital before employed 61
capital before interest 60
capital before proceeding 42
capital budget analysis 110
capital budget approval 66
capital budget approved 68
capital budget consists 106
capital budget contains 65
capital budget decisions 267
capital budget includes 158
capital budget involves 42
capital budget projects 274
capital budget proposal 102
capital budget provides 106
capital budget reflects 44
capital budget requests 354
capital building programs 62
capital building projects 196
capital cities dominate 96
capital cities increased 63
capital cities provided 42
capital created problems 44
capital crimes included 61
capital crimes increased 69
capital errors formerly 46
capital except capacity 45
capital export controls 695
capital flight amounted 119
capital flight increased 232
capital flight increases 74
capital flight occurred 189
capital flight problems 56
capital flight remained 55
capital flight resulted 55
capital grants received 124
capital greatly increased 122
capital greatly increases 43
capital import controls 141
capital income includes 50
capital income increased 95
capital income increases 155
capital income received 153
capital income relative 145
capital inflow amounted 91
capital inflow averaged 42
capital inflow controls 419
capital inflow declined 84
capital inflow exceeded 53
capital inflow financed 73
capital inflow increased 331
capital inflow increases 308
capital inflow occurred 62
capital inflow provided 40
capital inflow remained 43
capital inflow required 359
capital inflow resulted 59
capital inputs combined 45
capital inputs employed 72
capital inputs increased 53
capital inputs relative 85
capital inputs required 432
capital issues amounted 48
capital issues controls 215
capital issues increased 50
capital itself consists 54
capital itself produces 73
capital itself remained 49
capital justly entitled 43
capital letter followed 748
capital letter indicating 329
capital letter suggests 41
capital levels required 92
capital limits industry 81
capital little almanack 41
capital little handbook 54
capital losses deducted 260
capital losses exceeded 58
capital losses incurred 1392
capital losses involved 69
capital losses provided 61
capital losses reported 62
capital losses suffered 201
capital market activity 845
capital market actually 50
capital market amounted 42
capital market analysis 249
capital market analysts 56
capital market approach 501
capital market argument 79
capital market authority 52
capital market barriers 205
capital market benefits 51
capital market borrowings 121
capital market business 93
capital market centered 82
capital market channels 54
capital market compared 75
capital market condition 59
capital market consisting 53
capital market consists 463
capital market controls 472
capital market decisions 154
capital market declined 56
capital market develops 104
capital market directly 156
capital market expanded 78
capital market expansion 77
capital market failures 500
capital market financial 111
capital market frictions 84
capital market functioning 108
capital market functions 613
capital market includes 257
capital market increased 138
capital market increases 129
capital market interest 1449
capital market involves 73
capital market linkages 88
capital market monitoring 244
capital market openness 256
capital market operated 54
capital market operates 313
capital market operation 63
capital market oriented 163
capital market performs 165
capital market policies 294
capital market pressure 144
capital market problems 179
capital market products 454
capital market provided 283
capital market provides 386
capital market reflects 41
capital market relative 54
capital market remained 213
capital market required 54
capital market requires 298
capital market response 116
capital market sanctions 122
capital market security 78
capital market segments 77
capital market services 282
capital market situation 248
capital market suggests 42
capital market therefore 44
capital market valuation 164
capital market variables 96
capital measure relative 83
capital moneys received 63
capital murder statutes 43
capital nature incurred 886
capital nature provides 42
capital outlay accounts 139
capital outlay amounted 88
capital outlay decisions 91
capital outlay expended 41
capital outlay expenses 76
capital outlay includes 57
capital outlay increased 162
capital outlay increases 46
capital outlay incurred 207
capital outlay involved 2692
capital outlay programs 239
capital outlay projects 1960
capital outlay provided 42
capital outlay purposes 508
capital outlay requests 138
capital outlay required 9764
capital policy involves 92
capital raised annually 47
capital rationing decisions 70
capital rationing problems 208
capital rationing situation 665
capital reaches gigantic 51
capital remain constant 207
capital remain unchanged 173
capital safely invested 95
capital seemed imminent 74
capital seldom consider 81
capital should consider 80
capital should continue 286
capital should emigrate 41
capital should normally 51
capital should probably 43
capital should therefore 176
capital spending decisions 284
capital spending declined 86
capital spending financed 55
capital spending increased 130
capital spending increases 111
capital spending patterns 63
capital spending programs 308
capital spending projects 775
capital spending required 46
capital stocks relative 53
capital supply increases 43
capital supply schedule 131
capital thereby provided 53
capital therein invested 94
capital through business 75
capital through domestic 97
capital through economic 46
