dame lacked her usual 113
damp across his frank 44
damp bonnet and shawl 44
damp breeze was blowing 43
damp castings was found 48
damp cellar all night 88
damp clothes now dried 63
damp floors and walls 82
damp ground all night 46
damp ground and bones 208
dank forest path which 61
dare allege that major 43
dare answer you would 40
dare attest for plain 101
dare strike him again 41
daring critic who would 58
daring flight his final 137
daring manner with which 40
daring norman had begun 54
daring spirit was about 48
daring spirit with which 46
daring thought and action 478
daring wisdom with which 43
dark alleys and lanes 42
dark alleys and winding 152
dark before and after 121
dark before his wagon 40
dark before she could 406
dark before they could 545
dark before they found 137
dark before this point 55
dark before you could 43
dark blouse and skirt 93
dark bottle and store 107
dark browns and black 95
dark browns and blues 42
dark browns and grays 51
dark cedars and pines 40
dark cherry red color 40
dark clefts and caves 121
dark closet for hours 59
dark clothes and black 160
dark clothes and white 76
dark clouds and mists 44
dark clouds and rolling 91
dark clouds are above 51
dark clouds are still 60
dark clouds had begun 105
dark clouds had moved 93
dark clouds that cover 51
dark clouds that gather 43
dark clouds that hover 54
dark clouds that moved 46
dark clouds that would 76
dark clouds with which 46
dark coloring with which 61
dark colors and black 95
dark colors with light 62
dark colors with white 43
dark corner and cried 76
dark corner and stood 51
dark curate with broad 50
dark doubling and tacking 44
dark earlier than usual 120
dark enough for stars 63
dark evenings had given 51
dark except for light 230
dark except for small 48
dark except for where 40
dark fields and woods 50
dark figure and awful 45
dark figure that stood 55
dark figure was still 59
dark figure who stood 49
dark foliage and white 72
dark forces that would 82
dark forces with which 41
dark glance was fixed 73
dark greens and blues 210
dark haired and brown 87
dark jacket and light 172
dark jacket and pants 80
dark jacket and skirt 97
dark jacket and white 77
dark lashes and brows 230
dark lashes that fringed 70
dark linked ivy tangling 121
dark little man blind 69
dark matter that makes 46
dark niches and angles 55
dark nights and times 95
dark nights they would 45
dark nuclei and scant 48
dark object was fixed 69
dark passion that fills 61
dark places with light 103
dark prison all alone 313
dark purple and black 177
dark purple and brown 144
dark purple and green 119
dark purple and light 108
dark purple and white 190
dark purple with black 44
dark purple with white 75
dark secret that would 58
dark shades and black 84
dark shades and rocks 116
dark shades with which 58
dark shadow that falls 62
dark shadow was thrown 44
dark shirts and pants 51
dark shrubs with which 60
dark skirts and white 217
dark slacks and black 43
dark slacks and white 148
dark streaks and spots 135
dark street one night 49
dark street was empty 49
dark stupor that would 73
dark thought for which 56
dark towers and walls 44
dark tunnel and found 53
dark twists and turns 107
dark valley that wound 167
dark visage was rather 52
dark waters far below 42
dark without and within 48
dark without any light 123
dark yellow and black 61
dark yellow and brown 195
dark yellow and green 85
dark yellow and light 137
dark yellow and orange 123
dark yellow with black 53
dart through his liver 70
dash before and after 241
data access and sharing 159
data across all disks 73
data before and after 3543
data before they could 93
data before they enter 52
data before you begin 193
data before you start 188
data better than either 254
data better than linear 43
data better than model 173
data better than others 152
data beyond that point 42
data beyond that which 118
data beyond this point 151
data called for under 58
data covering this period 47
data digest and guide 61
data enters and leaves 230
data except that which 96
data exists with which 43
data faster and easier 78
data faster than others 54
data fields are empty 528
data fields are often 40
data fields that appear 54
data format for storing 57
data gathering and entry 89
data gathering and model 97
data gathering and sharing 111
data gathering and testing 49
data gathering and writing 44
data gathering that would 44
data member not found 125
data member that holds 61
data modeling and query 89
data models and query 553
