daft and happy hills 52
dame and phoebe slept 51
damn near every night 183
damp and dirty floor 88
damp and dirty straw 170
damp and dreary dungeon 81
damp and foggy morning 52
damp and foggy night 41
damp and foggy weather 422
damp and mossy tombs 89
damp and musty smell 159
damp and musty straw 43
damp and rainy weather 631
damp and rotting leaves 125
damp and shady place 54
damp and shady spots 97
damp and shady woods 78
damp and slime within 88
damp and windy weather 101
damp earth still tufting 40
dams and dykes which 54
dams and locks which 88
dams and locks would 42
dams and power lines 235
dams and steel mills 140
dams and water power 83
dams and water tanks 50
dams and weirs which 40
dams are built where 53
dams are often built 130
dams for storing water 90
dams for water power 245
dams that store water 46
dams that would flood 112
dank and chill night 436
dank and musty smell 50
dank and trees leaned 107
dare not delay longer 41
dare not longer delay 136
dare not offer money 55
dare not reason about 40
dare not sleep alone 44
dare not stand alone 40
dare not stand aside 73
dare not stand still 143
dare not tarry longer 48
dare not throne above 380
dare not touch anything 48
dare not trust anything 44
dare not write about 232
dare not write anything 81
dare say anything about 656
dare say people would 127
dare say would rather 48
dare sin again after 43
dare you touch anything 40
daring and alert sense 56
daring and noble deeds 49
daring and power which 45
daring and rapid steps 120
daring and skill which 99
dark and alien world 56
dark and awful depths 58
dark and awful night 44
dark and awful place 57
dark and black night 79
dark and brown again 63
dark and cruel deeds 40
dark and cruel rites 43
dark and cruel world 56
dark and deadly frown 53
dark and deathly quiet 65
dark and deathly still 53
dark and dense cloud 81
dark and dense jungle 44
dark and dirty alley 52
dark and dirty brown 47
dark and dirty looking 62
dark and dirty night 63
dark and dirty place 79
dark and dirty rooms 57
dark and dirty world 45
dark and dreary abode 123
dark and dreary chaos 40
dark and dreary dungeon 109
dark and dreary hours 111
dark and dreary house 50
dark and dreary months 41
dark and dreary morning 68
dark and dreary night 2098
dark and dreary period 59
dark and dreary place 264
dark and dreary region 68
dark and dreary season 71
dark and dreary waste 193
dark and dreary weather 71
dark and dreary world 182
dark and dreary would 85
dark and dusky cloud 57
dark and dusky people 72
dark and dusty place 46
dark and dusty rooms 52
dark and echoing vault 89
dark and empty abyss 145
dark and empty again 65
dark and empty house 373
dark and empty place 83
dark and empty rooms 102
dark and empty scene 41
dark and empty space 167
dark and empty stage 58
dark and empty state 59
dark and empty within 49
dark and fairy lines 41
dark and filthy abode 129
dark and filthy alley 42
dark and filthy cells 87
dark and filthy dungeon 148
dark and final abode 129
dark and final abyss 100
dark and fluid blood 50
dark and foggy morning 114
dark and foggy night 673
dark and foggy weather 81
dark and gusty night 264
dark and humid night 58
dark and jutting brows 40
dark and level parts 46
dark and light again 68
dark and light banding 266
dark and light bands 8948
dark and light belts 45
dark and light blues 149
dark and light brown 2624
dark and light cells 491
dark and light cloud 50
dark and light color 678
dark and light cross 186
dark and light faces 112
dark and light field 128
dark and light forms 569
dark and light fringes 259
dark and light grays 58
dark and light green 2752
dark and light grown 59
dark and light hairs 75
dark and light lines 936
dark and light parts 498
dark and light phase 46
dark and light races 79
dark and light shading 433
dark and light sides 876
dark and light skins 58
dark and light spots 837
dark and light stone 207
dark and light striae 41
dark and light threads 59
dark and light tints 87
dark and light tones 989
dark and light types 47
dark and light value 56
dark and light which 134
dark and light within 105
dark and light woods 205
dark and light zones 317
dark and lofty hills 55
dark and lucid flood 43
dark and misty morning 98
dark and misty night 203
dark and muddy looking 43
dark and muddy roads 45
dark and muddy water 74
dark and muggy night 185
dark and murky depths 50
dark and murky night 92
dark and murky water 83
dark and murky world 62
dark and musty place 47
dark and nearly black 48
dark and nearly empty 146
dark and never knowing 68
dark and odious state 63
dark and often black 42
dark and others light 278
dark and plain still 128
dark and quiet again 115
dark and quiet house 86
dark and quiet night 103
dark and quiet place 161
dark and quiet sheet 71
dark and quiet under 51
dark and rainy evening 205
dark and rainy morning 234
dark and rainy night 6567
dark and rainy weather 164
dark and rapid crowd 45
dark and rapid river 43
dark and rapid stream 62
dark and rather large 77
dark and rather small 92
dark and reeking dungeon 62
dark and rocky vault 42
dark and ruddy beauty 40
dark and sable rocks 51
dark and scary night 69
dark and scary place 136
dark and shady gloom 46
dark and shady grove 52
dark and shady place 55
dark and shining above 115
dark and shining green 135
dark and smoky within 69
dark and snowy night 154
dark and steaming jungle 44
dark and still again 128
dark and still raining 208
dark and still snowing 56
dark and still under 91
dark and still within 49
dark and thinking about 48
dark and tossing waves 214
dark and under light 67
dark and water every 44
dark and white bands 88
dark and white lines 41
dark and white races 70
dark and white spots 124
dark and winding alley 72
dark and winding caves 45
dark and winding lanes 42
dark and winding stair 143
dark and winding steps 43
dark and windy evening 46
dark and windy night 707
dark and working water 50
dark and would never 51
dark day ropey wound 49
dark man about forty 47
dark not knowing where 45
dark one gusty evening 346
dark red brick house 75
dark red brick walls 113
dark red color which 81
dark red dress which 40
dark red spots which 61
dark red stain spread 140
dark that every flash 41
dark that first night 67
dark that people could 58
dark they moved again 45
dark this world would 181
dark with briny weeds 71
dark with dried blood 358
dark with light spots 59
dark with mossy shade 50
dark with orange trees 42
dark with quick driving 41
dark with white lines 83
dark with white spots 120
dark you might stove 45
dart and wheel about 96
dash and vigor which 60
dash its foamy crest 107
data and allow users 82
data and clock lines 116
data and curve fitting 48
data and facts about 490
data and facts which 182
data and field names 101
data and field notes 299
data and focus group 160
data and growth rates 76
data and human tools 60
data and image files 49
data and index files 618
data and index pages 499
data and keeping track 44
data and keeps track 48
data and labor force 45
data and model bases 51
data and monte carlo 1807
data and others which 51
data and press enter 286
data and solid lines 130
data and thinking about 134
data and voice calls 147
data and voice lines 68
data and voice links 88
data and which could 55
data and which serve 85
data and which would 61
data and would allow 97
data and writing about 49
data are again taken 60
data are either lacking 110
data are either missing 92
data are found which 64
data are given about 314
data are given above 280
data are given below 6030
data are given first 57
data are given later 96
data are given showing 139
data are given under 172
data are given where 47
data are given which 259
data are known about 274
data are lacking about 139
data are lacking which 115
data are often based 239
data are often biased 60
data are often cited 153
data are often coded 45
data are often easier 72
data are often either 98
data are often found 134
data are often given 181
data are often lacking 600
data are often missing 179
data are often noisy 42
data are often quite 387
data are often shown 53
data are often taken 107
data are often wanting 48
data are quite close 140
data are quite large 62
data are quite noisy 74
data are quite often 58
data are rather crude 117
data are rather meager 89
data are rather noisy 47
data are really quite 41
data are sadly lacking 68
data are shown above 146
data are shown after 59
data are shown again 85
data are shown below 3709
data are shown which 64
data are spread about 44
data are still based 47
data are still fresh 45
data are still lacking 1134
data are still meager 66
data are still missing 247
data are still pending 52
data are still quite 180
data are still rather 160
data are still under 283
data are still valid 179
data are still wanting 132
data are taken either 41
data are taken under 73
data bus holds valid 40
data can cause large 44
data can either enter 189
data for adult males 79
data for amino acids 68
data for black women 62
data for cases where 73
data for crack growth 53
data for eight major 42
data for every pixel 43
data for every point 55
data for gross fixed 44
data for growth rates 54
data for labor force 50
data for large firms 53
data for large scale 119
data for learning about 60
data for major crops 42
data for minor civil 64
data for model input 54
data for model testing 94
data for nearly every 47
data for older people 48
data for older women 42
data for saudi arabia 71
data for seven months 77
data for small firms 49
data for steady state 45
data for value added 190
data for water given 45
data for water vapor 158
data for which appear 59
data for white males 152
data for white women 89
data for works cited 126
data has given small 57
data has taken place 190
data may still exist 49
data not easily found 59
data per clock cycle 114
data set under study 157
data set which could 84
data set which gives 48
data set which would 84
data set would allow 60
data that could allow 47
data that could cause 67
data that could easily 102
data that could later 51
data that could never 79
data that could prove 136
data that could reveal 83
data that could serve 198
data that exist within 74
data that falls within 137
data that makes sense 151
data that might allow 102
data that might appear 119
data that might arise 71
data that might cause 44
data that might change 108
data that might exist 74
data that might prove 199
data that might reveal 154
data that might serve 139
data that might yield 44
data that sheds light 95
data that takes place 62
data that users enter 67
data that would allow 2420
data that would appear 138
data that would cause 122
data that would change 71
data that would either 143
data that would guide 55
data that would later 87
data that would never 52
data that would point 50
data that would prove 234
data that would reveal 245
data that would serve 188
data that would yield 113
data using fuzzy logic 51
data using gibbs priors 56
data using monte carlo 54
data was taken after 71
data was taken under 62
data with monte carlo 101
data with which social 71
date and acacia trees 40
date and closing lines 211
date and cocoa palms 105
date and exact place 60
date and marry people 56
date and marry white 58
date and marry within 154
date and marry women 44
date and meeting place 46
date and olive trees 80
date and place first 127
date and place fixed 308
date and place given 69
date and place thereof 341
date and place where 3241
date and place which 86
date and place would 47
date and plant spacing 48
date and press enter 396
date and waste paper 49
date and which would 101
date are given below 128
date being seven months 58
date for goods which 41
date for keeping easter 75
date for sixty pound 53
date had taken place 90
date has taken place 407
date she would never 95
date six months after 2584
date six months hence 64
date six months later 547
date six weeks after 49
date six weeks later 41
date that falls within 231
date that would allow 94
date that would apply 43
date this treaty comes 54
date this treaty takes 80
date two lines below 109
date two months after 129
date two months later 75
date two weeks after 132
date two weeks hence 78
date two weeks later 288
date was added later 55
date was fixed after 41
date was getting close 81
date was later moved 67
dating and signing below 494
dating for about eight 46
dating for eight months 104
dating for seven months 70
dawn and ended after 48
dawn and every evening 82
dawn and lasting until 45
dawn and lasts until 64
dawn and working until 85
dawn did never rouse 67
dawn had given place 43
dawn one morning after 41
dawn that comes about 61
dawn that first morning 53
dawn that never comes 47
dawn was growing ruddy 101
dawn was nearly breaking 47
dawn was still hours 59
days and about which 41
days and again after 307
days and begin again 47
days and begin feeding 67
days and costs about 96
days and could easily 48
days and could never 41
days and deeds which 50
days and eight hours 1245
days and enjoy every 41
days and every fourth 91
days and every morning 44
days and every night 127
days and fewer hours 50
days and fifty miles 66
days and forty hours 54
days and forty miles 52
days and happy hours 49
days and hours above 44
days and hours after 61
days and hours fixed 229
days and hours since 69
days and hours spent 180
days and hours until 222
days and hours which 649
days and hours would 72
days and lasting until 41
days and lasts about 73
days and lasts until 40
days and longer hours 72
days and maybe longer 91
days and maybe weeks 90
days and months after 731
days and months later 59
days and months rather 55
days and months since 73
days and months spent 71
days and months until 90
days and months which 234
days and months would 86
days and nearly eight 41
days and never again 52
days and never found 77
days and often after 72
days and often longer 194
days and often weeks 514
days and often within 42
days and seven hours 799
days and seven months 85
days and seven times 100
days and sixty miles 41
days and spare hours 40
days and speaking about 155
days and spoke about 212
days and start again 43
days and still could 53
days and still longer 47
days and takes place 140
days and times above 99
days and times after 101
days and times since 63
days and times which 107
days and times within 76
days and times would 42
days and twice daily 40
days and weeks about 57
days and weeks after 9685
days and weeks alone 78
