damp with perpetual shade 174
dams and artificial lakes 273
dams and irrigation works 1243
dams are generally built 65
dams are sometimes built 54
dare not undertake anything 110
daring and adventure which 102
daring and desperate thirst 181
daring and desperate valor 73
daring and endurance which 69
daring and persevering enemy 78
dark and ambiguous terms 307
dark and barbarous period 97
dark and barbarous times 124
dark and benighted minds 114
dark and benighted world 112
dark and cavernous region 85
dark and cheerless night 377
dark and condensed windy 52
dark and continued until 50
dark and desperate fight 97
dark and difficult parts 51
dark and difficult period 188
dark and difficult point 47
dark and difficult times 232
dark and distorted power 57
dark and fathomless abyss 178
dark and frightening place 136
dark and imperfect state 104
dark and inclement night 78
dark and indelible stain 59
dark and intricate mazes 128
dark and miserable lodging 114
dark and miserable world 81
dark and misguided world 107
dark and motionless beech 52
dark and motionless speck 108
dark and mysterious about 90
dark and mysterious abyss 41
dark and mysterious beauty 93
dark and mysterious depths 152
dark and mysterious force 44
dark and mysterious hints 179
dark and mysterious looking 55
dark and mysterious night 111
dark and mysterious place 186
dark and mysterious power 52
dark and mysterious region 53
dark and mysterious rites 122
dark and mysterious river 43
dark and mysterious under 95
dark and mysterious world 188
dark and perfectly still 43
dark and repulsive color 80
dark and sometimes black 58
dark and sometimes light 286
dark and turbulent period 46
dark and turbulent times 159
dark and uncertain period 47
dark and uncertain times 59
dark and uncertain world 52
dark and undefined shore 70
dark and unfamiliar place 53
dark and yellowish brown 68
dark that artificial light 77
dark with approaching night 73
dark with excessive light 352
dash and brilliancy which 44
dash and resolution which 42
data and arguments about 46
data and arguments which 96
data and determine which 210
data and different kinds 57
data and different types 64
data and digitized voice 247
data and discussion about 44
data and discussion which 47
data and documents which 129
data and estimates based 46
data and hypotheses about 148
data and hypotheses which 50
data and hypothesis testing 111
data and knowledge about 491
data and knowledge bases 1387
data and knowledge which 102
data and numerical model 54
data and procedure names 147
data and processes which 50
data and processes within 57
data and regression lines 74
data and theoretical curve 69
data and theoretical model 93
data are available about 3879
data are available after 292
data are available based 78
data are available below 111
data are available cover 69
data are available either 379
data are available every 72
data are available showing 1299
data are available shows 95
data are available since 558
data are available today 151
data are available under 150
data are available until 103
data are available where 73
data are available which 2067
data are available within 367
data are available would 74
data are collected about 587
data are collected after 537
data are collected based 54
data are collected daily 136
data are collected either 184
data are collected every 213
data are collected first 77
data are collected under 380
data are collected until 92
data are collected which 164
data are collected while 95
data are collected within 204
data are contained within 194
data are currently lacking 141
data are currently under 90
data are described below 742
data are described later 47
data are discussed below 1070
data are discussed later 219
data are discussed under 74
data are dispersed about 47
data are displayed below 52
data are estimated based 55
data are estimates based 246
data are extremely meager 68
data are generally based 120
data are generally given 98
data are generally known 54
data are generally lacking 315
data are generally lower 45
data are generally quite 81
data are generally taken 67
data are generated based 57
data are generated under 105
data are generated which 62
data are generated within 46
data are important since 77
data are important tasks 60
data are indicated below 45
data are organized under 55
data are organized within 55
data are presented about 148
data are presented again 86
data are presented below 2788
data are presented either 107
data are presented first 363
data are presented later 145
data are presented showing 444
data are presented under 205
data are presented where 47
data are presented which 1027
data are presented within 78
data are presently lacking 42
data are primarily based 109
data are primarily drawn 41
data are processed within 76
data are published about 65
data are published every 42
data are reasonably close 194
data are scattered about 129
data are sometimes given 56
data are tabulated below 688
data are typically based 54
data being collected about 50
data for commercial banks 103
data for determining either 66
data for determining which 82
data for different crops 48
data for different kinds 110
data for different parts 142
data for different sites 48
data for different sizes 80
data for different times 54
data for different types 554
data for different users 71
data for distilled water 53
data for hypothesis testing 271
data for numerical weather 57
data for stainless steel 67
data for transition metal 64
data for virtually every 66
data not available table 258
data not generally known 42
data now available about 73
data now available which 52
data now available would 47
data set described above 457
data set described below 44
data set discussed above 98
data that currently exist 110
data thus collected would 49
data using different types 88
data using microsoft excel 68
data was available about 112
data was available which 41
data was collected about 218
data was collected after 103
data was collected every 64
data was collected under 163
data was collected which 109
data was collected while 91
data was collected within 77
data was presented which 51
data with different types 61
data with microsoft excel 67
data you collected about 115
date and alternate value 101
date and authorship which 44
date and commenced within 75
date and continued until 60
date and continues until 41
date and copyright owner 88
date and estimated costs 84
date and practical guide 41
date and signature lines 112
date and transition rules 332
date are described below 47
date are discussed below 49
date for celebrating easter 163
date for determining which 125
date not precisely known 63
date this agreement comes 54
date this convention comes 207
date this subsection takes 76
date was postponed again 51
date was postponed until 360
dating and correlating rocks 51
dating and courtship period 107
dawn and continued until 219
dawn and continues until 63
days and cloudless skies 80
days and completed within 56
days and continued until 145
days and different times 69
days and festivals which 47
days and inclement weather 43
days and seventeen hours 896
days and sometimes hours 59
days and sometimes longer 760
days and sometimes months 155
days and sometimes weeks 4968
days any specified phase 42
days are extremely short 62
days are generally sunny 61
days are noticeably longer 97
days each menstrual cycle 48
days for different parts 49
days for favorable winds 48
days had exhausted every 81
days had wonderful skill 82
days hath september april 164
days she generally gives 48
days that sometimes occur 53
days with different weather 52
days with distilled water 86
days with favorable weather 59
days with occasional shaking 394
days with overnight stops 66
days with redoubled force 44
days with temperate blood 140
dealing his prodigious blows 58
dealing with anxieties about 74
dealing with attitudes about 62
dealing with character strings 111
dealing with cigarette smoking 89
dealing with civilized people 58
dealing with classical music 46
dealing with classical texts 69
dealing with cognitive tasks 63
dealing with commercial banks 104
dealing with commercial cases 118
dealing with commercial paper 213
dealing with communist china 590
dealing with communist party 46
dealing with community needs 59
dealing with companies which 52
dealing with companies whose 48
dealing with compounds which 55
dealing with conditions under 65
dealing with conditions which 277
dealing with conflicting views 89
dealing with conflicts about 40
dealing with conflicts arising 86
dealing with conflicts which 102
dealing with conflicts within 148
dealing with contracts which 44
dealing with corporate social 52
dealing with corruption cases 47
dealing with countries where 112
dealing with countries which 190
dealing with countries whose 80
dealing with customers whose 43
dealing with desperate people 60
dealing with different cases 119
dealing with different ethnic 46
dealing with different forms 577
dealing with different kinds 1437
dealing with different legal 43
dealing with different modes 74
dealing with different parts 298
dealing with different people 433
dealing with different races 73
dealing with different sides 40
dealing with different social 112
dealing with different sorts 156
dealing with different tasks 59
dealing with different themes 92
dealing with different types 2247
dealing with different units 50
dealing with different views 43
dealing with difficult cases 522
dealing with difficult group 55
dealing with difficult people 2385
dealing with difficult social 114
dealing with difficult tasks 56
dealing with difficult texts 59
dealing with difficult times 96
dealing with disturbed people 60
dealing with documents which 77
dealing with emergency calls 117
dealing with emergency cases 79
dealing with empirical facts 48
dealing with employees whose 77
dealing with extremely large 158
dealing with extremely small 151
dealing with fractional parts 70
dealing with hazardous waste 696
dealing with honorable people 63
dealing with identical twins 63
dealing with important cases 47
dealing with important people 108
dealing with important social 290
dealing with incendiary bombs 171
dealing with incidents which 88
dealing with industrial waste 60
dealing with inquiries about 64
dealing with insolvent banks 51
dealing with instances where 68
dealing with interests which 48
dealing with irrational people 41
dealing with knowledge about 81
dealing with knowledge which 48
dealing with litigation arising 49
dealing with migratory birds 43
dealing with municipal solid 50
dealing with objections which 44
dealing with objective facts 161
dealing with offenders under 72
dealing with organisms which 61
dealing with organized crime 1798
dealing with organized labor 1145
dealing with particles which 49
dealing with perceived threats 117
dealing with phenomena where 57
dealing with phenomena which 1370
dealing with phenomena whose 59
dealing with political action 51
dealing with political cases 53
dealing with political change 79
dealing with political crime 79
dealing with political power 90
dealing with political themes 104
dealing with population growth 318
dealing with practical tasks 46
dealing with preferred stock 51
dealing with primitive people 130
dealing with primitive races 61
dealing with privately owned 62
dealing with processes which 211
dealing with proximate cause 42
dealing with reasonable people 104
dealing with reputable people 54
dealing with rotational motion 54
dealing with sentences which 45
dealing with situations arising 75
dealing with situations where 1476
dealing with situations which 714
dealing with societies where 54
dealing with societies which 79
dealing with spiritual gifts 54
dealing with spiritual truths 44
dealing with substance abuse 1009
dealing with suspected cases 148
dealing with technical change 73
dealing with technical tasks 54
dealing with technical terms 95
dealing with telephone calls 224
dealing with terrorist crime 55
dealing with terrorist threats 192
dealing with unfamiliar people 51
dealing with unfamiliar words 240
dealing with universal human 239
dealing with universal themes 110
dealing with unpleasant facts 97
dealing with unpleasant people 43
dealing with unsecured debts 47
dealing with virtually every 282
deals with arguments which 136
deals with character rather 170
deals with commercial paper 98
deals with conditions under 56
deals with conditions which 201
deals with different forms 220
deals with different kinds 612
deals with different people 101
deals with different types 1120
deals with empirical facts 172
deals with hazardous waste 155
deals with important people 44
deals with important social 140
deals with instances where 60
deals with knowledge about 119
deals with objective facts 133
deals with organized crime 123
deals with organized labor 43
deals with phenomena which 606
deals with political power 62
deals with population growth 110
deals with processes which 166
deals with situations where 1820
deals with situations which 284
deals with substance abuse 49
deals with universal human 67
deals with universal themes 268
deals with universal truths 54
deals with virtually every 226
dealt with conditions which 48
dealt with different forms 62
dealt with different kinds 186
dealt with different parts 58
dealt with different types 259
dealt with difficult people 41
dealt with elsewhere under 105
dealt with generally under 46
dealt with important social 85
dealt with important themes 42
dealt with incidents which 40
dealt with organized crime 98
dealt with organized labor 62
dealt with political cases 56
dealt with political right 45
dealt with political themes 113
dealt with primarily under 51
dealt with situations where 331
dealt with situations which 57
dealt with summarily under 445
dealt with universal human 40
dealt with universal themes 90
dealt with virtually every 171
deaths and disasters which 75
deaths and mortality rates 100
deaths and permanent total 108
debt and commercial paper 125
debt and conversion option 60
debt and preferred stock 7904
debt for preferred stock 44
debt nor preferred stock 45
debt with commercial banks 193
deed that transfers title 107
deed was accordingly drawn 59
deed was committed above 44
deed was committed under 205
deep and contented sleep 183
deep and desperate moral 45
deep and difficult issue 52
deep and difficult truths 46
deep and distressing sound 52
deep and exhausted sleep 226
deep and expensive wells 56
deep and extensive burns 99
deep and extensive learning 659
deep and extensive pools 44
deep and extensive roots 95
deep and extensive study 130
deep and extensive wound 46
deep and important about 47
deep and important sense 56
deep and important stream 67
deep and important truths 67
deep and incurable moral 97
deep and incurable wound 153
deep and indelible marks 68
deep and indelible sense 46
deep and indelible stain 106
deep and intensive study 73
deep and intricate study 52
deep and lacerated wound 86
deep and masculine laugh 68
deep and mysterious sense 72
deep and mysterious truths 83
deep and navigable river 79
deep and navigable stream 49
deep and navigable water 87
deep and passionate feeling 158
deep and penetrating study 95
deep and penetrating voice 130
deep and perforating veins 176
deep and permanent change 139
deep and permanent feeling 84
deep and permanent moral 40
deep and permanent roots 69
deep and permanent scars 75
deep and permanent sense 101
deep and permanent truths 44
deep and permanent value 53
deep and perturbed breathing 66
deep and pervasive feeling 54
deep and pervasive sense 201
deep and pervasive social 47
deep and practical piety 47
deep and practical sense 61
deep and primitive level 45
deep and satisfied sleep 89
deep and sensitive feeling 41
deep and sheltered vales 67
deep and sheltered water 135
deep and spiritual sense 94
deep and sustained feeling 133
deep and sustained human 47
deep and thoughtful gloom 41
deep and thoughtful study 52
deep and turbulent river 56
deep and turbulent stream 42
deep and unfeigned grief 42
deep and universal feeling 170
deep and universal grief 84
deep and universal human 85
deep and universal sense 125
deep and voiceless grief 112
deep and widespread feeling 233
deep and widespread roots 106
deep and widespread sense 97
deep and widespread social 45
deer are generally found 91
deer are supplanting sheep 137
