dabbed her wet cheeks 41
dagger set with jewels 66
dagger she had hidden 58
dainty cup and saucer 209
dainty shoe and cobweb 116
dainty song with proper 45
damage and are likely 94
damage and can result 189
damage and death caused 76
damage and death result 41
damage and dna repair 414
damage and its annealing 94
damage and its causes 95
damage and its effect 403
damage and its extent 104
damage and its impact 77
damage and its repair 601
damage and lung cancer 91
damage and may result 320
damage and not merely 103
damage and was always 88
damage are not always 90
damage but not enough 163
damage can not always 142
damage did not affect 135
damage did not amount 48
damage did not become 60
damage did not differ 46
damage did not exceed 290
damage did not extend 121
damage did not happen 53
damage did not result 349
damage does not affect 265
damage does not always 240
damage does not amount 60
damage does not become 133
damage does not depend 200
damage does not exceed 1136
damage does not extend 133
damage does not happen 57
damage does not impair 50
damage does not result 373
damage for any injury 83
damage for long periods 44
damage for two reasons 44
damage has not already 201
damage his own career 52
damage may not always 101
damage may not amount 139
damage may not become 212
damage may not result 79
damage she had already 140
damage she had caused 821
damage she has caused 402
damage than had already 71
damage than has already 61
damage than that caused 125
damage than was caused 45
damage that are likely 101
damage that can accrue 57
damage that can affect 96
damage that can follow 65
damage that can happen 112
damage that can result 3722
damage that had already 1102
damage that had caused 51
damage that has already 4046
damage that has arisen 100
damage that has caused 50
damage that has ensued 53
damage that may accrue 324
damage that may affect 228
damage that may already 60
damage that may befall 40
damage that may follow 91
damage that may happen 505
damage that may result 5072
damage that they caused 142
damage that this causes 108
damage that was already 70
damage that was caused 1357
damage that was likely 70
damage they are likely 289
damage they had already 182
damage they had caused 1796
damage they may suffer 315
damage this has caused 100
damage was bad enough 190
damage was being caused 209
damage was due solely 71
damage was far greater 224
damage was not always 67
damage was not caused 1065
damage was not enough 97
damage was not greater 50
damage was not merely 44
damage was not serious 794
damage was not severe 299
damage was too remote 606
damage was too severe 225
damage with and without 116
damaging for two reasons 55
dammed and its waters 46
damned for that wicked 87
damned jew was broken 57
damned near got killed 66
damped all its future 41
damsel was then called 40
danced and cut capers 73
danced and sang around 1116
danced and sang before 603
danced and sang through 393
danced and sang without 83
danced and she danced 85
danced and sung before 180
danced and they danced 120
danced and was golden 96
danced for joy around 140
danced for joy before 95
danced her way across 126
danced her way around 141
danced her way through 368
danced his way across 98
danced his way around 71
danced his way through 395
danced his way toward 71
danced its way across 65
danced its way through 98
danced our way through 85
danced this way before 45
danced with any number 76
danced with her around 69
danced with her before 198
danced with her brother 166
danced with her cousin 51
danced with her instead 61
danced with her sister 161
danced with him around 95
danced with him before 219
danced with his brother 65
danced with his sister 341
danced with joy around 72
danced with joy before 47
danced with one another 1365
danced with you before 42
dancer that was caught 80
dancer was her spangle 44
dancer who had become 98
dancer who had worked 110
dancer who was called 43
dances and sings before 52
dances and war dances 117
dances are not always 179
dances are not merely 64
dances are not sinful 55
dances her way through 224
dances his way through 200
dances its way through 115
dances she had learned 151
dances that are danced 66
dances that had become 41
dances they had learned 198
dances with and without 47
dances with her brother 101
dances with his sister 40
dangers and death itself 50
dangers and its duties 50
dangers and its honors 73
dangers are far greater 84
dangers are his excuse 94
dangers are not always 113
dangers are not greater 57
dangers are not merely 72
dangers are real enough 277
dangers are thus safely 40
dangers she had passed 101
dangers she had shared 50
dangers she has passed 64
dangers that are already 63
dangers that are always 106
dangers that are before 61
dangers that are caused 41
dangers that are latent 70
dangers that are likely 208
dangers that are obvious 156
dangers that can befall 151
dangers that can result 292
dangers that can threaten 124
dangers that had arisen 128
dangers that had seemed 40
dangers that lay before 313
dangers that lay behind 98
dangers that lay beyond 52
dangers that lay hidden 44
dangers that lie before 359
dangers that lie hidden 132
dangers that may accrue 61
dangers that may attend 189
dangers that may befall 251
dangers that may follow 177
dangers that may happen 123
dangers that may result 548
dangers that may threaten 591
dangers that now threaten 332
dangers that they entail 56
dangers they are likely 47
dangers they had already 93
dangers they had braved 84
dangers they had passed 578
dangers they had shared 133
dangers with any nicety 48
darker than her brother 67
darker than her sister 230
darker than his brother 120
darker than his sister 88
darker than his visage 44
darker than our common 52
darker than they should 316
darted his arm across 50
darted his head around 51
darted out and caught 166
darted out and closed 41
darted out and licked 177
darted out and lifted 40
darted out and seized 115
darted out his forked 44
darted out its forked 60
dashed his pen across 74
dashed his pen through 99
dashed off his answer 74
dashed off his famous 42
dashed off this letter 43
dashed out and bought 132
dashed out and caught 40
dashed out and seized 85
dashed out her brains 279
dashed out his brains 2366
dashed out its brains 699
dashes for each letter 98
dashes off any number 48
dashes out his brains 106
dawdling with old papers 67
dawned hot and bright 71
dawned hot and sticky 42
dawned hot and sultry 72
dazzle them with golden 63
dazzle them with trivial 53
dazzle with his finery 74
deacons who had charge 44
dealers and art lovers 54
dealers and car buyers 59
dealers and gang bangers 42
dealers and gang leaders 60
dealers and pit bosses 210
dealers and real estate 143
dealers are not always 99
dealers are not likely 66
dealers can not afford 221
dealers can not supply 59
dealers did not always 44
dealers may say whether 46
dealers that they should 96
dealers who are already 168
dealers who are engaged 61
dealers who are likely 49
dealers who are unable 47
dealers who can afford 42
dealers who can supply 52
dealers who cut prices 111
dealers who had become 44
dealers who had bought 144
dealers who had signed 42
dealers with one another 325
deanery for her brother 96
debate and all mortal 42
debate and has become 123
debate and its effect 48
debate and its impact 100
debate and its result 59
debate and not merely 91
debate and was passed 49
debate and was signed 65
debate and with little 77
debate are not always 53
debate are not better 92
debate can and should 59
debate did not always 58
debate did not become 73
debate did not center 140
debate did not follow 55
debate did not remain 61
debate did not result 71
debate did not settle 41
debate does not affect 94
debate does not always 75
debate does not become 49
debate does not center 45
debate does not extend 67
debate for two reasons 269
debate goes far beyond 64
debate had not changed 44
debate has not always 99
debate has not changed 83
debate has not reached 65
debate has now become 81
debate has now reached 87
debate how they should 66
debate pro and contra 137
debate ran its course 66
debate that cut across 52
debate that goes beyond 123
debate that had already 131
debate that had arisen 101
debate that had become 85
debate that had lasted 116
debate that has already 146
debate that has always 57
debate that has arisen 336
debate that has become 147
debate that has engaged 91
debate that has ensued 245
debate that has lasted 161
debate that has shaped 48
debate that was already 114
debate this was agreed 50
debate was not always 104
debate was not closed 60
debate was not likely 50
debate was not merely 164
debate was not simply 271
debate was not whether 205
debate was not without 149
debate was then opened 51
debate was with closed 40
debate with all comers 54
debate with dan quayle 51
debate with him before 43
debate with his brother 145
debate with his fellow 234
debate with his former 65
debate with his friend 295
debate with his teacher 87
debate with one another 2115
debating how they should 186
debating with one another 562
debiting him with serious 42
debits and one credit 162
debris and dead bodies 152
debris and dead tissue 65
debris and leaf litter 157
debris that had fallen 591
debris that had washed 95
debris that has fallen 245
debris that they barely 47
debris that was floating 47
debris that was strewn 46
debris was being cleared 138
debtor and any entity 256
debtor and any person 85
debtor and had arisen 109
debtor and his debtor 107
debtor and his english 44
debtor and his estate 130
debtor and his family 2495
debtor and his former 47
debtor and his future 66
debtor and his spouse 121
debtor and his surety 349
debtor and its assets 54
debtor and its estate 56
debtor can not afford 79
debtor can not assert 47
debtor can not compel 108
debtor can not demand 58
debtor can not escape 46
debtor can not exempt 135
debtor can not obtain 130
debtor can not redeem 55
debtor can not refuse 49
debtor did not become 47
debtor did not comply 55
debtor did not conceal 239
debtor did not intend 132
debtor did not object 159
debtor does not affect 348
debtor does not attend 54
debtor does not become 61
debtor does not comply 145
debtor does not exceed 99
debtor does not intend 251
debtor does not object 90
debtor does not obtain 65
debtor does not realize 63
debtor does not redeem 50
