damn bunch put together 357
damn close for comfort 341
damp chill air demands 85
damp hoofs and trodden 65
damp woods and thickets 147
dare anything and everything 82
dare relax her muscles 43
dare stand out against 48
daring agent has hurried 67
daring black had several 40
dark about her husband 92
dark about his affairs 49
dark about this problem 134
dark above and lighter 235
dark above and silvery 44
dark above and whitish 115
dark after being exposed 92
dark bands and stripes 48
dark bands are visible 56
dark blues and purples 293
dark brown and becomes 42
dark brown and brittle 66
dark brown and contain 66
dark brown and covered 152
dark brown and crumbly 86
dark brown and finally 155
dark brown and grayish 64
dark brown and greyish 79
dark brown and mottled 72
dark brown and reddish 703
dark brown and sharply 54
dark brown and spotted 40
dark brown and strongly 59
dark brown and usually 89
dark brown and viscous 66
dark brown and whitish 210
dark brown with greyish 49
dark brown with lighter 872
dark brown with reddish 210
dark brown with several 55
dark brown with whitish 172
dark cloak that covered 45
dark close with hostile 64
dark cloud had appeared 63
dark cloud had covered 70
dark cloud had gathered 62
dark cloud had settled 137
dark cloud has settled 85
dark cloud that covered 84
dark cloud that hovered 107
dark cloud that overhung 89
dark creed art yielded 48
dark curls that covered 77
dark dense old avenues 61
dark faces and ghostly 59
dark forms and shadows 127
dark green and covered 117
dark green and crimson 83
dark green and divided 44
dark green and finally 49
dark green and reddish 62
dark green and rounded 334
dark green and silvery 109
dark green and usually 81
dark green with lighter 188
dark green with reddish 75
dark green with scarlet 43
dark green with silvery 153
dark green with whitish 53
dark hairs that covered 47
dark hills and distant 41
dark hills and valleys 45
dark holes and caverns 51
dark holes and corners 377
dark hours and crooked 269
dark house with thoughts 80
dark lanes and streets 47
dark lines and patches 60
dark lines and shadows 51
dark lines are present 56
dark lines are visible 102
dark locks hung loosely 43
dark night for america 42
dark night than anybody 59
dark night who travels 146
dark nooks and corners 340
dark pines and funereal 42
dark place and expecting 95
dark place for fifteen 52
dark place for several 394
dark place hath exceeding 176
dark place that hinders 131
dark place that smelled 65
dark roofs and corners 61
dark rooms and corners 90
dark scene was blotted 72
dark space was plainly 55
dark spots and patches 175
dark spots and stripes 96
dark spots are present 104
dark spots are usually 45
dark spots are visible 85
dark stars and planets 126
dark stream and flecked 78
dark suits and bowlers 48
dark suits and carried 46
dark suits and dresses 109
dark suits and fedoras 40
dark suits and striped 59
dark thinking are largely 41
dark tones and shadows 41
dark walls and columns 57
dark woods and thickets 44
dark words and clauses 49
dark world and against 2511
data about all aspects 269
data about each country 44
data about each patient 224
data about each product 53
data about each student 270
data about each subject 99
data about his parents 45
data about its clients 40
data about its current 67
data about its effects 41
data about its members 46
data about one subject 55
data about this problem 69
data about this question 57
data about this subject 120
data agree with previous 126
data agree with results 63
data banks and privacy 92
data banks for research 87
data banks that contain 98
data banks that provide 51
data bases and complex 48
data bases and provide 61
data bases and providing 42
data bases and related 134
data bases and research 54
data bases and systems 220
data bases are defined 45
data bases are searched 58
data bases are updated 177
data bases are usually 114
data bases can provide 107
data bases for climate 143
data bases for research 78
data bases may contain 56
data bases that contain 285
data bases that include 476
data bases that provide 201
data bases that support 168
data cards are arranged 46
data cards are punched 143
data could not provide 128
data could not resolve 43
data could not support 87
data easily and quickly 177
data entry and control 268
data entry and display 1440
data entry and improve 47
data entry and inquiry 481
data entry and quality 62
data entry and reporting 587
data entry and reports 130
data entry and storage 309
data every few minutes 43
data exist for comparing 56
data exist for several 60
data exist that provide 49
data exist that suggest 125
data exist that support 94
data exist with respect 144
data field can contain 75
data field may contain 85
data field that follows 70
data files and control 325
data files and folders 231
data files and indexes 123
data files and produce 45
data files and program 771
data files and records 314
data files and related 105
data files and reports 123
data files are located 335
data files are updated 122
data files are usually 146
data files are written 138
data files for storage 41
data files may require 45
data files that contain 501
data files that include 56
data flows and control 176
data flows are defined 50
data flows that connect 103
data input and control 127
data input and display 288
data input and results 45
data input and storage 332
data items and records 187
data items are arranged 171
data items are assumed 42
data items are defined 443
data items are entered 172
data items are grouped 182
data items are located 73
data items are present 50
data items are related 134
data items are updated 64
data items are usually 186
data items are written 72
data items that contain 72
data items that satisfy 129
data lines and control 211
data loading and unloading 108
data logging and control 282
data marts are usually 55
data might not provide 44
data might not reflect 41
data model and algebra 141
data model and language 168
data model and process 189
data model for objects 154
data model has several 42
data model may contain 48
data model that defines 93
data needs and sources 64
data plane and control 54
data point was measured 61
data point with respect 126
data rates and formats 56
data rates and quality 44
data rates and storage 101
data rates are defined 108
data rates are limited 84
data rates are usually 46
data rates per channel 44
data rather than analyzing 41
data rather than derived 124
data rather than general 49
data rather than hunches 50
data rather than imposed 41
data rather than opinions 66
data rather than program 52
data rather than requiring 44
data reveal that african 45
data reveal that although 122
data reveal that between 80
data reveal that certain 44
data sending and receiving 101
data sharing and exchange 143
data sheet for details 121
data sheet for recording 211
data showing that although 59
data showing that between 90
data showing that certain 90
data shown with contour 43
data shows that although 243
data shows that average 46
data shows that between 177
data shows that certain 48
data shows that despite 54
data shows that several 52
data table for recording 62
data types and classes 173
data types and complex 73
data types and control 183
data types and formats 661
data types and function 166
data types and generic 46
data types and language 89
data types and modules 191
data types and objects 640
data types and program 119
data types and related 87
data types and sources 160
