damnable heresies tending to 44
dangerous citizens within the 46
dangerous condition known as 376
dangerous condition known to 97
dangerous condition which he 44
dangerous condition which is 93
dangerous condition which the 54
dangerous condition within the 76
dangerous dispensing power in 47
dangerous disputes which he 44
dangerous divisions within the 64
dangerous elements within the 76
dangerous exploits which he 72
dangerous facility given by 63
dangerous illusions about the 112
dangerous invasions could be 68
dangerous materials within the 75
dangerous mountain roads to 45
dangerous practice known as 57
dangerous practice since the 49
dangerous questions about the 69
dangerous rebellion raged in 55
dangerous situation arose in 67
dangerous situation could be 168
dangerous situation might be 59
dangerous situation since the 127
dangerous situation until it 40
dangerous situation where he 47
dangerous situation where the 147
dangerous situation which he 59
dangerous situation which is 145
dangerous situation which the 131
dangerous situation within the 56
dangerous situation would be 216
dangerous symptoms began to 73
dangerous tendency needs no 41
database contains links to 49
database designer needs to 106
database formerly known as 50
database provides links to 46
daughter absorbed still in 41
daughter colonies within the 53
daughter exchanged looks of 45
daughter remained alone in 40
daughter suddenly ended it 48
daylight precision bombing of 184
decedent received under the 181
decently confined within the 150
deception campaign aimed at 46
decipher authentic signs of 103
decisions actually taken by 57
decisions concerning where to 212
decisions concerning which of 74
decisions recently taken by 80
decisions rendered after the 113
decisions rendered since the 102
decisions rendered under the 324
decisive argument seems to 45
decisive authority within the 53
decisive evidence about the 89
decisive evidence could be 73
decisive evidence seems to 76
decisive evidence which the 43
decisive majority would be 43
decisive military action by 40
decisive military action in 189
decisive military action of 52
decisive military action on 44
decisive military action to 196
decisive military defeat at 48
decisive military defeat in 64
decisive military defeat of 198
decisive military defeat on 137
decisive military event of 41
decisive military force in 48
decisive military power in 47
decisive movement could be 43
decisive struggle would be 78
declared anywhere within the 63
declared bankrupt after the 52
declared bankrupt under the 75
declared bankrupt within the 57
declared essential parts of 43
declared integral parts of 54
declared intention never to 51
declared mentally unfit to 202
declared standard could be 58
declared unlawful under the 302
declined abruptly after the 57
declined functions which he 58
declined markedly after the 375
declined markedly since the 581
declined markedly under the 40
declined seriously since the 45
declined severely after the 40
declined slightly after the 111
declined slightly since the 311
declined slightly until the 41
declined slightly while the 92
declined somewhat after the 401
declined somewhat since the 530
declined somewhat under the 48
declined somewhat until the 40
declined thereafter until the 64
declines markedly after the 64
decreased activity within the 47
decreased diastolic filling of 45
decreased markedly after the 260
decreased markedly since the 392
decreased platelet count in 42
decreased platelet count is 68
decreased pressure above the 52
decreased pressure within the 128
decreased purchasing power in 63
decreased purchasing power of 1467
decreased slightly after the 143
decreased slightly since the 137
decreased slightly until the 50
decreased slightly while the 100
decreased somewhat after the 116
decreased somewhat since the 163
decreased survival rates in 45
decreases markedly after the 89
decreases pressure within the 81
decreases slightly after the 118
decreases slightly until the 127
decreases slightly where it 61
decreases slightly while the 104
deducted therefrom shall be 43
deduction computed under the 202
deduction provided under the 44
deepened divisions within the 269
deepened suddenly under the 53
defeatist attitude about the 78
deferred expenses shall be 391
deferred interest shall be 89
deferred interest would be 93
deferred payments could be 86
deferred payments shall be 428
deferred payments under the 107
deferred payments would be 148
deferred purchase price of 336
deficits commonly found in 42
definite assertion about the 87
definite chemical action of 140
definite chemical change in 69
definite clinical signs of 309
definite critical value of 67
definite decisions about the 121
definite decisions could be 45
definite detailed state of 138
definite diagnosis based on 43
definite diagnosis could be 288
definite direction could be 55
definite direction given to 74
definite direction under the 95
definite direction which is 90
definite direction which the 70
definite direction within the 45
definite distance above the 104
definite distance below the 80
definite downward trend in 359
definite economic value in 59
definite economic value to 50
definite evidence about the 247
definite evidence could be 138
definite external piece of 72
definite functions which the 40
definite functions within the 69
definite integral gives the 70
definite integral which is 100
definite interval after the 80
definite judgment about the 113
definite physical change in 68
definite physical limit to 59
definite physical signs in 45
definite physical signs of 200
definite positions within the 159
definite pressure which is 66
definite pressure within the 49
definite progress could be 86
definite quantity which is 94
definite questions about the 143
definite relations within the 40
definite religious teaching in 59
definite sensation which is 50
definite sequence which is 75
definite situation would be 75
definite standard which is 120
definite survival value in 62
definite velocity which is 82
definite wavelength which is 44
deflects downward under the 45
degraded condition under the 47
degraded patriarch could no 83
delegate authority within the 84
delegate selection rules in 48
delegate specific tasks to 244
delegating specific tasks to 68
delicate aquiline curve in 54
delicate balances within the 48
delicate boundary which the 58
delicate calfskin boots in 50
delicate judgment based on 63
delicate judgment which he 44
delicate membrane forming the 60
delicate membrane known as 120
