dame who presided over 42
damp and bitterly cold 137
damp and cobwebby mold 60
damp and fragrant from 47
damp and slippery from 65
damp with moisture from 49
dams and barrages have 80
dams and barrages were 56
dank and darkened wall 58
dare not approach their 61
dare not approach your 50
dare not challenge their 54
dare not complain when 49
dare not describe their 49
dare not disclose their 49
dare not disclose your 72
dare not discover their 56
dare not encroach upon 76
dare not exercise their 113
dare not publicly avow 430
dare not publicly name 146
dare not separate from 100
dare not therefore deny 123
daring and dangerous plan 62
daring and delicate hand 46
daring and original ideas 49
daring and original mind 43
daring and original plan 50
daring and original work 90
dark and abundant hair 436
dark and beautiful eyes 159
dark and beautiful face 199
dark and beautiful girl 49
dark and beautiful like 46
dark and bitterly cold 752
dark and brilliant eyes 276
dark and confused ideas 61
dark and confused mass 191
dark and confused throng 101
dark and coolness over 42
dark and critical days 45
dark and damnable arts 83
dark and dangerous days 148
dark and dangerous game 48
dark and dangerous heart 66
dark and dangerous hour 66
dark and dangerous ocean 70
dark and dangerous paths 149
dark and dangerous road 127
dark and dangerous side 307
dark and dangerous time 72
dark and dangerous ways 68
dark and dangerous years 44
dark and deserted areas 42
dark and deserted city 47
dark and deserted road 95
dark and deserted when 111
dark and doubtful days 348
dark and doubtful paths 124
dark and eloquent eyes 78
dark and everyone else 47
dark and fabulous ages 105
dark and forbidding even 45
dark and forbidding from 53
dark and formless mass 65
dark and formless void 169
dark and glittering ocean 47
dark and handsome face 154
dark and handsome like 73
dark and handsome type 50
dark and handsome young 171
dark and hopeless days 62
dark and horrible glen 105
dark and ignorant ages 398
dark and loathsome cell 52
dark and loveless soul 84
dark and luminous eyes 98
dark and luminous rays 51
dark and lustrous eyes 272
dark and lustrous hair 46
dark and luxuriant hair 82
dark and midnight hour 246
dark and mournful eyes 48
dark and negative side 179
dark and perilous days 94
dark and perilous hour 44
dark and perilous ways 62
dark and perilous years 118
dark and polished wood 55
dark and powerful line 125
dark and profound mine 396
dark and romantic bearing 96
dark and secluded spot 59
dark and serrated blue 76
dark and shameful page 117
dark and sinister look 44
dark and sinister meaning 61
dark and sinister side 163
dark and solitary cell 80
dark and solitary life 60
dark and solitary rock 86
dark and solitary room 114
dark and terrible days 229
dark and terrible form 47
dark and terrible hour 247
dark and terrible side 154
dark and terrible time 101
dark and terrible years 96
dark and tortuous hole 139
dark and tortuous mind 53
dark and tortuous paths 64
dark and tortuous ways 134
dark and tranquil cell 51
dark and troubled ages 51
dark and troubled days 221
dark and troubled dream 40
dark and troubled eyes 45
dark and troubled face 40
dark and troubled life 160
dark and troubled mind 89
dark and troubled ocean 144
dark and troubled soul 68
dark and troubled time 167
dark and troubled wave 47
dark and troubled ways 63
dark and troubled years 88
dark and wondered what 41
dark and wrinkled face 51
dark but obviously ugly 58
dark head inclined over 68
dark our fortunes meet 40
dark with contagion like 42
dash its trophies down 162
dash off unharmed into 73
data and accounting data 63
data and analysis from 431
data and analysis have 170
data and analysis into 69
data and analysis must 61
data and analysis show 110
data and analysis used 89
data and analysis were 138
data and analysis will 231
data and archival data 48
data and clinical data 142
data and commands from 213
data and commands into 201
data and comments from 104
data and computed data 48
data and computer code 48
data and computer time 81
data and concepts from 237
data and concepts have 91
data and customer data 92
data and describe what 98
data and detailed data 53
data and discrete data 45
data and economic data 103
data and economic theory 102
data and evaluate their 60
data and evaluating their 41
data and evidence from 281
data and examples from 145
data and excerpts from 63
data and external data 150
data and feedback from 179
data and financial data 153
data and formulas from 56
data and formulas into 141
data and functions from 100
data and functions into 203
data and graphics from 44
data and identify what 48
data and insights from 266
data and insights into 336
data and internal data 44
data and linguistic data 41
data and materials from 120
data and messages from 64
data and observed data 80
data and performs some 41
data and personal data 80
data and physical data 63
data and pictures from 62
data and possibly also 87
data and presents some 60
data and products from 56
data and programs among 71
data and programs during 98
data and programs from 617
data and programs have 45
data and programs into 296
data and programs must 158
data and programs onto 41
data and programs used 72
data and programs were 71
data and programs when 77
data and programs will 82
data and provides more 42
data and provides some 78
data and received data 58
data and relations among 129
data and sequence data 48
data and services from 142
data and services over 55
data and software from 119
data and therefore have 102
data and therefore more 44
data and therefore must 54
data and therefore need 60
data and therefore only 43
data and therefore were 45
data and therefore will 69
data and variables used 173
data are accessed from 132
data are accurate only 55
data are acquired during 153
data are acquired from 458
data are acquired only 49
data are acquired over 208
data are actually used 144
data are analyzed from 198
data are analyzed here 59
data are analyzed more 91
data are analyzed only 55
data are analyzed over 98
data are averaged from 122
data are averaged over 2422
data are averages from 170
data are averages over 151
data are borrowed from 165
data are captured from 82
data are collated from 102
data are combined from 159
data are combined into 553
data are commonly used 505
data are compared from 52
data are compared over 44
data are compiled from 1749
data are compiled into 147
data are complete only 46
data are computed from 441
data are directly from 41
data are directly used 56
data are distinct from 103
data are elicited from 50
data are essential when 51
data are examined from 152
data are examined here 42
data are examined more 274
data are examined over 54
data are exchanged among 65
data are excluded from 603
data are expected from 83
data are exported from 51
data are forthcoming from 55
data are imported from 46
data are imported into 135
data are included from 194
data are included here 356
data are included only 128
data are inferred from 65
data are inserted into 325
data are intended only 101
data are interval data 63
data are isolated from 49
data are modified from 80
data are normally used 101
data are obtained during 238
data are obtained from 12084
data are obtained must 52
data are obtained only 240
data are obtained over 254
data are obtained when 371
data are obtained will 44
data are obviously more 48
data are original data 61
data are probably best 169
data are probably less 185
data are probably more 774
data are probably most 98
data are probably those 79
data are produced from 130
data are provided from 274
data are provided here 96
data are provided only 173
data are received from 690
data are recorded along 78
data are recorded during 283
data are recorded from 225
data are recorded here 44
data are recorded into 46
data are recorded only 146
data are recorded onto 71
data are recorded over 56
data are recorded when 58
data are relevant here 52
data are relevant only 86
data are reported from 355
