dabbled with his blood 662
dabbles with lying loans 110
daggers for his cloak 42
daggers for this breach 58
daisies with his stick 146
damaged and dead cells 115
damaged and dying cells 88
damaged and they would 43
damaged but are still 41
damaged but not taken 51
damaged but was still 44
damaged for any reason 127
damaged his own cause 316
damaged men and women 112
damaged that she could 830
damaged that she would 196
damaged that they could 684
damaged that they never 101
damaged that they would 457
damages and all costs 89
damages and for costs 68
damages and for which 83
damages and his costs 111
damages and six cents 122
damages and thus would 53
damages are not based 85
damages are not easily 46
damages are not found 277
damages are not given 98
damages are not within 49
damages are then based 48
damages are too small 102
damages can not stand 86
damages did not apply 79
damages did not arise 88
damages does not appear 42
damages does not apply 285
damages does not arise 89
damages does not exist 76
damages due for breach 181
damages for all delay 46
damages for any action 257
damages for any breach 2032
damages for any cause 47
damages for any costs 49
damages for any delay 144
damages for any period 83
damages for his breach 725
damages for his claim 63
damages for his delay 759
damages for his fault 76
damages for his fraud 66
damages for its breach 4284
damages for its value 76
damages for that breach 502
damages for that period 54
damages for that reason 41
damages for that which 51
damages for this breach 470
damages may lie under 76
damages than they would 46
damages that are based 56
damages that can occur 100
damages that may arise 864
damages that may ensue 83
damages that may occur 467
damages that they cause 107
damages that they might 76
damages that they would 47
damages they may cause 115
damages was set aside 55
damages yet for every 58
damages you are seeking 43
damsels who had hoped 52
dancers and singing girls 53
dancers are all women 47
dancers can not dance 51
dancers did not appear 47
dancers did not dance 53
dancers who had taken 56
dappled red and green 101
dappled red and white 100
dappled sun and shade 144
dappled things for skies 294
daresay she was right 117
daresay that you would 40
daresay they are right 186
daresay you are aware 93
daresay you are burning 47
daresay you are hungry 40
daresay you are quite 441
daresay you are right 3663
daresay you are thinking 52
daresay you are tired 298
daresay you can guess 399
daresay you did exist 71
darkening does not occur 42
darkest dye his short 48
daunted with this reply 89
dauphin and his court 45
dauphin and his party 76
dauphin and his queen 99
daybreak and long after 77
daycare for her child 86
daytime all use white 47
daytime and was taken 71
daytime they lay still 69
daytime they lie quiet 137
daytime you can hitch 63
dazzled eye with sober 96
dazzled that they could 40
dazzled with her beauty 543
dazzled with his glory 42
dazzled with its light 280
deadline did not allow 46
deadline did not apply 51
deadline does not apply 126
deadline for each issue 153
deadline for each stage 41
deadline for this issue 97
deadline for this paper 52
deadline had long since 64
deadline that was later 46
deadline was not until 54
deadline was too short 49
deadlock and bring about 50
deadlock can not occur 400
deadlock does not exist 46
deadlock does not occur 135
deafened day and night 48
deafness and deaf people 657
deafness does not occur 132
deafness had not quite 79
debased men and women 116
debated and are still 110
debated and then voted 135
debated day and night 44
debated for six hours 57
debated for six months 59
debated for two hours 189
debated for two months 86
debated for two weeks 100
debated how they could 339
debated how they might 78
debated how they would 43
debated with him about 50
debates are all about 47
debates are not about 214
debates are not really 124
debates are too often 52
debates did not begin 57
debates that are often 58
debates that are still 174
debates that had begun 52
debates that had raged 101
debates that had taken 394
debates with her father 50
debates with his father 159
debates with his limbs 93
debited for all costs 59
debited with his share 91
debited with its share 58
debtors all our lives 58
debtors are not aware 55
debtors can not agree 59
debtors can not repay 41
debtors who are still 59
decades ago and never 59
decades ago and since 61
decades ago and still 199
decades ago and today 62
decades ago and which 206
decades ago and whose 72
decades ago are still 544
decades ago but still 64
decades ago but which 68
decades ago one could 101
decades ago that people 64
decades ago they would 48
decades ago was still 77
decades and are often 40
decades and are still 671
decades and for which 67
decades and had never 92
decades and has found 47
decades and has given 67
decades and has never 55
decades and has taken 49
decades and its close 52
decades and now pudding 258
decades and that would 45
decades and this trend 53
decades and two world 91
decades and was known 41
decades and was never 42
decades and was still 79
decades but are still 49
decades but had never 59
decades does not appear 59
decades men and women 57
decades old and still 67
decades she had spent 42
decades that they could 61
decades they had lived 44
decagon has ten sides 51
decamps with his booty 83
decayed and too small 42
decayed men and women 52
decayed that one could 44
decayed that they could 117
decayed with her decay 103
decayed with our decay 83
deceased and her father 158
deceased and her mother 177
deceased and his father 230
deceased and his heirs 279
deceased and his mother 234
deceased and his widow 454
deceased cat with whose 58
deceased did not appear 148
deceased did not belong 145
deceased does not appear 206
deceased had two lower 125
deceased kings and heroes 52
deceased man and woman 48
deceased men and women 409
deceased was cut short 54
deceased was her father 89
deceased was his father 85
deceased was not alive 41
deceased was not known 42
deceive and yet easily 44
deceive any who might 68
deceive her any longer 130
deceive him and elude 44
deceive him any longer 257
deceive him with false 113
deceive his own father 46
deceive his own people 102
deceive its own people 86
deceive men and women 202
deceive our own hearts 148
deceive our own people 48
deceive our own souls 323
deceive them any longer 40
deceive them that dwell 88
deceive them with false 181
deceive you any longer 491
deceive you with empty 787
deceive you with false 136
deceive you with husks 48
deceive you with words 71
deceiving him with empty 65
deceiving him with false 101
deceiving him with hopes 61
deceiving his own people 60
deceiving its own people 44
deceiving our own souls 63
deceiving them that dwell 51
deceiving them with false 72
decency and this grace 135
decency did not allow 51
decency does not allow 44
decided all she could 43
decided and are found 46
decided and they would 43
decided did not belong 41
decided did not exist 60
decided does not change 43
decided for any reason 89
decided for one party 95
decided for one reason 219
decided for that reason 75
decided for this reason 165
decided his son would 64
decided how and where 191
decided how she would 284
decided how they could 70
decided how they would 891
decided how you would 150
decided long ago never 115
decided not long after 190
decided one year after 180
decided one year later 134
decided she had earned 42
decided she had every 43
decided she had found 94
decided she had never 245
decided she had taken 59
decided she too would 53
decided she was about 68
decided she was bored 66
decided she was crazy 92
decided she was either 168
decided she was feeling 50
decided she was getting 166
decided she was gonna 91
decided she was hungry 188
decided she was looking 49
decided she was never 116
decided she was quite 92
decided she was really 131
decided she was right 1523
decided she was still 178
decided she was strong 54
decided she was telling 100
decided she was tired 404
decided she was wasting 61
decided she was willing 88
decided than that which 102
decided that all cases 83
decided that all class 66
decided that all forms 67
decided that all funds 72
decided that all goods 55
decided that all hands 68
decided that all lands 50
decided that all local 44
decided that all major 44
decided that all males 43
decided that all money 55
decided that all people 128
decided that all seven 47
decided that all staff 56
decided that all state 106
decided that all taxes 40
decided that all trade 77
decided that all units 41
decided that all women 155
decided that all would 220
decided that any action 107
decided that any change 84
decided that any major 40
decided that any woman 106
decided that bob would 70
decided that both sides 181
decided that both would 88
decided that dad would 62
decided that death would 89
decided that each child 171
decided that each class 56
decided that each group 209
decided that each nation 59
decided that each party 127
decided that each pupil 42
decided that each region 46
decided that each state 992
decided that each woman 54
decided that each would 390
decided that for every 188
decided that for henry 118
decided that god could 79
decided that god would 149
decided that her child 84
decided that her claim 44
decided that her father 672
decided that her first 760
decided that her house 45
decided that her mother 1234
decided that her niece 45
decided that her place 149
decided that her story 129
decided that her voice 50
decided that his action 103
decided that his brain 40
decided that his calling 124
decided that his cause 69
decided that his chief 146
decided that his child 121
decided that his claim 115
decided that his father 1367
decided that his final 51
decided that his first 1262
decided that his force 179
decided that his group 83
decided that his guest 42
decided that his house 161
decided that his major 65
decided that his method 43
decided that his mother 961
decided that his music 67
decided that his niece 42
decided that his paper 141
decided that his party 153
decided that his people 218
decided that his place 328
decided that his plans 59
decided that his pupil 40
decided that his right 137
decided that his search 42
decided that his small 63
decided that his staff 73
decided that his state 52
decided that his story 76
decided that his title 47
decided that his uncle 96
decided that his views 46
decided that his visit 40
decided that his voice 57
decided that his whole 72
decided that his words 48
decided that his would 112
decided that his writing 43
decided that its after 47
decided that its basic 46
decided that its chief 40
decided that its enemy 89
decided that its first 356
decided that its major 84
decided that its power 40
decided that jim would 73
decided that man could 40
decided that man would 54
decided that men could 41
decided that men would 44
decided that not every 54
decided that not knowing 43
decided that now might 43
decided that now would 287
decided that one child 63
decided that one could 360
decided that one group 74
decided that one major 49
decided that one might 68
decided that one night 87
decided that one ought 47
decided that one party 82
decided that one reason 71
decided that one would 208
decided that our bible 57
decided that our first 476
decided that our group 64
decided that our house 75
decided that our lives 72
decided that our party 57
decided that our people 49
decided that sam would 62
decided that she could 9999
decided that she hated 226
decided that she liked 1710
decided that she likes 120
decided that she loved 256
decided that she might 2014
decided that she needs 158
decided that she never 137
decided that she ought 778
decided that she rather 58
decided that she really 992
decided that she shall 196
decided that she still 120
decided that she wants 701
decided that she would 36868
decided that sir george 42
decided that sir henry 46
decided that sir james 40
decided that sir thomas 40
decided that six months 106
decided that that could 118
decided that that might 181
decided that that night 79
decided that that which 49
decided that that would 1091
decided that they alone 102
decided that they belong 55
decided that they could 16714
decided that they first 42
decided that they hated 43
decided that they liked 591
decided that they loved 58
decided that they might 2042
decided that they never 123
decided that they ought 1178
decided that they really 565
decided that they shall 449
decided that they still 102
decided that they stood 64
decided that they would 46119
decided that things could 186
decided that things might 49
decided that things would 178
decided that this action 391
decided that this change 82
decided that this child 133
decided that this claim 62
decided that this class 56
decided that this could 1777
decided that this court 147
decided that this evening 71
decided that this event 97
decided that this field 47
decided that this first 169
decided that this force 112
decided that this group 208
decided that this house 83
decided that this issue 192
decided that this level 41
decided that this meeting 109
decided that this method 323
decided that this might 2175
decided that this model 50
decided that this money 302
decided that this morning 109
decided that this motion 48
decided that this night 62
decided that this offer 48
decided that this option 43
decided that this order 94
decided that this ought 54
decided that this party 49
decided that this period 71
decided that this phase 47
decided that this piece 54
decided that this place 242
decided that this plant 45
decided that this point 117
decided that this power 157
decided that this really 68
decided that this region 56
decided that this right 259
decided that this route 98
decided that this season 43
decided that this shall 156
decided that this small 87
decided that this state 384
decided that this story 299
decided that this study 123
decided that this title 44
decided that this whole 141
decided that this woman 193
decided that this world 151
decided that this would 14965
decided that tom would 83
decided that two could 207
decided that two people 73
decided that two ships 56
decided that two thirds 46
decided that two types 58
decided that two weeks 76
decided that two women 46
decided that two would 59
decided that war would 84
decided that was about 59
decided that was quite 40
decided that was really 59
decided that was right 41
decided that was silly 108
decided that was where 483
decided that you could 685
decided that you liked 41
decided that you might 237
decided that you never 59
decided that you ought 153
decided that you really 355
decided that you shall 600
decided that you would 1927
decided they had found 168
decided they had taken 54
decided they too would 77
decided this was really 40
decided this was where 253
decided was all right 57
decided who they would 86
decided who was right 286
decided who was worthy 73
decided with his usual 111
decided with one voice 100
decided you are right 51
decides for any reason 81
decides for him where 47
decides for one reason 67
decides how and where 184
decides how they shall 56
decides that any opening 305
decides that god wills 246
decides that her first 114
decides that his father 65
decides that his first 70
decides that she could 72
decides that she likes 117
decides that she loves 158
decides that she might 90
decides that she needs 446
decides that she ought 41
decides that she really 93
decides that she shall 75
decides that she wants 1443
decides that she would 766
decides that they ought 55
decides that they shall 271
decides that they would 136
decides that this shall 58
decides that this would 363
decides that you shall 43
decimal and then change 155
decimal and then changing 71
decimal does not change 136
decision aid for women 62
decision and are willing 55
decision and for action 218
decision and for which 42
decision and her action 41
decision and his action 100
decision and his alone 297
decision and its basis 45
decision and one which 633
decision and set about 92
decision and set aside 42
decision and she could 41
decision and she would 143
decision and that after 77
decision and that would 59
decision and then asked 52
decision and then carry 47
decision and then stick 99
decision and they could 48
decision and they would 76
decision and was about 48
decision and was willing 43
decision and who seeks 88
decision and you could 41
decision are not easily 79
decision are not given 93
decision are not known 190
decision being set aside 119
decision but one based 42
decision but one which 185
decision can any longer 53
decision can not change 56
decision can not easily 60
decision can not really 46
decision can not stand 473
decision did not agree 51
decision did not allow 87
decision did not alter 167
decision did not appear 208
decision did not apply 701
decision did not arise 87
decision did not carry 51
decision did not cause 131
decision did not change 323
decision did not cover 94
decision did not create 199
decision did not deter 98
decision did not exist 91
decision did not fully 82
decision did not imply 201
decision did not limit 54
decision did not occur 76
decision did not please 415
decision did not prove 93
decision did not really 158
decision did not refer 98
decision did not serve 52
decision did not solve 97
decision did not stand 162
decision did not state 98
decision did not stick 41
decision did not touch 135
decision does not admit 58
decision does not agree 48
decision does not allow 90
decision does not alter 175
decision does not appear 1053
decision does not apply 799
decision does not arise 156
decision does not belong 116
decision does not blind 44
decision does not carry 83
decision does not cause 49
decision does not change 342
decision does not count 63
decision does not cover 99
decision does not create 154
decision does not exist 133
decision does not fully 54
decision does not imply 306
decision does not limit 43
decision does not occur 77
decision does not prove 72
decision does not quite 44
decision does not really 157
decision does not refer 78
decision does not reveal 59
decision does not serve 51
decision does not solve 48
decision does not stand 205
decision does not state 99
decision does not touch 151
decision each and every 46
decision for any given 109
decision for any reason 69
decision for any woman 47
decision for both sides 45
decision for each child 45
decision for each state 156
decision for one issue 57
decision for one party 60
decision for one reason 42
decision for six months 220
decision for that claim 194
decision for that reason 117
decision for that state 51
decision for this change 42
decision for this reason 84
decision for two months 91
decision for two weeks 103
decision for war could 50
decision for war would 162
decision had far reaching 48
decision had its roots 47
decision had long since 94
decision had not taken 63
decision has its roots 42
decision has long since 82
decision has not really 42
decision has two parts 67
decision let him abide 48
decision may not apply 46
decision may not stand 69
decision met with strong 62
decision not long after 41
decision one way rather 53
decision one year later 108
decision she had never 44
decision she had taken 255
decision she has taken 58
decision she was about 103
decision than one based 51
decision than that faced 45
decision than that which 240
decision than they would 128
decision than was usual 54
decision than you would 46
decision that both sides 120
decision that for every 40
decision that had found 103
decision that had given 104
decision that had ruled 70
decision that had taken 93
decision that has given 64
decision that has never 70
decision that has since 122
decision that has taken 58
decision that his father 72
decision that man shall 45
decision that may cause 43
decision that may change 58
decision that may prove 59
decision that one could 50
decision that one loves 154
decision that one makes 235
decision that one party 51
decision that one would 47
decision that she could 368
decision that she loved 47
decision that she makes 85
decision that she might 81
decision that she wants 50
decision that she would 1115
decision that they could 487
decision that they might 115
decision that they ought 61
decision that they shall 44
decision that they would 1383
decision that this court 191
decision that this would 171
decision that was about 147
decision that was based 574
decision that was binding 115
decision that was bound 99
decision that was given 111
decision that was later 385
decision that was never 122
decision that was often 51
decision that was right 322
decision that was still 51
decision that was taken 1035
decision that you alone 52
decision that you could 108
decision that you might 130
decision that you shall 53
decision that you would 337
decision they are about 140
decision they are obeying 65
decision they had given 44
decision they had taken 269
decision was all about 47
decision was being taken 421
decision was his alone 460
decision was its finding 42
decision was not about 131
decision was not acted 64
decision was not aimed 42
decision was not based 2753
decision was not binding 1154
decision was not cited 69
decision was not easily 256
decision was not final 874
decision was not fully 270
decision was not given 460
decision was not known 142
decision was not liked 45
decision was not nearly 44
decision was not quite 191
decision was not really 298
decision was not right 101
decision was not taken 1977
decision was not theirs 383
decision was not within 75
decision was not yours 42
decision was now taken 246
decision was one taken 41
decision was one which 544
decision was set aside 1641
decision was that after 52
decision was that since 183
decision was that though 49
decision was that under 102
decision was that where 75
decision was that which 97
decision was that while 240
decision was then given 53
decision was then taken 824
decision was thus taken 157
decision with far reaching 48
decision with her mother 41
decision with his usual 136
decision you are about 260
decision you are faced 48
decision you may carry 58
declare all and every 137
declare all men equal 1047
declare and pay taxes 94
declare and use local 52
declare any area within 169
declare can not later 67
declare each and every 63
declare for few words 48
declare for one party 59
declare for that party 72
declare her his queen 59
declare him our enemy 45
declare his own views 67
declare how they would 60
declare she had never 63
declare she has often 50
declare that all forms 59
declare that all human 141
declare that all kinds 54
declare that all people 113
declare that all power 133
declare that all shall 134
declare that all sorts 66
declare that all which 47
declare that all women 55
declare that any given 110
declare that any goods 52
declare that any place 111
declare that for every 79
declare that god alone 55
declare that god chose 82
declare that god could 45
declare that god would 140
declare that her father 92
declare that her lover 90
declare that his father 225
declare that his first 153
declare that his kingdom 129
declare that his mother 187
declare that his music 44
declare that his nearer 59
declare that his party 70
declare that his power 40
declare that his views 127
declare that his voice 42
declare that man shall 51
declare that men might 79
declare that men ought 54
declare that one eighth 49
declare that one party 48
declare that one would 42
declare that our first 40
declare that our nation 63
declare that our party 56
declare that our people 115
declare that our ships 230
declare that our whole 48
declare that she could 578
declare that she hated 55
declare that she loved 102
declare that she loves 63
declare that she never 272
declare that she ought 70
declare that she shall 84
declare that she would 2124
declare that that which 93
declare that they acted 87
declare that they agree 257
declare that they alone 118
declare that they belong 265
declare that they could 1298
declare that they enjoy 70
declare that they exist 45
declare that they favor 87
declare that they found 137
declare that they fully 49
declare that they might 106
declare that they never 1344
declare that they ought 183
declare that they really 45
declare that they shall 1117
declare that they spoke 40
declare that they stand 98
declare that they still 161
declare that they stood 54
declare that they would 6533
declare that they write 69
declare that things shall 910
declare that this action 58
declare that this child 107
declare that this event 50
declare that this house 139
declare that this kingdom 40
declare that this method 61
declare that this nation 515
declare that this people 40
declare that this power 129
declare that this right 103
declare that this shall 57
declare that this thesis 61
declare that this treaty 59
declare that this whole 45
declare that this world 242
declare that this would 182
declare that this writing 71
declare that thou shalt 47
declare that you could 103
declare that you never 92
declare that you ought 49
declare that you shall 195
declare that you would 294
declare them two sides 67
declare they are quite 311
declare they are taken 101
declare they are tired 41
declare they are willing 84
declare they had begun 42
declare they had rather 63
declare war and begin 45
declare war and carry 51
declare war and enter 43
declare war and fight 159
declare war and grant 162
declare war and raise 434
declare war they might 60
declare war was given 56
declare war with indian 257
declare war with russia 112
declare war with spain 294
declare with one voice 846
declare you are quite 122
declare you both heirs 47
declaring all men equal 262
declaring all she thinks 74
declaring for any party 40
declaring for one party 59
declaring his own hands 49
declaring his own views 92
declaring its own power 70
declaring she had never 131
declaring she was drunk 44
declaring she was tired 45
declaring that all human 82
declaring that all lands 107
declaring that all notes 57
declaring that all people 85
declaring that all power 86
declaring that all ships 51
declaring that all which 48
declaring that all women 69
declaring that all would 88
declaring that any event 54
declaring that any state 97
declaring that any woman 54
declaring that each state 170
declaring that for every 93
declaring that god alone 75
declaring that god could 89
declaring that god would 294
declaring that her father 171
declaring that her mother 72
declaring that her whole 59
declaring that his action 95
declaring that his blood 58
declaring that his father 915
declaring that his first 103
declaring that his house 56
declaring that his kingdom 67
declaring that his mother 158
declaring that his order 43
declaring that his party 145
declaring that his people 196
declaring that his power 45
declaring that his right 115
declaring that his views 70
declaring that his whole 66
declaring that his words 73
declaring that one could 128
declaring that she alone 79
declaring that she cared 54
declaring that she could 1590
declaring that she feels 52
declaring that she found 87
declaring that she hated 103
declaring that she knows 51
declaring that she liked 63
declaring that she lived 56
declaring that she loved 109
declaring that she loves 87
declaring that she might 99
declaring that she never 413
declaring that she ought 64
declaring that she really 40
declaring that she shall 80
declaring that she speaks 84
declaring that she still 59
declaring that she wants 58
declaring that she would 5884
declaring that they acted 149
declaring that they alone 112
declaring that they belong 69
declaring that they catch 40
declaring that they could 2701
declaring that they found 101
declaring that they loved 62
declaring that they might 222
declaring that they never 560
declaring that they ought 285
declaring that they shall 444
declaring that they still 49
declaring that they stood 61
declaring that they would 13460
declaring that this action 66
declaring that this could 50
declaring that this nation 50
declaring that this would 403
declaring that war would 42
declaring that you could 61
declaring that you would 143
declaring they had never 219
declaring war and sending 50
declaring war with every 53
declaring war with russia 51
declaring war with spain 154
declaring with his usual 49
declaring with one voice 143
decline and bring about 90
decline and death after 46
decline and its social 43
decline and she would 103
decline and they would 98
decline are not fully 91
decline are not known 363
decline but was still 51
decline did not appear 175
decline did not begin 247
decline did not occur 434
decline did not start 85
decline does not appear 584
decline does not apply 51
decline does not begin 65
decline does not imply 109
decline does not occur 207
decline each year until 126
decline for any reason 206
decline for both sexes 188
decline for one reason 112
decline for that reason 46
decline for this group 105
decline for this period 96
decline for this reason 139
decline has not taken 48
decline may not occur 88
decline not long after 134
decline that had begun 660
decline that had taken 223
decline that has taken 437
decline that may occur 105
decline was not found 45
decline was not nearly 88
decline was not quite 102
decline was not rapid 44
decline was not steady 53
decline with age after 358
decline with age until 123
decline with age while 126
decline with each passing 262
declining air and water 72
declining and death close 40
declining each year since 65
declining law and order 66
declining sun was shining 47
declining with each passing 82
declining with his usual 98
decorum for his order 56
decrease air and water 41
decrease and then level 42
decrease and this would 98
decrease are both small 40
decrease did not appear 53
decrease did not occur 533
decrease does not appear 224
decrease does not occur 591
decrease each year until 127
decrease for any given 132
decrease for any reason 54
decrease for both sexes 55
decrease for each group 51
decrease that has taken 157
decrease that may occur 54
decrease was not found 173
decrease with age after 170
decrease with age until 123
decrease with age while 168
decrease with each cycle 103
decrease with each passing 157
decreasing each year since 41
decreasing fat and sugar 53
decreasing its real value 42
decreasing with each passing 84
decreed for any cause 98
decreed that all banks 44
decreed that all bills 50
decreed that all black 45
decreed that all books 195
decreed that all cases 49
decreed that all civil 46
decreed that all debts 49
decreed that all goods 131
decreed that all lands 156
decreed that all legal 58
decreed that all local 47
decreed that all males 65
decreed that all paper 41
decreed that all people 148
decreed that all sales 43
decreed that all shall 55
decreed that all ships 115
decreed that all state 112
decreed that all taxes 71
decreed that all trade 83
decreed that all women 209
decreed that any child 40
decreed that any indian 117
decreed that any slave 69
decreed that any woman 75
decreed that for every 166
decreed that his bones 59
decreed that his house 120
decreed that his people 74
decreed that his wound 45
decreed that man shall 307
decreed that men shall 50
decreed that one could 40
decreed that she could 237
decreed that she shall 110
decreed that she would 294
decreed that they could 433
decreed that they might 171
decreed that they ought 58
decreed that they shall 566
decreed that they would 872
decreed that this shall 52
decreed that this title 62
decreed that this would 113
decreed that thou shalt 153
decreed that two thirds 78
decreed that you could 48
decreed that you shall 428
decreed that you would 74
decreeing that they could 45
decreeing that they shall 53
decreeing that they would 52
decrees and that write 209
