dainty shoe she generally 41
dairying and meat production 187
dallying with his affections 77
dallying with his souvenirs 40
damage and are associated 93
damage and are difficult 85
damage and eye irritation 46
damage and its incidents 90
damage and its inhibition 124
damage and its prevention 102
damage and its relevance 160
damage and not molecular 46
damage are not available 63
damage are not identical 63
damage does not correlate 66
damage for all concerned 41
damage her own reputation 50
damage his own character 73
damage his own interests 79
damage his own political 60
damage his own reputation 512
damage its own interests 147
damage our own interests 47
damage she had inflicted 492
damage she had sustained 1920
damage she has inflicted 143
damage she has sustained 288
damage than they inflicted 109
damage than was necessary 138
damage that they inflicted 68
damage that they sustained 49
damage that was inflicted 246
damage that was sustained 110
damage they had committed 42
damage they had inflicted 1333
damage they had sustained 1887
damage was being inflicted 190
damage was not excessive 51
damage was not extensive 266
damage was not necessary 44
damage was not occasioned 99
damage was not permanent 207
damage was not prevented 44
damage was not reasonably 76
damage was not sustained 44
damage was too extensive 227
damaging for all concerned 45
damaging his own interests 94
damaging his own reputation 237
damaging its own interests 45
danced and sang throughout 41
dancer who had performed 138
dancer who has performed 40
dances are being performed 120
dances are not performed 83
dances that are performed 785
dances with his companions 85
dangers and his campaigns 40
dangers and his victories 71
dangers and its drawbacks 40
dangers and our weaknesses 46
dangers are not imaginary 109
dangers for all concerned 109
dangers that are associated 161
dangers that are connected 80
dangers that are reasonably 57
dangers that can accompany 73
dangers that may accompany 117
dangers they can encounter 42
dangers they had undergone 678
dangers they may encounter 171
dangers you may encounter 61
darker hue than honorable 50
darker than its neighbors 44
darted out and moistened 48
dashed his head repeatedly 99
dashed off his signature 91
dashes his head repeatedly 91
dawned hot and cloudless 47
dazzle them with brilliance 250
deacons and lay ministers 80
deacons are not commanded 121
deacons who had committed 62
dealers and art galleries 84
dealers and art historians 48
dealers and oil companies 71
dealers are not permitted 107
dealers who had previously 83
dealers who had purchased 72
debate and its influence 53
debate and its parallels 81
debate and its relevance 97
debate and its resolution 243
debate men are generally 57
debate that had developed 81
debate that has attracted 40
debate that has continued 498
debate that has developed 242
debate that has dominated 139
debate that has persisted 101
debate that was conducted 98
debate that was generated 58
debate was being conducted 306
debate was not concluded 110
debate was not conducted 128
debate was not primarily 50
debate was then adjourned 231
debate was then continued 55
debate with his colleagues 223
debate with his opponents 510
debating with his opponents 52
debris that had collected 178
debris that has collected 159
debris that was deposited 63
debris that was scattered 80
debtor and all creditors 215
debtor and all secondary 44
debtor and any dependent 1178
debtor and any secondary 103
debtor and any statement 226
debtor and any witnesses 68
debtor and his creditors 1783
debtor and its affiliates 64
debtor and its creditors 1058
debtor can not discharge 127
debtor does not discharge 209
debtor does not recognize 65
debtor has his residence 66
debtor has its principal 94
debtor has not committed 95
debtor has not completed 98
debtor has not performed 56
debtor has not rescinded 157
debtor may not discharge 48
debtor that are primarily 75
debtor was not insolvent 152
debtor was not permitted 55
debtor who has absconded 48
debtor who has committed 110
debtor who has consented 50
debtor who has defaulted 83
debtor who was insolvent 78
debtor with his creditors 203
decade ago and continues 48
decade and has continued 61
decade and has published 52
decade are not available 51
decade that had witnessed 111
decade that has witnessed 72
deceit and are revengeful 108
deceit she had practiced 74
decent and neat appearance 63
decent but not outstanding 46
decent pay and conditions 124
decide and act accordingly 113
decide and act correctly 45
decide and act instantly 45
decide for any specified 71
decide how far resolution 40
decide how they themselves 42
decide its own destinies 75
decide its own political 161
decide its own priorities 107
decide its own procedure 333
decide our own destinies 46
decide that any amendment 72
decide that any contracting 113
decide that for ourselves 126
decide that for themselves 432
decide that its interests 171
decide that they preferred 50
decide that they themselves 72
decide them with discretion 58
decide things for ourselves 178
decide things for themselves 806
decide this for ourselves 71
decide this for themselves 298
decide this with certainty 58
decide who was important 92
decide who was qualified 78
decide with any assurance 53
decide with any certainty 967
deciding his own political 45
deciding how this generally 49
deciding our own destinies 60
deciding things for ourselves 54
deciding things for themselves 151
decked her with ornaments 66
decked out for christmas 286
decked out for exhibition 42
decked out for halloween 51
decked out for sacrifice 246
decked out with christmas 68
decked out with ornaments 181
decked thee with ornaments 71
decked with all ornaments 90
decked you with ornaments 52
decree did not expressly 79
decree does not establish 45
decree does not expressly 45
decree does not terminate 73
decree has its foundation 43
decree that was published 83
decree was not published 354
decree was not rescinded 48
decree was not warranted 40
deduce all our knowledge 81
deduce all things necessary 42
deduce that all sequences 80
deduce with any certainty 54
deemed fit and necessary 69
deeper and was doubtless 62
deeper dye than parricide 47
deeper for its foundation 47
deeper hue than moonlight 110
deeper than and different 41
deeper than any political 242
deeper than any temporary 51
deeper than had previously 65
deeper than his intellect 64
deeper than his knowledge 46
deeper than his neighbors 100
deeper than our knowledge 92
deeper than that expressed 43
deeper than that indicated 59
deeper than that occasioned 71
deeper than that suggested 54
deeper than they themselves 56
deeper than was generally 76
deeper than was necessary 141
deeper than was previously 76
deeper with each repetition 46
deeply and then continued 40
deeply has this conception 40
deeply she was impressed 63
deeply than they themselves 51
deeply that our knowledge 44
deeply they are committed 51
deeply they are concerned 142
deeply was she convinced 120
deeply was she impressed 78
deeply was this sentiment 45
defeating all his opponents 54
defeats and his impotence 65
defeats and his victories 50
defeats and its victories 157
defeats and our victories 92
defeats its own professed 98
defeats they had inflicted 49
defeats they had sustained 418
defect and its correction 42
defect does not interfere 95
defect that she doubtless 55
defect was his inability 79
defect was his indolence 51
defect was its inability 43
defect was not corrected 97
defend any one whomsoever 65
defend her own frontiers 172
defend her own innocence 51
defend her own interests 508
defend her own territory 418
defend him and themselves 102
defend his own character 238
defend his own conception 62
defend his own frontiers 187
defend his own innocence 43
defend his own integrity 114
defend his own interests 653
defend his own political 58
defend his own reputation 239
defend his own territory 276
defend its own existence 443
defend its own frontiers 167
defend its own integrity 87
defend its own interests 1799
defend its own territory 881
defend not this innovation 55
defend our own commercial 119
