damn sure of themselves 102
damp down the explosive 121
damp down the vibrations 45
damp from the afternoon 150
damp upon the prospects 60
dams along the tennessee 204
dare deny the existence 58
dare make the slightest 105
dare make the suggestion 58
dare swear he purchased 45
dare take an englishman 46
dare take the initiative 96
daring life the adventure 70
dark ages of antiquity 263
dark ages of barbarism 268
dark ages of chemistry 64
dark ages of feudalism 172
dark ages of ignorance 667
dark ages of oppression 64
dark areas of ignorance 48
dark blue or turquoise 43
dark body an invisible 49
dark breath of veneration 48
dark cave of ignorance 96
dark days of adversity 283
dark days of communism 50
dark days of depression 222
dark days of emergency 161
dark days of ignorance 146
dark days of midwinter 66
dark days of occupation 54
dark days of oppression 139
dark days of political 64
dark days of repression 56
dark days of september 145
dark days of watergate 120
dark even to blackness 220
dark from the admixture 45
dark gray to yellowish 95
dark heads of mountains 97
dark hole of depression 66
dark hour of adversity 1254
dark hour of affliction 143
dark hour of revolution 51
dark hour of temptation 92
dark line of mountains 113
dark line of separation 101
dark line of vegetation 72
dark line or absorption 161
dark list of apostates 68
dark made it difficult 40
dark mass of condensed 93
dark mass of mountains 122
dark mass of shapeless 55
dark mood of depression 40
dark over the mountains 58
dark pair of sunglasses 88
dark pall of ignorance 46
dark part of ourselves 61
dark paths of excessive 85
dark range of mountains 219
dark room is available 61
dark room is desirable 53
dark room is necessary 115
dark rows of portraits 72
dark side is presented 66
dark side of celebrity 40
dark side of character 66
dark side of childhood 110
dark side of community 83
dark side of corporate 69
dark side of courtship 137
dark side of creativity 91
dark side of democracy 570
dark side of existence 437
dark side of hollywood 60
dark side of humankind 132
dark side of industrial 69
dark side of knowledge 56
dark side of leadership 284
dark side of modernism 72
dark side of modernity 1033
dark side of motherhood 91
dark side of ourselves 418
dark side of political 89
dark side of sexuality 175
dark side of themselves 95
dark skin is associated 65
dark thread is sometimes 53
dark veil of ignorance 146
dark view of existence 46
dark wall of mountains 86
dark when he announced 53
dark when my household 64
dark when the cannonading 197
dark when the procession 147
dark when we descended 90
dark when we separated 80
dark wood be lightened 84
dark years of depression 47
dark years of occupation 48
dart from an uncertain 128
dart into the cloisters 89
dash into the chesapeake 154
dash into the courtyard 44
dash into the territory 95
dash into the transvaal 109
dash over the boundless 48
dash over the mountains 90
dash went the orchestra 56
data also is available 52
data among the different 243
data among the processes 46
data bank is available 118
data bank is described 43
data bank of available 65
data bank of knowledge 61
data bank to determine 46
data base as described 83
data base is available 1633
data base is collected 111
data base is completed 56
data base is comprised 102
data base is concerned 84
data base is contained 67
data base is currently 131
data base is described 503
data base is developed 204
data base is different 63
data base is difficult 44
data base is discussed 131
data base is especially 48
data base is extensive 87
data base is extremely 90
data base is generally 95
data base is generated 145
data base is important 103
data base is necessary 223
data base is organized 287
data base is performed 42
data base is presented 369
data base is presently 49
data base is primarily 47
data base is processed 45
data base is typically 50
data base of abstracts 73
data base of assertions 66
data base of available 97
data base of customers 56
data base of employees 42
data base of knowledge 196
data base of planetary 125
data base of previously 85
data base of reference 49
data base of technical 88
data base or retrieval 20981
data base to calculate 72
data base to construct 61
data base to determine 1109
data base to establish 129
data base to represent 53
data byte is available 71
